,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
01:12:03.797,154704.0,0.9,0.3,-7.9,0.25,0.1,0.0,21057.0,150.0,1.0
01:12:08.533,2175.0,0.3,0.5,-4.8,0.25,1.1,0.0,16571.0,480.0,1.0
01:12:13.772,16388.0,0.5,1.8,-8.9,0.25,0.1,0.0,9773.0,40.0,1.0
01:12:18.485,48640.0,0.2,0.5,-3.5,0.25,3.8,0.0,8468.0,240.0,1.0
01:12:24.199,3947.0,0.7,1.3,-9.8,0.25,0.6,0.0,10115.0,220.0,1.0
01:12:29.981,19853.0,0.4,0.4,2.6,0.25,1.9,0.0,3477.0,480.0,1.0
01:12:34.806,25679.0,0.4,0.4,2.3,0.25,0.4,0.0,8617.0,130.0,1.0
01:12:40.093,271981.0,0.3,0.4,-2.2,0.25,1.9,0.0,543.0,30.0,1.0
01:12:45.913,60201.0,0.4,1.3,-4.3,0.25,4.5,0.0,1042.0,80.0,1.0
01:12:50.612,105623.0,0.3,0.2,-0.4,0.25,1.2,0.0,5731.0,210.0,1.0
01:12:55.917,289410.0,0.3,0.2,-6.2,0.25,1.1,0.0,11386.0,160.0,1.0
01:13:00.700,15325.0,0.3,0.3,-1.9,0.25,3.4,0.0,5584.0,930.0,1.0
01:13:05.838,89102.0,0.5,0.7,-6.6,0.25,1.5,0.0,5533.0,220.0,1.0
01:13:10.479,42163.0,0.4,0.3,-3.9,0.25,0.2,0.0,3405.0,220.0,1.0
01:13:16.121,81462.0,0.3,0.4,-5.3,0.25,4.7,0.0,13848.0,480.0,1.0
01:13:21.716,25740.0,0.4,0.2,-4.5,0.25,2.4,0.0,9285.0,350.0,1.0
01:13:26.412,22816.0,0.2,0.5,-9.0,0.25,5.1,0.0,2787.0,160.0,1.0
01:13:32.129,122154.0,0.5,1.3,-7.9,0.25,1.2,0.0,2404.0,10.0,1.0
