,A.LOITER1
18:31:31.725,-1.0
18:31:31.927,-1.0
18:31:32.129,-1.0
18:31:32.330,-1.0
18:31:32.532,-1.0
18:31:32.734,-1.0
18:31:32.937,-1.0
18:31:33.138,-1.0
18:31:33.340,-1.0
18:31:33.541,-1.0
18:31:33.743,-1.0
18:31:33.944,-1.0
18:31:34.145,-1.0
18:31:34.346,-1.0
18:31:34.547,-1.0
18:31:34.748,-1.0
18:31:34.950,-1.0
18:31:35.153,-1.0
18:31:35.354,-1.0
18:31:35.555,-1.0
18:31:35.756,-1.0
18:31:35.957,-1.0
18:31:36.158,-1.0
18:31:36.360,-1.0
18:31:36.561,-1.0
18:31:36.762,-1.0
18:31:36.963,-1.0
18:31:37.166,-1.0
18:31:37.367,-1.0
18:31:37.568,-1.0
18:31:37.770,-1.0
18:31:37.971,-1.0
18:31:38.174,-1.0
18:31:38.375,-1.0
18:31:38.576,-1.0
18:31:38.778,-1.0
18:31:38.980,-1.0
18:31:39.182,-1.0
18:31:39.383,-1.0
18:31:39.585,-1.0
18:31:39.786,-1.0
18:31:39.987,-1.0
18:31:40.188,-1.0
18:31:40.389,-1.0
18:31:40.590,-1.0
18:31:40.791,-1.0
18:31:40.993,-1.0
18:31:41.195,-1.0
18:31:41.396,-1.0
18:31:41.597,-1.0
18:31:41.800,-1.0
18:31:42.001,-1.0
18:31:42.202,-1.0
18:31:42.403,-1.0
18:31:42.605,-1.0
18:31:42.807,-1.0
18:31:43.008,-1.0
18:31:43.210,-1.0
18:31:43.411,-1.0
18:31:43.613,-1.0
18:31:43.814,-1.0
18:31:44.015,-1.0
18:31:44.216,-1.0
18:31:44.417,-1.0
18:31:44.618,-1.0
18:31:44.822,-1.0
18:31:45.024,-1.0
18:31:45.228,-1.0
18:31:45.430,-1.0
18:31:45.631,-1.0
18:31:45.833,-1.0
18:31:46.034,-1.0
18:31:46.236,-1.0
18:31:46.438,-1.0
18:31:46.639,-1.0
18:31:46.842,-1.0
18:31:47.044,-1.0
18:31:47.247,-1.0
18:31:47.448,-1.0
18:31:47.650,-1.0
18:31:47.851,-1.0
18:31:48.052,-1.0
18:31:48.254,-1.0
18:31:48.455,-1.0
18:31:48.657,-1.0
18:31:48.858,-1.0
18:31:49.059,-1.0
18:31:49.261,-1.0
18:31:49.462,-1.0
18:31:49.664,-1.0
18:31:49.865,-1.0
18:31:50.066,-1.0
18:31:50.268,-1.0
18:31:50.469,-1.0
18:31:50.671,-1.0
18:31:50.876,-1.0
18:31:51.078,-1.0
18:31:51.279,-1.0
18:31:51.480,-1.0
18:31:51.683,-1.0
18:31:51.884,-1.0
18:31:52.086,-1.0
18:31:52.287,-1.0
18:31:52.489,-1.0
18:31:52.691,-1.0
18:31:52.893,-1.0
18:31:53.094,-1.0
18:31:53.296,-1.0
18:31:53.497,-1.0
18:31:53.699,-1.0
18:31:53.900,-1.0
18:31:54.101,-1.0
18:31:54.303,-1.0
18:31:54.504,-1.0
18:31:54.706,-1.0
18:31:54.908,-1.0
18:31:55.110,-1.0
18:31:55.311,-1.0
18:31:55.513,-1.0
18:31:55.714,-1.0
18:31:55.915,-1.0
18:31:56.116,-1.0
18:31:56.318,-1.0
18:31:56.519,-1.0
18:31:56.721,-1.0
18:31:56.923,-1.0
18:31:57.125,-1.0
18:31:57.326,-1.0
18:31:57.528,-1.0
18:31:57.729,-1.0
18:31:57.930,-1.0
18:31:58.131,-1.0
18:31:58.333,-1.0
18:31:58.534,-1.0
18:31:58.737,-1.0
18:31:58.938,-1.0
18:31:59.140,-1.0
18:31:59.341,-1.0
18:31:59.542,-1.0
18:31:59.744,-1.0
18:31:59.945,-1.0
18:32:00.146,-1.0
18:32:00.348,-1.0
18:32:00.549,-1.0
18:32:00.751,-1.0
18:32:00.953,-1.0
18:32:01.155,-1.0
18:32:01.356,-1.0
18:32:01.557,-1.0
18:32:01.758,-1.0
18:32:01.959,-1.0
18:32:02.161,-1.0
18:32:02.362,-1.0
18:32:02.563,-1.0
18:32:02.764,-1.0
18:32:02.965,-1.0
18:32:03.168,-1.0
18:32:03.369,-1.0
18:32:03.570,-1.0
18:32:03.771,-1.0
18:32:03.973,-1.0
18:32:04.174,-1.0
18:32:04.375,-1.0
18:32:04.576,-1.0
18:32:04.777,-1.0
18:32:04.978,-1.0
18:32:05.180,-1.0
18:32:05.381,-1.0
18:32:05.582,-1.0
18:32:05.784,-1.0
18:32:05.985,-1.0
18:32:06.187,-1.0
18:32:06.388,-1.0
18:32:06.589,-1.0
