time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,alt,lat,lon,relative_alt,vx,vy,vz,MODE,EK2_ALT_SOURCE
13:42:59,1500.0,0.04207795485854149,0.012671280652284622,-0.031423382461071014,-0.1339927762746811,0.10153427720069885,-0.10255180299282074,1.0,-10.0,-991.0,-133.0,102.0,-102.0,587.2999877929688,587300.0,-35.3632614,149.165241,3295.0,9.0,52.0,-145.0,AUTO,0.0
13:43:01,1500.0,-0.053050652146339417,-0.005781005602329969,-0.09490109980106354,0.05739964172244072,0.0019025695510208607,-0.0060598645359277725,-3.0,7.0,-1001.0,58.0,2.0,-6.0,590.3699951171875,590370.0,-35.363261,149.1652448,6360.0,-3.0,-42.0,-149.0,AUTO,0.0
13:43:03,1500.0,0.06656251102685928,0.0039225551299750805,-0.08771223574876785,-0.002060944912955165,-0.054271310567855835,0.05715170130133629,0.0,5.0,-996.0,-1.0,-53.0,56.0,593.489990234375,593490.0,-35.3632624,149.1652345,9487.0,-12.0,-8.0,-153.0,AUTO,0.0
13:43:05,1500.0,-0.01054307259619236,0.0017193891108036041,-0.11331837624311447,0.01333483774214983,0.008252306841313839,-0.03147087246179581,-1.0,-1.0,-1001.0,13.0,8.0,-31.0,596.5899658203125,596590.0,-35.3632621,149.1652362,12583.0,7.0,0.0,-153.0,AUTO,0.0
13:43:07,1500.0,0.010374019853770733,0.007388434838503599,-0.15215899050235748,-0.00032119188108481467,-0.0012139498721808195,-0.00944916158914566,0.0,0.0,-999.0,0.0,0.0,-9.0,599.719970703125,599720.0,-35.3632614,149.1652353,15718.0,-2.0,1.0,-153.0,AUTO,0.0
13:43:09,1500.0,0.003515208140015602,0.0031723971478641033,-0.18159213662147522,-0.0007225043373182416,0.0007530866423621774,-0.02028803713619709,0.0,0.0,-1000.0,0.0,1.0,-20.0,602.8399658203125,602840.0,-35.3632617,149.1652358,18832.0,-3.0,6.0,-153.0,AUTO,0.0
13:43:11,1500.0,0.002976474817842245,0.0031706669833511114,-0.22310572862625122,0.0022780573926866055,0.00010722980368882418,-0.02077096328139305,0.0,0.0,-1000.0,3.0,0.0,-21.0,605.969970703125,605970.0,-35.3632618,149.1652364,21964.0,-2.0,3.0,-154.0,AUTO,0.0
13:43:13,1500.0,-0.005097175482660532,0.0023150513879954815,-0.2601415812969208,-0.06264682114124298,0.009817810729146004,-0.0014325222000479698,0.0,0.0,-996.0,-61.0,10.0,-1.0,609.0999755859375,609100.0,-35.363262,149.1652367,25090.0,-2.0,2.0,-153.0,AUTO,0.0
13:43:15,1500.0,0.00862167589366436,0.001513969269581139,-0.22021357715129852,-0.005145602859556675,0.0005754634039476514,0.022362209856510162,0.0,0.0,-1000.0,-4.0,1.0,22.0,612.2000122070312,612200.0,-35.3632624,149.1652367,28199.0,-2.0,7.0,-153.0,AUTO,0.0
13:43:17,1500.0,-0.0002645657805260271,0.001334481523372233,-0.18136656284332275,0.0008416821947321296,0.0011939627584069967,0.017133086919784546,0.0,0.0,-1000.0,1.0,2.0,16.0,615.3099975585938,615310.0,-35.3632624,149.1652379,31307.0,0.0,4.0,-153.0,AUTO,0.0
13:43:19,1500.0,0.0019393665716052055,0.0013558960054069757,-0.1521664410829544,0.003573069581761956,0.0010763301979750395,0.014229917898774147,0.0,0.0,-1000.0,4.0,2.0,14.0,618.4299926757812,618430.0,-35.3632623,149.1652379,34423.0,0.0,0.0,-153.0,AUTO,0.0
13:43:21,1500.0,0.0033352328464388847,0.0013763003516942263,-0.13034102320671082,-0.00020084658171981573,-0.0007348930812440813,0.009829182177782059,0.0,0.0,-1000.0,0.0,0.0,9.0,621.5399780273438,621540.0,-35.3632622,149.1652376,37531.0,0.0,0.0,-153.0,AUTO,0.0
13:43:23,1500.0,0.00272393343038857,0.0013737919507548213,-0.11422720551490784,-4.120613448321819e-05,0.001082500210031867,0.009604454040527344,0.0,0.0,-999.0,1.0,2.0,9.0,624.6499633789062,624650.0,-35.3632621,149.1652374,40643.0,0.0,0.0,-153.0,AUTO,0.0
13:43:25,1500.0,0.0026311706751585007,0.001457061618566513,-0.10094545781612396,0.005300683435052633,0.0026485847774893045,0.00817061960697174,0.0,0.0,-1000.0,6.0,3.0,8.0,627.760009765625,627760.0,-35.363262,149.1652373,43757.0,-1.0,1.0,-153.0,AUTO,0.0
13:43:27,1500.0,0.002625402295961976,0.001246881322003901,-0.08961793780326843,-0.0022921906784176826,0.0026161298155784607,0.007458207663148642,0.0,0.0,-999.0,-1.0,3.0,7.0,630.8699951171875,630870.0,-35.363262,149.1652372,46867.0,-1.0,1.0,-153.0,AUTO,0.0
13:43:29,1500.0,0.03429853543639183,-0.055324435234069824,0.3042464852333069,0.006152354180812836,0.0054299174807965755,-0.017651820555329323,0.0,4.0,-964.0,7.0,6.0,-17.0,633.25,633250.0,-35.3632647,149.1652327,49240.0,-5.0,-15.0,-70.0,AUTO,0.0
13:43:31,1500.0,-0.004880160558968782,0.01281184796243906,0.23707757890224457,-0.37161561846733093,0.021300747990608215,-0.027977298945188522,-1.0,-4.0,-977.0,-368.0,22.0,-27.0,634.1099853515625,634110.0,-35.3632621,149.1652362,50101.0,16.0,29.0,-20.0,AUTO,0.0
