time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,alt,lat,lon,relative_alt,vx,vy,vz,MODE,EK2_ALT_SOURCE
13:43:33,1500.0,-0.033881545066833496,-0.03214452043175697,0.18921801447868347,0.38801074028015137,-0.043674733489751816,-0.023266177624464035,-3.0,40.0,-1022.0,391.0,-42.0,-22.0,634.010009765625,634010.0,-35.3632613,149.1652379,50002.0,7.0,-24.0,5.0,AUTO,0.0
13:43:35,1500.0,0.01419894676655531,-0.11270729452371597,-0.550877571105957,-0.4641895294189453,-0.05863705277442932,-0.07843798398971558,-30.0,-43.0,-1002.0,-464.0,-57.0,-77.0,633.9599609375,633960.0,-35.363252,149.165226,49950.0,111.0,-84.0,-2.0,AUTO,0.0
13:43:37,1500.0,0.022983698174357414,-0.174997478723526,-0.5131170153617859,0.35806524753570557,-0.013409561477601528,-0.015627605840563774,-67.0,-29.0,-1004.0,358.0,-12.0,-14.0,633.9299926757812,633930.0,-35.363218,149.165195,49926.0,274.0,-204.0,-1.0,AUTO,0.0
13:43:39,1500.0,0.04326396435499191,-0.19814532995224,-0.5389714241027832,-0.09045307338237762,0.05237163230776787,-0.004145307466387749,-115.0,-57.0,-1010.0,-89.0,53.0,-3.0,633.8999633789062,633900.0,-35.3631538,149.1651361,49892.0,440.0,-333.0,-2.0,AUTO,0.0
13:43:41,1500.0,0.06760397553443909,-0.16594304144382477,-0.5534517765045166,0.07434675097465515,0.039792049676179886,-0.016715291887521744,-143.0,-57.0,-1001.0,75.0,40.0,-16.0,633.969970703125,633970.0,-35.3630653,149.1650546,49966.0,530.0,-397.0,-5.0,AUTO,0.0
13:43:43,1500.0,0.07339566946029663,-0.14584295451641083,-0.5648510456085205,0.10809117555618286,3.289675805717707e-05,-0.01842120662331581,-139.0,-70.0,-984.0,109.0,1.0,-17.0,634.0199584960938,634020.0,-35.3629682,149.1649657,50017.0,541.0,-401.0,1.0,AUTO,0.0
13:43:45,1500.0,0.06997368484735489,-0.13819587230682373,-0.5754068493843079,-0.04589945077896118,-0.03705141320824623,0.009398940950632095,-136.0,-79.0,-986.0,-44.0,-35.0,10.0,633.969970703125,633970.0,-35.3628697,149.1648759,49961.0,548.0,-408.0,-3.0,AUTO,0.0
13:43:47,1500.0,0.07681887596845627,-0.13668034970760345,-0.5843507051467896,-0.03800995275378227,0.019158663228154182,0.0025843787007033825,-132.0,-78.0,-987.0,-37.0,20.0,3.0,633.969970703125,633970.0,-35.3627714,149.1647857,49962.0,549.0,-410.0,-3.0,AUTO,0.0
13:43:49,1500.0,0.07973404228687286,-0.1305718719959259,-0.5931794047355652,-0.009231269359588623,0.0052720848470926285,-0.012248728424310684,-133.0,-72.0,-984.0,-8.0,6.0,-11.0,633.989990234375,633990.0,-35.3626725,149.1646947,49987.0,544.0,-406.0,-2.0,AUTO,0.0
13:43:51,1500.0,0.08387468010187149,-0.09748560190200806,-0.5997846722602844,0.27611595392227173,0.05845481529831886,-0.026099735870957375,-122.0,-62.0,-993.0,278.0,60.0,-25.0,634.0,634000.0,-35.3625747,149.1646044,49998.0,535.0,-395.0,-6.0,AUTO,0.0
13:43:53,1500.0,0.07201054692268372,-0.006669600028544664,-0.601067304611206,0.23198339343070984,0.03575154021382332,-0.047852806746959686,-94.0,-43.0,-986.0,236.0,37.0,-46.0,634.0799560546875,634080.0,-35.3624869,149.164524,50072.0,427.0,-310.0,0.0,AUTO,0.0
13:43:55,1500.0,0.04434412345290184,0.04897048696875572,-0.6069492697715759,0.785737156867981,0.02925572171807289,-0.022009003907442093,-59.0,2.0,-1007.0,789.0,30.0,-21.0,634.010009765625,634010.0,-35.3624256,149.1644701,50008.0,247.0,-179.0,3.0,AUTO,0.0
13:43:57,1500.0,0.023268990218639374,0.05391087383031845,-0.610154390335083,0.45665276050567627,-0.026701005175709724,0.009137622080743313,-20.0,-8.0,-994.0,456.0,-25.0,9.0,633.97998046875,633980.0,-35.3623974,149.1644451,49977.0,76.0,-61.0,0.0,AUTO,0.0
13:43:59,1500.0,-0.0008791525033302605,0.013279393315315247,-0.6147196888923645,-0.6905125975608826,-0.016416877508163452,-0.0021409171167761087,-1.0,-24.0,-1000.0,-688.0,-15.0,-1.0,633.989990234375,633990.0,-35.3623928,149.1644393,49984.0,4.0,-4.0,0.0,AUTO,0.0
13:44:01,1500.0,0.013698508962988853,-0.004174274392426014,-0.6190963983535767,0.7163767218589783,0.00313196936622262,0.001998870400711894,0.0,37.0,-1000.0,719.0,3.0,3.0,634.010009765625,634010.0,-35.3623938,149.1644388,50000.0,6.0,1.0,1.0,RTL,0.0
13:44:03,1500.0,-0.0011777059407904744,0.06917166709899902,-0.620337188243866,-0.6668460965156555,0.04604555293917656,-0.003959090448915958,9.0,-21.0,-996.0,-665.0,47.0,-2.0,634.0,634000.0,-35.3623953,149.1644399,49995.0,-27.0,31.0,0.0,RTL,0.0
13:44:05,1500.0,-0.014366062358021736,0.16191597282886505,-0.622339129447937,0.34961998462677,0.05049651488661766,-0.012312106788158417,42.0,33.0,-1008.0,350.0,51.0,-11.0,633.97998046875,633980.0,-35.3624124,149.1644571,49973.0,-168.0,137.0,3.0,RTL,0.0
13:44:07,1500.0,-0.045537855476140976,0.17289738357067108,-0.6246169209480286,0.06513908505439758,0.2592085301876068,-0.03772499039769173,85.0,46.0,-967.0,66.0,260.0,-36.0,633.9599609375,633960.0,-35.3624603,149.1645021,49951.0,-337.0,259.0,-1.0,RTL,0.0
13:44:09,1500.0,-0.058727458119392395,0.2655858099460602,-0.631261944770813,0.15681172907352448,0.2601211965084076,0.04546632617712021,105.0,72.0,-959.0,159.0,260.0,46.0,633.989990234375,633990.0,-35.3625326,149.1645685,49984.0,-435.0,329.0,22.0,RTL,0.0
13:44:13,1500.0,-0.030030427500605583,0.10621322318911552,-0.6126832365989685,-0.28958989307284355,0.2813825011253357,-0.04930805414915085,57.5,12.5,-990.5,-289.0,281.5,-47.5,633.9949951171875,633995.0,-35.3626729,149.1646954,49987.5,-251.0,173.5,13.0,RTL,0.0
13:44:17,1500.0,-0.0659453421831131,0.19740243256092072,-0.6167214214801788,-0.22837030980736017,0.4075070470571518,0.011988911777734756,92.0,41.0,-926.0,-225.5,408.0,13.5,634.0249938964844,634025.0,-35.362787749999995,149.1648026,50019.5,-370.5,278.5,10.0,RTL,0.0
13:44:21,1500.0,-0.03768775798380375,-0.03790386952459812,-0.6035658419132233,-0.0024602413177490234,0.07221901137381792,-0.04627439193427563,62.0,9.5,-1004.0,-4.0,72.5,-44.5,634.0799865722656,634080.0,-35.36293005,149.16493285,50070.5,-247.5,165.0,17.0,RTL,0.0
13:44:25,1500.0,-0.062389912083745,0.028029831126332283,-0.6067994832992554,-0.2111325040459633,-0.0005721896886825562,0.04117311566369608,100.5,47.5,-991.0,-208.5,0.0,42.0,633.9649963378906,633965.0,-35.3630357,149.16502905,49959.5,-375.5,291.0,-23.5,RTL,0.0
13:44:27,1500.0,-0.07070410996675491,0.05167148495092988,-0.6062263250350952,0.03752558492124081,0.22786659002304077,0.015957115683704615,107.0,68.0,-937.0,40.0,228.0,17.0,634.0299987792969,634030.0,-35.3631114,149.1650993,50026.0,-441.0,337.0,-22.5,RTL,0.0
13:44:31,1500.0,-0.025583669543266296,0.13126755878329277,-0.6061433851718903,0.233126787468791,-0.18336631963029504,-0.0012729682493954897,62.0,53.0,-1021.0,236.0,-181.5,0.0,633.9299926757812,633930.0,-35.36321185,149.1651899,49926.0,-237.5,183.0,1.0,RTL,0.0
