,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
16:32:08.064,300000.0,0.0,1.6,-10.0,0.25,5.1,0.0,0.0,180.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:12.086,88392.0,1.1,2.0,-3.3,0.25,1.4,0.0,32000.0,660.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:16.111,39873.0,0.9,0.9,-8.2,0.25,0.0,0.0,20714.0,1000.0,1.0,0.1,50.0,50.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:20.146,265771.0,0.6,0.0,-0.7,0.25,5.1,0.0,32000.0,110.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:24.166,163927.0,0.1,0.7,8.1,0.25,0.4,0.0,0.0,840.0,1.0,0.1,50.0,50.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:28.188,154084.0,0.0,1.1,10.1,0.25,4.6,0.0,26072.0,70.0,1.0,0.1,50.0,50.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:32.223,300000.0,1.1,2.0,-0.0,0.25,5.1,0.0,15732.0,860.0,1.0,0.1,50.0,50.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:36.246,124635.0,0.6,0.0,2.1,0.25,0.0,0.0,0.0,80.0,1.0,0.1,50.0,50.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:40.268,161395.0,0.3,0.8,9.7,0.25,1.2,0.0,0.0,300.0,1.0,0.1,50.0,50.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:44.313,300000.0,1.1,1.3,-10.0,0.25,5.0,0.0,27306.0,0.0,1.0,0.1,50.0,50.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:48.357,269207.0,0.3,0.7,-10.0,0.25,2.2,0.0,9945.0,330.0,1.0,0.1,50.0,50.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:52.381,229030.0,0.0,0.0,10.1,0.25,1.1,0.0,20133.0,20.0,1.0,0.1,50.0,50.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0
16:32:56.420,168798.0,0.3,0.1,-3.1,0.25,2.8,0.0,4804.0,1000.0,1.0,0.1,50.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:00.443,119477.0,0.4,0.3,-10.0,0.25,5.1,0.0,18125.0,130.0,1.0,0.1,50.0,50.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:04.458,46252.0,0.5,1.6,-10.0,0.25,3.8,0.0,0.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:08.478,73038.0,0.9,0.8,6.1,0.25,0.0,0.0,2754.0,270.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:12.496,71255.0,0.4,1.3,-5.7,0.25,2.9,0.0,18182.0,460.0,1.0,0.1,50.0,50.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:16.024,32715.0,0.0,0.0,-4.1,0.25,3.1,0.0,12997.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:20.045,139528.0,1.1,0.2,-2.9,0.25,0.0,0.0,23297.0,950.0,1.0,0.1,50.0,50.0,957.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:24.077,300000.0,0.8,1.3,-6.1,0.25,0.0,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:28.099,156525.0,0.0,1.2,10.1,0.25,0.9,0.0,32000.0,1000.0,1.0,0.1,50.0,50.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:32.137,198458.0,0.5,2.0,-10.0,0.25,3.8,0.0,21418.0,0.0,1.0,0.1,50.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:36.171,300000.0,0.0,1.1,-1.4,0.25,0.1,0.0,1502.0,0.0,1.0,0.1,50.0,50.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:40.190,22036.0,0.8,1.0,-6.8,0.25,2.5,0.0,18457.0,0.0,1.0,0.1,50.0,50.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:43.202,36629.0,0.3,1.9,-8.4,0.25,0.5,0.0,0.0,140.0,1.0,0.1,50.0,50.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:47.235,234915.0,0.0,1.6,-4.8,0.25,2.7,0.0,13461.0,630.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:51.273,271672.0,0.5,2.0,-10.0,0.25,3.0,0.0,31963.0,930.0,1.0,0.1,50.0,50.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:55.290,200.0,0.5,0.9,-4.3,0.25,4.9,0.0,16892.0,810.0,1.0,0.1,50.0,50.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33:59.317,112981.0,0.2,0.0,-0.4,0.25,2.3,0.0,5294.0,690.0,1.0,0.1,50.0,50.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:03.361,78503.0,0.8,0.8,1.3,0.25,0.0,0.0,0.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:07.374,200.0,1.1,0.0,-7.1,0.25,3.6,0.0,19064.0,300.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:11.389,200.0,0.8,0.2,-10.0,0.25,1.5,0.0,1278.0,140.0,1.0,0.1,50.0,50.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:15.423,300000.0,0.2,0.8,-10.0,0.25,1.0,0.0,22300.0,380.0,1.0,0.1,50.0,50.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:19.450,88730.0,0.7,1.4,-10.0,0.25,5.1,0.0,32000.0,910.0,1.0,0.1,50.0,50.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:23.488,157915.0,0.5,0.0,-5.6,0.25,5.1,0.0,32000.0,380.0,1.0,0.1,50.0,50.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:27.008,200.0,0.7,0.5,4.8,0.25,0.0,0.0,9240.0,680.0,1.0,0.1,50.0,50.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:31.045,210872.0,0.7,0.0,-3.1,0.25,5.1,0.0,16469.0,1000.0,1.0,0.1,50.0,50.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:35.068,72529.0,0.9,2.0,10.1,0.25,1.1,0.0,11533.0,410.0,1.0,0.1,50.0,50.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:39.112,300000.0,0.1,1.2,9.0,0.25,4.9,0.0,0.0,820.0,1.0,0.1,50.0,50.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:43.144,281693.0,0.1,1.5,-10.0,0.25,4.7,0.0,24753.0,250.0,1.0,0.1,50.0,50.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:47.160,12002.0,0.4,1.3,-10.0,0.25,3.4,0.0,15352.0,660.0,1.0,0.1,50.0,50.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:51.173,10399.0,1.1,1.3,-0.7,0.25,1.8,0.0,15698.0,90.0,1.0,0.1,50.0,50.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:55.206,300000.0,0.8,0.5,-5.0,0.25,3.2,0.0,16472.0,560.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34:59.234,34390.0,1.1,1.7,10.1,0.25,1.0,0.0,23868.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:03.278,200.0,0.6,0.0,-10.0,0.25,3.9,0.0,19697.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:07.314,249879.0,0.9,0.6,-8.7,0.25,2.5,0.0,7349.0,1000.0,1.0,0.1,50.0,50.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:11.345,200.0,1.1,0.7,-10.0,0.25,2.9,0.0,11972.0,320.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:15.379,250553.0,1.1,0.5,10.1,0.25,1.9,0.0,27586.0,0.0,1.0,0.1,50.0,50.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:19.402,200.0,0.7,1.6,10.1,0.25,5.1,0.0,17196.0,750.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:23.425,79474.0,0.6,0.6,10.1,0.25,3.6,0.0,8603.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35:27.451,161247.0,0.8,2.0,0.3,0.25,5.1,0.0,30149.0,230.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
