time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,MODE,EK2_ALT_SOURCE
17:17:59,1500.0,-0.03559912368655205,0.01763809286057949,-0.07936453819274902,-0.016667790710926056,-0.012007470242679119,-0.049026839435100555,588460.0,-35.3632609,149.1652451,4545.0,-1.0,34.0,-150.0,4.0,-7.0,-1006.0,-15.0,-11.0,-49.0,588.4599609375,AUTO,0.0
17:18:11,1500.0,0.0015141825191676618,0.002876601880416274,-0.23244634866714478,4.7932082088664175e-05,0.000948600482661277,-0.020769621059298516,607248.0,-35.36326178,149.1652366,23330.6,-2.0,2.8,-154.0,0.0,0.0,-999.6,0.6,1.4,-20.8,607.2479858398438,AUTO,0.0
17:19:05,1500.0,0.036154367960989475,-0.08066409081220627,1.039266328016917,0.07096470023194949,-0.05099284090101719,0.03081692724178235,623831.6666666666,-35.363178299999994,149.16526330000002,39916.666666666664,31.833333333333332,100.5,32.833333333333336,-21.333333333333332,-7.666666666666667,-1021.3333333333334,75.16666666666667,-49.0,31.666666666666668,623.8316548665365,AUTO,0.0
17:19:07,1500.0,0.02861964392165343,-0.20601732780536017,1.0506176551183064,-0.08663233121236165,-0.14676377309175828,0.023195370643710096,623530.0,-35.3631622,149.16530106666667,39615.666666666664,149.83333333333334,264.0,-3.5,-57.0,-45.333333333333336,-1018.1666666666666,-85.16666666666667,-144.83333333333334,24.166666666666668,623.5299987792969,AUTO,0.0
17:19:55,1500.0,0.006514250902303805,-0.001649140118388459,1.0393319129943848,-0.0026985183358192444,0.0017530236315603058,0.00039147162654747564,606743.3333333334,-35.362862283333335,149.16593991666664,22827.833333333332,5.5,9.166666666666666,-2.1666666666666665,-2.8333333333333335,-2.0,-995.6666666666666,-2.3333333333333335,4.333333333333333,2.1666666666666665,606.7433268229166,ALT_HOLD,0.0
17:19:57,1500.0,0.012178025674074888,0.0001225191736011766,1.0374488234519958,0.06584028402964275,0.00028667296282947063,0.005447692625845472,606043.3333333334,-35.36286143333333,149.16594303333332,22126.0,4.5,9.333333333333334,123.5,-0.6666666666666666,-29.0,-895.0,60.333333333333336,3.0,7.5,606.0433146158854,ALT_HOLD,0.0
17:20:42,1500.0,0.01002519897883758,-0.0005155203439893999,1.0333152157919747,0.3126320626054491,0.0035016834403255154,-0.0007868212082290224,590042.8571428572,-35.36284032857143,149.16601999999997,6125.285714285715,-7.857142857142857,18.142857142857142,18.428571428571427,-3.4285714285714284,20.571428571428573,-929.4285714285714,315.57142857142856,6.714285714285714,1.8571428571428572,590.0428466796875,ALT_HOLD,0.0
17:20:49,1500.0,-0.023917521815747023,-0.15335114374756814,0.9811700701713562,0.023306405544281004,0.04891902208328247,0.01407691314816475,583742.0,-35.362830460000005,149.16602410000002,7.2,79.0,81.2,-14.6,-36.6,-0.4,-1061.8,24.8,52.4,17.2,583.7420043945312,AUTO,0.0
17:20:55,1500.0,0.03478666581213474,-0.05652475170791149,0.9893054068088531,-0.0003470381877074639,0.04062414759149154,-0.024738055653870106,589475.0,-35.36277878333333,149.16612015,5558.5,127.33333333333333,233.0,-129.0,-50.666666666666664,-31.666666666666668,-1005.5,2.0,44.5,-21.166666666666668,589.4749959309896,AUTO,0.0
17:21:01,1500.0,0.09176479652523994,-0.028736249233285587,0.5977429548899332,-0.02250291748593251,0.012724692428795,0.03989380163451036,597120.0,-35.36266653333333,149.16633816666666,13205.0,207.16666666666666,383.1666666666667,-123.16666666666667,-54.166666666666664,-83.0,-1002.8333333333334,-19.5,16.333333333333332,42.5,597.1199849446615,AUTO,0.0
17:21:31,1500.0,0.017774897317091625,-0.003632929331312577,1.0551993052164714,-0.1646221081415812,0.0009459898186226686,8.801774432261785e-06,592843.3333333334,-35.362522299999995,149.16666329999998,8926.666666666666,6.333333333333333,16.333333333333332,-38.333333333333336,-5.666666666666667,-10.0,-1001.3333333333334,-164.66666666666666,5.0,3.0,592.8433227539062,AUTO,0.0
17:22:10,1500.0,0.0055846229661256075,0.006811185274273157,1.0428175528844197,0.0009129809914156795,-0.0002529451545948784,-0.00017202777477602163,584053.3333333334,-35.3625063,149.16667170000002,138.66666666666666,-4.333333333333333,4.0,-8.333333333333334,0.0,0.3333333333333333,-1000.0,3.5,3.5,3.0,584.0533243815104,AUTO,0.0
