,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
09:09:24.347,220.0,400.0,-2.1,0.5,1.0,1010.0,500.0,1650.0,0.0,0.0,130.0,83.0,41.0,-1.0,-0.5,-0.5,179.0,0.0,1.0,4100.0,53.0,13.0,1.0,0.0,2474.0
09:09:28.216,1970.0,120.0,-4.6,0.5,1.0,210.0,250.0,1500.0,0.0,0.0,570.0,19.0,69.0,-1.0,-0.5,-0.5,233.0,0.0,1.0,1300.0,61.0,57.0,1.0,0.0,7844.0
09:09:32.095,420.0,190.0,-3.8,0.5,1.0,1010.0,1050.0,1400.0,0.0,0.0,190.0,63.0,37.0,-1.0,-0.5,-0.5,82.0,0.0,1.0,4200.0,95.0,38.0,1.0,0.0,10895.0
09:09:36.041,870.0,110.0,-1.3,0.5,1.0,110.0,650.0,1950.0,0.0,0.0,760.0,19.0,29.0,-1.0,-0.5,-0.5,100.0,0.0,1.0,1000.0,63.0,59.0,1.0,0.0,8400.0
09:09:39.966,620.0,90.0,-3.5,0.5,1.0,210.0,1150.0,950.0,0.0,0.0,560.0,34.0,63.0,-1.0,-0.5,-0.5,112.0,0.0,1.0,700.0,2.0,75.0,1.0,0.0,15098.0
09:09:44.334,1220.0,200.0,-2.1,0.5,1.0,360.0,1250.0,950.0,0.0,0.0,670.0,50.0,8.0,-1.0,-0.5,-0.5,82.0,0.0,1.0,1400.0,22.0,50.0,1.0,0.0,31298.0
09:09:48.221,970.0,250.0,-1.8,0.5,1.0,60.0,1550.0,1250.0,0.0,0.0,380.0,44.0,21.0,-1.0,-0.5,-0.5,51.0,0.0,1.0,1700.0,25.0,50.0,1.0,0.0,6361.0
09:09:52.096,1220.0,170.0,-0.3,0.5,1.0,210.0,750.0,1300.0,0.0,0.0,180.0,35.0,57.0,-1.0,-0.5,-0.5,86.0,0.0,1.0,1800.0,24.0,15.0,1.0,0.0,18994.0
09:09:56.047,420.0,120.0,-4.4,0.5,1.0,410.0,1900.0,1950.0,0.0,0.0,190.0,99.0,4.0,-1.0,-0.5,-0.5,33.0,0.0,1.0,2300.0,21.0,19.0,1.0,0.0,19813.0
09:09:59.970,2020.0,50.0,-1.8,0.5,1.0,60.0,2000.0,1100.0,0.0,0.0,580.0,1.0,69.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,2700.0,18.0,34.0,1.0,0.0,18293.0
09:10:04.304,370.0,250.0,-0.3,0.5,1.0,610.0,900.0,1500.0,0.0,0.0,150.0,21.0,16.0,-1.0,-0.5,-0.5,198.0,0.0,1.0,2700.0,11.0,71.0,1.0,0.0,538.0
09:10:08.203,1320.0,260.0,-0.5,0.5,1.0,210.0,250.0,1700.0,0.0,0.0,820.0,44.0,29.0,-1.0,-0.5,-0.5,71.0,0.0,1.0,200.0,22.0,62.0,1.0,0.0,1364.0
09:10:12.071,1270.0,90.0,-3.5,0.5,1.0,710.0,650.0,1650.0,0.0,0.0,10.0,76.0,21.0,-1.0,-0.5,-0.5,152.0,0.0,1.0,3300.0,29.0,19.0,1.0,0.0,8665.0
09:10:16.077,370.0,220.0,-4.7,0.5,1.0,210.0,1150.0,1800.0,0.0,0.0,40.0,68.0,24.0,-1.0,-0.5,-0.5,159.0,0.0,1.0,1500.0,13.0,37.0,1.0,0.0,3908.0
09:10:24.057,1870.0,80.0,-4.8,0.5,1.0,510.0,1000.0,1700.0,0.0,0.0,60.0,35.0,96.0,-1.0,-0.5,-0.5,33.0,0.0,1.0,2200.0,19.0,15.0,1.0,0.0,3886.0
09:10:28.317,220.0,390.0,-2.8,0.5,1.0,410.0,1500.0,1650.0,0.0,0.0,310.0,95.0,32.0,-1.0,-0.5,-0.5,42.0,0.0,1.0,1500.0,19.0,21.0,1.0,0.0,13403.0
09:10:32.184,770.0,120.0,-2.9,0.5,1.0,60.0,450.0,1500.0,0.0,0.0,670.0,67.0,8.0,-1.0,-0.5,-0.5,206.0,0.0,1.0,1200.0,6.0,21.0,1.0,0.0,19792.0
09:10:36.066,1720.0,230.0,-4.6,0.5,1.0,110.0,600.0,1050.0,0.0,0.0,310.0,44.0,21.0,-1.0,-0.5,-0.5,40.0,0.0,1.0,200.0,70.0,93.0,1.0,0.0,14402.0
09:10:40.082,770.0,420.0,-0.6,0.5,1.0,210.0,250.0,1400.0,0.0,0.0,130.0,68.0,48.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,1700.0,29.0,28.0,1.0,0.0,10459.0
09:10:44.025,1320.0,480.0,-3.1,0.5,1.0,410.0,1650.0,1250.0,0.0,0.0,560.0,32.0,28.0,-1.0,-0.5,-0.5,139.0,0.0,1.0,300.0,19.0,3.0,1.0,0.0,6038.0
09:10:47.912,520.0,140.0,-3.8,0.5,1.0,60.0,1250.0,1150.0,0.0,0.0,320.0,13.0,50.0,-1.0,-0.5,-0.5,58.0,0.0,1.0,2100.0,47.0,11.0,1.0,0.0,348.0
09:10:54.275,620.0,120.0,-4.2,0.5,1.0,510.0,450.0,950.0,0.0,0.0,580.0,16.0,12.0,-1.0,-0.5,-0.5,186.0,0.0,1.0,2600.0,16.0,58.0,1.0,0.0,12617.0
09:10:58.125,770.0,230.0,-4.6,0.5,1.0,360.0,1650.0,1550.0,0.0,0.0,310.0,74.0,16.0,-1.0,-0.5,-0.5,77.0,0.0,1.0,3200.0,34.0,3.0,1.0,0.0,5315.0
09:11:02.099,520.0,270.0,-4.4,0.5,1.0,110.0,450.0,1150.0,0.0,0.0,410.0,8.0,15.0,-1.0,-0.5,-0.5,74.0,0.0,1.0,2000.0,56.0,28.0,1.0,0.0,5237.0
09:11:05.976,120.0,230.0,-3.2,0.5,1.0,60.0,950.0,1850.0,0.0,0.0,800.0,32.0,28.0,-1.0,-0.5,-0.5,74.0,0.0,1.0,1100.0,22.0,39.0,1.0,0.0,22119.0
09:11:16.352,1020.0,110.0,-1.8,0.5,1.0,410.0,700.0,950.0,0.0,0.0,80.0,19.0,94.0,-1.0,-0.5,-0.5,28.0,0.0,1.0,300.0,41.0,80.0,1.0,0.0,3994.0
