time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE,EK2_ALT_SOURCE
09:09:08,0.006207580590853468,0.0002853814512491226,0.02068293420597911,0.011836571677122265,-0.0015265642723534256,0.0017201706650666893,584345.0,-35.36326215,149.165237475,396.5,-0.5,2.25,-36.75,584.3450012207031,0.0,0.75,-1002.75,12.0,-1.0,1.25,1500.0,AUTO,0.0
09:09:10,-0.007940391078591347,0.016524332109838724,-0.05758561193943024,-0.11939593590795994,0.014023253694176674,-0.06017378158867359,588010.0,-35.3632611,149.16524335,4067.5,4.0,44.5,-147.0,588.010009765625,4.5,-10.0,-998.0,-118.0,14.5,-60.0,1500.0,AUTO,0.0
09:09:12,-0.027203983743675053,-0.0018458012491464615,-0.09464973211288452,0.06355136819183826,0.009155078558251262,-0.0012458465644158423,591085.0,-35.3632612,149.1652418,7140.0,-4.5,-54.5,-149.5,591.0849914550781,-6.0,11.0,-1002.0,63.5,9.5,-1.5,1500.0,AUTO,0.0
09:09:14,0.04608986061066389,-0.008139586541801691,-0.07410471327602863,-0.032398609444499016,0.011598111130297184,0.0005186377093195915,594200.0,-35.363262899999995,149.16523415,10253.5,-5.5,14.0,-150.0,594.1999816894531,1.5,1.0,-999.5,-32.0,12.5,0.5,1500.0,AUTO,0.0
09:09:16,-0.013647732208482921,0.007484379457309842,-0.13364972174167633,0.0261183874681592,0.010495508322492242,-0.033113433979451656,597285.0,-35.36326155,149.1652368,13342.5,9.0,-6.5,-152.0,597.2850036621094,-2.5,0.0,-1001.0,26.5,11.0,-33.0,1500.0,AUTO,0.0
09:09:18,0.009894110728055239,0.007340269163250923,-0.16126936674118042,-0.005011916044168174,-0.00455777277238667,-0.006821762537583709,600410.0,-35.36326115,149.16523525000002,16466.5,-6.0,2.5,-152.0,600.4100036621094,0.5,0.5,-999.5,-3.5,-3.5,-6.5,1500.0,AUTO,0.0
09:09:20,0.0008567458426114172,0.001406454830430448,-0.19073737412691116,-0.00016353733371943235,0.0006330197211354971,-0.023100833408534527,603525.0,-35.36326185,149.1652359,19579.0,-3.5,5.0,-152.0,603.5249938964844,0.5,0.0,-1000.0,1.0,1.0,-23.0,1500.0,AUTO,0.0
09:09:22,0.0024662805953994393,0.0026854954194277525,-0.2342357039451599,0.0036123248282819986,0.0008614421094534919,-0.02120415773242712,606645.0,-35.3632619,149.16523625000002,22699.0,-1.0,3.0,-152.0,606.6449890136719,0.0,0.0,-1000.0,4.0,1.0,-21.0,1500.0,AUTO,0.0
09:09:24,-0.0007602887926623225,0.0041367445373907685,-0.25979064404964447,-0.018476899713277817,0.0037912861444056034,0.011283652973361313,609760.0,-35.36326205,149.16523654999997,25818.5,-3.0,0.5,-152.0,609.7599792480469,0.0,0.5,-997.0,-17.5,4.5,11.5,1500.0,AUTO,0.0
09:09:26,0.004580449371133,0.001558291434776038,-0.2145986706018448,-0.006537836277857423,0.00010717535042203963,0.02185925655066967,612875.0,-35.3632624,149.16523684999999,28929.0,-1.0,7.5,-152.0,612.8749694824219,0.0,-0.5,-1000.5,-5.0,1.0,21.0,1500.0,AUTO,0.0
09:09:28,-0.0013002146151848137,0.0013293647789396346,-0.17797107994556427,-0.0005019762320443988,-0.00028286530869081616,0.017149001359939575,615990.0,-35.36326235,149.16523784999998,32041.0,0.0,2.5,-152.0,615.989990234375,0.0,0.0,-999.5,0.5,0.0,16.5,1500.0,AUTO,0.0
09:09:30,0.0008301783527713269,0.0013065565726719797,-0.15063942223787308,0.0023256702115759254,0.001020180992782116,0.013731642160564661,619095.0,-35.363262250000005,149.16523784999998,35149.5,0.0,0.0,-152.0,619.0950012207031,0.0,0.0,-1000.0,3.0,1.5,13.0,1500.0,AUTO,0.0
09:09:32,0.0019845275674015284,0.0015212714206427336,-0.1331220269203186,0.0018501313170418143,0.0002467636950314045,0.012918688356876373,621620.0,-35.3632622,149.1652375,37677.0,0.0,0.0,-152.0,621.6199951171875,0.0,0.0,-999.0,2.0,1.0,12.0,1500.0,ALT_HOLD,0.0
09:09:34,-0.13461321592330933,0.15116503834724426,0.23377057909965515,0.06796806305646896,-0.0762421190738678,0.07218747586011887,624110.0,-35.3632641,149.1652341,40161.0,-68.0,-79.0,0.0,624.1099853515625,6.0,24.0,-817.0,69.0,-75.0,72.0,1500.0,ALT_HOLD,0.0
09:09:36,0.023160834796726704,0.03554144874215126,0.19586683064699173,0.0658894032239914,-0.022826041094958782,-0.04049382731318474,621195.0,-35.3632862,149.1652054,37251.5,-158.5,-132.0,195.5,621.1950073242188,28.5,-11.0,-982.0,61.5,-21.0,-40.0,1500.0,ALT_HOLD,0.0
09:09:38,-0.00424766841751989,-0.08022260665893555,0.15925347059965134,-0.029838666319847107,0.02038725931197405,-0.007670300139579922,617895.0,-35.36331375,149.1651867,33951.5,-90.0,-28.5,54.0,617.8949890136719,16.5,44.5,-1088.5,-25.5,21.0,-7.0,1500.0,AUTO,0.0
09:09:40,-0.005346591118723154,-0.010657497681677341,0.13326938450336456,0.12583258002996445,0.021474157460033894,-0.02320435270667076,617945.0,-35.3633192,149.1651845,34002.5,7.5,-1.0,-54.0,617.9450073242188,0.0,0.0,-1050.0,126.5,22.0,-22.5,1500.0,AUTO,0.0
09:09:42,-0.015963345766067505,0.0006722828693455085,0.10622872784733772,-0.06013450585305691,-0.004755354719236493,-0.011461201589554548,619615.0,-35.3633187,149.16518595000002,35670.0,5.0,-13.5,-84.5,619.614990234375,0.0,-0.5,-989.5,-58.5,-3.5,-11.0,1500.0,AUTO,0.0
09:09:44,-0.0033661018242128193,-0.003323724609799683,0.08826325461268425,0.017151348292827606,0.0005066275771241635,-0.003329598344862461,621215.0,-35.3633188,149.16518545000002,37268.0,2.0,-15.0,-71.5,621.2149963378906,-1.0,0.0,-996.5,17.5,0.5,-2.5,1500.0,AUTO,0.0
09:09:46,0.0008747955725993961,-0.0020573692163452506,0.07551085203886032,-0.06693277508020401,0.0025818251306191087,-0.005150665296241641,622700.0,-35.3633188,149.16518415000002,38753.5,0.0,-6.0,-71.0,622.6999816894531,-1.0,2.5,-1000.0,-65.5,2.5,-4.0,1500.0,AUTO,0.0
09:09:48,0.0056132005993276834,0.00045850302558392286,0.064311932772398,0.06068264693021774,-0.0008050158794503659,-0.0045154939871281385,624190.0,-35.3633186,149.16518345,40244.5,-1.0,0.0,-72.0,624.1899719238281,-0.5,-2.0,-999.5,61.0,0.0,-3.5,1500.0,AUTO,0.0
09:09:50,0.007022818550467491,-0.0005779546045232564,0.0534425750374794,0.06087510287761688,0.001174897770397365,-0.00363183137960732,625755.0,-35.3633186,149.1651829,41810.5,-2.0,5.0,-72.0,625.7549743652344,-0.5,6.5,-1001.0,62.5,2.0,-2.5,1500.0,AUTO,0.0
09:09:52,0.005827594315633178,2.178781005568453e-05,0.04463900811970234,-0.14895868115127087,-0.00011405933764763176,-0.003254401031881571,627255.0,-35.3633187,149.16518265000002,43307.0,-1.5,8.5,-72.0,627.2549743652344,0.0,-8.0,-999.5,-148.0,0.5,-2.5,1500.0,ALT_HOLD,0.0
09:09:54,-0.020968873985111713,0.000298019265756011,0.035650648176670074,-0.6906407624483109,0.0031925836810842156,-0.002975369105115533,626975.0,-35.363318750000005,149.16518265000002,43028.5,-1.0,2.0,154.5,626.9749755859375,-0.5,20.0,-886.0,-684.5,4.0,-2.0,1500.0,ALT_HOLD,0.0
09:09:56,0.033900318667292595,-0.0006509131344500929,0.030268291011452675,1.0099413990974426,0.0034840219013858587,0.002394245006144047,623240.0,-35.363319,149.16518330000002,39291.0,0.0,9.5,180.0,623.239990234375,2.5,-4.5,-998.5,1007.0,4.0,3.0,1500.0,ALT_HOLD,0.0
09:09:58,0.0003102784976363182,-0.0023589818156324327,0.024638832546770573,0.769014984369278,-0.004219635738991201,0.0017450501909479499,620185.0,-35.3633191,149.16518695000002,36239.0,1.0,11.5,51.5,620.1849975585938,0.0,46.0,-1095.0,771.0,-3.0,2.0,1500.0,AUTO,0.0
09:10:00,0.010654602898284793,-0.0037402728339657187,0.019726441241800785,-0.1511121243238449,0.002038271020865068,-0.002570384764112532,620255.0,-35.3633193,149.16518605,36309.5,3.0,10.5,-53.5,620.2550048828125,-0.5,-12.0,-1047.5,-150.0,2.5,-1.0,1500.0,AUTO,0.0
09:10:02,0.012652459554374218,-0.0007320864201574295,0.014956810045987368,0.04193924553692341,-0.005524889566004276,-0.0013331399532034993,622295.0,-35.36331905,149.1651867,38351.5,3.0,12.0,-141.5,622.2949829101562,0.0,-1.0,-1022.0,42.5,-4.0,-0.5,1500.0,AUTO,0.0
09:10:04,0.038718550466001034,0.015980517491698265,-0.03509389143437147,-0.06532289646565914,0.02346502849832177,-0.07335558719933033,625315.0,-35.3633174,149.1651946,41367.5,11.0,75.5,-144.0,625.3150024414062,6.0,-15.0,-998.0,-63.5,23.5,-72.0,1500.0,AUTO,0.0
09:10:06,-0.12337379157543182,0.010534846223890781,-0.13942967355251312,0.05554229021072388,0.012625809293240309,-0.03696228563785553,628355.0,-35.363315650000004,149.16520125,44406.5,-8.5,-64.5,-143.5,628.35498046875,-6.0,8.5,-999.5,56.5,13.0,-35.5,1500.0,AUTO,0.0
09:10:08,0.04774116352200508,0.04762651585042477,-0.1563001051545143,0.0949099063873291,0.0014240506570786238,0.009294828400015831,631365.0,-35.36332385,149.16517715,47416.0,-88.0,-88.5,-151.5,631.364990234375,-3.5,29.5,-1009.5,96.0,2.0,10.0,1500.0,ALT_HOLD,0.0
09:10:10,-0.07018578425049782,-0.016251597553491592,0.019417779520154,-0.7216458059847355,0.014326923992484808,-0.013372221030294895,632460.0,-35.3633375,149.16516405,48514.0,-59.0,-83.0,135.0,632.4599914550781,-1.0,-33.0,-803.5,-722.0,15.0,-11.5,1500.0,ALT_HOLD,0.0
09:10:12,0.028570767492055893,-0.0044793745037168264,0.009862978477030993,1.8608317971229553,0.0013594217598438263,0.0026207208866253495,628395.0,-35.363345699999996,149.1651465,44451.5,-39.5,-50.0,188.0,628.3949890136719,2.0,117.5,-1046.5,1865.5,2.5,3.0,1500.0,ALT_HOLD,0.0
09:10:14,-0.02599680796265602,-0.006314482307061553,0.005963428411632776,-0.22092363983392715,0.004095453128684312,0.001552576432004571,625425.0,-35.363350249999996,149.165143,41477.5,-13.0,-16.0,30.5,625.4249877929688,4.0,10.0,-1100.0,-217.5,4.5,3.0,1500.0,AUTO,0.0
09:10:22,-0.12149998545646667,0.018475745804607868,-0.014833381865173578,-0.010044042021036148,-0.00868155644275248,-0.008033357560634613,633365.0,-35.36335335,149.1651266,49423.0,-42.5,-166.0,-1.5,633.364990234375,-15.0,35.5,-837.5,-8.5,-7.5,-6.0,1500.0,ALT_HOLD,0.0
09:10:24,0.0030822620465187356,0.0030132182873785496,-0.017898866906762123,0.774345688521862,-0.0023787383688613772,-0.005943867145106196,630630.0,-35.36336575,149.16508315,46683.5,-86.0,-170.5,192.5,630.6300048828125,-9.5,129.5,-1005.0,780.5,-1.0,-4.5,1500.0,ALT_HOLD,0.0
09:10:26,0.035487230867147446,-0.0016468895482830703,-0.021570865996181965,0.47379645705223083,0.0005528249894268811,-0.0071869720704853535,626905.0,-35.36338055,149.16505454999998,42960.0,-77.5,-78.5,171.5,626.9049987792969,4.5,-11.5,-983.0,470.0,1.5,-5.5,1500.0,AUTO,0.0
