time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE,EK2_ALT_SOURCE
09:10:30,-0.008862602058798075,0.0006148527609184384,-0.027134128846228123,-0.016213247319683433,-0.001254678820259869,-0.002901382278650999,627265.0,-35.36338795,149.1650473,43324.0,0.0,-14.0,-122.0,627.2649841308594,0.0,-1.0,-1046.0,-15.5,0.0,-1.0,1500.0,AUTO,0.0
09:10:32,0.03620476182550192,0.00797679868992418,-0.050323229283094406,-0.12268845364451408,0.06561180390417576,-0.08870891481637955,630210.0,-35.36338755,149.16505030000002,46264.0,10.5,38.0,-145.0,630.2099609375,2.5,-10.0,-992.0,-122.0,66.0,-86.5,1500.0,AUTO,0.0
09:10:34,-0.0006982013583183289,-0.008231035899370909,-0.02546092588454485,0.2762446999549866,-0.0920218974351883,0.03544862102717161,632990.0,-35.36338815,149.16504535,49049.0,-25.0,-112.5,-99.5,632.989990234375,-9.5,25.5,-949.0,276.0,-90.5,37.0,1500.0,AUTO,0.0
09:10:36,0.0505073107779026,0.002024907968007028,-0.030020601116120815,-0.08437250554561615,0.028625058010220528,0.002357428485993296,634125.0,-35.3633894,149.1650372,50178.5,10.5,39.5,-18.0,634.1249694824219,0.0,-16.5,-971.5,-84.5,29.0,4.0,1500.0,ALT_HOLD,0.0
09:10:38,-0.021647184155881405,0.0021540832822211087,-0.031955741345882416,-1.935464859008789,-0.00010264338925480843,-0.005674749379977584,632535.0,-35.363386500000004,149.1650399,48588.5,9.5,-3.0,181.5,632.5349731445312,-4.0,-96.0,-949.5,-1936.5,1.0,-3.5,1500.0,ALT_HOLD,0.0
09:10:40,-0.001858023926615715,-5.555011739488691e-06,-0.03375614248216152,0.37051715701818466,-0.0004196271183900535,0.017640093341469765,628795.0,-35.3633848,149.1650375,44849.0,8.0,-1.5,171.5,628.7949829101562,-2.0,76.0,-998.5,376.5,0.5,19.0,1500.0,ALT_HOLD,0.0
09:10:42,0.013135335873812437,0.001336980436462909,-0.03461453691124916,-0.3698440492153168,-0.004550233599729836,-0.0027041792636737227,625540.0,-35.3633837,149.1650367,41595.5,4.5,0.0,89.5,625.5399780273438,-1.0,-47.5,-1058.5,-372.0,-2.5,-1.0,1500.0,AUTO,0.0
09:10:44,0.01100956555455923,0.0008886423311196268,-0.03585224784910679,-0.3256460428237915,-0.0025086242239922285,-0.00040547805838286877,625020.0,-35.363383549999995,149.16503545,41074.0,2.0,10.5,-27.0,625.0199890136719,0.0,-15.0,-1047.0,-325.0,-1.0,1.5,1500.0,AUTO,0.0
09:10:46,0.0072263507172465324,0.003080494236201048,-0.037594471126794815,0.010198695585131645,0.0011725032236427069,-0.0006863899761810899,626495.0,-35.3633834,149.16503575000002,42548.0,1.0,12.5,-120.5,626.4949645996094,0.0,0.0,-1046.0,11.5,2.0,1.0,1500.0,AUTO,0.0
09:10:48,0.04266273230314255,0.013225177535787225,-0.0638833288103342,-0.0821856101974845,0.052859557792544365,-0.07658194378018379,629400.0,-35.36338245,149.1650398,45456.0,10.0,54.5,-145.0,629.3999633789062,2.5,-10.0,-994.5,-80.0,53.5,-74.5,1500.0,AUTO,0.0
09:10:52,-0.05605609528720379,0.011167534161359072,-0.04432166367769241,0.22995129227638245,-0.0006497652502730489,0.0017542439745739102,633715.0,-35.36338535,149.16502574999998,49768.5,-10.5,-34.0,23.0,633.7149963378906,-4.5,26.5,-836.5,233.0,0.5,3.0,1500.0,ALT_HOLD,0.0
09:10:54,-0.0033208259847015142,0.0021517887944355607,-0.04400646314024925,-2.0006060004234314,-0.0025537789333611727,-0.0057060763938352466,630755.0,-35.36338815,149.16501305,46810.5,-23.5,-47.0,188.0,630.7550048828125,-5.0,-81.0,-1021.5,-2001.0,-1.0,-4.0,1500.0,ALT_HOLD,0.0
09:10:56,-0.007690055295825005,0.00019551272271201015,-0.045000044628977776,-0.1437619924545288,-6.730691529810429e-05,0.006255652755498886,627090.0,-35.36339215,149.1650029,43146.0,-23.5,-17.5,167.0,627.0899963378906,-3.0,61.0,-981.5,-136.0,1.5,8.5,1500.0,AUTO,0.0
09:10:58,0.035003419034183025,-0.00456463557202369,-0.046032099053263664,-0.4135298877954483,0.008065361995249987,-0.0003602266078814864,625620.0,-35.363394650000004,149.16499665,41673.5,-1.0,21.5,-5.0,625.6199951171875,0.0,-21.0,-1050.0,-411.5,9.0,1.5,1500.0,AUTO,0.0
09:11:00,0.022317422553896904,0.0019902116619050503,-0.04688948951661587,-0.019865578040480614,-0.0004204837023280561,0.0008742917561903596,626685.0,-35.3633948,149.16499625,42740.5,2.0,34.5,-101.0,626.6849975585938,1.0,-4.0,-1046.5,-17.0,0.5,2.5,1500.0,AUTO,0.0
09:11:04,-0.1476435512304306,0.03300891164690256,-0.09680844470858574,0.1761848721653223,0.014382828027009964,0.21981899440288544,632395.0,-35.363393099999996,149.16500515,48451.5,-23.0,-69.5,-126.5,632.3949890136719,-2.5,11.5,-955.5,179.0,16.0,221.5,1500.0,AUTO,0.0
09:11:14,0.018093805760145187,0.0008115355449263006,1.0086690783500671,0.4409335106611252,-0.00147763651330024,0.005859588738530874,633735.0,-35.36337305,149.16504444999998,49789.5,48.5,55.5,75.5,633.7349853515625,-13.5,-33.5,-815.5,440.0,0.0,7.5,1500.0,ALT_HOLD,0.0
