,A.RTL3
19:38:21.155,-1.0
19:38:21.358,-1.0
19:38:21.560,-1.0
19:38:21.762,-1.0
19:38:21.965,-1.0
19:38:22.166,-1.0
19:38:22.368,-1.0
19:38:22.569,-1.0
19:38:22.771,-1.0
19:38:22.977,-1.0
19:38:23.179,-1.0
19:38:23.380,-1.0
19:38:23.581,-1.0
19:38:23.783,-1.0
19:38:24.007,-1.0
19:38:24.208,-1.0
19:38:24.411,-1.0
19:38:24.620,-1.0
19:38:24.822,-1.0
19:38:25.025,-1.0
19:38:25.226,-1.0
19:38:25.428,-1.0
19:38:25.634,-1.0
19:38:25.836,-1.0
19:38:26.039,-1.0
19:38:26.240,-1.0
19:38:26.443,-1.0
19:38:30.901,-1.0
19:38:31.105,-1.0
19:38:31.308,-1.0
19:38:31.509,-1.0
19:38:31.711,-1.0
19:38:31.914,-1.0
19:38:32.115,-1.0
19:38:32.320,-1.0
19:38:32.522,-1.0
19:38:32.725,-1.0
19:38:32.927,-1.0
19:38:33.138,-1.0
19:38:41.285,-1.0
19:38:41.489,-1.0
19:38:41.690,-1.0
19:38:41.893,-1.0
19:38:42.097,-1.0
19:38:42.300,-1.0
19:38:42.504,-1.0
19:38:42.706,-1.0
19:38:42.908,-1.0
19:38:46.561,-1.0
19:38:46.767,-1.0
19:38:46.998,-1.0
19:38:47.201,-1.0
19:38:47.419,-1.0
19:38:47.637,-1.0
19:38:47.854,-1.0
19:38:48.065,-1.0
19:38:48.268,-1.0
19:38:48.471,-1.0
19:38:48.674,-1.0
19:38:48.878,-1.0
19:38:49.080,-1.0
19:38:49.282,-1.0
19:38:49.486,-1.0
19:38:49.689,-1.0
19:38:49.892,-1.0
19:38:50.094,-1.0
19:38:50.298,-1.0
19:38:50.500,-1.0
19:38:50.703,-1.0
19:38:50.904,-1.0
19:38:51.123,-1.0
19:38:51.344,-1.0
19:38:51.570,-1.0
19:38:51.805,-1.0
19:38:52.023,-1.0
19:38:52.226,-1.0
19:38:52.428,-1.0
19:38:52.630,-1.0
19:38:52.833,-1.0
19:38:53.038,-1.0
19:38:53.242,-1.0
19:38:53.446,-1.0
19:38:53.649,-1.0
19:38:53.856,-1.0
19:38:54.061,-1.0
19:38:54.262,-1.0
19:38:54.463,-1.0
19:38:54.665,-1.0
19:38:54.869,-1.0
19:38:55.071,-1.0
19:38:55.276,-1.0
19:38:55.484,-1.0
19:38:55.688,-1.0
19:38:55.889,-1.0
19:38:56.091,-1.0
19:38:56.293,-1.0
19:38:56.496,-1.0
19:38:56.708,-1.0
19:38:56.941,-1.0
19:38:57.164,-1.0
19:38:57.367,-1.0
19:38:57.572,-1.0
19:38:57.773,-1.0
19:38:57.976,-1.0
19:38:58.178,-1.0
19:38:58.379,-1.0
19:38:58.580,-1.0
19:38:58.782,-1.0
19:38:58.984,-1.0
19:38:59.185,-1.0
19:38:59.387,-1.0
19:38:59.589,-1.0
19:38:59.792,-1.0
19:38:59.994,-1.0
19:39:00.201,-1.0
19:39:00.411,-1.0
19:39:00.616,-1.0
19:39:00.819,-1.0
19:39:01.037,-1.0
19:39:01.244,-1.0
19:39:01.449,-1.0
19:39:01.655,-1.0
19:39:01.857,-1.0
19:39:02.062,-1.0
19:39:02.263,-1.0
19:39:02.465,-1.0
19:39:02.667,-1.0
19:39:02.871,-1.0
19:39:03.074,-1.0
19:39:03.276,-1.0
19:39:03.481,-1.0
19:39:03.684,-1.0
19:39:03.887,-1.0
19:39:04.091,-1.0
19:39:04.296,-1.0
19:39:04.504,-1.0
19:39:04.723,-1.0
19:39:04.936,-1.0
19:39:05.211,-1.0
19:39:05.422,-1.0
19:39:05.628,-1.0
19:39:05.831,-1.0
19:39:06.033,-1.0
19:39:06.235,-1.0
19:39:06.436,-1.0
19:39:06.637,-1.0
19:39:06.838,-1.0
19:39:07.041,-1.0
19:39:07.243,-1.0
19:39:07.445,-1.0
19:39:07.647,-1.0
19:39:07.848,-1.0
19:39:08.052,-1.0
19:39:08.253,-1.0
19:39:08.459,-1.0
19:39:08.683,-1.0
19:39:08.916,-1.0
19:39:09.117,-1.0
19:39:09.323,-1.0
19:39:09.557,-1.0
19:39:09.799,-1.0
19:39:10.006,-1.0
19:39:10.208,-1.0
19:39:10.411,-1.0
19:39:10.615,-1.0
19:39:10.816,-1.0
19:39:11.019,-1.0
19:39:11.222,-1.0
19:39:11.425,-1.0
19:39:11.627,-1.0
19:39:11.832,-1.0
19:39:12.035,-1.0
19:39:12.239,-1.0
19:39:12.441,-1.0
19:39:12.646,-1.0
19:39:12.849,-1.0
19:39:13.050,-1.0
19:39:13.253,-1.0
19:39:13.460,-1.0
19:39:13.665,-1.0
19:39:13.873,-1.0
19:39:14.090,-1.0
19:39:14.319,-1.0
19:39:14.576,-1.0
19:39:14.780,-1.0
19:39:14.982,-1.0
19:39:15.184,-1.0
19:39:15.386,-1.0
19:39:15.590,-1.0
19:39:15.793,-1.0
19:39:15.994,-1.0
19:39:16.197,-1.0
19:39:16.399,-1.0
19:39:16.602,-1.0
19:39:16.803,-1.0
19:39:17.006,-1.0
19:39:17.207,-1.0
19:39:17.409,-1.0
19:39:17.613,-1.0
19:39:17.821,-1.0
19:39:18.023,-1.0
19:39:18.227,-1.0
19:39:18.466,-1.0
19:39:22.269,-1.0
19:39:22.494,-1.0
19:39:22.720,-1.0
19:39:22.942,-1.0
19:39:23.152,-1.0
19:39:23.366,-1.0
19:39:23.568,-1.0
19:39:23.773,-1.0
19:39:23.980,-1.0
19:39:24.181,-1.0
19:39:24.388,-1.0
19:39:24.591,-1.0
