,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
19:38:40.076,17791.0,0.0,0.0,0.1,1.2,950.0,1.0,0.1,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.9,2.6,49.0,2.0,2.0
19:38:47.920,8546.0,0.0,0.0,0.9,2.0,740.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.5,2.9,93.0,2.5,4.0
19:38:53.089,15012.0,0.0,0.0,0.8,0.0,690.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,0.5,8.9,627.0,4.5,3.0
19:38:57.148,4518.0,0.0,0.0,0.0,0.2,800.0,1.0,0.1,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.1,1.0,1000.0,3.5,3.0
19:39:01.222,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,9.6,3.8,0.0,6.0,2.0
19:39:05.609,0.0,0.0,0.0,1.1,0.0,1000.0,1.0,0.1,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,9.6,823.0,2.0,2.0
19:39:10.100,0.0,0.0,0.0,1.1,2.0,20.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,4.8,10.1,905.0,5.5,4.5
19:39:15.206,0.0,0.0,0.0,0.1,0.5,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,3.7,7.1,1000.0,6.0,2.0
19:39:24.380,0.0,0.0,0.0,0.3,0.1,420.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,8.0,0.0,0.0,2.0,4.0
19:39:29.288,2367.0,0.0,0.0,0.6,0.0,900.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.1,188.0,4.0,3.0
19:39:34.202,22369.0,0.0,0.0,0.2,1.8,610.0,1.0,0.1,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.5,2.0,249.0,5.0,3.5
19:39:40.263,23415.0,0.0,0.0,0.7,0.1,1000.0,1.0,0.1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,8.9,10.1,855.0,4.0,2.0
19:39:44.553,18850.0,0.0,0.0,0.4,1.4,520.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,1.2,0.2,685.0,3.0,6.0
19:39:49.224,8307.0,0.0,0.0,0.3,1.8,510.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,10.1,10.1,17.0,2.0,6.0
19:39:54.158,14942.0,0.0,0.0,0.0,2.0,890.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,7.9,6.2,367.0,3.5,5.0
19:40:02.845,16563.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,7.5,4.5,905.0,2.5,6.0
19:40:07.217,19561.0,0.0,0.0,0.6,0.8,950.0,1.0,0.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,6.2,10.1,185.0,5.5,3.5
19:40:21.341,16663.0,0.0,0.0,0.5,0.0,370.0,1.0,0.1,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.5,0.0,333.0,6.0,2.0
19:40:28.156,9507.0,0.0,0.0,0.3,0.6,0.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7,0.0,1000.0,5.5,2.0
