time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
09:48:11,1500.0,AUTO,0.015053210314363241,0.011596307391300797,-0.03992888191714883,-0.09171002544462681,0.019868660485371947,-0.06259204726666212,587580.0,-35.36326125,149.165242025,3596.0,6.5,50.0,-146.0,587.5799865722656,2.5,-9.25,-1000.5,-90.75,20.75,-62.75,0.0
09:48:13,1500.0,AUTO,-0.06279782131314278,0.0018557624542154371,-0.09737813770771027,0.018250307813286782,0.001302762469276786,-0.02149647641927004,590078.0,-35.363260759999996,149.16524536,6091.0,-2.4,-26.6,-148.6,590.0779907226563,-2.0,3.6,-1001.4,18.4,1.6,-21.4,0.0
09:48:24,1500.0,AUTO,0.0036434100087111196,0.003513706188338498,-0.26153859744469327,-0.0002453318059754868,-0.00013610662426799536,-0.018859919471045334,607918.3333333334,-35.36326209999999,149.16523655,23933.333333333332,-0.8333333333333334,2.8333333333333335,-153.0,607.9183146158854,0.0,0.0,-1000.0,0.5,0.6666666666666666,-18.666666666666668,0.0
09:48:46,1500.0,AUTO,0.010804029514214821,0.0017156049476138183,0.235346325806209,-0.16636993416718074,0.02575960342905351,-0.026730130559631755,633961.4285714285,-35.36326275714286,149.16523514285714,49975.71428571428,17.428571428571427,27.571428571428573,-28.428571428571427,633.9614170619419,-2.0,-13.142857142857142,-981.2857142857143,-165.14285714285714,26.285714285714285,-25.857142857142858,0.0
09:48:50,1500.0,AUTO,-0.00040618294151499866,-0.14322485625743867,0.6753064274787903,-0.2817309111356735,-0.038152165710926056,0.21281590610742568,633940.0,-35.36325074,149.16524336,49954.8,133.4,72.8,0.0,633.9400024414062,-31.8,-17.2,-1006.4,-278.6,-36.8,213.0,0.0
09:49:28,1500.0,RTL,-0.07300837337970734,0.18190264701843262,0.5162926912307739,-0.0023368587717413902,-0.03645963966846466,0.0002654785057529807,633970.0,-35.3626129,149.1656691,49987.0,-557.0,-280.0,-1.0,633.969970703125,119.0,73.5,-992.0,-32.0,-25.0,-2.0,0.0
09:50:00,1500.0,RTL,-0.005190728057641536,0.0032141052652150393,0.5155059546232224,0.07769808173179626,0.002040417748503387,-0.005088990612421185,629287.5,-35.363263450000005,149.165240375,45301.75,12.25,-23.5,103.75,629.2874755859375,1.75,-37.5,-986.5,60.75,3.0,-3.25,0.0
09:50:02,1500.0,RTL,-0.030142630799673498,0.0006097141526879568,0.5155086889863014,0.6333576468750834,0.0017635204130783677,0.0019093884475296363,627250.0,-35.363263912499995,149.165241175,43263.375,16.0,-29.25,98.875,627.25,-0.375,58.625,-997.0,648.5,3.0,3.625,0.0
09:50:05,1500.0,RTL,0.01351128937676549,-0.0019246503555526335,0.5137465794881185,0.7336211303869883,-0.004551536287181079,-0.004901584858695666,623790.0,-35.363263266666664,149.16523976666667,39803.0,14.666666666666666,-28.0,90.33333333333333,623.7899780273438,-2.3333333333333335,0.6666666666666666,-981.0,720.6666666666666,-2.6666666666666665,-2.6666666666666665,0.0
09:50:11,1500.0,RTL,-0.0022246323438594117,0.005582756362855434,0.5151780128479004,1.3910740852355956,0.0023210338316857816,0.0026137799024581907,618068.0,-35.363262399999996,149.16523898,34082.4,2.0,-7.8,94.0,618.0679931640625,1.2,60.8,-1014.6,1397.2,3.8,4.2,0.0
09:50:51,1500.0,RTL,0.01540449975679318,0.0017126788152381778,0.5150918563206991,-0.06463192775845528,0.0009442062582820654,0.0012778467304694157,592778.3333333334,-35.36326116666666,149.16523571666667,8794.0,-6.333333333333333,11.333333333333334,2.8333333333333335,592.7782999674479,-0.3333333333333333,0.16666666666666666,-986.0,-62.333333333333336,2.6666666666666665,3.0,0.0
09:51:08,1500.0,RTL,0.01915758304918806,0.0006394396635490315,0.515736848115921,0.30021948864062625,0.0010220335486034553,0.0009506512821341554,588460.0,-35.363261599999994,149.16523663333334,4474.333333333333,-3.0,3.0,33.333333333333336,588.4599914550781,-0.8333333333333334,-2.5,-1004.1666666666666,294.6666666666667,2.8333333333333335,2.8333333333333335,0.0
