time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE,MODE
13:48:06,0.0665021687746048,-0.10214629396796227,2.72318959236145,-0.3501953110098839,-0.3324764221906662,0.07959030754864216,634.0449829101562,-96.5,-76.0,-912.5,-350.0,-331.0,80.0,1500.0,634045.0,-35.36342675,149.16535255,50047.0,-417.5,231.0,-5.0,0.0,AUTO
13:48:08,0.11914963647723198,0.07824475318193436,2.7203891277313232,0.022866111248731613,-0.00751529261469841,-0.04370023123919964,634.0599975585938,-112.0,-67.5,-949.5,24.5,-6.5,-42.5,1500.0,634060.0,-35.3635176,149.16541554999998,50060.0,-498.0,274.0,-54.5,0.0,AUTO
13:48:10,0.030726303346455097,0.0275172870606184,2.7056750059127808,0.16874677687883377,-0.1002728994935751,-0.0702064298093319,634.0649719238281,-59.0,-11.0,-997.0,173.0,-99.0,-69.0,1500.0,634065.0,-35.3635838,149.1654573,50071.5,-253.5,125.0,12.0,0.0,AUTO
13:48:12,0.05311461538076401,0.018899945309840405,2.689781069755554,0.18410449475049973,0.12806884199380875,-0.031763607170432806,633.9499816894531,-81.0,-32.5,-1014.5,186.5,129.5,-30.5,1500.0,633950.0,-35.36363695,149.16549355,49953.0,-342.0,200.0,-21.0,0.0,AUTO
13:48:14,0.06792408600449562,-0.03670557215809822,2.682203769683838,0.17101212218403816,-0.058245718479156494,0.02541424334049225,633.9800109863281,-102.0,-60.0,-991.0,171.5,-56.5,26.0,1500.0,633980.0,-35.3637054,149.16554159999998,49983.5,-419.0,241.5,-19.5,0.0,AUTO
13:48:16,0.08629551902413368,0.09447083622217178,2.6802340745925903,0.7192641496658325,0.21468085795640945,-0.032774739898741245,634.094970703125,-91.0,-34.0,-995.0,719.5,216.0,-32.0,1500.0,634095.0,-35.3637843,149.1655963,50103.0,-383.0,213.0,-11.5,0.0,AUTO
13:48:18,0.013638680800795555,-0.019984782411484048,2.6745716333389282,0.5223093628883362,-0.1494128331542015,-0.008391492534428835,634.0199890136719,-33.0,-1.5,-1009.5,523.5,-147.0,-8.0,1500.0,634020.0,-35.36382745,149.16562305000002,50021.0,-135.0,69.0,8.5,0.0,AUTO
13:48:20,0.026290610432624817,0.08027358725667,2.6691949367523193,-0.7000253796577454,0.08582887053489685,0.0015369701432064176,634.0050048828125,-25.5,-48.5,-998.5,-699.0,87.0,2.0,1500.0,634005.0,-35.36385315,149.1656417,50008.5,-105.0,65.5,-1.5,0.0,AUTO
13:48:22,-0.0051297073368914425,0.028747906908392906,2.665535569190979,0.00305098295211792,-0.036917198449373245,-0.009509044233709574,634.0,1.5,16.5,-1008.5,7.0,-34.5,-8.0,1500.0,634000.0,-35.3638605,149.1656469,50009.0,10.0,-11.0,1.0,0.0,AUTO
13:48:24,0.012159253703430295,0.004609677198459394,2.661201000213623,0.06751973927021027,0.037500517442822456,-0.002306492766365409,634.0050048828125,-1.0,-12.0,-987.5,67.0,39.0,-1.5,1500.0,634005.0,-35.363859250000004,149.1656467,50009.5,3.0,-3.0,0.5,0.0,RTL
13:48:28,-0.02484153676778078,0.08411889895796776,2.6542410850524902,-0.10169218480587006,0.02898311521857977,-0.012672805227339268,634.0,21.5,-7.0,-995.5,-103.0,31.0,-11.0,1500.0,634000.0,-35.36385235,149.16563945000001,50008.5,88.5,-42.5,0.5,0.0,RTL
13:48:30,-0.05017533153295517,0.16384359449148178,2.647043824195862,0.27682339400053024,0.011071495013311505,0.01596061699092388,633.9749755859375,53.5,54.5,-1005.5,278.5,14.0,16.5,1500.0,633975.0,-35.36382695,149.16561995,49980.0,236.5,-111.0,2.0,0.0,RTL
13:48:34,-0.059977805241942406,0.177456334233284,2.64706552028656,0.206283587962389,0.3495006561279297,0.004190675914287567,633.989990234375,99.5,76.5,-988.0,128.0,-8.0,22.0,1500.0,634050.0,-35.36369005,149.16552895,50052.5,465.0,-250.5,5.0,0.0,RTL
13:48:40,-0.03425533945361773,0.06917810067534447,2.652212460835775,0.15430601437886557,0.09136608242988586,-0.041125168868650995,633.9700012207031,72.0,59.0,-999.5,373.0,-8.5,-27.0,1500.0,633980.0,-35.363481799999995,149.16539029999998,49984.333333333336,301.6666666666667,-185.33333333333334,-4.666666666666667,0.0,RTL
13:48:44,-0.054218001663684845,0.013960113748908043,2.653578758239746,-0.3486069142818451,-0.15893912315368652,-0.018813470378518105,633.969970703125,99.0,43.0,-1038.0,-348.0,-155.0,-17.0,1500.0,633970.0,-35.3633653,149.1653095,49973.0,423.0,-253.0,-21.0,0.0,RTL
13:48:46,-0.046574417501688004,-0.1436641961336136,2.665238380432129,0.5237153768539429,-0.020183438435196877,0.03710712119936943,634.0999755859375,53.0,89.0,-975.0,528.0,-17.0,38.0,1500.0,634100.0,-35.3633007,149.1652648,50102.0,232.0,-133.0,4.0,0.0,RTL
13:48:48,0.004723974037915468,0.026354985311627388,2.6583144664764404,0.6123465895652771,-0.10918024927377701,0.011323997750878334,633.969970703125,35.0,47.0,-1006.0,614.0,-106.0,13.0,1500.0,633970.0,-35.3632724,149.1652476,49970.0,138.0,-90.0,-1.0,0.0,RTL
13:48:50,0.00040345173329114914,-0.03936260938644409,2.6579320430755615,-0.4711516499519348,0.038523994386196136,-0.008813233114778996,634.0,4.0,-31.0,-995.0,-471.0,41.0,-6.0,1500.0,634000.0,-35.3632583,149.1652375,50005.0,12.0,-18.0,0.0,0.0,RTL
13:48:52,0.007677297107875347,0.016635039821267128,2.6583194732666016,0.47424042224884033,-0.03013455681502819,-0.00377715565264225,634.0,0.0,34.0,-1003.0,478.0,-26.0,-1.0,1500.0,634000.0,-35.363259,149.1652372,50005.0,-3.0,-9.0,0.0,0.0,RTL
13:48:54,0.008798887953162193,-0.0013612976763397455,2.657942056655884,-0.07539251446723938,0.006695722229778767,0.004683831240981817,634.010009765625,-1.0,-25.0,-992.0,-75.0,10.0,6.0,1500.0,634010.0,-35.3632596,149.1652369,50018.0,-7.0,-2.0,0.0,0.0,RTL
13:48:56,0.0001971812453120947,0.005512522766366601,2.657118082046509,0.014050066471099854,0.0012421275023370981,0.0007953191525302827,634.010009765625,0.0,-1.0,-998.0,16.0,4.0,2.5,1500.0,634010.0,-35.363261300000005,149.16523705,50017.5,-4.5,-0.5,0.5,0.0,RTL
13:48:58,0.009598513133823872,0.0047892071306705475,2.6569223403930664,1.0578187704086304,-0.0024897796101868153,0.0036025396548211575,633.6699829101562,1.0,23.0,-946.0,1058.0,0.0,5.0,1500.0,633670.0,-35.3632621,149.1652366,49672.0,0.0,3.0,65.0,0.0,RTL
13:49:00,-0.00896500051021576,0.004732717759907246,2.6553127765655518,0.29893574118614197,0.0009344581048935652,-0.005461336579173803,631.5399780273438,-1.0,53.0,-1029.0,305.0,4.0,-3.0,1500.0,631540.0,-35.3632625,149.1652365,47548.0,2.0,4.0,103.0,0.0,RTL
13:49:02,0.006519665941596031,0.00496056186966598,2.6561635732650757,0.652556300163269,-0.0027914615347981453,-0.0004040341009385884,629.0849914550781,-1.0,64.0,-1040.5,659.0,0.5,1.0,1500.0,629085.0,-35.3632624,149.16523769999998,45087.0,2.0,0.0,97.0,0.0,RTL
13:49:04,-0.003220341866835952,0.0037083150818943977,2.656954526901245,0.6585648655891418,-0.01199704222381115,0.007225625682622194,627.4199829101562,0.0,73.0,-989.0,665.0,-8.0,9.0,1500.0,627420.0,-35.3632623,149.165238,43420.0,0.0,-6.0,104.0,0.0,RTL
13:49:06,0.019516147207468748,0.0025939931510947645,2.6550248861312866,0.38704629242420197,0.002686758991330862,-0.0016184690175577998,625.0050048828125,-1.0,59.5,-972.5,394.0,6.0,0.5,1500.0,625005.0,-35.3632612,149.16524035,41011.0,-7.0,-19.5,97.0,0.0,RTL
13:49:08,0.00604468397796154,0.006064989138394594,2.6553359031677246,0.41239163279533386,-0.0036092677619308233,-0.0005326037062332034,623.3499755859375,0.0,58.0,-965.0,420.0,0.0,1.0,1500.0,623350.0,-35.3632614,149.1652404,39356.0,-10.0,-26.0,99.0,0.0,RTL
13:49:10,0.019653573632240295,0.005801861640065908,2.6552085876464844,1.1191883087158203,0.0004657767713069916,0.0006904946640133858,621.2999877929688,0.0,67.0,-1027.0,1126.0,3.0,2.0,1500.0,621300.0,-35.3632616,149.1652397,37302.0,-6.0,-20.0,99.0,0.0,RTL
13:49:12,0.0189586253836751,0.004826284479349852,2.6550304889678955,1.3061177730560303,0.001050365623086691,9.371875785291195e-05,618.8800048828125,0.0,78.0,-994.0,1322.0,0.0,7.0,1500.0,618880.0,-35.3632619,149.16523915,34885.5,-3.5,-15.5,100.5,0.0,RTL
13:49:14,0.011685188859701157,0.009104179218411446,2.655017852783203,1.3600255250930786,-0.0026070827152580023,0.008156848140060902,617.219970703125,3.0,47.0,-1035.0,1364.0,1.0,10.0,1500.0,617220.0,-35.3632624,149.1652383,33226.0,-2.0,-12.0,96.0,0.0,RTL
13:49:16,0.0021150466054677963,0.0062711648643016815,2.6558640003204346,0.97080397605896,-0.0037711469922214746,0.0031698758248239756,615.1799926757812,1.0,8.0,-1068.0,971.0,0.0,5.0,1500.0,615180.0,-35.3632633,149.1652361,31185.0,9.0,6.0,98.0,0.0,RTL
13:49:18,-0.0011458033695816994,0.00543428654782474,2.655311107635498,1.0002548694610596,0.0011611864902079105,0.004135138005949557,612.760009765625,1.0,22.0,-1040.0,1000.0,4.5,6.0,1500.0,612760.0,-35.3632635,149.16523519999998,28764.5,12.0,16.0,98.0,0.0,RTL
13:49:20,-0.0019994592294096947,0.003980058711022139,2.6555674076080322,0.24828767776489258,-0.00029495591297745705,0.003310582833364606,611.1199951171875,0.0,-29.0,-963.0,245.0,3.0,5.0,1500.0,611120.0,-35.3632637,149.1652346,27125.0,16.0,24.0,101.0,0.0,RTL
13:49:22,0.006007793825119734,0.0016206320142373443,2.6559090614318848,0.13442935049533844,-0.0033583391923457384,0.004015970975160599,609.0599975585938,-3.0,-30.0,-1017.0,132.0,0.0,6.0,1500.0,609060.0,-35.3632633,149.1652355,25064.0,15.0,21.0,98.0,0.0,RTL
13:49:24,0.02547646313905716,0.002291574142873287,2.6543967723846436,0.634588360786438,0.0023356275632977486,-0.011426549404859543,607.010009765625,0.0,-6.0,-991.0,632.0,6.0,-9.0,1500.0,607010.0,-35.3632624,149.1652374,23015.0,4.0,5.0,97.0,0.0,RTL
13:49:26,0.006728214677423239,0.0036301887594163418,2.656069755554199,-0.905425488948822,0.00449427729472518,0.003687362652271986,605.2799682617188,0.0,-74.0,-998.0,-908.0,8.0,6.0,1500.0,605280.0,-35.3632622,149.165238,21280.0,1.0,0.0,98.0,0.0,RTL
13:49:28,-0.0035874408204108477,0.003281571203842759,2.6550815105438232,-1.2694185972213745,-0.00043646316044032574,-0.0024663498625159264,603.2799682617188,-1.0,-60.0,-1068.0,-1268.0,3.0,0.0,1500.0,603280.0,-35.363262,149.1652384,19281.0,0.0,-4.0,99.0,0.0,RTL
13:49:30,-0.012866565026342869,0.0025969906710088253,2.655200242996216,-1.4653793573379517,-0.0035549020394682884,0.00014561018906533718,601.25,0.0,-67.0,-1005.0,-1464.0,0.0,2.0,1500.0,601250.0,-35.3632619,149.1652383,17253.0,-2.0,-6.0,105.0,0.0,RTL
13:49:32,0.0053793033584952354,0.003077418077737093,2.654853105545044,-0.6076055765151978,-0.0019451831467449665,-0.000995235750451684,599.1199951171875,0.0,-57.0,-939.0,-610.0,2.0,1.0,1500.0,599120.0,-35.3632621,149.1652379,15121.0,-1.0,-4.0,99.0,0.0,RTL
13:49:34,0.019412541761994362,0.0025870001409202814,2.6546244621276855,-0.4854573905467987,0.00039352569729089737,-0.006633874494582415,597.0700073242188,0.0,-57.0,-1008.0,-488.0,4.0,-4.0,1500.0,597070.0,-35.3632618,149.1652389,13073.0,-2.0,-7.0,101.0,0.0,RTL
13:49:36,0.02600034326314926,0.004272985737770796,2.6544735431671143,-0.5134893655776978,0.00367813091725111,0.007794961333274841,595.010009765625,0.0,-71.0,-912.0,-516.0,8.0,10.0,1500.0,595010.0,-35.3632614,149.1652397,11011.0,-6.0,-15.0,102.0,0.0,RTL
13:49:38,0.018535207957029343,0.004527416545897722,2.6558470726013184,0.7718856334686279,0.002612621057778597,-0.0013776449486613274,593.7799682617188,0.0,40.0,-1008.0,776.0,6.0,0.0,1500.0,593780.0,-35.3632616,149.1652394,9785.0,-7.0,-18.0,19.0,0.0,RTL
13:49:40,0.007720403838902712,0.0030479170382022858,2.6547210216522217,-0.2160818725824356,0.0034081931225955486,0.0034332729410380125,593.1900024414062,0.0,-34.0,-987.0,-216.0,7.0,5.0,1500.0,593190.0,-35.3632618,149.1652388,9197.0,-3.0,-12.0,33.0,0.0,RTL
13:49:42,0.009112444706261158,0.003715385450050235,2.6553761959075928,-0.35817769169807434,-0.00033696461468935013,0.0030811396427452564,592.5199584960938,0.0,-40.0,-977.0,-358.0,3.0,5.0,1500.0,592520.0,-35.3632618,149.1652387,8525.0,-3.0,-10.0,34.0,0.0,RTL
13:49:48,0.012058455497026443,0.002767810830846429,2.6555280685424805,0.31225666403770447,0.004124539904296398,0.003793278243392706,591.6099853515625,0.0,-7.0,-981.0,313.0,8.0,6.0,1500.0,591610.0,-35.3632621,149.1652379,7616.0,-1.0,-2.0,0.0,0.0,RTL
13:49:50,-0.00342725426889956,0.0014375124592334032,2.655592679977417,0.11662448942661285,0.0031668292358517647,0.0001196067314594984,591.6099853515625,0.0,25.0,-1000.0,122.0,7.0,2.0,1500.0,591610.0,-35.3632621,149.1652377,7613.0,-1.0,-2.0,0.0,0.0,RTL
13:49:52,0.00508423987776041,0.0021218883339315653,2.6556577682495117,-0.32634294033050537,-7.089180871844292e-05,-0.002901020459830761,591.5800170898438,-1.0,-40.0,-914.0,-325.0,4.0,0.0,1500.0,591580.0,-35.3632621,149.1652377,7584.0,0.0,-1.0,15.0,0.0,RTL
13:49:54,0.020439468324184418,0.0014198686694726348,2.654709815979004,0.11362168937921524,0.0015724427066743374,-0.00475685391575098,590.8300170898438,0.0,-25.0,-991.0,114.0,5.0,-2.0,1500.0,590830.0,-35.3632618,149.1652383,6833.0,-2.0,-4.0,37.0,0.0,RTL
13:49:56,0.023302385583519936,0.0025172962341457605,2.6547603607177734,0.7304427027702332,0.004677494056522846,0.001878957962617278,590.1400146484375,0.0,11.0,-991.0,733.0,9.0,4.0,1500.0,590140.0,-35.3632618,149.1652385,6142.0,-3.0,-7.0,33.0,0.0,RTL
13:49:58,0.017709530889987946,0.004753077402710915,2.6546201705932617,0.2667781710624695,0.0019347365014255047,0.0008936175145208836,589.4500122070312,2.0,-15.0,-997.0,268.0,6.0,3.0,1500.0,589450.0,-35.3632619,149.1652386,5452.0,-3.0,-8.0,33.0,0.0,RTL
13:50:00,0.00940306019037962,0.004332228330895305,2.6548633575439453,0.7693049609661102,-0.0010749665088951588,0.003158757695928216,588.8099670410156,1.5,17.5,-1002.5,772.5,3.0,5.0,1500.0,588810.0,-35.36326235,149.16523755,4815.0,0.0,-3.0,32.5,0.0,RTL
13:50:02,-0.00462882686406374,0.004687909502536058,2.6549365520477295,0.2912940979003906,-0.0005633626133203506,0.0040454259142279625,588.0999755859375,3.0,-16.0,-995.0,292.0,3.0,6.0,1500.0,588100.0,-35.363263,149.1652361,4100.0,6.0,8.0,33.0,0.0,RTL
13:50:04,-0.006028610281646252,0.0036342821549624205,2.6553092002868652,0.28851404786109924,-0.0027500642463564873,0.0015220693312585354,587.4199829101562,0.0,-14.0,-994.0,289.0,1.0,4.0,1500.0,587420.0,-35.3632635,149.165235,3424.0,13.0,19.0,34.0,0.0,RTL
13:50:06,0.008769706822931767,0.0018620664486661553,2.655364990234375,0.35815396904945374,-0.000515790656208992,0.0008082729764282703,586.75,0.0,-7.0,-992.0,359.0,3.0,3.0,1500.0,586750.0,-35.363263,149.1652362,2753.0,10.0,14.0,36.0,0.0,RTL
13:50:08,0.0175157617777586,0.00331789068877697,2.6543378829956055,0.7524793744087219,0.006503620184957981,0.003610618645325303,586.0499877929688,-1.0,20.0,-1013.0,754.0,11.0,6.0,1500.0,586050.0,-35.3632624,149.1652376,2055.0,3.0,2.0,35.0,0.0,RTL
13:50:10,0.016289010643959045,0.004080668091773987,2.655028820037842,0.6659061312675476,0.002003217115998268,-0.0025064884684979916,585.3699951171875,0.0,7.0,-1006.0,667.0,6.0,0.0,1500.0,585370.0,-35.3632624,149.165238,1370.0,2.0,-1.0,33.0,0.0,RTL
13:50:12,0.01184189971536398,0.0042118653655052185,2.6550862789154053,0.5970867276191711,0.0018613673746585846,0.0017737394664436579,584.6900024414062,1.0,20.5,-996.0,726.5,6.0,4.0,1500.0,584690.0,-35.3632624,149.1652377,699.0,1.0,-2.0,35.0,0.0,RTL
13:50:14,0.0051327054388821125,0.003434259444475174,2.655294895172119,0.7226067781448364,-0.003371509490534663,-0.00535226333886385,584.0199584960938,0.0,13.0,-993.0,724.0,1.0,-2.0,1500.0,584020.0,-35.3632628,149.1652366,28.0,5.0,5.0,36.0,0.0,RTL
13:50:16,0.009207269176840782,0.0007094643660821021,2.6586570739746094,0.00034558912739157677,-0.0011486886069178581,0.0007028242107480764,583.6300048828125,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0,583630.0,-35.3632628,149.1652375,0.0,-7.0,-1.0,11.0,0.0,RTL
13:50:18,0.007588248699903488,-3.76375210180413e-05,2.6597607135772705,0.00024618138559162617,-0.0010759239085018635,0.0007326002232730389,583.5050048828125,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0,583500.0,-35.3632629,149.1652369,0.0,-8.0,-9.0,8.0,0.0,RTL
13:50:20,0.004342711064964533,-0.0010882910573855042,2.660102128982544,0.00010519707575440407,-0.0009649863932281733,0.0007648959290236235,583.4749755859375,0.0,0.0,-1000.0,3.0,3.0,3.5,1500.0,583480.0,-35.363263,149.1652368,0.0,-7.0,-6.0,5.0,0.0,RTL
13:50:22,0.0017541571869514883,-0.0016110610449686646,2.6609660387039185,8.035881910473108e-05,-0.0008745003724470735,0.0007569431327283382,583.5299682617188,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0,583530.0,-35.3632629,149.165237,0.0,-5.0,-1.0,2.0,0.0,RTL
