time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
04:47:12,146166.0,-36.25,-34.75,-992.75,-176.25,52.0,553.0,-35.36325405,149.165256425,48745.0,93.0,130.5,18.5,AUTO,0.008686932967975736,-0.10968371853232384,1.087543547153473,-0.17709486931562424,0.051465468015521765,0.5535313971340656
04:47:13,146166.0,-47.5,-30.5,-994.0,294.5,61.0,-99.5,-35.36324235,149.16528005,48439.5,117.5,167.5,24.0,AUTO,0.026259463280439377,-0.031511533074080944,1.2127009630203247,0.29522556299343705,0.060412485152482986,-0.10014359652996063
04:47:15,146166.0,-29.5,-49.5,-990.0,-411.0,23.5,11.0,-35.36322625,149.16531605,47955.5,82.5,109.5,18.5,AUTO,0.004674264277127804,0.0371065866202116,1.154922902584076,-0.4109439291059971,0.023017873987555504,0.011126831639558077
04:47:16,200.0,-21.75,-2.5,-1011.75,-68.0,25.0,0.0,-35.363222275,149.16532452500002,47833.0,61.0,69.5,12.25,AUTO,0.004973607894498855,0.056233346462249756,1.149731159210205,-0.06881187856197357,0.024509591050446033,-0.0007063192897476256
04:47:17,200.0,-18.0,-22.5,-993.5,-680.5,-168.0,-4.5,-35.363217500000005,149.1653321,47724.0,44.0,48.0,9.0,AUTO,-0.004388112225569785,-0.07771248742938042,1.1392605304718018,-0.6811765432357788,-0.16931776702404022,-0.005052214488387108
04:47:19,200.0,-36.0,21.5,-999.5,841.5,-161.0,-21.0,-35.3632002,149.16536085,47400.0,80.0,144.0,17.5,AUTO,0.0652303397655487,0.05018338654190302,1.1265890002250671,0.8409697115421295,-0.16195695521309972,-0.022127029253169894
04:47:20,105884.0,-35.0,-41.25,-998.0,-364.0,130.5,-8.75,-35.36319415,149.165372875,47229.5,69.5,144.25,22.25,AUTO,0.038443304132670164,-0.003946495708078146,1.1214395761489868,-0.36458902060985565,0.12964999675750732,-0.009591851034201682
04:47:21,105884.0,-9.0,-14.5,-981.5,362.0,-334.5,24.5,-35.36318815,149.16538824999998,47016.5,15.0,60.0,14.5,AUTO,0.017634614370763302,-0.006442690268158913,1.1139822602272034,0.36177477426826954,-0.33635076880455017,0.023395001888275146
04:47:23,105884.0,-35.5,-52.5,-1018.5,-575.5,384.0,-24.5,-35.363178500000004,149.16541135,46691.0,84.5,132.0,17.5,AUTO,0.010936235077679157,-0.0401420509442687,1.1043459177017212,-0.5759769380092621,0.38290025293827057,-0.025572140235453844
04:47:24,92688.0,-25.0,1.0,-995.25,277.0,-179.0,-2.5,-35.36317335,149.16542145,46584.0,63.25,98.25,14.0,AUTO,0.024128415156155825,0.015684178564697504,1.1010500192642212,0.27653808426111937,-0.1809309422969818,-0.00292950845323503
04:47:25,92688.0,-42.0,10.0,-1023.0,336.5,347.5,6.0,-35.36316435,149.16543885,46331.0,88.0,143.5,15.5,AUTO,0.030163396149873734,0.04277162137441337,1.0958845615386963,0.3344702534377575,0.34624183177948,0.006114762625657022
04:47:27,92688.0,-33.0,-55.0,-1014.0,-653.0,350.0,-9.0,-35.363151599999995,149.16546440000002,45982.0,73.5,127.5,13.5,AUTO,0.022612839937210083,0.06849676836282015,1.0875166058540344,-0.6539205014705658,0.34910374879837036,-0.009679420851171017
04:47:28,97686.0,-19.0,6.75,-991.75,281.25,-329.75,-22.5,-35.363147475000005,149.16547242500002,45887.5,41.5,82.75,13.5,AUTO,0.025736669544130564,-0.014423587825149298,1.0837957262992859,0.2798009440302849,-0.3319643437862396,-0.023606218164786696
04:47:29,97686.0,-42.5,-53.5,-1016.5,-638.5,410.0,-1.0,-35.363139950000004,149.1654881,45663.0,93.5,164.0,17.0,AUTO,0.019735047593712807,-0.0019310880452394485,1.0798130631446838,-0.6398845911026001,0.4083395153284073,-0.0013267826288938522
04:47:31,97686.0,-39.0,-6.5,-1021.5,127.0,408.0,19.0,-35.3631265,149.16551744999998,45281.5,97.0,166.5,18.5,AUTO,0.013554246397688985,0.006035836413502693,1.0750896334648132,0.1251593977212906,0.406368613243103,0.01857523573562503
04:47:32,300000.0,-20.75,-25.5,-998.5,150.0,-218.75,42.0,-35.36312145,149.16552855,45165.0,62.0,103.5,15.25,AUTO,0.024019009433686733,0.04775884887203574,1.0740805566310883,0.1499554142355919,-0.22120996564626694,0.041230750270187855
04:47:33,300000.0,-34.5,-14.5,-1024.0,549.0,402.5,-20.0,-35.36311395,149.16554585,44911.0,95.5,145.0,15.5,AUTO,0.01879239361733198,0.03635379625484347,1.0701922178268433,0.5494640022516251,0.40066851675510406,-0.02141950442455709
04:47:35,300000.0,-40.5,-54.0,-1006.5,-676.0,387.5,-4.0,-35.363101349999994,149.16557484999998,44548.0,122.0,158.5,17.0,AUTO,0.001924347539898008,0.03369988314807415,1.0659379363059998,-0.676920086145401,0.3863847851753235,-0.004610387608408928
04:47:36,51379.0,-33.0,1.0,-989.75,273.75,-266.75,-60.5,-35.363095475,149.165586825,44413.0,102.0,126.25,23.5,AUTO,0.006541802082210779,-0.05136981373652816,1.0636466145515442,0.27285531535744667,-0.26906451769173145,-0.06169596128165722
04:47:37,51379.0,-35.5,-2.0,-1009.5,-54.5,59.5,-38.0,-35.3630842,149.16560900000002,44123.5,107.5,134.5,16.5,AUTO,0.017210901249200106,0.11387764289975166,1.0632076859474182,-0.05606837570667267,0.05797191709280014,-0.03887575026601553
04:47:39,51379.0,-24.5,-46.5,-997.0,-297.0,-296.5,81.5,-35.36306775,149.1656412,43687.5,75.5,96.0,14.5,AUTO,0.024204974994063377,0.09815569035708904,1.059004545211792,-0.295559361577034,-0.2987026497721672,0.08089116588234901
04:47:40,300000.0,-31.25,-11.75,-999.75,16.25,9.25,-4.5,-35.363063275,149.1656501,43538.0,83.5,119.0,23.0,AUTO,0.009572604205459356,-0.10761662665754557,1.054427146911621,0.01604267582297325,0.007224686443805695,-0.005198629456572235
