time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:12:06,1500.0,-0.14364347606897354,-0.07195381820201874,-2.1821725368499756,-0.02652872260659933,-0.024567196145653725,-0.0278016347438097,AUTO,-35.36325515,149.1652298,24534.0,27.0,31.0,-156.0,1327.0,14.0,2.0,-1002.0,-26.0,-23.0,-27.5
14:12:08,1500.0,-0.07871813774108886,0.06629161927849055,0.5775007724761962,0.1593172013759613,0.15994136184453964,-0.7916105031967163,AUTO,-35.36326378,149.16524764000002,26717.4,-60.4,163.6,-125.8,1327.0,-35.8,22.0,-1028.4,160.0,160.0,-791.2
14:12:10,1500.0,0.08780449628829956,0.21864702304204306,1.7787977854410808,0.17771469056606293,0.09884994228680928,-0.046299400428930916,AUTO,-35.363257833333336,149.16526896666667,30020.0,69.66666666666667,-96.66666666666667,-137.66666666666666,1500.0,2.5,18.5,-990.5,152.0,83.0,-122.0
14:12:12,1500.0,0.1614039788643519,-0.10341512163480122,1.9016001621882122,-0.06512158488233884,-0.2010417878627777,0.1515550563732783,AUTO,-35.36327023333333,149.165216,32297.333333333332,-237.0,-264.6666666666667,-112.33333333333333,1500.0,72.5,-30.75,-1035.75,-54.5,-204.75,150.25
14:12:14,1500.0,-0.13121302953610817,-0.14453383100529513,1.8542889952659607,-0.13740819180384278,0.09779604827053845,-0.017152337978283565,AUTO,-35.363314933333335,149.1651995833333,34412.0,-265.8333333333333,83.5,-143.83333333333334,1500.0,6.666666666666667,-68.66666666666667,-1052.1666666666667,-136.0,98.33333333333333,-17.333333333333332
14:12:16,1500.0,-0.1304797511547804,0.17038380540907383,1.8942327499389648,0.08060922473669052,0.11302268877625465,0.01629672502167523,AUTO,-35.363326525,149.16524287500002,37783.5,171.0,124.0,-138.5,1431.0,-42.8,18.6,-1009.6,72.6,118.2,17.0
14:12:18,1500.0,0.12738042324781418,0.026962871352831524,0.8506988088289896,0.16029484570026398,-0.1311606044570605,-0.7769607106844584,AUTO,-35.3632802,149.1652309,40434.333333333336,186.66666666666666,-143.66666666666666,-154.66666666666666,1155.0,-32.333333333333336,49.666666666666664,-1056.0,161.0,-129.66666666666666,-776.3333333333334
14:12:20,1500.0,0.0279282263169686,-0.06172203334669272,-0.32584502299626666,-0.1841324418783188,-0.1609565739830335,-0.0550384558737278,AUTO,-35.36326483333334,149.16522966666665,43500.0,71.66666666666667,89.33333333333333,-140.0,1500.0,8.666666666666666,-27.333333333333332,-1009.6666666666666,-182.33333333333334,-159.33333333333334,-54.333333333333336
14:12:22,1500.0,-0.04830257073044777,0.01568156750872731,-0.3380594789981842,0.04520725980401039,0.09707096219062805,0.03173461146652699,AUTO,-35.363248219999996,149.16523422,46109.0,102.8,-50.0,-151.6,1500.0,-21.5,-14.666666666666666,-1010.8333333333334,40.5,102.0,28.166666666666668
14:12:24,1500.0,0.024756683657566707,0.1475565293803811,-0.2431872437397639,-0.017061022575944662,-0.09634003539880116,0.04435827909037471,AUTO,-35.363247449999996,149.1652274,48890.833333333336,-109.5,16.666666666666668,-115.16666666666667,1500.0,15.666666666666666,12.5,-960.1666666666666,-16.0,-95.0,44.666666666666664
14:12:26,1500.0,-0.001342149917036295,-0.08103441260755062,-0.24103560547033945,0.19008748730023703,0.058304013567976654,-0.010851348129411539,AUTO,-35.36326639999999,149.16523675,50187.666666666664,-11.833333333333334,28.333333333333332,-13.5,1500.0,7.5,11.0,-970.3333333333334,193.0,59.166666666666664,-10.5
14:12:28,1500.0,-0.015675410029611418,0.042065198333667855,-0.34048064053058624,-0.1452978104352951,0.05913615945194449,-0.3032444662281445,AUTO,-35.36326402857143,149.16523865714288,50045.857142857145,2.857142857142857,-3.2857142857142856,9.0,1382.5714285714287,-1.0,-12.285714285714286,-1008.1428571428571,-146.71428571428572,59.857142857142854,-302.42857142857144
14:12:30,1500.0,-0.09271485677787236,-0.022478577414793626,-1.6718120915549142,-0.0984984285065106,-0.015210716253412622,-0.7046876038823809,AUTO,-35.36327541428572,149.16524068571428,49954.857142857145,-126.14285714285714,18.857142857142858,-0.8571428571428571,1226.0,-16.857142857142858,19.0,-1001.0,-98.14285714285714,-13.857142857142858,-703.7142857142857
14:12:32,1500.0,-0.08434913928310077,-0.14362007627884546,-2.4051264921824136,0.09378388027350108,-0.011537218621621529,0.07213023661946256,AUTO,-35.363313966666674,149.16524798333333,49925.0,-308.5,33.833333333333336,-0.3333333333333333,1500.0,-72.5,25.0,-1002.3333333333334,94.83333333333333,-10.666666666666666,73.0
14:12:34,1500.0,-0.06547316270215171,-0.14609207851546152,-2.3793578488486156,-0.008988098906619208,0.00571135977017028,0.0060193841345608234,AUTO,-35.36339408571429,149.16526045714286,49925.28571428572,-484.14285714285717,45.0,-5.285714285714286,1500.0,-108.71428571428571,36.0,-995.8571428571429,-8.142857142857142,6.142857142857143,7.142857142857143
14:12:36,1500.0,-0.04924581448237101,-0.1266451304157575,-2.379172921180725,0.00643382469813029,0.01757454879892369,0.0003558573080226779,AUTO,-35.3634904,149.16527331666668,49986.0,-559.0,58.166666666666664,-3.3333333333333335,1500.0,-121.16666666666667,35.166666666666664,-989.8333333333334,8.0,18.166666666666668,1.6666666666666667
14:12:43,1500.0,-0.02457514200359583,-0.10528613030910491,-2.3799420833587646,0.10935991406440734,0.01556668821722269,-0.005303255282342434,AUTO,-35.363576759999994,149.16528498,50027.0,-561.4,68.2,-1.0,1500.0,-122.6,47.2,-991.8,111.8,16.2,-3.8
14:12:45,1500.0,0.04852973142017921,-0.04617093193034331,-2.3779106537501016,0.09637444466352463,0.0368578809623917,-0.011136339822163185,AUTO,-35.363668249999996,149.16529861666666,50092.166666666664,-453.5,54.0,1.3333333333333333,1500.0,-106.83333333333333,43.5,-988.8333333333334,98.83333333333333,37.666666666666664,-9.833333333333334
14:12:47,1500.0,-0.013714043268313011,0.10438323020935059,-0.008053104082743326,-0.4372904511789481,0.0586541998006093,-0.7495262324810028,AUTO,-35.36373221666667,149.16530896666666,50062.5,-203.66666666666666,45.333333333333336,5.666666666666667,1164.0,-53.0,-22.0,-1011.3333333333334,-434.5,59.5,-748.0
14:12:49,1500.0,-0.1623530387878418,-0.06758018707235654,1.8530553181966145,-0.034160385529200234,-0.06371257702509563,-0.31705798394978046,AUTO,-35.363743316666664,149.16532744999998,49994.166666666664,100.0,140.16666666666666,5.833333333333333,1388.0,-37.0,1.3333333333333333,-1013.5,-34.333333333333336,-61.5,-315.6666666666667
14:12:51,1500.0,-0.15441250056028366,-0.14956836899121603,1.80255393187205,-0.02127280148367087,-0.02801531817143162,-0.0017983443103730679,AUTO,-35.363706433333334,149.1653738166667,49954.833333333336,321.0,296.1666666666667,4.166666666666667,1500.0,-87.83333333333333,46.166666666666664,-1003.6666666666666,-19.0,-25.666666666666668,-0.6666666666666666
14:12:53,1500.0,-0.1267948510746161,-0.15209355453650156,1.8041325012842815,0.037938576812545456,0.010187809743608037,-0.004071187460795045,AUTO,-35.363637016666665,149.16545496666666,49944.666666666664,458.0,428.1666666666667,-1.1666666666666667,1500.0,-121.5,64.0,-995.6666666666666,39.5,11.666666666666666,-2.8333333333333335
14:12:55,1500.0,-0.07694914812843005,-0.1397092640399933,1.802506109078725,0.013723437829564014,0.014142077144545814,0.009777518765379986,AUTO,-35.36355018333334,149.16555613333335,50033.666666666664,504.3333333333333,469.5,-4.333333333333333,1500.0,-139.33333333333334,69.66666666666667,-984.8333333333334,15.333333333333334,15.5,10.5
14:12:57,1500.0,-0.061283723606417574,-0.14551547169685364,1.668358325958252,-0.023143137184282143,0.006969789741560817,-0.36559429120582837,AUTO,-35.36346085,149.16566093333333,50009.5,499.6666666666667,469.3333333333333,2.6666666666666665,1204.0,-146.16666666666666,55.166666666666664,-991.6666666666666,-21.5,8.666666666666666,-364.3333333333333
14:12:59,1500.0,0.1287708915770054,-0.07652048068121076,0.30003065429627895,0.02458167572816213,0.004632781317923218,-0.7119943201541901,AUTO,-35.363370483333334,149.16576518333332,49963.333333333336,504.1666666666667,472.3333333333333,-3.1666666666666665,1056.0,-82.33333333333333,-119.33333333333333,-989.6666666666666,26.5,6.5,-710.3333333333334
14:13:01,1500.0,0.16258967916170755,0.026695171371102333,-0.3550861080487569,-0.026230324059724808,-0.0008723356683428088,0.06787350129646559,AUTO,-35.363284783333334,149.16586425000003,49974.333333333336,490.6666666666667,476.3333333333333,-1.1666666666666667,1500.0,18.0,-163.33333333333334,-992.0,-24.0,0.6666666666666666,68.66666666666667
14:13:03,1500.0,0.15232517570257187,0.010236551674703756,-0.33638209601243335,0.04335091635584831,-0.00469092062364022,-0.0023387057202247283,AUTO,-35.3632001,149.16596599999997,49973.6,486.2,478.4,-2.4,1500.0,13.8,-161.4,-991.6,15.2,-4.2,0.6
14:13:05,1500.0,0.1481532965387617,0.01287407906992095,-0.3363748150212424,0.02048893858279501,0.015161006445331233,-0.0005121118821469801,AUTO,-35.36310305714286,149.16608124285716,49973.71428571428,490.2857142857143,468.85714285714283,-1.7142857142857142,1500.0,6.571428571428571,-145.28571428571428,-984.8571428571429,22.142857142857142,16.857142857142858,0.7142857142857143
14:13:07,1500.0,0.15072287867466608,0.012089046804855267,-0.33637858430544537,0.0005687338610490164,-0.005264073222254713,0.0010699869987244408,AUTO,-35.3630158,149.1661838,49991.5,489.5,462.3333333333333,-0.16666666666666666,1500.0,11.5,-159.83333333333334,-990.0,2.1666666666666665,-3.3333333333333335,2.0
14:13:09,1500.0,0.14410488804181418,-0.003971774984772007,-0.21327956890066466,0.010727977690597376,0.009547659079544246,0.3589943522820249,AUTO,-35.362931616666664,149.16628271666664,50011.833333333336,490.5,461.5,-0.3333333333333333,1687.5,-5.666666666666667,-145.33333333333334,-983.1666666666666,11.833333333333334,11.5,360.3333333333333
14:13:11,1500.0,0.025489533320069313,-0.13950234775741896,1.1236224075158436,-0.025091853303213913,-0.009205336216837168,0.7202520569165548,AUTO,-35.3628436,149.16638566666668,50032.833333333336,481.5,454.6666666666667,3.0,1875.0,-146.5,-32.333333333333336,-985.6666666666666,-23.833333333333332,-7.333333333333333,721.1666666666666
14:13:13,1500.0,-0.0838999164601167,-0.13995342453320822,1.8399137457211812,-0.0005049568911393484,0.005404765601269901,-0.062337057975431286,AUTO,-35.362755899999996,149.16648783333335,49989.333333333336,490.6666666666667,469.5,0.6666666666666666,1500.0,-139.66666666666666,82.33333333333333,-994.0,0.5,7.166666666666667,-60.666666666666664
14:13:19,1500.0,-0.06969378516077995,-0.13745049387216568,1.8167050182819366,-0.02286726189777255,0.00737164169549942,-0.005438949214294553,AUTO,-35.362655575,149.16660515,50022.5,492.75,475.25,0.25,1500.0,-141.5,73.0,-989.25,-21.5,9.25,-3.75
14:13:21,1500.0,-0.06449822088082631,-0.13409069180488586,1.8165536324183147,0.02957008049512903,0.017003057214121025,-0.006537606435207029,AUTO,-35.362578033333335,149.16669614999998,50028.166666666664,487.0,471.6666666666667,0.8333333333333334,1500.0,-137.83333333333334,77.0,-992.6666666666666,30.833333333333332,19.0,-4.833333333333333
14:13:23,1500.0,0.0137416123955821,-0.0877885843316714,1.8126955032348633,0.2296408787369728,0.02495650357256333,-0.013873729311550656,AUTO,-35.36249333333333,149.16679576666667,50101.5,423.8333333333333,413.5,-0.16666666666666666,1500.0,-126.5,71.16666666666667,-988.6666666666666,231.5,26.666666666666668,-12.166666666666666
14:13:26,1500.0,0.08238084490100543,-0.03642714706559976,2.2118056217829385,0.4086831907431285,0.024739927767465513,0.6480387554814419,AUTO,-35.36241291666666,149.16689365000002,50043.833333333336,211.16666666666666,208.0,3.8333333333333335,1931.0,-51.833333333333336,65.16666666666667,-1000.1666666666666,409.0,26.666666666666668,649.8333333333334
14:13:28,1500.0,0.02163631415792874,-0.17163789698055812,-2.574075494493757,0.1295055550123964,-0.005292098570082869,0.5333674230745861,AUTO,-35.3623975,149.16691875714287,50004.28571428572,-43.0,-4.0,5.142857142857143,1807.857142857143,-15.714285714285714,5.714285714285714,-1015.1428571428571,129.85714285714286,-3.142857142857143,534.8571428571429
14:13:30,1500.0,-0.008356983695800105,-0.2112493316332499,-2.3135286569595337,-0.024831898510456085,0.003306654126693805,-0.032046847976744175,AUTO,-35.36242895,149.16690056666667,49936.666666666664,-295.3333333333333,-173.0,2.8333333333333335,1500.0,-76.0,-20.833333333333332,-1007.0,-23.333333333333332,5.333333333333333,-29.833333333333332
14:13:32,1500.0,0.011255874414928257,-0.2165672443807125,-2.323232352733612,0.03065866115503013,0.030984998447820544,-0.004998825344955549,AUTO,-35.362501574999996,149.166850825,49911.75,-485.5,-290.75,1.25,1500.0,-130.25,-26.75,-1005.0,32.25,33.5,-2.75
14:13:34,1500.0,0.0389814805239439,-0.1681860275566578,-2.3209757208824158,0.0032599125988781452,0.03572371182963252,0.0025102871004492044,AUTO,-35.362612150000004,149.16677349999998,50003.0,-585.25,-348.75,-4.25,1500.0,-143.4,-31.8,-983.4,3.4,32.2,3.8
14:13:36,1500.0,0.0425659998186997,-0.15320624623979842,-2.320718084062849,-0.008892176140631949,-0.01237486066695835,-0.0012331609946808644,AUTO,-35.362709957142854,149.1667049142857,50044.28571428572,-589.4285714285714,-345.42857142857144,1.8571428571428572,1500.0,-150.71428571428572,-35.285714285714285,-984.0,-6.857142857142857,-9.571428571428571,0.5714285714285714
14:13:38,1500.0,0.034475387539714575,-0.15147103369235992,-2.3142488598823547,0.03198403926216997,0.014049060875549912,0.02501130077871494,AUTO,-35.362815725000004,149.1666309,49994.0,-600.75,-343.75,-0.5,1513.0,-147.75,-36.75,-990.25,34.0,16.25,26.75
14:13:40,1500.0,0.019427195191383362,-0.15603160113096237,-2.2034348249435425,-0.00012226082617416978,0.007255959324538708,0.04962610825896263,AUTO,-35.362941400000004,149.1665446333333,50000.0,-597.0,-339.3333333333333,0.0,1526.0,-159.0,-21.666666666666668,-990.0,-2.6666666666666665,9.0,48.666666666666664
14:13:45,1500.0,0.01577942743897438,-0.15573249161243438,-2.1849834442138674,-0.026705359760671853,-0.006651470810174942,0.005745563097298146,AUTO,-35.36321662,149.16635546000003,49996.6,-599.0,-329.6,-0.2,1500.0,-154.6,-12.0,-987.2,-24.8,-4.2,7.6
14:13:47,1500.0,0.016826903447508812,-0.15676194429397583,-2.1851030190785727,-0.0010475817252881825,-0.0006868600224455198,0.0007340500790936252,AUTO,-35.36331956666666,149.1662854,50005.166666666664,-599.0,-330.6666666666667,0.16666666666666666,1500.0,-157.33333333333334,-17.166666666666668,-988.8333333333334,0.3333333333333333,1.6666666666666667,2.5
14:13:49,1500.0,0.032671453741689525,-0.15245521813631058,-2.259648402531942,0.019323417528842885,-0.002423482791831096,-0.15932581899687648,AUTO,-35.3634162,149.16622006666665,50022.333333333336,-595.0,-333.8333333333333,1.1666666666666667,1468.0,-152.5,-22.0,-985.3333333333334,21.333333333333332,0.0,-157.0
14:13:55,1500.0,0.10379977524280548,-0.11322923749685287,-2.799788236618042,-0.17532308399677277,0.011261118575930595,-0.19472573697566986,AUTO,-35.3635573,149.1661244,50027.0,-588.0,-335.0,2.0,1452.0,-114.0,-100.0,-983.0,-173.0,13.0,-192.0
14:13:59,1500.0,0.10409322381019592,-0.11493665166199207,-2.8062450885772705,0.015516702551394701,-0.0003770876210182905,-0.00048518041148781776,AUTO,-35.363750425,149.165991525,50022.5,-587.75,-334.5,1.0,1500.0,-115.0,-103.25,-987.25,17.25,1.75,1.5
14:14:01,1500.0,0.09989521546023232,-0.08917812417660441,-2.803467103413173,-0.005587383971682617,0.041223491941179545,0.006635047196011458,AUTO,-35.36384984285714,149.16592308571427,50034.0,-580.1428571428571,-324.2857142857143,-2.5714285714285716,1500.0,-122.71428571428571,-104.42857142857143,-996.7142857142857,-3.142857142857143,43.285714285714285,8.571428571428571
14:14:03,1500.0,0.07973357439041137,0.00012207827530801295,-2.796608734130859,0.11144744157791138,0.04100781232118607,0.00449952557682991,AUTO,-35.36394498,149.16585796,50085.6,-475.6,-267.4,0.8,1500.0,-95.2,-82.8,-987.8,113.0,43.0,6.6
14:14:05,1500.0,0.07142558445533116,0.013994038454256952,-1.965900441010793,-0.23744205509622893,0.02227049336458246,0.7930025160312653,AUTO,-35.36401178333333,149.16581158333335,50020.666666666664,-284.0,-165.16666666666666,2.0,1778.0,-75.83333333333333,-6.5,-997.8333333333334,-234.0,24.5,794.5
14:14:07,1500.0,0.05011587888002396,-0.04213831126689911,-0.6135585904121399,-0.3664686746895313,0.03425101581960917,0.2119650298729539,AUTO,-35.36404744,149.16578618,49968.4,-89.4,-53.4,0.0,1555.6,-5.8,9.4,-1004.0,-364.8,36.2,213.8
14:14:09,1500.0,0.024952457984909415,-0.0192764257080853,-0.6518806964159012,-0.5814344584941864,0.005135242361575365,0.0015251699660439044,AUTO,-35.364056175,149.1657811,49984.0,3.25,-1.0,-0.75,1500.0,0.0,-24.75,-991.5,-581.5,7.5,3.5
14:14:11,1500.0,-0.01095343753695488,-0.006246716948226094,-0.654028981924057,-0.3250138722360134,-0.0019203181727789342,0.007101219322066754,AUTO,-35.364057475,149.165780825,49995.0,10.0,0.75,-0.75,1500.0,-0.25,-7.25,-996.25,-321.75,0.5,8.75
14:14:15,1500.0,-0.01824381435289979,0.0013679081639565993,-0.6544555425643921,-0.42864637076854706,-0.012007208075374365,0.0012298193760216236,AUTO,-35.36405655,149.16578155000002,49998.0,11.5,0.0,0.0,1500.0,0.0,-7.5,-1004.0,-421.5,-9.5,3.0
