time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:11:25,1500.0,6.859751950590483e-05,0.0014351469386989872,0.026076539730032284,0.00021921893736968437,0.0002268757865143319,0.002212711920340856,STABILIZE,-35.3632622,149.1652375,0.0,-2.0,2.0,1.0,1500.0,0.0,2.0,-1000.0,0.0,1.0,0.0
14:11:29,1500.0,-0.00107601321360562,0.0009414188170921989,0.024430981371551752,0.00022414505656342953,0.00023995633091544732,0.00197758233116474,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,1500.0,0.0,1.0,-1000.0,1.0,0.0,0.0
14:11:31,1500.0,-0.0010263982112519443,0.0009270407608710229,0.023900339379906654,0.00024767720606178045,0.0002505549928173423,0.001812562346458435,STABILIZE,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,1500.0,0.0,1.6666666666666667,-1000.0,0.0,0.0,0.0
14:11:37,1500.0,-0.0010459665209054947,0.0009612399153411388,0.022352897251645725,0.00028762046713382006,0.0002048870276970168,0.0016023183707147837,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
14:11:39,1500.0,-0.0009350276901386678,0.0009665528777986765,0.021827787160873413,0.0003651753882877529,0.0002670604852028191,0.0015133508946746587,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,1.0,0.5,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0
14:11:41,1500.0,-0.0010024475632235408,0.0009804986281475674,0.021483203396201134,0.0002761012486492594,0.0002886664879042655,0.001511553341212372,AUTO,-35.3632622,149.1652375,1.5,-1.0,0.6666666666666666,-0.6666666666666666,1500.0,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.5
14:11:43,1500.0,-0.0005248725889638687,0.0011042568561000128,0.021090630752344925,0.00024023188355689248,0.00027735782593178254,0.0014421488934506972,AUTO,-35.36326209999999,149.1652375,17.333333333333332,-0.16666666666666666,0.0,-1.1666666666666667,1500.0,0.0,1.6666666666666667,-1000.0,0.8333333333333334,0.3333333333333333,0.6666666666666666
14:11:45,1500.0,0.00047201991886443767,0.001290447359982257,0.0205612825229764,0.00097014742398945,-0.0007375236988688508,0.0015164436772465706,AUTO,-35.36326209999999,149.1652375,27.166666666666668,0.0,0.0,-5.5,1500.0,0.0,1.1666666666666667,-1023.5,1.0,0.16666666666666666,0.5
14:11:52,1500.0,-0.028529325500130653,-0.0013222635849767055,-0.037048486371835075,-0.09548504541938503,0.008633819767662013,-0.045284015436967216,AUTO,-35.363260833333335,149.16524261666666,3906.3333333333335,12.0,29.5,-146.5,1500.0,1.0,-8.5,-1001.1666666666666,-94.33333333333333,8.833333333333334,-45.166666666666664
14:11:54,1500.0,-0.018742321291938424,0.014155754974732796,-0.08313104510307312,0.06619750273724397,0.015950617380440235,-0.0043283433963855105,AUTO,-35.36325945000001,149.16523816666665,6663.0,-3.6666666666666665,-60.833333333333336,-149.16666666666666,1500.0,-7.5,11.666666666666666,-1002.6666666666666,66.5,16.166666666666668,-4.166666666666667
14:11:56,1500.0,0.06098885182291269,0.05807375100751718,-0.7660092810789744,0.12049954757094383,-0.0590829203526179,-0.7332978943983713,AUTO,-35.363264533333336,149.1652298333333,9514.5,-50.166666666666664,10.833333333333334,-140.33333333333334,1036.0,3.5,12.333333333333334,-1003.8333333333334,120.66666666666667,-58.0,-733.0
14:11:58,1500.0,0.017755224741995333,0.040146705508232114,-2.215239334106445,-0.12774351015686988,-0.15587053149938584,-0.46436718162149193,AUTO,-35.3632602,149.1652436,12299.4,110.6,94.2,-133.6,1314.4,33.2,8.2,-1015.0,-126.6,-155.0,-464.0
14:12:00,1500.0,-0.010058619314804673,-0.16520116478204727,-2.311533212661743,0.062070686370134354,0.09715861454606056,0.028005576692521572,AUTO,-35.36325755,149.16525295000002,15776.0,-147.0,-69.5,-131.0,1500.0,-34.0,-1.0,-991.0,62.0,97.5,27.0
14:12:02,1500.0,0.054774618397156395,0.02700985719760259,-2.2655055920283,0.03218902554363012,0.1260190804799398,0.013763719844670655,AUTO,-35.363278566666665,149.16523755,17781.833333333332,-142.83333333333334,-102.16666666666667,-152.5,1500.0,-43.833333333333336,-9.166666666666666,-1024.5,32.5,126.33333333333333,13.166666666666666
14:12:04,1500.0,0.08323246166110039,0.13457668274641038,-2.228568696975708,-0.08927784711122513,-0.057672875374555586,0.05157772395759821,AUTO,-35.36328413333334,149.16522468333335,20938.833333333332,115.16666666666667,-7.5,-138.16666666666666,1500.0,14.0,-10.8,-990.6,-31.2,-27.0,39.6
