,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
16:05:44.289,104412.0,0.25,0.1,1000.0,30.0,5.1,1700.0,1000.0,0.0,3000.0,0.0,1400.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:05:48.320,200.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,0.0,2150.0,0.0,1850.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:05:52.338,21551.0,0.25,0.1,1000.0,30.0,5.1,8600.0,1000.0,4694.0,2300.0,0.0,1700.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:05:56.373,300000.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,29838.0,3000.0,0.0,600.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:00.396,22407.0,0.25,0.1,1000.0,30.0,5.1,7500.0,1000.0,11148.0,1030.0,0.0,1050.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:04.421,111654.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,12637.0,3000.0,0.0,2000.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:08.442,81471.0,0.25,0.1,1000.0,30.0,4.0,500.0,1000.0,11349.0,1910.0,0.0,1950.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:12.472,300000.0,0.25,0.1,1000.0,30.0,0.0,2600.0,1000.0,32000.0,1010.0,0.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:16.499,167742.0,0.25,0.1,1000.0,30.0,2.4,18000.0,1000.0,32000.0,2430.0,0.0,1450.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:20.023,141564.0,0.25,0.1,1000.0,30.0,5.1,11400.0,1000.0,32000.0,1580.0,0.0,1050.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06:24.056,284518.0,0.25,0.1,1000.0,30.0,0.0,8000.0,1000.0,23852.0,290.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
