time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
14:48:50,STABILIZE,0.0,1.0,-1000.0,0.0,0.5,0.5,-0.0003449075447861105,0.0009361514239571989,0.023922553285956383,0.0002363387611694634,0.00024699949426576495,0.0018068652134388685,-35.3632621,149.1652375,0.0,-1.0,0.0,-2.0,1500.0
14:48:56,AUTO,0.0,1.5,-1000.0,0.5,0.5,0.5,-8.846196215017699e-05,0.0009817024401854724,0.021737387403845787,0.0003474547411315143,0.0002616554556880146,0.0015821323613636196,-35.36326215,149.1652375,2.0,-1.0,2.0,0.0,94110.0
14:48:58,AUTO,0.0,1.0,-1000.0,0.5,0.5,0.5,0.0002391971502220258,0.0013806257047690451,0.021076684817671776,0.00041168113239109516,0.0003026236954610795,0.0014925743453204632,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,186720.0
14:48:59,AUTO,0.0,1.5,-1000.0,0.0,0.25,0.25,0.00046401526196859777,0.0016049521218519658,0.02078962279483676,0.0003295388742117211,0.00029098097002133727,0.001422539644408971,-35.3632621,149.1652375,0.0,0.0,0.0,0.5,129481.0
14:49:00,AUTO,0.0,0.0,-1119.5,-1.5,4.0,1.0,0.0029489005682989955,0.0006373809737851843,0.0204756623134017,-0.0021377913653850555,0.0035346723161637783,0.0016276002279482782,-35.3632621,149.1652375,288.5,0.0,0.0,-84.5,129481.0
14:49:02,AUTO,1.0,-9.0,-991.5,-77.0,59.5,-71.0,0.05279524624347687,0.0019250973127782345,-0.020626721903681755,-0.0781212979927659,0.05923373997211456,-0.07118044793605804,-35.3632615,149.16524035,3080.0,8.5,48.0,-144.5,176803.0
14:49:04,AUTO,-2.0,4.5,-1001.0,51.5,2.0,2.0,-0.06101309880614281,-0.016406250186264515,-0.08247005194425583,0.05165105499327183,0.001842507510446012,0.0026964115677401423,-35.3632614,149.16524535000002,6121.5,-1.0,-34.5,-147.0,224125.0
14:49:05,AUTO,-7.25,9.25,-1002.5,63.75,14.0,3.75,-0.01558369875419885,-0.009625471604522318,-0.08248958364129066,0.06386114284396172,0.013806076953187585,0.004529286874458194,-35.3632614,149.165241175,7275.75,2.25,-57.5,-147.75,206993.0
14:49:06,AUTO,-4.0,6.0,-1000.0,39.5,25.0,-14.0,0.0602759700268507,0.010579158086329699,-0.08025255799293518,0.03958709165453911,0.025163843762129545,-0.013242522487416863,-35.3632613,149.16523425,9214.5,-1.0,-22.0,-151.0,206993.0
14:49:08,AUTO,2.5,-1.5,-1002.0,-1.5,-2.0,-17.0,-0.017666718922555447,-0.009903628844767809,-0.0985698476433754,-0.002136527909897268,-0.002975524286739528,-0.0173925687558949,-35.363262750000004,149.16523675,12304.5,-4.0,12.5,-149.5,130579.5
14:49:10,AUTO,-2.5,0.0,-999.5,7.0,8.5,-20.5,0.008887300733476877,0.0037654901389032602,-0.1474074423313141,0.007184251910075545,0.008490979671478271,-0.02020697481930256,-35.36326215,149.165236,15420.0,4.5,-5.5,-151.0,54166.0
14:49:11,AUTO,-1.25,0.0,-999.75,0.75,2.0,-14.0,0.011109859682619572,0.007220164057798684,-0.16043387353420258,0.0005217159778112546,0.0018556859577074647,-0.014264784986153245,-35.363261775000005,149.16523555,16592.0,1.5,-0.5,-151.0,261771.0
14:49:12,AUTO,0.0,-0.5,-996.0,-76.0,0.5,-14.0,-0.008414168958552182,0.006421864731237292,-0.17730464041233063,-0.07700760662555695,-0.0006124298961367458,-0.014319724403321743,-35.3632616,149.1652355,18533.0,-2.5,3.5,-149.5,261771.0
14:49:14,AUTO,1.5,4.0,-963.5,22.5,0.5,-40.0,0.06030013598501682,-0.03907799534499645,0.060839779675006866,0.02197183878161013,-5.9241894632577896e-05,-0.04051619954407215,-35.36326435,149.16523089999998,21169.0,-13.0,-3.5,-90.0,239256.0
14:49:16,AUTO,0.5,-8.5,-976.5,-20.0,12.0,-1.0,-0.0031941428314894438,0.011187033727765083,0.04490159638226032,-0.02124771848320961,0.011994748841971159,-0.0006555067375302315,-35.363262500000005,149.16523675000002,22448.0,15.0,35.0,-37.5,216741.0
14:49:17,AUTO,0.0,-4.75,-972.5,6.5,0.0,-3.5,-0.010531452717259526,0.013647031737491488,0.042376904748380184,0.005559486889978871,-0.0010555832996033132,-0.003542430989909917,-35.363261625,149.16523892499998,22661.75,7.75,20.75,-18.75,278889.0
14:49:18,AUTO,-1.5,-10.5,-1021.5,-608.0,-86.5,-14.5,-0.0274619166739285,-0.008426637388765812,0.0381135530769825,-0.6097712516784668,-0.08760761097073555,-0.015055338852107525,-35.363261249999994,149.16523975,22628.0,-3.0,-10.0,21.5,278889.0
14:49:20,AUTO,-23.5,-2.5,-1011.0,379.0,-23.0,488.0,0.04886787571012974,-0.11699466034770012,0.19387153536081314,0.3780248165130615,-0.0241935970261693,0.4886401742696762,-35.3632533,149.16524025,22473.0,114.5,38.5,-2.0,186761.0
14:49:22,AUTO,-70.5,-31.0,-1008.0,141.0,3.5,4.0,0.04116467013955116,-0.18981922417879105,0.38953813910484314,0.14011140167713165,0.002437744289636612,0.004257623506418895,-35.363214850000006,149.1652568,22510.5,327.5,127.0,-2.5,94633.0
14:49:23,AUTO,-89.75,-46.0,-1002.0,-9.25,-20.25,-1.75,0.04056341387331486,-0.20047737285494804,0.39095601439476013,-0.010585020761936903,-0.02166496083373204,-0.0017408518469892442,-35.3631901,149.1652684,22541.75,405.75,155.5,-3.5,54387.0
14:49:24,AUTO,-120.5,-67.0,-1013.0,6.5,57.0,-1.5,0.052304280921816826,-0.20956022292375565,0.38547244668006897,0.005529644200578332,0.05658219754695892,-0.0019466340563667472,-35.36313815,149.1652926,22603.0,533.0,197.5,-7.0,54387.0
14:49:26,AUTO,-147.0,-87.0,-1002.0,-19.0,51.0,4.0,0.07140173763036728,-0.1653735637664795,0.3807034194469452,-0.020620407536625862,0.050984833389520645,0.0045875138603150845,-35.3630334,149.1653406,22881.0,634.0,235.0,-13.0,37665.0
14:49:28,AUTO,-133.5,-74.5,-983.0,1.5,-0.5,-1.0,0.07361748069524765,-0.13203707337379456,0.37897889316082,0.0007305620238184929,-0.001606072299182415,-0.0017032016185112298,-35.362939600000004,149.1653838,23110.5,641.5,239.0,-8.0,20943.0
14:49:29,AUTO,-141.75,-69.0,-991.0,-13.0,11.75,-2.25,0.0743258148431778,-0.14277563244104385,0.3774454891681671,-0.01398087211418897,0.011309954570606351,-0.0027672111755236983,-35.362882174999996,149.16541022500002,23187.75,642.75,240.0,-2.75,219642.0
14:49:30,AUTO,-132.0,-81.5,-989.0,-15.5,27.0,-3.0,0.07625609636306763,-0.13879241794347763,0.37543439865112305,-0.016363902017474174,0.02660186355933547,-0.0040121460624504834,-35.3628239,149.16543685,23266.0,647.0,241.0,-5.0,219642.0
14:49:32,AUTO,-136.33333333333334,-64.0,-984.0,-7.0,1.3333333333333333,-1.0,0.07329099625349045,-0.13001362482706705,0.3724522888660431,-0.007690449555714925,0.0006671474160005649,-0.000992458371911198,-35.362699,149.16549436666665,23489.666666666668,639.6666666666666,238.33333333333334,-5.666666666666667,164047.0
14:49:34,AUTO,-127.0,-66.5,-979.0,2.0,2.5,4.0,0.07790931686758995,-0.13326478004455566,0.3694247007369995,0.0009248796850442886,0.0016294619999825954,0.003973329672589898,-35.3625686,149.165554,23692.0,632.5,235.0,-4.5,108452.0
14:49:35,AUTO,-128.5,-73.25,-996.0,1.5,51.0,-5.25,0.07702110521495342,-0.10089538246393204,0.3689640238881111,0.00031887582736089826,0.050635519437491894,-0.005836404336150736,-35.362525775,149.1655736,23766.75,624.75,231.0,-10.75,283149.0
14:49:36,AUTO,-122.0,-77.0,-995.0,21.0,70.0,-2.0,0.0725269466638565,-0.040981147438287735,0.36968371272087097,0.019957179203629494,0.06915151327848434,-0.0022821095772087574,-35.3624594,149.1656041,23947.0,565.0,210.0,-11.0,283149.0
14:49:38,AUTO,-89.0,-64.0,-991.5,45.5,37.0,11.0,0.06637364998459816,0.029400755651295185,0.37024372816085815,0.04505258798599243,0.036356138065457344,0.011476974817924201,-35.36238725,149.16563730000001,24078.5,414.0,155.5,1.0,175062.5
14:49:40,AUTO,-46.5,-31.0,-1004.5,-74.5,23.5,1.5,0.03628512844443321,0.0685589499771595,0.3700668066740036,-0.07527914643287659,0.022905437275767326,0.0012316172942519188,-35.362331499999996,149.16566315,24073.0,200.5,81.0,0.0,66976.0
14:49:41,AUTO,-23.5,-5.25,-1003.25,146.0,-26.5,-6.25,0.028479744214564562,0.06757544446736574,0.3691338077187538,0.14478118158876896,-0.028259646613150835,-0.006470311345765367,-35.362317325,149.16566935,24074.75,102.5,47.0,1.0,285808.0
14:49:42,AUTO,-8.5,-7.0,-1003.5,1.5,-18.5,0.5,0.015069739893078804,0.042381107807159424,0.3677807152271271,0.0005262792110443115,-0.020268685184419155,0.00010546552948653698,-35.3623111,149.165672,24073.5,38.0,25.5,0.0,285808.0
14:49:44,AUTO,1.5,0.0,-1003.5,41.0,-7.0,2.0,0.003249220229918137,-0.0022286765743047,0.3656887263059616,0.039613813161849976,-0.00831556785851717,0.002022214132011868,-35.362309499999995,149.1656727,24082.5,-5.0,6.0,0.0,166566.0
14:49:46,RTL,0.0,-9.5,-1030.5,-19.0,1.5,-1.5,-0.000178544782102108,0.0009565465152263641,0.3649931252002716,-0.020210206508636475,0.0006687853019684553,-0.0020793157891603187,-35.362309749999994,149.1656734,24164.5,4.0,3.5,-17.5,47324.0
14:49:47,RTL,0.25,-4.5,-1050.0,-62.5,2.0,-1.0,-0.005466051021357998,0.0009960833558579907,0.36565951257944107,-0.06396439904347062,0.0012689966097241268,-0.001986232993658632,-35.362309825,149.16567392500002,24547.25,3.0,-0.25,-61.25,52159.0
14:49:48,RTL,0.0,-2.5,-1040.5,-38.0,-2.0,-2.0,-0.007904941216111183,0.00015669214189983904,0.3652571439743042,-0.03915013954974711,-0.00391107308678329,-0.0025458545424044132,-35.3623099,149.16567435000002,25466.0,2.5,-3.5,-111.0,52159.0
14:49:50,RTL,1.0,-6.0,-995.5,-45.0,43.5,-47.0,0.03889326564967632,0.000962450634688139,0.3543997257947922,-0.04624563828110695,0.04231953853741288,-0.04697192809544504,-35.36231025,149.1656763,28351.0,-3.0,29.0,-147.5,63512.0
14:49:52,RTL,-3.0,5.5,-1002.0,53.0,3.0,-13.5,-0.0568385049700737,0.0010957672639051452,0.27505484223365784,0.05252295173704624,0.001960245193913579,-0.01442545186728239,-35.3623106,149.1656798,31398.5,8.5,-38.0,-149.0,74865.0
14:49:53,RTL,-5.75,12.0,-1003.25,68.0,11.5,0.5,0.005973011895548552,0.008834327920340002,0.26788609474897385,0.06706474162638187,0.010609167627990246,0.00014105267473496497,-35.362309725,149.16567425,32953.5,5.0,-57.0,-150.75,170349.0
14:49:54,RTL,0.0,6.0,-1001.5,28.0,-41.0,55.5,0.04793200269341469,-0.01151629677042365,0.29206426441669464,0.026468303985893726,-0.042142052960116416,0.055851667770184577,-35.36231,149.1656698,34522.0,-12.5,-18.0,-152.0,170349.0
