time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,chan4_raw,RTL_ALT
14:17:37,STABILIZE,-0.0006118390010669827,0.0014661041204817593,0.028216603212058544,0.00017777229368221015,0.00028171748272143304,0.002275982522405684,0.0,2.0,-1000.0,1.0,0.0,0.0,-35.3632622,149.1652374,32.0,-2.0,0.0,-1.0,1500.0,1500.0
14:17:43,STABILIZE,-0.001001592492684722,0.0009172201389446855,0.025364987552165985,0.0002588639035820961,0.0002509569749236107,0.0019097544718533754,0.0,1.0,-1000.0,0.0,0.5,0.5,-35.3632621,149.1652375,19.0,-1.0,2.0,1.0,1500.0,1500.0
14:17:47,STABILIZE,-0.0009635502647142857,0.0009539183520246297,0.02393597550690174,0.00023008091375231743,0.0002595674304757267,0.0017122711287811399,0.0,1.0,-1000.0,0.0,0.5,0.0,-35.3632622,149.1652375,6.5,-1.0,1.0,1.0,1500.0,1500.0
14:17:51,AUTO,-0.0009282336298686763,0.0009813727422927816,0.02287195747097333,0.000330581523788472,0.00023599717921266952,0.001574668101966381,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,-35.363262166666665,149.1652375,8.666666666666666,-1.0,0.0,0.0,1500.0,1500.0
14:17:53,AUTO,-0.0005143613476927081,0.0013581901633491118,0.022323057676355045,0.00022499232242504755,0.0002732531283982098,0.0014402881497517228,0.0,1.0,-1000.3333333333334,0.3333333333333333,0.6666666666666666,0.3333333333333333,-35.3632621,149.1652375,13.0,0.0,0.0,0.0,1500.0,1500.0
14:17:55,AUTO,0.00270003165739278,0.00025727668738303083,0.02188585636516412,-6.640368762115638e-05,0.0023128904091815152,0.0018968756776303053,0.0,0.0,-1126.3333333333333,1.0,3.0,1.0,-35.3632621,149.1652375,238.0,0.0,0.3333333333333333,-71.66666666666667,1500.0,1500.0
14:17:57,AUTO,0.05233528961737951,-0.0007811880980928739,-0.006109819747507572,-0.04134422913193703,0.03693267858276764,-0.04971647604058186,1.3333333333333333,-8.0,-994.3333333333334,-40.666666666666664,37.666666666666664,-50.0,-35.363261599999994,149.1652399,2942.3333333333335,7.333333333333333,42.666666666666664,-147.66666666666666,1500.0,1500.0
14:17:59,AUTO,-0.07094901551802953,0.014207938375572363,-0.11236084749301274,0.04914668078223864,-0.00011501108140995105,-0.036938769121964775,-2.0,4.0,-1002.3333333333334,49.666666666666664,0.3333333333333333,-37.0,-35.363260333333336,149.16524553333335,5999.0,-4.0,-31.333333333333332,-149.0,1500.0,1500.0
14:18:01,AUTO,0.04513900354504585,0.013827191355327765,-0.1716325432062149,0.0029407205681006112,-0.030598887863258522,-0.25898100932439166,2.0,10.0,-980.6666666666666,3.3333333333333335,-29.666666666666668,-259.3333333333333,-35.36326453333333,149.1652344,9093.666666666666,-36.666666666666664,-25.0,-147.66666666666666,1354.0,1500.0
14:18:03,AUTO,0.020806094941993553,-0.013862021267414093,-1.0409196019172668,-0.06766311700145404,-0.00025096690903107327,-0.4359424114227295,5.666666666666667,-7.666666666666667,-1003.0,-66.66666666666667,0.3333333333333333,-436.0,-35.36326593333334,149.16523623333333,12064.333333333334,34.333333333333336,27.0,-144.33333333333334,1354.0,1500.0
14:18:05,AUTO,-0.0141870918062826,-0.08214715123176575,-1.4324243863423665,0.02535511211802562,0.01732165366411209,-0.016335830752116937,-12.333333333333334,-10.666666666666666,-997.3333333333334,25.333333333333332,17.333333333333332,-16.666666666666668,-35.363260133333334,149.16523429999998,15108.666666666666,12.666666666666666,-73.33333333333333,-148.33333333333334,1500.0,1500.0
14:18:07,AUTO,0.021463495679199696,0.08104968070983887,-1.338705579439799,0.01902091068526109,0.07077698037028313,0.12808154275019965,-17.666666666666668,-4.666666666666667,-1000.3333333333334,19.333333333333332,71.0,127.0,-35.36325920000001,149.1652126,18166.666666666668,-6.0,-56.666666666666664,-154.33333333333334,1500.0,1500.0
14:18:09,AUTO,0.01955176858852307,0.06021414386729399,-1.3129102389017742,0.03007512477536996,-0.12870139877001444,0.05533250297109286,31.333333333333332,11.0,-1010.6666666666666,30.666666666666668,-127.33333333333333,54.333333333333336,-35.36326006666666,149.16522333333333,21197.333333333332,-1.6666666666666667,145.0,-142.33333333333334,1500.0,1500.0
14:18:11,AUTO,-0.0930639033516248,-0.10999925186236699,-1.3050880034764607,-0.06582447638114293,-0.04498810817797979,-0.00981341500300914,10.333333333333334,0.3333333333333333,-1003.3333333333334,-64.33333333333333,-43.666666666666664,-9.666666666666666,-35.36325703333333,149.1652481,24271.666666666668,6.666666666666667,22.333333333333332,-154.66666666666666,1500.0,1500.0
14:18:13,AUTO,0.005660809430992231,0.016692770024140675,-0.8444614013036092,0.022074359469115734,-0.0163571930800875,0.3834844132264455,-12.333333333333334,20.666666666666668,-1006.6666666666666,22.333333333333332,-15.666666666666666,383.0,-35.3632666,149.16523410000002,27232.0,-79.0,-70.33333333333333,-149.33333333333334,1586.0,1500.0
14:18:15,AUTO,0.047278326004743576,-0.07738538086414337,-0.07613586261868477,0.055291637778282166,-0.007570431684143841,0.23325485487778982,-2.0,4.333333333333333,-1005.3333333333334,55.666666666666664,-6.666666666666667,232.66666666666666,-35.3632764,149.1652241,30322.666666666668,7.333333333333333,-11.0,-153.33333333333334,1500.0,1500.0
14:18:17,AUTO,0.05145354444781939,0.001489704241976142,-0.01813538814894855,-0.043057288974523544,0.07637921224037807,-0.08097642660140991,-9.0,-26.333333333333332,-1004.6666666666666,-41.333333333333336,77.0,-80.33333333333333,-35.3632645,149.16523210000003,33349.666666666664,96.66666666666667,82.0,-147.66666666666666,1500.0,1500.0
14:18:19,AUTO,-0.10285340001185735,0.03734327480196953,-0.1401712695757548,-0.0831983524064223,-0.02812946184227864,-0.008716265670955181,6.0,-7.333333333333333,-1000.3333333333334,-81.66666666666667,-27.0,-8.333333333333334,-35.36325526666666,149.165248,36457.333333333336,-6.666666666666667,19.333333333333332,-153.33333333333334,1500.0,1500.0
14:18:21,AUTO,-0.002031239913776517,0.022299374143282574,-0.14626804987589517,0.09126707414786021,-0.00501880026422441,0.009369952293733755,-0.6666666666666666,26.666666666666668,-1008.0,92.0,-3.6666666666666665,9.0,-35.36326353333333,149.16523516666666,39495.666666666664,-76.66666666666667,-91.0,-151.0,1500.0,1500.0
