time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,alt,VFR_HUD_alt,EK2_ALT_SOURCE,RTL_ALT
16:29:16.258,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:16.462,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:16.670,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:16.873,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:17.075,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:17.277,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:17.480,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:17.681,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:17.885,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:18.087,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:18.293,STABILIZE,-35.3632621,149.1652374,0,-0.00030436061206273735,0.0015044808387756348,0.027231460437178612,0.00020686985226348042,0.00020131940254941583,0.0024190896656364202,0,1,-1000,0,0,1,-3,4,3,583990,583.8900146484375,0.0,1500.0
16:29:18.497,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:18.699,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:18.903,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:19.106,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:19.308,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:19.509,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:19.710,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:19.912,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:20.114,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:20.317,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:20.519,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:20.722,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:20.923,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:21.125,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:21.327,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:21.528,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:21.729,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:21.931,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:22.133,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:22.335,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:22.538,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:22.742,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:22.943,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
16:29:23.144,STABILIZE,-35.3632621,149.1652374,0,-0.0002501260314602405,0.001636039582081139,0.026438992470502853,0.00030695562600158155,0.00016874895663931966,0.0022146906703710556,0,1,-1000,1,1,1,-2,1,0,583920,583.9199829101562,0.0,1500.0
