,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
16:29:48.102,2020.0,200.0,-4.3,0.5,1.0,660.0,1850.0,2000.0,0.0,0.0,1000.0,86.0,31.0,-1.0,-0.5,-0.5,174.0,0.0,1.0,1100.0,67.0,100.0,1.0,0.0,14614.0
16:29:54.226,820.0,390.0,-2.2,0.5,1.0,1010.0,2000.0,800.0,0.0,0.0,680.0,40.0,35.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,1100.0,0.0,2.0,1.0,0.0,32000.0
16:30:03.333,2020.0,260.0,-1.6,0.5,1.0,1010.0,550.0,800.0,0.0,0.0,730.0,17.0,3.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4100.0,26.0,73.0,1.0,0.0,12185.0
16:30:09.412,2020.0,10.0,-1.5,0.5,1.0,560.0,200.0,2000.0,0.0,0.0,1000.0,44.0,82.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2900.0,0.0,52.0,1.0,0.0,20918.0
16:30:17.161,920.0,500.0,-1.7,0.5,1.0,460.0,2000.0,1400.0,0.0,0.0,40.0,54.0,10.0,-1.0,-0.5,-0.5,152.0,0.0,1.0,200.0,30.0,25.0,1.0,0.0,12138.0
16:30:31.133,1570.0,400.0,0.1,0.5,1.0,510.0,200.0,1450.0,0.0,0.0,0.0,98.0,76.0,-1.0,-0.5,-0.5,181.0,0.0,1.0,1300.0,34.0,63.0,1.0,0.0,21261.0
16:31:20.487,1070.0,490.0,-5.0,0.5,1.0,10.0,2000.0,1950.0,0.0,0.0,870.0,0.0,76.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,3800.0,0.0,100.0,1.0,0.0,10117.0
16:31:28.194,1970.0,250.0,-3.4,0.5,1.0,560.0,750.0,1300.0,0.0,0.0,1000.0,41.0,25.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4000.0,22.0,50.0,1.0,0.0,32000.0
16:31:50.321,20.0,380.0,-4.1,0.5,1.0,960.0,550.0,1750.0,0.0,0.0,900.0,0.0,43.0,-1.0,-0.5,-0.5,125.0,0.0,1.0,2000.0,70.0,91.0,1.0,0.0,31648.0
16:33:14.240,20.0,220.0,-3.7,0.5,1.0,660.0,0.0,800.0,0.0,0.0,230.0,100.0,71.0,-1.0,-0.5,-0.5,237.0,0.0,1.0,0.0,18.0,58.0,1.0,0.0,3175.0
