time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
01:07:22,52625.0,-0.00025676595396362245,0.0009510665549896657,0.023965520784258842,0.000305924448184669,0.0003399563720449805,0.0018002550350502133,-35.3632621,149.1652375,0.0,-1.0,2.0,0.0,0.0,2.0,-1000.0,1.0,1.0,0.0,STABILIZE
01:07:30,52625.0,-0.0006065556954126805,0.0010327521013095975,0.021676567383110523,0.00035103317350149155,0.00029715904383920133,0.0014506469015032053,-35.36326215,149.1652375,0.0,-0.5,0.5,1.0,0.0,1.5,-1000.0,1.0,1.0,0.0,AUTO
01:07:32,58277.0,-0.0003068412115680985,0.0015200438210740685,0.021181322634220123,0.0003462121821939945,0.00029723611078225076,0.001449058938305825,-35.3632621,149.16523745,0.0,0.0,0.0,0.5,0.0,1.0,-1000.0,1.0,1.0,0.5,AUTO
01:07:34,63929.0,0.01203614566475153,0.00014161225408315659,0.020521211437880993,0.017546626273542643,-0.0023751487024128437,0.0013724890304729342,-35.36326205,149.1652375,898.5,0.5,2.5,-121.5,0.0,-0.5,-1062.5,18.5,-1.5,0.5,AUTO
01:07:36,63929.0,0.0428721159696579,0.012141086161136627,-0.030420847237110138,-0.13486367464065552,0.10355547815561295,-0.10372431576251984,-35.3632614,149.165241,3306.0,10.0,52.0,-145.0,2.0,-10.0,-990.0,-134.0,104.0,-104.0,AUTO
01:07:37,63686.0,-0.055817470885813236,0.002956113952677697,-0.08706928417086601,-0.037699562730267644,-0.02564872009679675,-0.014958413201384246,-35.363260925,149.16524602500002,5173.75,-2.75,11.0,-148.5,2.75,-3.5,-1001.25,-37.0,-24.5,-14.75,AUTO
01:07:38,63686.0,-0.05915641412138939,-0.009866834618151188,-0.09189033135771751,0.05464615114033222,0.0005572916124947369,-0.0027749963919632137,-35.3632611,149.16524525,6327.5,-2.0,-37.0,-148.0,-2.5,4.5,-1001.5,55.0,1.5,-2.5,AUTO
01:07:40,63686.0,0.06477564759552479,0.009093934670090675,-0.08867409080266953,0.037275363225489855,-0.005531395087018609,0.010973523836582899,-35.363261800000004,149.1652345,9433.0,-8.5,-16.5,-152.5,-2.0,6.0,-998.5,37.5,-4.5,10.0,AUTO
01:07:42,89624.0,-0.015312793664634228,-0.00363876239862293,-0.10759390890598297,0.005146443494595587,0.004534457577392459,-0.02697094902396202,-35.3632624,149.16523654999997,12522.0,3.5,4.5,-151.0,0.0,-1.5,-1001.0,5.5,5.0,-27.0,AUTO
01:07:44,115562.0,0.009188537485897541,0.006929024588316679,-0.15316922962665558,0.004122110432945192,2.7414236683398485e-05,-0.012273646891117096,-35.36326165,149.16523565,15644.0,0.0,-2.0,-152.0,-1.0,0.0,-1000.0,4.5,1.0,-12.0,AUTO
