time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
06:42:04,-0.0004721325822174549,0.001281389151699841,0.029639191925525665,0.00018442489090375602,0.0002985168539453298,0.002635303419083357,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,STABILIZE
06:42:24,-0.0006084291962906718,0.0009850770002231002,0.021578848361968994,0.00028412428218871355,0.0001877884496934712,0.0014564958401024342,-35.3632622,149.1652375,0.0,-1.0,2.0,1.0,0.0,1.5,-1000.0,0.0,0.5,0.5,1500.0,STABILIZE
06:42:30,-0.0008224300690926611,0.0010124837281182408,0.020682163536548615,0.0002916065859608352,0.0002106326282955706,0.0011102564167231321,-35.3632622,149.1652375,7.0,-1.0,1.0,-1.0,0.0,2.0,-1000.0,1.0,0.0,1.0,1500.0,AUTO
06:42:32,-0.000311734969727695,0.001425085065420717,0.0203262846916914,0.00032136679510585964,0.0003475031116977334,0.0012877507833763957,-35.3632621,149.1652375,10.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.5,0.5,1500.0,AUTO
06:42:33,0.000853297672847475,0.001134990423452109,0.02003912627696991,0.005931533625698648,-0.0021164081408642232,0.001458954531699419,-35.3632621,149.1652375,19.5,0.0,0.0,-8.25,0.0,1.0,-1039.75,6.25,-1.25,0.5,20150.0,AUTO
06:42:34,0.0024498230777680874,0.0004993086859030882,0.019889243878424168,-0.004417404183186591,0.003559345845133066,0.0016631227335892618,-35.3632621,149.1652375,279.0,0.0,0.0,-81.0,0.0,0.0,-1122.5,-3.0,4.0,1.0,20150.0,AUTO
06:42:36,0.055947426706552505,-0.0012638792395591736,-0.015259906882420182,-0.040254647843539715,0.05049301264807582,-0.0610062163323164,-35.363261550000004,149.1652401,3044.5,8.5,46.0,-147.0,1.0,-8.0,-994.0,-39.5,51.5,-60.5,20150.0,AUTO
06:42:38,-0.0744861327111721,0.008401695173233747,-0.10611847788095474,0.050135575234889984,-0.0001518259523436427,-0.03054729849100113,-35.36326045,149.1652459,6092.0,-2.0,-31.5,-148.5,-2.0,3.0,-1002.5,50.5,0.5,-30.0,23548.0,AUTO
06:42:40,0.058413268998265266,0.017916048876941204,-0.11652916669845581,0.06643667444586754,-0.006567305652424693,0.00633727852255106,-35.3632638,149.16523375,9188.5,-34.0,-29.5,-153.0,-0.5,12.5,-1003.0,67.0,-5.5,6.0,26946.0,AUTO
06:42:42,-0.02832638006657362,-0.017898286343552172,-0.06503906473517418,-0.10768834874033928,0.12395462393760681,-0.13931218534708023,-35.3632631,149.165238,12255.5,61.0,38.0,-146.5,-7.0,-15.0,-1011.0,-106.0,124.0,-139.0,26946.0,AUTO
