time_stamp,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
11:18:31,GUIDED,1500.0,90.0,90.0,-0.07698655873537064,0.06981659680604935,-0.30356425046920776,0.05505472794175148,0.004829353652894497,-0.046356458216905594,-35.3632516,149.1652492,17818.0,-26.0,-38.0,-151.0,-3.0,7.0,-997.0,55.0,5.0,-47.0
11:18:33,GUIDED,1500.0,90.0,90.0,0.03236475959420204,-0.012371902354061604,-0.28171536326408386,-0.09912974387407303,-0.22467589378356934,0.1887677013874054,-35.3632666,149.1652414,20873.0,-107.0,8.0,-150.0,18.0,18.0,-1007.0,-98.0,-224.0,188.0
11:18:35,GUIDED,1500.0,90.0,90.0,0.002424517646431923,-0.0741976797580719,-0.1632033735513687,-0.1767972856760025,0.19629541039466858,-0.2065211683511734,-35.3632662,149.165244,23969.0,117.0,20.0,-140.0,-16.0,-19.0,-1002.0,-176.0,196.0,-207.0
11:18:37,GUIDED,1500.0,90.0,90.0,-0.009064770303666592,0.11305322498083115,-0.3115513324737549,0.0025992649607360363,0.05221998691558838,0.011562058702111244,-35.3632486,149.1652414,27060.0,22.0,-12.0,-155.0,-9.0,-5.0,-1001.0,3.0,52.0,11.0
11:18:39,GUIDED,1500.0,90.0,90.0,-0.005870939232409,-0.054813750088214874,-0.13571681082248688,-0.014097165316343307,-0.15475282073020935,0.16646318137645721,-35.3632597,149.165245,30120.0,-81.0,33.0,-153.0,22.0,6.0,-1015.0,-13.0,-154.0,166.0
11:18:47,GUIDED,1500.0,90.0,90.0,0.045786041766405106,0.024046899750828743,-0.16924774646759033,0.035028547048568726,0.03648272529244423,-0.00648985942825675,-35.3632587,149.1652417,42399.0,7.0,-24.0,-155.0,-7.0,4.0,-1002.0,35.0,37.0,-6.0
11:18:49,GUIDED,1500.0,90.0,90.0,-0.024677298963069916,-0.014930096454918385,-0.1609002947807312,-0.023481078445911407,-0.017773542553186417,-2.4956527340691537e-05,-35.3632607,149.1652453,45504.0,-15.0,26.0,-152.0,7.0,-3.0,-1004.0,-22.0,-16.0,0.0
11:18:51,GUIDED,1500.0,90.0,90.0,0.0026308412197977304,-0.003730167867615819,-0.20819951593875885,0.01920585334300995,0.013018456287682056,-0.02373655140399933,-35.3632606,149.1652449,48630.0,8.0,-14.0,-153.0,-4.0,1.0,-1000.0,20.0,14.0,-23.0
11:18:53,LAND,1500.0,330.0,90.0,0.010916095227003098,0.009428152814507484,-0.22453147172927856,-0.004982135258615017,-0.0024495909456163645,0.012739255093038082,-35.3632595,149.1652429,51749.0,0.0,4.0,-152.0,0.0,0.0,-1000.0,-4.0,-1.0,13.0
11:18:55,LAND,1500.0,330.0,90.0,-0.06957757472991943,0.07850977778434753,0.059247612953186035,-0.0029843247029930353,-0.12419219315052032,0.3963684141635895,-35.3632602,149.1652438,54755.0,-29.0,-13.0,-108.0,2.0,1.5,-916.0,-121.0,44.5,544.5
