time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
21:05:43,-0.0003539614554028958,0.0014557525282725692,0.028548752889037132,0.0003243194369133562,0.0002537256514187902,0.002484335098415613,-35.3632621,149.1652374,0.0,0.0,0.0,-2.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE
