time_stamp,MODE,lat,lon,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz,RTL_ALT
15:43:47.263,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,1,1500.0
15:43:47.464,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,0,1500.0
15:43:47.665,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,0,1500.0
15:43:47.866,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,0,1500.0
15:43:48.068,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,0,1500.0
15:43:48.269,STABILIZE,-35.3632622,149.1652375,0,-0.0001443990768166259,0.0014523477293550968,0.026033928617835045,0.00020420140936039388,0.00033966772025451064,0.002205231226980686,0,1,-1000,0,0,0,-2,1,0,1500.0
15:43:48.470,STABILIZE,-35.3632622,149.1652375,0,-0.0004951272276230156,0.001203283667564392,0.025455795228481293,0.00021579046733677387,0.00027576289721764624,0.002145445207133889,0,1,-1000,0,0,0,-1,1,0,1500.0
15:43:48.672,STABILIZE,-35.3632622,149.1652375,0,-0.0005472813500091434,0.0011668766383081675,0.0253522377461195,0.00019952986622229218,0.00013461775961332023,0.0020385875832289457,0,1,-1000,0,0,0,-1,1,0,1500.0
15:43:48.873,STABILIZE,-35.3632622,149.1652375,0,-0.0006055261474102736,0.001127998111769557,0.025268571451306343,0.0002892820630222559,0.00030400505056604743,0.0018614691216498613,0,1,-1000,0,0,0,-1,1,0,1500.0
15:43:49.074,STABILIZE,-35.3632622,149.1652375,0,-0.0006055261474102736,0.001127998111769557,0.025268571451306343,0.0002892820630222559,0.00030400505056604743,0.0018614691216498613,0,1,-1000,0,0,0,-1,1,0,1500.0
15:43:49.276,STABILIZE,-35.3632622,149.1652375,0,-0.0006674159085378051,0.001082790200598538,0.02516133338212967,0.0002466486766934395,0.0002683709899429232,0.001990395598113537,0,1,-1000,0,0,1,-1,1,0,1500.0
15:43:49.477,STABILIZE,-35.3632622,149.1652375,0,-0.0007117472705431283,0.001068496028892696,0.02505546621978283,0.00022474414436146617,0.0002898607053793967,0.0021645906381309032,0,1,-1000,0,1,0,-1,1,0,1500.0
15:43:49.678,STABILIZE,-35.3632622,149.1652375,0,-0.0007117472705431283,0.001068496028892696,0.02505546621978283,0.00022474414436146617,0.0002898607053793967,0.0021645906381309032,0,1,-1000,0,1,0,-1,1,0,1500.0
15:43:49.880,STABILIZE,-35.3632622,149.1652375,0,-0.0007117472705431283,0.001068496028892696,0.02505546621978283,0.00022474414436146617,0.0002898607053793967,0.0021645906381309032,0,1,-1000,0,1,0,-1,1,0,1500.0
15:43:50.081,STABILIZE,-35.3632622,149.1652375,0,-0.0007117472705431283,0.001068496028892696,0.02505546621978283,0.00022474414436146617,0.0002898607053793967,0.0021645906381309032,0,1,-1000,0,1,0,-1,1,0,1500.0
15:43:50.283,STABILIZE,-35.3632621,149.1652375,0,-0.0006451645749621093,0.000996887101791799,0.02480173110961914,0.0001753286342136562,0.0002767323167063296,0.002056676195934415,0,1,-1000,0,0,1,-1,0,0,1500.0
15:43:50.484,STABILIZE,-35.3632621,149.1652375,0,-0.0006467439234256744,0.000990868080407381,0.024736803025007248,0.00013150583254173398,0.0002586092159617692,0.0019930945709347725,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:50.687,STABILIZE,-35.3632621,149.1652375,0,-0.0006467439234256744,0.000990868080407381,0.024736803025007248,0.00013150583254173398,0.0002586092159617692,0.0019930945709347725,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:50.889,STABILIZE,-35.3632621,149.1652375,0,-0.0006122172926552594,0.0009721151436679065,0.024562787264585495,0.00015499250730499625,0.0002975796815007925,0.0019058005418628454,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:51.090,STABILIZE,-35.3632621,149.1652375,0,-0.0006122172926552594,0.0009721151436679065,0.024562787264585495,0.00015499250730499625,0.0002975796815007925,0.0019058005418628454,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:51.292,STABILIZE,-35.3632621,149.1652375,0,-0.0006122172926552594,0.0009721151436679065,0.024562787264585495,0.00015499250730499625,0.0002975796815007925,0.0019058005418628454,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:51.493,STABILIZE,-35.3632621,149.1652375,0,-0.0005941762938164175,0.0009502777829766273,0.024418309330940247,0.00023894559126347303,0.00020294575369916856,0.0017727199010550976,0,1,-1000,0,0,0,-1,0,0,1500.0
15:43:51.701,STABILIZE,-35.3632621,149.1652375,0,-0.0005941762938164175,0.0009502777829766273,0.024418309330940247,0.00023894559126347303,0.00020294575369916856,0.0017727199010550976,0,1,-1000,0,0,0,-1,0,0,1500.0
