,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
15:44:06.433,230704.0,0.7,0.4,0.9,0.25,1.0,0.0,2073.0,500.0,1.0
15:44:12.468,114833.0,0.4,0.2,-9.9,0.25,0.2,0.0,7757.0,370.0,1.0
15:44:18.552,19347.0,0.3,0.4,-2.0,0.25,0.8,0.0,4020.0,180.0,1.0
15:44:24.039,87387.0,0.2,0.7,3.1,0.25,2.4,0.0,2370.0,80.0,1.0
15:44:30.139,101350.0,0.3,0.7,-9.9,0.25,2.6,0.0,4877.0,10.0,1.0
15:44:36.175,33239.0,0.2,0.4,-7.9,0.25,3.2,0.0,1412.0,320.0,1.0
15:44:42.292,135158.0,0.3,0.2,-0.5,0.25,2.8,0.0,9509.0,320.0,1.0
15:44:48.254,202273.0,0.9,0.5,-9.2,0.25,0.3,0.0,4811.0,160.0,1.0
15:44:54.067,45702.0,0.4,1.2,-5.9,0.25,0.2,0.0,7250.0,820.0,1.0
15:45:00.177,97885.0,0.5,0.5,-0.1,0.25,0.3,0.0,5388.0,340.0,1.0
15:45:06.131,288571.0,0.4,0.4,-3.9,0.25,1.0,0.0,17282.0,290.0,1.0
15:45:12.194,85146.0,0.2,1.5,-7.8,0.25,0.8,0.0,2809.0,530.0,1.0
15:45:18.276,278314.0,0.3,1.5,-3.9,0.25,0.1,0.0,1170.0,160.0,1.0
15:45:24.255,18164.0,0.4,0.4,-3.9,0.25,3.5,0.0,1790.0,350.0,1.0
15:45:30.362,51126.0,0.2,0.3,-1.9,0.25,1.8,0.0,2507.0,500.0,1.0
15:45:36.456,52787.0,0.7,1.2,-7.1,0.25,1.6,0.0,2418.0,180.0,1.0
15:45:42.660,117054.0,0.2,0.5,-0.0,0.25,0.8,0.0,2399.0,500.0,1.0
15:45:48.187,133889.0,0.2,0.2,-2.2,0.25,0.8,0.0,3418.0,320.0,1.0
15:45:54.081,81999.0,0.5,0.7,-1.4,0.25,1.1,0.0,533.0,110.0,1.0
15:46:00.192,272840.0,0.4,0.2,-8.2,0.25,0.6,0.0,10740.0,30.0,1.0
15:46:06.121,52644.0,1.1,0.4,-8.5,0.25,2.1,0.0,12669.0,160.0,1.0
15:46:12.131,146796.0,1.1,0.5,-3.1,0.25,3.4,0.0,2073.0,260.0,1.0
15:46:18.263,188451.0,0.3,1.8,-2.2,0.25,0.3,0.0,353.0,320.0,1.0
15:46:24.294,37276.0,0.3,1.2,-1.8,0.25,1.2,0.0,9738.0,30.0,1.0
15:46:30.383,67707.0,0.5,0.3,-3.0,0.25,1.3,0.0,21087.0,210.0,1.0
15:46:36.388,214516.0,0.7,0.5,-1.7,0.25,0.4,0.0,13297.0,110.0,1.0
15:46:42.529,21218.0,0.2,0.4,-4.9,0.25,1.6,0.0,8244.0,280.0,1.0
