time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
17:37:41,RTL,-0.010416157951112837,0.0006194058514665812,0.8842529356479645,-0.25468318661053974,0.0010431423240030806,0.0028313841515531144,-0.5,-1.8333333333333333,-1001.3333333333334,-252.5,3.8333333333333335,4.666666666666667,-35.36326291666666,149.16523821666667,8786.666666666666,7.833333333333333,-6.666666666666667,35.5,1500.0
17:37:43,RTL,-0.004575473731771733,0.0012391791484939556,0.8835221727689108,-0.1362779699265957,0.0015185705463712413,-0.0012054139515385032,-0.5,-4.833333333333333,-1017.8333333333334,-135.16666666666666,3.8333333333333335,0.8333333333333334,-35.36326248333333,149.16523798333333,8273.666666666666,3.5,-4.0,9.166666666666666,1500.0
17:37:45,RTL,0.004737242590636015,0.00012338133213537125,0.8835432827472687,0.050152589877446495,-0.0015498721622861922,0.0003833510757734378,-0.3333333333333333,4.666666666666667,-999.1666666666666,50.833333333333336,1.3333333333333333,2.5,-35.363261933333334,149.16523738333333,8258.333333333334,-0.3333333333333333,-1.1666666666666667,0.5,1500.0
17:37:47,RTL,0.0056643266580067575,0.0007359897087250525,0.8836372097333273,-0.09049855110545953,0.0017416214492792885,0.0007478864087412754,-0.5,-1.0,-1001.6666666666666,-89.33333333333333,4.333333333333333,2.5,-35.363261400000006,149.16523686666667,8259.166666666666,-5.333333333333333,3.3333333333333335,0.16666666666666666,1500.0
17:37:49,RTL,-0.005828994694941987,0.004653179009134571,0.8837318221728007,-0.08219508826732635,0.0005407871988912424,-0.0011674126144498587,1.1666666666666667,-8.333333333333334,-987.3333333333334,-81.5,3.1666666666666665,1.3333333333333333,-35.36326171666666,149.16523743333332,8258.5,-6.166666666666667,3.1666666666666665,1.3333333333333333,1500.0
17:37:51,RTL,-0.015023552308169505,0.0029844946305577955,0.8829700251420339,-0.03282994528611501,0.0003050098118061821,0.0014431447489187121,0.8333333333333334,11.666666666666666,-1003.8333333333334,-29.166666666666668,3.1666666666666665,3.8333333333333335,-35.36326261666667,149.1652384,7837.0,1.1666666666666667,-4.833333333333333,35.666666666666664,1500.0
17:37:53,RTL,-0.015630220043628167,0.0014685931867764641,0.8829906185468038,-0.22485148906707764,0.000547575376306971,0.0003241217928007245,-0.6666666666666666,-2.5,-1006.8333333333334,-223.0,3.6666666666666665,2.3333333333333335,-35.36326301666666,149.16523860000004,7131.833333333333,6.333333333333333,-8.0,33.166666666666664,1500.0
17:37:55,RTL,-0.013187015477645522,-0.0005213761469349265,0.8829115629196167,-0.30990822861591977,0.0009549638877312342,0.002162484413323303,-1.3333333333333333,-4.0,-1001.0,-308.3333333333333,3.5,4.333333333333333,-35.36326303333333,149.16523838333333,6488.166666666667,8.333333333333334,-8.166666666666666,32.333333333333336,1500.0
17:37:57,RTL,-0.0011495581517616908,0.0006286980060394853,0.8830455541610718,-0.3712517097592354,0.0019179090935116012,0.0022378869083089135,-1.3333333333333333,-24.5,-992.0,-373.1666666666667,4.5,4.333333333333333,-35.363262383333335,149.16523778333337,5804.5,4.166666666666667,-4.166666666666667,32.666666666666664,1500.0
17:37:59,RTL,0.003173913457430899,0.0018382907243600737,0.882500151793162,0.3447042629122734,0.0019537964447711906,0.0002986835121798019,0.8333333333333334,8.666666666666666,-998.6666666666666,344.3333333333333,4.833333333333333,2.5,-35.36326205,149.16523753333334,5114.0,-0.6666666666666666,0.0,32.5,1500.0
17:38:01,RTL,-0.01588866937284668,0.00290399386237065,0.8826712270577749,0.11764200776815414,0.0003146149489718179,0.00034112906238685053,0.3333333333333333,2.1666666666666665,-998.6666666666666,118.0,3.0,2.6666666666666665,-35.36326303333333,149.16523865,4448.166666666667,5.666666666666667,-6.5,30.666666666666668,1500.0
17:38:03,RTL,-0.010461056507968655,0.0013557972367076825,0.8824849724769592,0.359470655520757,0.0002931039392327269,-0.0006498762716849645,0.0,10.166666666666666,-997.6666666666666,358.5,3.3333333333333335,1.3333333333333333,-35.363263550000006,149.16523903333334,3761.0,11.833333333333334,-11.833333333333334,32.0,1500.0
17:38:05,RTL,-0.009561805442596475,-0.0005285747938614804,0.8824337422847748,0.29332256813844043,0.00220652479523172,-0.00039044014799098176,-1.8333333333333333,25.0,-1009.1666666666666,296.0,5.0,2.0,-35.36326331666667,149.1652387,3043.3333333333335,12.0,-11.666666666666666,31.666666666666668,1500.0
17:38:15,RTL,0.008918508724309503,0.0027231699088588355,0.8827201962471009,0.3899854637682438,-0.00018802923150360585,-8.024219423532485e-05,0.4,0.6,-994.0,386.8,2.8,2.2,-35.36326158000001,149.1652371,917.2,-6.0,3.8,33.4,1500.0
17:38:17,RTL,0.001107185846194625,0.004400770366191864,0.8824219584465027,0.3450072109699249,0.0006630691699683666,-0.0005043597426265478,0.8,-1.4,-992.2,342.4,3.4,2.0,-35.3632621,149.1652379,344.4,-2.0,-0.4,32.8,1500.0
17:38:21,RTL,0.01269810926169157,0.0007521262159571052,0.8797195553779602,0.004068263806402683,4.673842340707779e-06,0.0006860385183244944,0.0,0.0,-1000.0,3.0,3.0,3.0,-35.3632632,149.1652391,277.0,-13.0,9.0,-12.0,1500.0
17:38:23,RTL,0.013597755692899227,0.00021269662829581648,0.8808416724205017,0.003694014623761177,1.6649020835757256e-05,0.0006476861890405416,0.0,0.0,-1000.0,3.0,3.0,3.0,-35.3632637,149.1652398,234.0,-17.0,14.0,-7.0,1500.0
17:38:25,RTL,0.012954048812389374,0.00031277432572096586,0.8815590143203735,0.0034752911888062954,0.00012969574891030788,0.0007627960294485092,0.0,0.0,-1000.0,3.0,3.0,3.0,-35.3632638,149.16524,198.0,-17.0,14.0,-3.0,1500.0
