time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE
09:56:40,294157.0,-35.3632622,149.1652374,13.25,-1.0,-0.5,-4.0,0.0,1.0,-1000.0,0.5,0.25,0.75,-0.0012024064781144261,0.0009653978631831706,0.02282055839896202,0.00019811934907920659,0.00028361236036289483,0.001556787668960169,AUTO
09:56:41,294157.0,-35.3632621,149.1652374,26.0,0.0,0.0,-3.5,0.0,1.5,-1000.0,0.5,0.5,0.0,-0.0008766299288254231,0.0011005516280420125,0.02256134245544672,0.00026278552832081914,0.00033346741111017764,0.0016037281602621078,AUTO
09:56:43,264507.5,-35.3632621,149.1652374,33.0,0.0,1.0,-2.0,0.0,1.5,-1000.0,0.5,0.5,0.5,-0.000427224236773327,0.0016535109607502818,0.021984543651342392,0.00038567421142943203,0.00027765179402194917,0.0014131962088868022,AUTO
09:56:45,234858.0,-35.36326205,149.16523765,1654.0,1.0,9.5,-148.0,0.0,-0.5,-1010.5,45.5,-6.5,2.0,0.030403844080865383,-0.002259669650811702,0.02197649795562029,0.045658934861421585,-0.007718215696513653,0.0029727634973824024,AUTO
09:56:46,229844.0,-35.363261675000004,149.165239575,2798.25,6.5,39.0,-148.5,1.75,-7.25,-996.0,-27.25,26.25,-37.25,0.05005440395325422,-0.0013781110756099224,0.001219932921230793,-0.027927190996706486,0.025649389950558543,-0.03702262550359592,AUTO
09:56:47,229844.0,-35.36326085,149.16524564999997,4696.0,1.5,30.5,-150.0,4.0,-8.0,-1001.0,-78.0,-13.0,-36.0,-0.04494192264974117,0.005952568957582116,-0.07103795558214188,-0.07887271605432034,-0.013848690781742334,-0.035635918378829956,AUTO
09:56:49,174572.0,-35.363261449999996,149.1652392,7765.5,-11.5,-59.5,-151.5,-6.5,12.5,-1003.5,68.0,11.5,-0.5,0.0019142325036227703,0.007233042269945145,-0.10468664765357971,0.0678834542632103,0.01126411696895957,-0.00022866408107802272,AUTO
09:56:51,119300.0,-35.3632639,149.16523560000002,10877.5,11.5,30.5,-148.0,2.0,-6.0,-1000.5,-105.0,57.0,-25.0,0.0069758957251906395,-0.04658523201942444,-0.04575050249695778,-0.10601426288485527,0.05654305964708328,-0.024407447315752506,AUTO
09:56:52,43736.0,-35.3632624,149.16523717500002,12025.25,25.25,9.0,-150.75,-2.75,-5.25,-1004.5,-7.5,43.75,-72.0,-0.027670815587043762,-0.0031558782211504877,-0.09760573506355286,-0.008397124474868178,0.04361870465800166,-0.07203171402215958,AUTO
09:56:53,43736.0,-35.3632603,149.16523625,13971.5,4.5,-14.0,-153.0,-4.0,0.5,-1000.0,30.5,5.5,-20.5,0.0023335698642767966,0.020921997725963593,-0.1614428535103798,0.030159566551446915,0.005515700555406511,-0.020832376554608345,AUTO
09:56:55,79326.5,-35.3632612,149.1652354,17083.5,-11.0,8.0,-152.0,2.0,0.0,-999.5,-8.5,-6.5,-7.0,0.005815400974825025,0.0033169545931741595,-0.16618918627500534,-0.010179066099226475,-0.007716720690950751,-0.007464760914444923,AUTO
09:56:57,114917.0,-35.36326425,149.1652316,19874.5,-23.5,-25.5,-101.0,1.0,10.0,-958.0,86.0,-52.0,-27.5,0.04585704766213894,-0.03430525679141283,0.057568661868572235,0.0851901713758707,-0.05308890342712402,-0.02737876260653138,AUTO
09:56:58,106586.0,-35.363264775000005,149.16523114999998,20526.5,1.75,16.25,-73.5,0.25,-1.75,-969.5,-20.0,26.0,-14.25,0.056418271735310555,-0.030912188813090324,0.0373176159337163,-0.021403809543699026,0.02599730947986245,-0.014243535581044853,AUTO
09:56:59,106586.0,-35.36326325,149.16523535,21259.0,17.5,41.0,-42.5,0.5,-10.5,-978.0,-35.5,21.5,2.0,0.0050337409193161875,0.0074142273515462875,0.032338228076696396,-0.03691243566572666,0.021573512814939022,0.003103723982349038,AUTO
09:57:01,68799.0,-35.3632613,149.16524005000002,21566.5,-3.0,-4.5,18.5,0.5,2.0,-977.5,492.0,-70.0,4.0,-0.023144826758652925,0.012661805958487093,0.02692475076764822,0.49273963272571564,-0.0712476372718811,0.004241019138135016,AUTO
09:57:03,31012.0,-35.36325685,149.16524305000002,21358.5,75.0,68.0,-1.5,-14.0,-4.5,-1010.5,170.5,-27.0,640.0,0.0674615390598774,-0.10151133313775063,0.3490613251924515,0.16887397319078445,-0.028298530727624893,0.6404055953025818,AUTO
09:57:04,151967.0,-35.3632499,149.165250825,21357.75,128.5,124.5,-1.5,-35.5,-25.5,-1005.5,-13.0,-38.0,368.0,0.03132930351421237,-0.14696000888943672,0.7513112276792526,-0.01393737643957138,-0.03931465605273843,0.36891993531025946,AUTO
09:57:05,151967.0,-35.363230099999996,149.1652747,21358.0,234.0,228.5,-2.5,-64.0,-28.5,-1008.5,129.5,11.5,-42.0,0.02733105793595314,-0.18298768252134323,0.8184889853000641,0.12860126234591007,0.011202111607417464,-0.04272059537470341,AUTO
09:57:07,147713.0,-35.363173950000004,149.1653421,21388.5,391.0,378.0,-5.0,-109.0,-54.5,-1008.5,13.5,45.0,-8.5,0.05452805198729038,-0.20598996430635452,0.8059978783130646,0.012500370154157281,0.04487397521734238,-0.008577039930969477,AUTO
09:57:09,143459.0,-35.36309465,149.16543725,21580.0,473.5,466.5,-11.0,-115.0,-62.0,-979.0,6.5,25.0,-2.0,0.0724349245429039,-0.16411282867193222,0.8017293512821198,0.005665060831233859,0.024764498695731163,-0.002205714932642877,AUTO
09:57:10,279967.0,-35.363062049999996,149.165476775,21667.5,484.5,477.25,-11.75,-137.25,-79.5,-988.75,-1.75,23.0,0.0,0.07727828249335289,-0.14247733354568481,0.800496444106102,-0.0028009405359625816,0.02217774069868028,-4.1122519178316e-05,AUTO
09:57:11,279967.0,-35.36300765,149.16554295,21793.5,483.5,477.5,-5.0,-140.0,-78.0,-977.0,-28.5,-24.5,-4.5,0.07888344302773476,-0.13291549682617188,0.7978445887565613,-0.029820446390658617,-0.025869255885481834,-0.004707072861492634,AUTO
09:57:13,246054.5,-35.3629196,149.1656499,21852.5,491.5,482.5,-5.5,-134.5,-79.5,-991.5,0.5,-0.5,1.5,0.07837238907814026,-0.13153022527694702,0.7943010032176971,-0.0007847477681934834,-0.0008909767493605614,0.0016439954051747918,AUTO
09:57:15,212142.0,-35.3628312,149.1657568,21973.5,488.0,477.0,-5.0,-133.5,-65.5,-979.0,9.5,-19.0,0.0,0.07989479601383209,-0.12929797172546387,0.7917896807193756,0.008678839541971684,-0.02021570038050413,-2.7383677661418915e-05,AUTO
09:57:16,216092.0,-35.36279815,149.165796575,22014.0,486.75,476.0,-5.0,-137.75,-72.0,-989.25,11.75,5.0,-0.5,0.08327402733266354,-0.12814484164118767,0.7905931323766708,0.011522713582962751,0.004214262356981635,-0.0009059799340320751,AUTO
09:57:17,216092.0,-35.362743449999996,149.16586245,22083.5,485.0,474.0,-5.0,-141.0,-85.0,-989.5,14.0,-1.5,-3.5,0.08355814963579178,-0.13112692534923553,0.7890408635139465,0.01306759100407362,-0.0030623985221609473,-0.0038142961566336453,AUTO
09:57:19,178792.0,-35.3626561,149.16596755,22211.0,474.5,468.5,-12.0,-131.5,-77.5,-997.5,-2.0,47.0,-2.0,0.08207904547452927,-0.09176073595881462,0.7876505851745605,-0.002819958608597517,0.046464317478239536,-0.002496926987078041,AUTO
09:57:21,141492.0,-35.362577849999994,149.1660619,22419.5,372.0,372.0,-4.5,-103.5,-71.0,-992.5,52.5,48.0,-2.0,0.07594729587435722,0.0035676509723998606,0.7895420789718628,0.052180022932589054,0.04749414697289467,-0.001977735839318484,AUTO
09:57:22,59950.0,-35.362554849999995,149.166090375,22433.75,311.5,313.5,1.0,-91.75,-63.75,-992.75,-23.0,45.25,8.5,0.06422789394855499,0.03549532266333699,0.7892404496669769,-0.02371399849653244,0.04448076384142041,0.008436980890110135,AUTO
09:57:23,59950.0,-35.36252545,149.16612715000002,22395.0,208.5,211.0,1.5,-60.0,-15.0,-1015.0,629.5,14.0,-11.5,0.04929348826408386,0.05413251556456089,0.7886863946914673,0.628637820482254,0.013378476724028587,-0.01224793097935617,AUTO
09:57:25,136164.5,-35.36250065,149.16615654999998,22382.5,60.5,66.5,0.0,-18.0,1.0,-1001.5,-56.0,-25.0,-5.5,0.019676225259900093,0.062479494139552116,0.7882337868213654,-0.057562947273254395,-0.02703043259680271,-0.006181940785609186,AUTO
09:57:27,212379.0,-35.36249635,149.1661623,22388.5,-3.5,1.5,0.0,1.0,10.5,-1001.0,-62.0,-25.0,-3.0,-0.009240367915481329,0.022987558506429195,0.7874144613742828,-0.06374496221542358,-0.027117482386529446,-0.0039188716327771544,AUTO
09:57:28,207833.0,-35.362496650000004,149.1661622,22393.25,-3.0,-5.25,0.0,1.25,3.25,-997.5,80.0,-18.75,0.5,-0.007254211304825731,0.001830295950639993,0.7864054292440414,0.07885686680674553,-0.020474731223657727,0.00038472913729492575,AUTO
09:57:29,207833.0,-35.3624969,149.1661619,22400.5,3.0,-2.0,-2.5,0.0,17.0,-1011.5,271.5,10.5,-2.5,-0.0005921218544244766,0.0010463219757639308,0.786859005689621,0.27017861884087324,0.009662176948040724,-0.003186673275195062,RTL
09:57:31,141326.0,-35.362497,149.166162,23104.0,3.0,-4.0,-79.5,0.0,-1.0,-1048.0,32.5,0.5,-3.0,-0.003891834639944136,0.003141955239698291,0.785244345664978,0.03181343898177147,-0.0005099429981783032,-0.0036848409799858928,RTL
09:57:33,74819.0,-35.362497149999996,149.1661622,25592.0,-3.0,3.5,-148.5,0.0,-0.5,-1004.0,46.0,-6.0,1.5,0.02950388193130493,-0.0020372458966448903,0.7840255200862885,0.04618160426616669,-0.007793816737830639,0.001572736888192594,RTL
09:57:34,7648.0,-35.362498025,149.16616395,26739.5,-20.25,28.75,-147.25,1.75,-6.5,-996.0,-44.0,29.5,-47.0,0.04271501861512661,0.002610085211927071,0.7723839282989502,-0.044772567227482796,0.028291204711422324,-0.04702964914031327,RTL
09:57:35,7648.0,-35.362500350000005,149.1661681,28640.5,-5.0,4.5,-149.0,2.0,-3.5,-1001.5,-9.0,-5.5,-32.5,-0.06273437663912773,0.001419594329490792,0.7178069055080414,-0.010413683718070388,-0.006761458236724138,-0.03358701569959521,RTL
09:57:37,103495.0,-35.3624973,149.16616195,31740.5,14.0,-35.5,-151.0,-3.0,9.5,-1001.5,35.0,-27.0,39.0,0.019107798114418983,-0.002007006958592683,0.7008686661720276,0.03437339048832655,-0.028571569360792637,0.03869909234344959,RTL
09:57:39,199342.0,-35.362495100000004,149.16615935,34851.5,3.5,4.0,-151.0,-2.0,0.0,-1000.0,-1.5,10.0,-21.5,0.008630627300590277,0.004827281809411943,0.7078669965267181,-0.0028141564107500017,0.009433664381504059,-0.02227791305631399,RTL
09:57:40,141369.0,-35.362494575,149.16615955,36019.25,-0.75,4.0,-151.0,-1.25,0.0,-1000.0,1.5,4.0,-16.0,0.007979919551871717,0.00883040251210332,0.6918860375881195,0.001208164554554969,0.003093050210736692,-0.016923841554671526,RTL
09:57:41,141369.0,-35.3624944,149.1661599,37970.0,-8.0,3.0,-151.0,0.0,0.0,-1000.0,-1.0,-0.5,-15.0,0.006076960125938058,0.007643837947398424,0.6716568171977997,-0.002120854682289064,-0.0017351541901007295,-0.015907633118331432,RTL
09:57:43,114517.0,-35.36249515,149.16616034999998,41086.0,-8.5,3.0,-152.0,0.5,0.0,-1000.5,2.0,0.5,-20.0,0.0019836773863062263,0.0038032743614166975,0.6323496103286743,0.0018187893438152969,-0.00041925517143681645,-0.021653802134096622,RTL
09:57:45,87665.0,-35.3624958,149.1661606,44363.5,-5.5,2.0,-152.0,0.0,0.0,-1000.0,2.5,2.5,-21.0,0.002346249297261238,0.0030822533881291747,0.5823861360549927,0.0017937677912414074,0.001558707794174552,-0.022539494559168816,RTL
09:57:46,158974.0,-35.362495949999996,149.16616065,45536.5,-5.0,2.0,-152.0,0.0,0.0,-999.75,1.75,1.0,-20.75,0.0026339421165175736,0.003203727654181421,0.5646267533302307,0.0005547467153519392,-2.214836422353983e-05,-0.02207297831773758,RTL
09:57:47,158974.0,-35.36249615,149.16616075000002,47321.0,-4.0,2.0,-152.0,0.0,0.0,-1000.0,0.5,1.5,-20.5,0.0021063718013465405,0.003127689124085009,0.5389658510684967,-0.0009319277596659958,0.00033811613684520125,-0.02195114456117153,RTL
09:57:49,199464.0,-35.36249635,149.16616095,50435.0,-4.5,2.0,-152.0,0.0,0.0,-999.0,4.0,4.5,18.0,0.004607333801686764,0.006420864025130868,0.5088916420936584,0.0032448312267661095,0.0031143855303525925,0.017560019623488188,RTL
09:57:51,239954.0,-35.36249705,149.16616125000002,53540.0,-5.5,2.0,-152.0,0.5,0.0,-1000.0,0.5,1.0,26.5,-2.946685708593577e-05,0.001799445424694568,0.5600343346595764,-0.0010001739137805998,-0.0007669439073652029,0.025885891169309616,RTL
09:57:52,173204.0,-35.362497225,149.16616137499997,54704.0,-3.5,1.5,-152.0,0.0,0.0,-1000.0,2.5,1.25,22.75,-0.00040057893784251064,0.0015074113907758147,0.5770406574010849,0.0012752105249091983,1.3898490578867495e-05,0.02236670907586813,RTL
09:57:53,173204.0,-35.3624972,149.1661613,56800.0,-1.0,1.0,-152.0,0.0,0.0,-1000.0,2.0,1.5,20.0,0.0013718580012209713,0.0018204033258371055,0.6030236780643463,0.0009647103725001216,0.0003571268171072006,0.01918847393244505,RTL
09:57:55,138165.5,-35.362497,149.1661613,59903.0,-1.0,1.0,-152.0,0.0,0.0,-1000.0,1.5,1.5,15.0,0.0023652113741263747,0.0029908609576523304,0.6336159408092499,0.00033536291448399425,0.00038112426409497857,0.01394054014235735,RTL
