,A.BRAKE1
20:59:12.112,-1
20:59:12.317,-1
20:59:12.520,-1
20:59:12.725,-1
20:59:12.933,-1
20:59:13.138,-1
20:59:13.342,-1
20:59:13.544,-1
20:59:13.747,-1
20:59:13.950,-1
20:59:14.152,-1
20:59:14.358,-1
20:59:14.559,-1
20:59:14.760,-1
20:59:14.963,-1
20:59:15.165,-1
20:59:15.368,-1
20:59:15.569,-1
20:59:15.770,-1
20:59:15.973,-1
20:59:16.175,-1
20:59:16.379,-1
20:59:16.583,-1
20:59:16.785,-1
20:59:16.987,-1
20:59:17.188,-1
20:59:17.391,-1
20:59:17.593,-1
20:59:17.799,-1
20:59:18.004,-1
20:59:18.207,-1
20:59:18.410,-1
20:59:18.613,-1
20:59:18.815,-1
20:59:19.019,-1
20:59:19.222,-1
20:59:19.423,-1
20:59:19.625,-1
20:59:19.829,-1
20:59:20.032,-1
20:59:20.234,-1
20:59:20.437,-1
20:59:20.640,-1
20:59:20.842,-1
20:59:21.047,-1
20:59:21.251,-1
20:59:21.462,-1
20:59:21.664,-1
20:59:21.865,-1
20:59:22.069,-1
20:59:22.272,-1
20:59:22.480,-1
20:59:22.682,-1
20:59:22.887,-1
20:59:23.088,-1
20:59:23.303,-1
20:59:23.509,-1
20:59:23.711,-1
20:59:23.916,-1
20:59:24.118,-1
20:59:24.319,-1
20:59:24.522,-1
20:59:24.724,-1
20:59:24.925,-1
20:59:25.129,-1
20:59:25.332,-1
20:59:25.535,-1
20:59:25.739,-1
20:59:25.945,-1
20:59:26.149,-1
20:59:26.351,-1
20:59:26.552,-1
20:59:26.754,-1
20:59:26.955,-1
20:59:27.159,-1
20:59:27.361,-1
20:59:27.567,-1
20:59:27.768,-1
20:59:27.974,-1
20:59:28.176,-1
20:59:28.378,-1
20:59:28.580,-1
20:59:28.782,-1
20:59:28.983,-1
20:59:29.192,-1
20:59:29.394,-1
20:59:29.596,-1
20:59:29.797,-1
20:59:30.001,-1
20:59:30.204,-1
20:59:30.405,-1
20:59:30.607,-1
20:59:30.809,-1
20:59:31.011,-1
20:59:31.213,-1
20:59:31.414,-1
20:59:31.618,-1
20:59:31.820,-1
20:59:32.023,-1
20:59:32.225,-1
20:59:32.427,-1
20:59:32.628,-1
20:59:32.831,-1
20:59:33.033,-1
20:59:33.236,-1
20:59:33.442,-1
20:59:33.644,-1
20:59:33.846,-1
20:59:34.048,-1
20:59:34.251,-1
20:59:34.454,-1
20:59:34.656,-1
20:59:34.859,-1
20:59:35.060,-1
20:59:35.262,-1
20:59:35.467,1
20:59:35.670,1
20:59:35.872,1
20:59:36.075,1
20:59:36.276,1
20:59:36.481,1
20:59:36.683,1
20:59:36.886,1
20:59:37.091,1
20:59:37.293,1
20:59:37.494,1
20:59:37.696,1
20:59:37.899,-1
20:59:38.105,-1
20:59:38.312,-1
20:59:38.516,-1
20:59:38.718,-1
20:59:38.922,-1
20:59:39.124,-1
20:59:39.329,-1
20:59:39.531,-1
20:59:39.734,-1
20:59:39.937,-1
20:59:40.138,-1
20:59:40.342,-1
20:59:40.544,-1
20:59:40.746,-1
20:59:40.950,-1
20:59:41.157,-1
20:59:41.360,-1
20:59:41.562,-1
20:59:41.763,-1
20:59:41.970,-1
20:59:42.172,-1
20:59:42.375,-1
20:59:44.566,-1
20:59:44.768,-1
20:59:44.970,-1
20:59:45.172,-1
20:59:45.374,-1
20:59:45.575,-1
20:59:45.777,-1
20:59:45.980,-1
20:59:46.183,-1
20:59:46.384,-1
20:59:46.586,-1
20:59:46.791,-1
20:59:46.996,-1
20:59:47.199,-1
20:59:47.402,-1
20:59:47.603,-1
20:59:47.805,-1
20:59:48.007,-1
20:59:48.216,-1
20:59:48.421,-1
20:59:48.626,-1
20:59:48.831,-1
20:59:49.032,-1
20:59:49.234,-1
20:59:49.437,-1
20:59:49.643,-1
20:59:49.845,-1
20:59:50.047,-1
20:59:50.250,-1
20:59:50.452,-1
20:59:50.655,-1
20:59:50.857,-1
20:59:51.060,-1
20:59:51.262,-1
20:59:51.464,-1
20:59:51.668,-1
20:59:51.870,-1
20:59:52.072,-1
20:59:52.274,-1
20:59:52.475,-1
20:59:52.677,-1
20:59:52.879,-1
20:59:53.082,-1
20:59:53.283,-1
20:59:53.486,-1
20:59:53.690,-1
20:59:53.894,-1
20:59:54.101,-1
20:59:54.303,-1
20:59:54.508,-1
20:59:54.711,-1
20:59:54.929,-1
20:59:55.133,-1
20:59:55.337,-1
20:59:55.539,-1
20:59:55.742,-1
20:59:55.947,-1
20:59:56.150,-1
20:59:56.352,-1
20:59:56.556,-1
20:59:56.759,-1
20:59:56.962,-1
20:59:57.171,-1
20:59:57.375,-1
20:59:57.578,-1
20:59:57.781,-1
20:59:57.982,-1
20:59:58.199,-1
20:59:58.406,-1
20:59:58.610,-1
20:59:58.815,-1
20:59:59.029,-1
20:59:59.233,-1
20:59:59.435,-1
20:59:59.638,-1
20:59:59.840,-1
21:00:00.046,-1
21:00:00.250,-1
21:00:00.453,-1
21:00:00.658,-1
21:00:00.861,-1
21:00:01.071,1
21:00:01.282,1
21:00:01.500,1
21:00:01.721,1
21:00:01.923,1
21:00:02.154,1
21:00:02.362,1
21:00:02.573,1
21:00:02.777,1
21:00:02.984,1
21:00:03.197,1
21:00:03.399,1
21:00:03.612,1
21:00:03.815,1
21:00:04.018,1
21:00:04.229,1
21:00:04.437,1
21:00:04.644,1
21:00:04.852,1
21:00:05.057,1
21:00:05.264,1
21:00:05.466,1
21:00:05.671,-1
21:00:05.877,-1
21:00:06.081,-1
21:00:06.283,-1
21:00:06.486,-1
21:00:06.689,-1
21:00:06.895,-1
21:00:07.102,-1
21:00:07.307,-1
21:00:07.512,-1
21:00:07.721,-1
