time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT
16:47:59,0.0,1.0,-1000.0,0.0,0.0,0.0,0.0004444921505637467,0.001543120015412569,0.028636984527111053,0.00022579377400688827,0.00022510052076540887,0.002349507063627243,-35.3632621,149.1652374,0.0,-1.0,1.0,0.0,STABILIZE,1500.0
16:48:01,0.0,1.0,-1000.0,0.0,0.0,0.0,0.0002959171251859516,0.0013494185404852033,0.02710048295557499,0.00013530830619856715,0.0002111067296937108,0.002302908105775714,-35.3632622,149.1652374,0.0,-1.0,0.0,-3.0,STABILIZE,1500.0
16:48:13,0.0,1.0,-1000.0,0.0,0.0,0.5,-0.0007362976903095841,0.0009683985263109207,0.022423850372433662,0.0002965228632092476,0.00036540202563628554,0.0015719628427177668,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,AUTO,1500.0
16:48:14,0.0,1.25,-1000.0,0.0,0.5,0.5,-0.0008532621723134071,0.0010079528437927365,0.022087725345045328,0.0002759417548077181,0.0002712750720093027,0.0015697148046456277,-35.36326215,149.1652375,7.0,-0.5,0.5,0.0,AUTO,200.0
16:48:15,0.0,1.5,-1000.0,0.5,0.5,0.5,-0.0007975730404723436,0.0011246830690652132,0.021907378919422626,0.00025184074183925986,0.00026160175912082195,0.0015532315010204911,-35.3632621,149.1652375,5.5,0.0,0.0,0.0,AUTO,200.0
16:48:17,0.0,1.5,-1000.0,0.0,1.0,0.5,-0.00035578361712396145,0.0016918848268687725,0.02141810953617096,0.0002964497543871403,0.0002987298939842731,0.0014851297601126134,-35.3632621,149.1652375,3.0,0.0,0.0,0.0,AUTO,200.0
16:48:18,0.0,0.0,-1092.5,11.0,1.5,0.75,0.004141406592680141,0.0010244681961921742,0.0211762934923172,0.010903300673817284,0.0009569112444296479,0.0017202194139827043,-35.3632621,149.1652375,578.0,0.0,0.25,-107.25,AUTO,200.0
16:48:19,0.0,-0.5,-1012.5,46.0,-6.5,1.5,0.027894130907952785,-0.0016698018298484385,0.02091670874506235,0.04582376778125763,-0.0075892487075179815,0.0024146443465724587,-35.363262,149.1652376,1576.0,0.5,8.0,-145.5,AUTO,200.0
16:48:21,4.0,-7.5,-1002.5,-43.5,-23.0,-36.0,-0.04049065336585045,0.01612814934924245,-0.08259411156177521,-0.0445543983951211,-0.024126869160681963,-0.036496616899967194,-35.363261,149.16524545,4628.5,-2.5,31.0,-148.0,AUTO,200.0
16:48:22,-4.0,7.25,-1001.25,57.5,5.0,-0.5,-0.04861261323094368,-0.010124200372956693,-0.08716644905507565,0.057700660079717636,0.004574324237182736,-0.00010267946345265955,-35.363261175,149.16524429999998,6543.25,-0.75,-44.25,-148.25,AUTO,200.0
16:48:23,-8.0,14.0,-1003.5,66.0,15.5,2.5,-0.0016665502917021513,-0.0023732787667540833,-0.08797339722514153,0.06624620780348778,0.015122477896511555,0.0035684913164004683,-35.3632613,149.16523975,7697.0,-0.5,-59.5,-149.5,AUTO,200.0
16:48:25,3.5,-3.0,-1000.5,-77.0,-12.5,-4.0,0.01292892056517303,-0.0008729974797461182,-0.08176252990961075,-0.07859380170702934,-0.013419146183878183,-0.004178035160293803,-35.3632623,149.1652349,10811.0,-5.0,24.5,-148.0,AUTO,200.0
16:48:26,0.0,-0.75,-1001.25,11.5,5.25,-25.5,-0.015314801828935742,-0.0039936230750754476,-0.10828431136906147,0.01118762360420078,0.0050542899407446384,-0.025551069993525743,-35.363262425,149.165236825,12741.75,2.5,2.75,-151.0,AUTO,122207.0
16:48:27,-1.5,0.0,-1000.0,19.5,8.0,-23.0,-0.0029799317417200655,0.0006231629085959867,-0.12810486555099487,0.01940560434013605,0.008135879877954721,-0.0229102810844779,-35.36326215,149.16523660000001,13910.0,4.0,-6.5,-152.0,AUTO,122207.0
16:48:29,0.0,0.0,-996.5,-94.5,-0.5,-11.5,-0.02552870661020279,0.006133781047537923,-0.1605803743004799,-0.09570740163326263,-0.0017933851922862232,-0.01161181228235364,-35.36326165,149.16523535,17029.5,-2.5,-4.0,-149.5,AUTO,122207.0
16:48:30,1.25,9.25,-956.75,108.0,-91.75,65.75,0.024004134349524975,-0.0050132857577409595,0.051763107534497976,0.1078911442309618,-0.09280334273353219,0.0661402284167707,-35.363263124999996,149.1652316,18763.0,-25.0,-29.0,-113.75,AUTO,76572.0
16:48:31,1.0,1.0,-966.0,-12.5,17.5,-27.5,0.06472701579332352,-0.03320538066327572,0.045068807899951935,-0.013542730477638543,0.017532038036733866,-0.028156112879514694,-35.36326425,149.16523015,19536.0,-6.0,9.5,-83.5,AUTO,76572.0
16:48:33,1.0,-8.5,-976.5,-14.5,7.5,0.0,-0.008925256552174687,0.013359993696212769,0.03615712374448776,-0.015494778752326965,0.007200527703389525,0.0003572027198970318,-35.36326215,149.16523734999998,20705.5,11.5,33.5,-33.0,AUTO,76572.0
16:48:34,0.0,-6.75,-963.5,15.5,-27.5,-2.75,-0.025470322696492076,0.012906080926768482,0.032870057970285416,0.015532957389950752,-0.02867052995134145,-0.003038862661924213,-35.363261325,149.165239925,20896.5,-0.25,4.75,5.25,AUTO,89593.0
16:48:35,-2.5,-19.5,-1035.0,-541.5,-78.0,-5.0,-0.012540526455268264,-0.028022767044603825,0.030689013190567493,-0.5423220843076706,-0.07934470847249031,-0.005130909965373576,-35.3632613,149.16523955,20773.5,1.0,-13.5,18.5,AUTO,89593.0
