time_stamp,RTL_ALT,MODE,chan4_raw,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:03:29,1500.0,STABILIZE,1500.0,-35.3632621,149.1652375,30.0,-1.0,2.0,0.0,-0.0004842691123485565,0.0009368839091621339,0.022978555411100388,0.00017136026872321963,0.0001472479780204594,0.0016729964409023523,0.0,1.0,-1000.0,0.0,0.0,0.0
