time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,RTL_ALT
17:16:30,STABILIZE,-0.0003978266613557935,0.0015303713735193014,0.028213358484208584,0.00013519282219931483,0.0002300882915733382,0.0024064095923677087,583980.0,-35.3632621,149.1652374,0.0,-0.5,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,583.97998046875,1500.0
