time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:26:31,-0.0003522616607369855,0.00145836261799559,0.027392080053687096,0.0002625608321977779,0.00023116840748116374,0.0022093551233410835,584020.0,-35.3632622,149.1652375,33.0,-2.0,1.0,0.0,STABILIZE,0.0,2.0,-1000.0,0.0,0.0,0.0
16:26:34,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,584010.0,-35.3632622,149.1652375,29.0,-1.0,1.0,0.0,STABILIZE,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.0,1.0
16:26:35,-0.0010554643347859382,0.0009291494730859995,0.025579078868031502,0.00021523988107219338,0.00020407866686582564,0.0019954724935814737,584010.0,-35.3632622,149.1652375,27.0,-1.0,1.0,0.0,STABILIZE,0.0,1.6666666666666667,-1000.0,0.0,0.3333333333333333,0.3333333333333333
16:26:38,-0.0011011903989128768,0.0009386112506035715,0.02472645416855812,0.00030558404978364706,0.000244749739067629,0.0018707535928115249,584010.0,-35.3632622,149.1652375,23.25,-1.0,1.0,0.0,STABILIZE,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.0
16:26:39,-0.0009766343864612281,0.0009802727727219462,0.024227730929851532,0.00026890150426576537,0.0002334905439056456,0.0018088847864419222,584010.0,-35.3632622,149.1652375,21.0,-1.0,1.0,0.0,STABILIZE,0.0,1.5,-1000.0,0.0,0.0,0.0
16:26:47,-0.000653193483594805,0.0009611445246264338,0.02196405120193958,0.0003416591207496822,0.00027425900334492325,0.0014889303827658295,584010.0,-35.3632622,149.1652375,23.2,-1.0,0.6,-0.6,AUTO,0.0,1.2,-1000.0,0.2,0.2,0.6
16:26:48,-0.0006336075603030622,0.0009636633330956101,0.02178146317601204,0.00028245715657249093,0.0003628776757977903,0.001437388127669692,584010.0,-35.3632622,149.1652375,8.0,-1.0,1.0,0.0,AUTO,0.0,2.0,-1000.0,0.0,0.0,1.0
16:26:49,-0.000530328688910231,0.0010701926657930017,0.021479593589901924,0.00028212371398694813,0.0002719893673202023,0.0014158839476294816,584010.0,-35.3632622,149.1652375,9.0,0.0,0.0,0.0,AUTO,0.0,2.0,-1000.0,1.0,0.5,0.5
16:26:50,-0.00021076371194794774,0.001249441469553858,0.02128536533564329,0.00030713598243892193,0.00029078597435727715,0.0014244791818782687,584010.0,-35.3632622,149.1652375,7.5,0.0,0.0,0.0,AUTO,0.0,1.0,-1000.0,0.5,0.0,0.0
16:26:51,0.0006133971244707936,0.001310037518851459,0.02089497558772564,0.0020889094681479036,-0.00193655698094517,0.0015969266649335622,584012.0,-35.3632622,149.1652375,7.6,0.0,0.0,-3.2,AUTO,0.0,1.2,-1027.6,2.2,-1.4,0.6
16:26:52,0.00403622817248106,-0.0005203706095926464,0.020827529951930046,0.008162123151123524,0.0032689066138118505,0.0005800004582852125,584110.0,-35.3632622,149.1652375,104.0,0.0,0.0,-50.0,AUTO,0.0,0.0,-1140.0,8.0,3.0,0.0
16:26:53,0.026895736902952196,-0.0018791690119542182,0.020376069471240044,0.04255021065473556,-0.006741163320839405,0.0021846725605428217,585552.0,-35.36326201999999,149.16523772,1546.0,1.2,9.6,-142.2,AUTO,0.0,-1.0,-1024.0,42.4,-5.6,1.4
16:26:55,0.05897251516580582,-0.008735050447285175,0.02085953764617443,0.03781663998961449,-0.0117653738707304,0.003694921964779496,586690.0,-35.3632617,149.1652391,2685.0,6.0,35.0,-148.0,AUTO,2.0,-6.0,-999.0,38.0,-11.0,3.0
16:26:57,-0.04527841585998734,0.007351820027300467,-0.07392822206020355,-0.053472585355242096,-0.01028796806349419,-0.03754658531397581,588780.0,-35.363260783333324,149.16524526666666,4773.333333333333,2.8333333333333335,23.5,-147.66666666666666,AUTO,2.6666666666666665,-6.666666666666667,-1004.1666666666666,-52.166666666666664,-9.333333333333334,-37.166666666666664
16:26:59,0.0024911677464842796,0.0112368727568537,-0.11495564753810565,0.06753414372603099,0.007346249495943387,-0.0024325628473889083,591858.3333333334,-35.36326161666667,149.16523913333333,7851.5,-17.0,-54.166666666666664,-150.33333333333334,AUTO,-4.666666666666667,12.5,-1002.8333333333334,67.66666666666667,7.5,-2.6666666666666665
16:27:01,0.021625262685120106,-0.04337767123555144,-0.054700615194936596,-0.06772999496509631,0.001357665906349818,0.009773340076208115,594971.6666666666,-35.363264333333326,149.16523543333335,10965.5,12.5,25.666666666666668,-148.66666666666666,AUTO,1.6666666666666667,-4.833333333333333,-1000.5,-66.66666666666667,2.0,9.666666666666666
16:27:03,-0.009008566926543912,0.02809289190918207,-0.17019586761792502,0.04076586881031593,0.012692258693277836,-0.037237285529651366,597911.6666666666,-35.36325963333333,149.16523675000002,13905.833333333334,12.666666666666666,-15.5,-152.83333333333334,AUTO,-5.666666666666667,-0.16666666666666666,-1001.1666666666666,41.0,13.0,-37.166666666666664
16:27:05,0.009271365473978221,0.003854625557626908,-0.17089184125264487,-0.014864380937069654,-0.014094164284567038,0.0005234642109523217,601050.0,-35.363260800000006,149.16523529999998,17044.666666666668,-17.0,9.666666666666666,-151.66666666666666,AUTO,3.3333333333333335,0.6666666666666666,-1000.1666666666666,-13.5,-12.833333333333334,0.5
