time_stamp,MODE,lat,lon,alt,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz
16:26:32.009,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:32.211,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:32.413,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:32.626,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:32.832,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:33.049,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:33.255,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:33.465,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:33.672,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:33.889,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:34.111,STABILIZE,-35.3632622,149.1652375,584020,33,-0.00041555901407264173,0.0014033610932528973,0.02720697969198227,0.00026027197600342333,0.00025966737302951515,0.002296522492542863,0,2,-1000,0,0,0,-2,1,0
16:26:34.318,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:34.519,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:34.721,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:34.925,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:35.127,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:35.330,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:35.534,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:35.741,STABILIZE,-35.3632622,149.1652375,584010,29,-0.0009311065077781677,0.0010123372776433825,0.026078511029481888,0.0002826868440024555,0.00024842750281095505,0.0020298867020756006,0,1,-1000,0,0,1,-1,1,0
16:26:35.946,STABILIZE,-35.3632622,149.1652375,584010,27,-0.0010588315781205893,0.0009197265608236194,0.025595782324671745,0.0003060160670429468,0.00020092789782211185,0.002064384985715151,0,1,-1000,0,1,0,-1,1,0
16:26:36.149,STABILIZE,-35.3632622,149.1652375,584010,26,-0.0010890440316870809,0.0009205099195241928,0.025381559506058693,0.00025989010464400053,0.00021941907471045852,0.001945698051713407,0,2,-1000,0,0,1,-1,1,0
16:26:36.353,STABILIZE,-35.3632622,149.1652375,584010,26,-0.0010890440316870809,0.0009205099195241928,0.025381559506058693,0.00025989010464400053,0.00021941907471045852,0.001945698051713407,0,2,-1000,0,0,1,-1,1,0
16:26:36.555,STABILIZE,-35.3632622,149.1652375,584010,26,-0.0010890440316870809,0.0009205099195241928,0.025381559506058693,0.00025989010464400053,0.00021941907471045852,0.001945698051713407,0,2,-1000,0,0,1,-1,1,0
