,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
20:55:41.486,0.2,0.1,69.0,926.0,0.1,0.0,0.0,130.0,70.0,10.0,93.0,31.0,13.0,58.0,43.0,23.0,56.0,21.0,37.0,7.0,116.0,7.0,0.0,1.0,15.0
20:55:46.634,1.2,0.1,51.0,75.0,0.1,0.0,0.0,100.0,70.0,40.0,24.0,29.0,35.0,38.0,41.0,58.0,27.0,19.0,60.0,19.0,63.0,29.0,0.0,1.0,35.0
20:55:51.564,1.3,0.1,42.0,737.0,0.1,0.0,0.0,40.0,120.0,150.0,67.0,6.0,9.0,29.0,27.0,91.0,120.0,23.0,35.0,15.0,15.0,25.0,0.0,1.0,50.0
20:55:56.808,0.5,0.1,118.0,1410.0,0.1,0.0,0.0,20.0,10.0,120.0,94.0,29.0,31.0,25.0,3.0,66.0,2.0,38.0,10.0,43.0,58.0,54.0,0.0,1.0,30.0
20:56:01.610,1.3,0.1,27.0,519.0,0.1,0.0,0.0,10.0,40.0,80.0,58.0,1.0,9.0,45.0,62.0,73.0,30.0,41.0,38.0,83.0,45.0,30.0,0.0,1.0,15.0
20:56:07.294,0.9,0.1,169.0,1438.0,0.1,0.0,0.0,40.0,10.0,180.0,25.0,1.0,30.0,83.0,61.0,4.0,15.0,81.0,88.0,3.0,39.0,27.0,0.0,1.0,20.0
20:56:12.665,0.5,0.1,139.0,3875.0,0.1,0.0,0.0,10.0,20.0,40.0,11.0,11.0,7.0,70.0,38.0,5.0,60.0,68.0,96.0,15.0,110.0,17.0,0.0,1.0,35.0
20:56:17.378,0.5,0.1,38.0,4071.0,0.1,0.0,0.0,10.0,70.0,40.0,2.0,18.0,10.0,60.0,90.0,14.0,29.0,5.0,4.0,98.0,10.0,53.0,0.0,1.0,50.0
20:56:22.678,0.5,0.1,131.0,488.0,0.1,0.0,0.0,40.0,10.0,60.0,77.0,16.0,13.0,34.0,67.0,45.0,53.0,5.0,78.0,90.0,83.0,19.0,0.0,1.0,20.0
20:56:27.189,0.5,0.1,179.0,1209.0,0.1,0.0,0.0,10.0,20.0,220.0,18.0,12.0,21.0,96.0,48.0,75.0,56.0,21.0,13.0,10.0,74.0,74.0,0.0,1.0,20.0
