,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
18:55:06.202,2180.0,0.0,0.0,0.3,0.0,940.0,1.0,0.1,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,8.6,1000.0,4.0,3.0
18:55:10.558,30291.0,0.0,0.0,1.1,0.8,140.0,1.0,0.1,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,5.6,10.1,0.0,4.0,2.0
18:55:14.719,10778.0,0.0,0.0,0.5,1.7,0.0,1.0,0.1,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,5.2,0.0,898.0,6.0,2.5
18:55:20.119,19416.0,0.0,0.0,1.0,1.9,880.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.5,5.0,463.0,5.5,6.0
18:55:24.062,0.0,0.0,0.0,0.3,0.9,0.0,1.0,0.1,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.1,0.0,211.0,3.0,5.5
18:55:28.080,20063.0,0.0,0.0,0.4,0.2,310.0,1.0,0.1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.1,5.9,1000.0,5.5,5.0
18:55:32.419,23480.0,0.0,0.0,0.5,0.8,1000.0,1.0,0.1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,5.4,10.1,531.0,4.0,4.0
18:55:40.068,2206.0,0.0,0.0,0.2,0.8,1000.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.5,6.3,604.0,6.0,6.0
18:55:44.509,26511.0,0.0,0.0,1.1,2.0,1000.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,0.7,0.0,181.0,6.0,5.0
18:55:52.299,8790.0,0.0,0.0,0.5,0.0,440.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,7.2,9.6,886.0,6.0,2.0
18:55:56.547,20527.0,0.0,0.0,0.1,2.0,670.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,6.9,7.1,710.0,3.5,4.5
18:56:00.726,32000.0,0.0,0.0,0.6,0.1,0.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.8,0.0,3.5,6.0
18:56:04.888,0.0,0.0,0.0,1.1,0.4,380.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.8,380.0,6.0,5.0
18:56:08.951,32000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,8.8,2.4,0.0,5.5,4.5
18:56:17.330,21614.0,0.0,0.0,0.5,1.1,1000.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,3.7,9.1,434.0,2.0,3.0
18:56:23.176,32000.0,0.0,0.0,0.0,0.0,330.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.8,3.4,947.0,4.5,4.0
18:56:27.255,28954.0,0.0,0.0,1.0,0.3,330.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.7,10.1,222.0,4.0,5.0
18:56:31.354,32000.0,0.0,0.0,0.3,1.4,500.0,1.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.5,4.9,90.0,2.0,2.5
18:56:35.334,7595.0,0.0,0.0,0.9,1.3,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,9.9,10.1,581.0,2.0,3.0
18:56:39.315,28669.0,0.0,0.0,1.0,1.2,880.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,313.0,3.0,4.0
18:56:43.255,23797.0,0.0,0.0,0.2,0.6,370.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,0.5,10.1,0.0,4.0,6.0
18:56:53.146,32000.0,0.0,0.0,0.3,0.7,320.0,1.0,0.1,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,10.1,3.3,775.0,2.0,2.5
18:56:58.304,32000.0,0.0,0.0,1.1,2.0,270.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,6.1,7.7,138.0,3.0,6.0
18:57:02.330,7704.0,0.0,0.0,0.1,2.0,1000.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,5.7,9.3,800.0,2.0,6.0
18:57:06.460,15185.0,0.0,0.0,1.1,0.1,720.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,2.0,1000.0,6.0,5.5
18:57:10.557,13394.0,0.0,0.0,0.4,2.0,640.0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.1,431.0,4.0,6.0
18:57:14.758,7655.0,0.0,0.0,0.0,2.0,420.0,1.0,0.1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,6.9,1.7,578.0,3.0,3.0
18:57:20.049,31679.0,0.0,0.0,1.1,1.7,290.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.9,3.9,69.0,5.0,5.0
18:57:38.436,24250.0,0.0,0.0,0.5,0.9,500.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,127.0,4.0,3.5
18:57:42.835,12412.0,0.0,0.0,1.1,0.4,330.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,10.1,8.8,0.0,3.0,3.0
18:57:46.934,8043.0,0.0,0.0,0.6,0.3,1000.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.6,584.0,5.0,3.0
18:58:03.192,6438.0,0.0,0.0,0.7,0.1,300.0,1.0,0.1,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.3,10.1,1000.0,5.5,3.0
18:58:07.829,13160.0,0.0,0.0,0.1,2.0,160.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,6.4,7.5,162.0,3.0,3.0
18:58:11.744,12054.0,0.0,0.0,1.1,0.7,950.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.6,1.8,324.0,4.0,4.5
18:58:17.255,11135.0,0.0,0.0,0.5,0.4,390.0,1.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,3.9,10.1,248.0,2.0,6.0
