time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,RTL_ALT
13:31:36,-35.3632622,149.1652375,21.0,-1.0,1.0,-1.0,0.0,1.0,-1000.0,0.0,0.0,1.0,-0.0004751062660943717,0.0010760988807305694,0.0267772376537323,0.00032868079142645,0.0003033136890735477,0.002066017361357808,STABILIZE,1500.0
13:31:48,-35.3632622,149.1652375,2.0,-1.0,0.5,0.0,0.0,1.0,-1000.0,0.5,0.5,1.0,-0.0009612419235054404,0.0009837043471634388,0.02278038300573826,0.00028180889785289764,0.00025576879852451384,0.001469299488235265,AUTO,1500.0
13:31:49,-35.3632621,149.1652375,3.5,0.0,0.0,0.0,0.0,1.25,-1000.0,0.25,0.75,0.5,-0.0007933312590466812,0.0012013745727017522,0.022457061801105738,0.0002891186159104109,0.0003224374959245324,0.0015224191593006253,AUTO,175989.0
13:31:50,-35.3632621,149.1652375,4.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.0,1.0,0.5,-0.0006313452613539994,0.001402675814460963,0.022240405902266502,0.00024955690605565906,0.0002725645899772644,0.0015004932647570968,AUTO,175989.0
13:31:52,-35.3632621,149.1652375,324.5,0.0,0.0,-88.0,0.0,0.0,-1117.0,-1.5,3.5,0.0,0.0019281964632682502,0.000794285922893323,0.021965731866657734,-0.0020266041392460465,0.003504092921502888,0.000733505206881091,AUTO,175989.0
13:31:53,-35.363261924999996,149.165238025,2002.5,2.25,17.5,-147.0,0.0,-2.25,-1006.0,43.25,-7.75,2.0,0.04048000508919358,-0.0042999673169106245,0.02135850489139557,0.04314864240586758,-0.008897350286133587,0.0029646416660398245,AUTO,104849.0
13:31:54,-35.3632615,149.16524045,3156.5,8.5,49.0,-146.0,1.0,-9.5,-990.5,-89.0,62.5,-77.5,0.050110604614019394,0.0034139547497034073,-0.021200966089963913,-0.0903006624430418,0.062228480353951454,-0.07770220376551151,AUTO,104849.0
13:31:56,-35.36325965,149.16524555,6203.0,-2.0,-35.0,-149.0,-3.5,3.5,-1002.5,51.0,5.0,-53.0,-0.07089470326900482,0.02605142630636692,-0.12340842932462692,0.050796836614608765,0.004582075867801905,-0.05293873883783817,AUTO,104849.0
13:31:57,-35.363262125,149.165238075,8122.75,-41.25,-54.5,-150.25,-2.0,15.0,-1002.75,65.25,-4.25,-0.25,0.009873549279291183,0.029861887451261282,-0.14943358302116394,0.06539479922503233,-0.00519999279640615,8.138990961015224e-05,AUTO,61451.0
13:31:58,-35.3632653,149.16523435,9286.0,-49.5,-25.5,-151.0,4.0,13.0,-1000.5,-23.0,-116.5,108.0,0.031159834004938602,-0.008602046174928546,-0.11638228595256805,-0.024175808299332857,-0.11752481013536453,0.10890886560082436,AUTO,61451.0
13:32:00,-35.36326375,149.16523655,12371.0,75.5,47.0,-144.0,-9.5,-17.0,-1004.5,-144.0,141.5,-126.5,0.011640643235296011,-0.036085912957787514,-0.043154140934348106,-0.14508188143372536,0.14106017351150513,-0.12700678408145905,AUTO,61451.0
13:32:01,-35.363256525,149.16523930000002,14291.5,34.5,-8.75,-153.0,-8.0,-6.75,-999.25,-26.75,22.5,-58.5,-0.0526784211397171,0.04644245561212301,-0.18286383897066116,-0.02727922284975648,0.022135645849630237,-0.05847447086125612,AUTO,237196.0
13:32:02,-35.36325535,149.1652374,15467.0,-12.0,-34.5,-152.5,-5.0,3.0,-1000.0,55.5,9.5,-23.0,-0.0267700357362628,0.05797807313501835,-0.21478591114282608,0.05543840304017067,0.00971124367788434,-0.02359664347022772,AUTO,237196.0
13:32:04,-35.36326445,149.16523525000002,18560.5,-52.5,36.0,-150.0,14.5,0.0,-1006.5,-147.0,-209.5,236.5,0.0108937774784863,-0.0608338862657547,-0.130852859467268,-0.14841008931398392,-0.21108871698379517,0.23722132295370102,AUTO,237196.0
13:32:05,-35.36326465,149.165235725,20184.25,23.25,-20.0,-92.25,-6.25,0.75,-941.75,127.25,52.5,9.25,-0.003751950105652213,-0.017329837195575237,0.018976861145347357,0.12695103138685226,0.05243137199431658,0.009638682939112186,AUTO,201022.0
13:32:06,-35.363263,149.1652343,20768.0,21.5,-2.5,-57.5,-5.5,-1.0,-964.0,2.0,19.5,-7.5,0.04641183093190193,0.009590076515451074,0.011789505369961262,0.001586166676133871,0.01922291424125433,-0.007389032281935215,AUTO,201022.0
13:32:08,-35.3632612,149.16523795,21401.5,-1.0,20.5,-8.0,2.0,-6.0,-972.0,-64.5,-4.0,-1.5,-0.006702285259962082,0.0118291936814785,0.00441930303350091,-0.06546757571049966,-0.005262424238026142,-0.0021597001468762755,AUTO,201022.0
