time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
05:37:11,94930.5,-35.36326555,149.16523315,19430.5,18.0,26.5,-68.0,AUTO,0.031154923141002655,-0.03163040056824684,0.010848009027540684,-0.030661012046039104,0.07492121309041977,-0.023493734188377857,-0.5,-6.5,-959.5,-29.5,75.0,-23.0
05:37:13,107877.0,-35.3632616,149.16523885,20230.0,8.0,17.0,-15.5,AUTO,-0.008804264012724161,0.018108093179762363,0.002213073952589184,0.009825335815548897,-0.006433300673961639,-0.0027907072799280286,0.0,-3.0,-975.5,10.5,-5.0,-2.5
05:37:15,107877.0,-35.363260600000004,149.16523815,20036.0,27.0,-14.0,5.0,AUTO,0.012470987625420094,-0.06508707627654076,-0.005146364215761423,0.5121462643146515,-0.04559713415801525,-0.005949523241724819,-7.5,22.0,-1020.5,513.5,-44.5,-5.5
05:37:16,84931.0,-35.363257024999996,149.165236825,20013.75,79.75,-11.75,-2.5,AUTO,0.015766195952892303,-0.09790931642055511,-0.002172933134716004,-0.002886031463276595,-0.04276057239621878,0.007319257245399058,-17.5,-6.75,-1014.0,-1.75,-41.5,7.0
05:37:17,84931.0,-35.363242299999996,149.16523505,20064.0,197.0,-7.0,-8.0,AUTO,0.024549901485443115,-0.15162475407123566,-0.004617768805474043,-0.011469155550003052,-0.051761189475655556,-0.006843440642114729,-40.0,-14.0,-1008.0,-10.0,-50.5,-6.5
05:37:19,84931.0,-35.36318885,149.16523195,20322.0,374.0,-13.0,-20.0,AUTO,0.05145680345594883,-0.12483447045087814,-0.012741306331008673,0.04742104560136795,0.015651191817596555,0.00031642988324165344,-76.0,-45.0,-999.0,48.0,16.0,0.5
05:37:21,84931.0,-35.363115750000006,149.1652284,20728.0,423.0,-10.5,-20.5,AUTO,0.05727328918874264,-0.08327682316303253,-0.013832769822329283,-0.04212088417261839,0.026881973259150982,-0.003930854611098766,-86.0,-51.5,-996.0,-40.5,27.5,-3.5
05:37:22,5651.0,-35.363087074999996,149.16522722499997,20874.5,419.0,-9.5,-18.25,AUTO,0.05688072182238102,-0.07611052691936493,-0.01486364146694541,-0.0012087338545825332,0.011409615282900631,-0.007245082058943808,-83.25,-50.0,-991.0,-0.5,12.0,-6.75
05:37:23,5651.0,-35.363040999999996,149.1652254,21106.0,387.0,-8.5,-19.0,AUTO,0.05561266839504242,-0.025690131820738316,-0.01545711513608694,0.03993117809295654,0.04167328309267759,-0.0074091951828449965,-75.5,-48.5,-992.5,41.0,42.0,-6.5
05:37:25,5651.0,-35.3629837,149.16522325,21367.5,218.5,-0.5,-6.5,AUTO,0.04504537768661976,0.07858329638838768,-0.014762996695935726,0.009659335017204285,0.052302515134215355,-0.002877260325476527,-42.5,-45.5,-992.0,9.5,52.5,-3.0
05:37:27,14901.0,-35.36296275,149.16522385000002,21401.0,42.5,4.0,0.0,AUTO,0.0022266905289143324,0.036693669855594635,-0.020879074931144714,0.38792403787374496,-0.02198592759668827,-0.0018844128353521228,-7.5,20.0,-1007.5,389.5,-20.5,-1.5
05:37:29,24151.0,-35.3629607,149.16522265,21395.0,2.5,0.5,-0.5,AUTO,0.0021964331972412765,-0.009305565617978573,-0.023925384506583214,-0.44584886729717255,-0.032174733467400074,0.003185380541253835,-2.0,-2.5,-995.0,-443.0,-31.0,3.0
05:37:31,24151.0,-35.3629604,149.16521995,21544.5,6.0,17.5,-30.5,RTL,0.0221240958198905,-0.00041199424595106393,-0.029038837179541588,-0.2204308034852147,-0.0011228903895244002,0.012681468855589628,-0.5,-5.0,-1046.0,-217.5,-0.5,12.5
05:37:32,21240.0,-35.3629603,149.1652197,21935.0,5.0,22.5,-67.75,RTL,0.0190717913210392,0.00090699183056131,-0.028796027880162,0.0070851389318704605,0.0005260535108391196,0.009992256760597229,-0.25,-1.5,-1050.25,9.5,1.25,10.0
05:37:33,21240.0,-35.3629603,149.16522025,23301.5,3.5,21.5,-130.5,RTL,0.00854486576281488,0.0013408123049885035,-0.029056798666715622,-0.00011258944869041443,0.0005476099613588303,0.004358528647571802,0.0,-1.5,-1044.5,2.0,1.0,4.5
05:37:35,21240.0,-35.36295895,149.16522595,26293.0,13.0,59.5,-145.5,RTL,0.010340974666178226,0.024261025711894035,-0.07495317235589027,-0.14591122418642044,0.05686999310273677,-0.10043856129050255,4.5,-15.0,-998.0,-143.0,57.0,-99.0
05:37:37,21240.0,-35.362958649999996,149.1652278,29364.5,-7.0,-42.5,-150.0,RTL,-0.03290931414812803,0.000748493941500783,-0.12929262965917587,0.05240137688815594,0.008296613348647952,-0.008649887051433325,-5.0,5.5,-1001.0,54.5,8.5,-7.0
05:37:38,24035.0,-35.36295894999999,149.165224475,30534.25,-9.25,-41.0,-151.0,RTL,0.002916637749876827,0.0057553937076590955,-0.1321837082505226,0.03294338355772197,0.003883004916133359,0.0005704303621314466,-3.5,7.25,-1000.5,35.0,4.75,1.5
05:37:39,24035.0,-35.36295965,149.16522115,32480.0,-8.5,-15.0,-151.0,RTL,0.009467949159443378,0.0018061555456370115,-0.12636535614728928,-0.012455027550458908,-0.0020817823242396116,0.0006142256315797567,0.0,2.5,-999.5,-9.0,-1.5,1.5
05:37:41,24035.0,-35.3629597,149.1652208,35591.0,-2.0,-5.0,-152.0,RTL,-0.004824374802410603,0.0032492628088220954,-0.1538788005709648,3.8422527723014355e-05,0.0016349906800314784,-0.019469108432531357,0.0,0.0,-1000.0,2.0,2.5,-18.5
05:37:43,125921.0,-35.362959450000005,149.16522105,38710.0,-4.0,-2.5,-152.0,RTL,-0.003898997907526791,0.006196934962645173,-0.19553670287132263,-0.00040469132363796234,-0.00016435325960628688,-0.01866996381431818,0.0,0.0,-1000.0,1.5,1.0,-17.0
05:37:45,227807.0,-35.3629594,149.16522164999998,41828.0,-5.0,-1.0,-152.0,RTL,-0.005305812228471041,0.004647258901968598,-0.23469284921884537,0.0007704210001975298,-0.00012184638762846589,-0.019655962474644184,0.0,0.0,-1000.0,2.5,0.5,-18.0
05:37:47,227807.0,-35.3629595,149.1652221,44950.0,-5.0,-2.0,-153.0,RTL,-0.004411385394632816,0.0038149122847244143,-0.2758619338274002,0.0015347311273217201,-0.00036067375913262367,-0.019816458225250244,0.0,0.0,-1000.0,3.5,0.5,-18.5
05:37:48,137344.0,-35.3629596,149.16522215,46121.5,-5.0,-2.0,-153.0,RTL,-0.0042017234954983,0.0033722142106853426,-0.2905094474554062,0.0009190315031446517,0.0010420297039672732,-0.017439167015254498,0.0,0.0,-999.75,2.5,2.0,-15.75
05:37:49,137344.0,-35.3629597,149.1652223,48063.5,-5.0,0.0,-152.0,RTL,-0.0006358227110467851,0.005792161216959357,-0.2902429401874542,-0.0015908580971881747,1.0366784408688545e-05,0.021970665082335472,0.0,0.0,-999.5,0.0,1.0,22.5
05:37:51,137344.0,-35.36296005,149.165223,51171.0,-4.0,0.0,-152.0,RTL,-0.00510999234393239,0.0019528433913365006,-0.24021199345588684,4.485558019950986e-05,-0.0015916685806587338,0.022189147770404816,0.0,0.0,-1000.5,1.5,0.0,23.0
05:37:53,137344.0,-35.3629601,149.1652231,54273.0,-2.0,-2.0,-152.0,RTL,-0.0032906803535297513,0.0024687385885044932,-0.20313794165849686,0.0010281753493472934,0.0006892159581184387,0.015696354676038027,0.0,0.0,-1000.5,2.5,1.5,16.5
05:37:54,25847.0,-35.3629601,149.165222975,55438.75,-2.0,-2.0,-152.0,RTL,-0.0030847634188830853,0.002547645417507738,-0.19199759885668755,0.0008575816755183041,0.0014578959089703858,0.01552873500622809,0.0,0.0,-999.75,2.5,2.5,16.25
05:37:55,25847.0,-35.36296005,149.1652228,57385.5,-2.0,-2.0,-152.0,RTL,-0.0020444169640541077,0.002881752443499863,-0.17565957456827164,-0.0002249750541523099,0.0015428417827934027,0.01210441580042243,0.0,0.0,-999.5,1.0,2.5,12.5
05:37:57,25847.0,-35.3629599,149.1652225,60491.0,-2.0,-1.0,-152.0,RTL,-0.0014456422068178654,0.0031803277088329196,-0.15514929592609406,-0.0012330103199929,-0.0014054037746973336,0.009271381422877312,0.0,0.0,-1000.0,0.5,0.0,10.0
05:37:59,31428.5,-35.3629598,149.1652224,63595.5,-3.0,0.0,-152.0,RTL,-0.0017308436217717826,0.0035184507723897696,-0.13973458856344223,0.0005053646164014935,-0.0009470028453506529,0.0070287203416228294,0.0,0.0,-1000.0,2.0,0.0,7.5
05:38:01,37010.0,-35.3629598,149.1652224,66700.5,-2.0,0.0,-152.0,RTL,-0.0013841047184541821,0.002090477617457509,-0.12686683237552643,0.0009842489380389452,-0.00029400206403806806,0.00697101978585124,0.0,0.0,-1000.5,2.0,1.0,7.5
05:38:03,37010.0,-35.3629599,149.1652223,69805.0,-1.0,0.0,-152.0,RTL,-0.0009537469886709005,0.002515238826163113,-0.1158079281449318,-0.0003788500907830894,-0.0003023749450221658,0.004397836979478598,0.0,0.0,-1000.5,1.0,0.5,5.0
05:38:04,62770.0,-35.3629599,149.1652223,70969.5,-1.0,0.0,-152.0,RTL,-0.001137017534347251,0.0027394630596973,-0.11227023601531982,2.7321482775732875e-05,-2.8138209017924964e-05,0.006395143456757069,0.0,0.0,-1000.0,1.5,1.0,7.25
05:38:05,62770.0,-35.3629599,149.1652223,72912.0,-1.0,0.0,-152.0,RTL,-0.0011315281153656542,0.0026657840935513377,-0.1062128134071827,0.000452332547865808,-0.0001118688378483057,0.0057423964608460665,0.0,0.0,-1000.5,1.5,1.0,6.0
05:38:07,62770.0,-35.3629599,149.1652223,76016.0,-2.0,0.0,-152.0,RTL,-0.0017780401394702494,0.002694673603400588,-0.09715510532259941,0.0032109363237395883,0.00020178122213110328,0.005279849516227841,0.0,0.0,-1000.5,4.5,1.5,6.5
05:38:09,62770.0,-35.3629599,149.16522225,79130.5,-2.0,0.0,-152.0,RTL,-0.00025280120462412015,0.00252374354749918,-0.08965516835451126,0.0008081800187937915,-0.0002111144713126123,0.004349076887592673,0.0,0.0,-999.5,2.0,1.0,5.5
05:38:10,145290.0,-35.3629599,149.1652222,80298.25,-2.0,0.0,-152.0,RTL,-0.0005967504548607394,0.002599403844214976,-0.08699996396899223,-0.0013670193147845566,0.00022918777540326118,0.004529698810074478,0.0,0.0,-999.75,0.25,1.5,5.5
05:38:11,145290.0,-35.3629599,149.1652222,82232.5,-2.0,0.0,-152.0,RTL,-0.0008780579664744437,0.0025581875815987587,-0.08333969116210938,-0.0007769935764372349,-0.00028635712806135416,0.004384076804853976,0.0,0.0,-1000.0,1.0,1.0,5.0
05:38:13,145290.0,-35.3629599,149.1652222,85338.0,-1.0,0.0,-152.0,RTL,-0.0005009259912185371,0.0024539449950680137,-0.07802433148026466,0.002555682440288365,0.0005813716561533511,0.003237817087210715,0.0,0.0,-1000.5,4.0,2.0,4.5
05:38:15,88260.0,-35.3629599,149.1652222,88452.0,-1.0,0.0,-152.0,RTL,-0.0005012142355553806,0.0025379523867741227,-0.07309579104185104,-0.000582193722948432,-0.00022528594126924872,0.00168344919802621,0.0,0.0,-1000.5,1.0,1.0,3.0
05:38:17,31230.0,-35.3629599,149.1652222,91558.5,-1.0,0.0,-152.0,RTL,-0.0005704604263883084,0.001967319520190358,-0.06880015879869461,0.0001993267796933651,0.0011237698490731418,0.002229265694040805,0.0,0.0,-999.5,2.0,2.5,3.0
05:38:19,31230.0,-35.3629599,149.1652222,94627.0,-1.0,0.0,-152.0,RTL,-0.0008952292846515775,0.0025007931981235743,-0.06535761803388596,-0.00037022086326032877,0.0009712156606838107,0.00256996788084507,0.0,0.0,-1000.0,1.0,2.0,4.0
05:38:20,12129.0,-35.3629599,149.1652222,95596.75,-1.75,0.0,-151.75,RTL,-0.0007848662644391879,0.0071758945705369115,-0.06423322297632694,-0.00023884177790023386,0.022739838110283017,0.003318739007227123,0.0,0.0,-998.5,1.5,24.0,4.5
05:38:21,12129.0,-35.36296075,149.16522225,97139.5,-25.0,2.0,-150.0,RTL,-0.002497347246389836,0.04740701988339424,-0.06265627592802048,-0.005335630849003792,0.042976634576916695,0.0012134263524785638,2.5,1.5,-998.0,-3.0,44.5,2.0
05:38:23,12129.0,-35.3629751,149.1652232,100064.5,-157.0,5.0,-125.0,RTL,-0.03139196429401636,0.14874307438731194,0.0020434577018022537,-0.0781399083789438,0.11535014398396015,0.25297265918925405,28.5,10.5,-967.0,-76.0,116.5,254.0
05:38:25,12129.0,-35.3630218,149.1652214,101393.0,-335.0,9.0,-4.5,RTL,0.05158052407205105,0.09715580195188522,0.4323151558637619,-0.009151368867605925,-0.007803274318575859,0.00810646265745163,74.0,4.0,-949.5,-6.5,-5.5,9.5
05:38:26,142562.0,-35.363053324999996,149.1652244,101247.5,-368.0,46.0,26.0,RTL,0.02683318918570876,0.11798407882452011,0.4035576209425926,-0.08117498084902763,0.018885279539972544,-0.05699207843281329,92.0,4.75,-988.0,-79.0,20.5,-54.75
05:38:27,142562.0,-35.36308805,149.16522945,101026.0,-401.0,45.0,11.5,RTL,-0.016071784542873502,0.12640376016497612,0.35337598621845245,0.03374297916889191,-0.010054812300950289,-0.022546459455043077,102.5,15.5,-1014.5,36.5,-8.0,-20.5
05:38:29,142562.0,-35.36316225,149.165235,100947.0,-408.0,16.5,-3.5,RTL,-0.03775815851986408,0.07140441238880157,0.27329401671886444,-0.16949518024921417,-0.050084833055734634,-0.031833325047045946,92.0,21.0,-990.5,-167.0,-47.5,-30.5
05:38:31,102808.5,-35.3632264,149.1652365,100976.5,-282.0,9.5,-0.5,RTL,-0.04992822743952274,-0.026329126674681902,0.2125551402568817,-0.12265518307685852,-0.04882359504699707,-0.021435475500766188,62.5,25.0,-995.5,-120.0,-46.5,-19.5
05:38:33,63055.0,-35.36325885,149.1652371,100957.0,-81.5,-2.5,0.0,RTL,-0.026071141473948956,-0.0551298800855875,0.16839639097452164,-0.02772197127342224,0.03665446303784847,-0.01679476210847497,17.0,5.0,-994.5,-25.0,38.0,-14.5
05:38:35,63055.0,-35.3632654,149.16523654999997,100951.0,-3.5,2.0,-0.5,RTL,-0.0005247476510703564,-0.0161289325915277,0.13360608369112015,0.14378255605697632,0.019732040353119373,-0.009196048602461815,1.5,9.5,-1003.0,146.5,21.0,-7.0
05:38:36,17734.0,-35.36326565,149.16523665,100959.0,1.0,2.75,-0.5,RTL,0.003583247511414811,0.00038254933315329254,0.12054429389536381,0.159672562032938,-0.005027261795476079,-0.00941881409380585,0.0,4.5,-995.5,161.75,-3.0,-7.25
05:38:37,17734.0,-35.3632658,149.1652367,100963.5,4.5,3.5,-0.5,RTL,0.001844203332439065,-0.010772740468382835,0.10902006551623344,0.02557206153869629,-0.0018374680075794458,-0.010639820247888565,-1.0,0.0,-1001.0,27.5,0.0,-8.5
05:38:39,17734.0,-35.3632647,149.16523684999999,100962.5,12.5,3.5,-1.0,RTL,0.001083265757188201,-0.0032213086378760636,0.09027336537837982,0.037613630294799805,0.004354825476184487,-0.008890511002391577,-1.5,-2.0,-1006.0,40.0,5.5,-7.0
05:38:41,17734.0,-35.363263450000005,149.16523719999998,100946.0,8.0,3.0,10.5,RTL,-0.002808244782499969,0.00033797994547057897,0.07583336532115936,0.08772307634353638,0.001189785310998559,-0.005292362300679088,-0.5,5.0,-968.0,90.0,2.0,-3.0
05:38:42,31198.0,-35.363263075,149.165237875,100645.75,6.25,-0.25,61.25,RTL,0.009622587007470429,0.0011877029610332102,0.06971178576350212,0.744869202375412,-0.0006301902467384934,-0.004531654238235205,0.75,7.5,-927.0,745.75,0.75,-2.25
05:38:43,31198.0,-35.363262950000006,149.1652388,99734.5,5.0,-5.0,109.5,RTL,0.005399924935773015,-0.00010241788913845085,0.06363123469054699,1.1986587047576904,0.0008647912181913853,0.00668301252881065,-0.5,27.0,-936.5,1199.0,2.5,8.0
05:38:45,31198.0,-35.3632629,149.1652382,97534.5,3.5,-7.5,96.5,RTL,0.008618675405159593,-0.006774069974198937,0.05324745550751686,1.1121874153614044,0.0011232741526328027,0.002386817883234471,-4.0,72.5,-1037.0,1116.0,2.0,4.0
05:38:47,26424.5,-35.3632626,149.16523354999998,95496.0,3.0,20.5,98.0,RTL,0.02710059843957424,-0.006443847436457872,0.04327382706105709,0.1121146985096857,0.0035502826794981956,-0.019724221900105476,-4.0,49.0,-968.5,117.0,4.5,-17.5
05:38:49,21651.0,-35.36326205,149.1652311,93467.0,0.5,50.5,101.5,RTL,0.0454550813883543,0.0018512499809730798,0.037300702184438705,1.206977128982544,0.0007009325199760497,-0.0028337787371128798,0.5,64.0,-1085.0,1211.5,1.5,-0.5
05:38:51,21651.0,-35.3632618,149.16523485,91418.5,-1.0,38.0,102.0,RTL,-0.005202918080613017,0.008078979328274727,0.030430792830884457,0.7830252349376678,-0.002040260238572955,0.00024208443937823176,4.5,58.5,-1073.5,789.0,-0.5,1.5
05:38:52,37163.0,-35.363261924999996,149.165236825,90403.5,-1.75,19.0,99.0,RTL,-0.008517650654539466,0.0034757821122184396,0.027465282939374447,0.8341104239225388,-0.0030012330680619925,-0.00031607705750502646,2.75,62.5,-1000.25,840.0,-1.75,1.25
05:38:53,37163.0,-35.36326215,149.1652381,89383.0,-0.5,6.0,97.0,RTL,-0.008800309151411057,0.0015884250751696527,0.02391674928367138,1.0302955508232117,0.0027039165142923594,0.0032823452493175864,2.5,66.0,-1015.0,1036.0,3.5,5.0
05:38:55,37163.0,-35.36326245,149.16523965,87347.5,1.0,-12.5,104.0,RTL,-0.003109790035523474,-0.0021667873370461166,0.01774368528276682,1.568746030330658,-0.003755351295694709,0.0001168729504570365,0.0,75.5,-952.5,1573.0,-2.0,2.0
05:38:57,37163.0,-35.3632626,149.16523875000001,85297.5,2.0,-11.0,100.5,RTL,0.016594210173934698,-0.0019670268520712852,0.012753020040690899,1.3754554390907288,0.01340035255998373,0.00985602242872119,-2.0,33.0,-1000.5,1378.0,14.0,11.0
05:38:58,13745.0,-35.3632625,149.16523825,84270.25,2.75,-7.5,100.0,RTL,0.017094133654609323,-7.666519013582729e-05,0.011298532830551267,1.3961876034736633,0.001387564407195896,-0.0034907512308564037,-0.5,47.25,-994.25,1399.0,2.75,-1.5
05:38:59,13745.0,-35.36326235,149.16523834999998,83237.5,1.5,-5.5,99.0,RTL,0.010988085996359587,0.001768409158103168,0.009665795601904392,1.2972488403320312,0.0006204376695677638,0.001425313064828515,0.5,43.0,-1078.0,1300.0,1.5,3.0
05:39:01,13745.0,-35.3632623,149.16523825000002,81193.5,0.0,-10.0,101.5,RTL,0.009898914955556393,-0.0016860490140970796,0.00626193662174046,-0.09384413808584213,-0.004531203303486109,-0.002561562228947878,-1.5,-45.5,-955.5,-93.0,-2.5,-0.5
05:39:03,27552.5,-35.3632623,149.1652367,79145.0,0.5,2.0,99.5,RTL,-0.0045311797875911,0.00030397402224480174,0.0027221685741096735,-1.3678988814353943,0.00037035904824733734,-0.003985084127634764,0.0,-75.0,-961.5,-1365.0,1.5,-1.5
05:39:05,41360.0,-35.3632622,149.16523715,77121.0,0.0,2.5,98.5,RTL,-0.02001346368342638,0.0010343315952923149,-6.4153726270888e-05,-1.528359293937683,-0.0026628696359694004,-0.0022693632636219263,0.0,-63.5,-957.0,-1525.0,-1.0,0.0
05:39:07,41360.0,-35.363262250000005,149.16523665,75090.5,0.0,2.5,97.5,RTL,-0.00623173697385937,-0.0018800225225277245,-0.0025335483951494098,-1.3513686656951904,-0.0029982407577335835,0.0004510837607085705,-1.5,-42.0,-1006.5,-1347.5,-2.0,2.5
05:39:08,88614.0,-35.3632623,149.16523577499999,74074.5,0.5,7.0,98.5,RTL,0.007729361415840685,-0.002042320469627157,-0.003652962332125753,-1.2743455171585083,0.00025044759968295693,-0.002095793024636805,-0.5,-70.0,-993.5,-1271.5,1.25,0.25
05:39:15,88614.0,-35.363262250000005,149.16524245,66941.5,-1.0,-49.5,100.0,RTL,-0.03392183221876621,-0.0027028219774365425,-0.008171801920980215,-1.2320663928985596,-0.0014502860140055418,-0.0028360961005091667,-1.5,-57.0,-1038.0,-1231.0,0.0,0.0
05:39:17,88614.0,-35.3632623,149.1652401,64881.5,0.0,-31.0,100.0,RTL,-0.02357129193842411,-0.0012113925185985863,-0.009423512034118176,-1.3668240308761597,0.0034818649291992188,-0.006182708544656634,-4.0,-49.0,-1021.5,-1365.0,5.0,-3.0
05:39:18,14753.0,-35.363262275000004,149.165239025,63851.5,0.0,-20.0,99.0,RTL,-0.0238842589315027,-0.0004202937552690855,-0.01010049949400127,-1.1976332664489746,0.004545141477137804,-0.00279632379533723,-2.5,-26.25,-998.5,-1195.0,5.5,-0.25
05:39:19,14753.0,-35.36326215,149.1652387,62823.5,0.0,-14.5,98.0,RTL,-0.03026727680116892,0.0014062806367292069,-0.011154972948133945,-1.103304773569107,0.0010478285839781165,0.001391092431731522,0.0,-22.0,-1022.5,-1100.5,2.0,3.5
05:39:21,14753.0,-35.363262,149.1652396,60725.5,-0.5,-15.0,94.5,RTL,-0.016975259874016047,0.0035288389772176743,-0.011909911409020424,0.8662527650594711,-0.0023959254031069577,0.0026873776223510504,0.5,55.0,-1030.5,868.0,-1.0,4.5
05:39:23,14753.0,-35.363262,149.16524049999998,58631.0,-1.0,-21.5,92.0,RTL,-0.016324666794389486,0.002990586101077497,-0.012298475950956345,1.2532816529273987,0.001882515731267631,-0.00018917955458164215,0.0,63.5,-1051.5,1254.5,2.5,2.0
05:39:24,58782.0,-35.363262,149.16524082499998,57615.75,-2.0,-27.25,96.0,RTL,-0.00830866739852354,0.001627529738470912,-0.01249257754534483,1.3129427433013916,0.005555236115469597,0.002415579976513982,-1.0,62.5,-1021.5,1313.5,6.25,4.5
05:39:25,58782.0,-35.363262,149.16524040000002,56593.5,-2.0,-25.5,99.0,RTL,-0.005441231420263648,0.0017591399373486638,-0.012321939691901207,1.2501898407936096,-0.0022971875150687993,0.004670330788940191,-3.5,70.0,-1047.0,1251.0,-0.5,6.5
05:39:27,58782.0,-35.363262,149.1652374,54567.0,-3.0,-9.5,94.0,RTL,0.02509877784177661,-0.0008270159742096439,-0.01391849759966135,1.315043032169342,0.00913954945281148,-0.0006766038713976741,-4.0,72.5,-1021.5,1315.0,10.0,1.5
05:39:29,58782.0,-35.363261949999995,149.16523510000002,52522.5,-1.0,15.0,98.5,RTL,0.03306255675852299,0.0035155840450897813,-0.0142990886233747,1.112367331981659,0.0024471296928822994,0.003945011645555496,0.0,25.0,-1064.5,1111.0,4.5,6.5
05:39:30,17397.0,-35.3632619,149.165235575,51500.0,-2.0,15.25,98.0,RTL,0.024715673178434372,0.003900684299878776,-0.014714753720909357,0.861375667154789,-2.137548290193081e-05,0.0051393231842666864,1.0,14.5,-979.25,859.75,1.5,7.25
05:39:31,17397.0,-35.363261949999995,149.1652358,50484.0,-2.0,12.5,98.5,RTL,0.0234069861471653,0.001705720216705231,-0.014593050349503756,0.3895267993211746,-0.0015963134937919676,-0.0001850305125117302,0.0,-24.0,-973.0,386.5,0.0,2.0
05:39:33,17397.0,-35.3632621,149.16523460000002,48457.5,-0.5,18.0,98.5,RTL,0.01946678478270769,0.0002480706898495555,-0.015222417656332254,-0.8118248879909515,0.00033238972537219524,-0.004984409897588193,-0.5,-63.5,-989.5,-813.0,2.0,-2.0
05:39:35,30582.0,-35.36326205,149.16523610000002,46425.0,0.0,17.5,102.5,RTL,-0.008371137781068683,0.007907948456704617,-0.013940077275037766,-1.1450183391571045,0.0027243372751399875,-0.008687184425070882,6.5,-87.5,-957.0,-1146.0,4.0,-5.5
05:39:37,43767.0,-35.3632618,149.1652437,44404.0,-2.0,-27.0,103.5,RTL,-0.08270709961652756,0.00948812486603856,-0.014353654813021421,-1.08359032869339,-0.006363981636241078,-0.0024508668575435877,4.5,-26.0,-989.0,-1082.0,-4.0,0.0
05:39:39,43767.0,-35.363262399999996,149.16524435000002,42373.0,-2.5,-58.5,102.5,RTL,-0.03895648010075092,-0.0069218038115650415,-0.015336976386606693,0.3702346086502075,-0.0039182608015835285,0.009125893702730536,-5.5,62.5,-981.5,372.0,-2.0,11.5
05:39:40,26748.0,-35.363262625,149.165241075,41347.0,-0.25,-45.0,105.0,RTL,-0.009661142685217783,-0.009619383607059717,-0.015090178931131959,-0.11102969944477081,0.0022033046989236027,-0.0045241754851303995,-8.25,49.25,-991.25,-109.25,3.75,-2.0
05:39:41,26748.0,-35.3632627,149.16523695,40319.5,1.0,-17.5,100.0,RTL,0.02845596894621849,-0.010061149019747972,-0.016678765416145325,0.7432180643081665,0.005015272181481123,0.002886348986066878,-10.0,76.0,-1004.5,744.5,6.0,5.0
05:39:43,26748.0,-35.363262500000005,149.1652306,38294.0,4.5,43.0,99.5,RTL,0.051053611561656,-0.0011357127223163843,-0.014050997328013182,0.7576766163110733,0.007475105579942465,0.0040434274123981595,-0.5,63.0,-992.0,759.5,8.5,6.5
