,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
13:17:42.921,20590.0,0.0,0.0,0.4,1.7,250.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.3,0.3,249.0,2.5,4.0
13:17:47.962,21494.0,0.0,0.0,0.7,0.5,550.0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,1.5,6.9,452.0,4.0,3.0
13:17:52.871,26129.0,0.0,0.0,0.5,0.7,380.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,4.6,4.7,222.0,3.0,4.0
13:17:57.782,27664.0,0.0,0.0,0.5,0.3,80.0,1.0,0.1,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,8.2,3.4,686.0,5.0,3.5
13:18:03.051,547.0,0.0,0.0,0.4,0.5,940.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,2.2,1.0,459.0,4.0,3.0
13:18:08.588,17525.0,0.0,0.0,0.9,0.2,610.0,1.0,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,2.6,0.8,288.0,4.0,3.5
13:18:14.207,2508.0,0.0,0.0,0.2,0.5,120.0,1.0,0.1,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,2.7,5.1,968.0,2.5,2.5
13:18:20.612,17872.0,0.0,0.0,0.2,0.7,120.0,1.0,0.1,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,7.0,1.3,325.0,2.5,5.0
13:18:25.351,4446.0,0.0,0.0,0.2,0.4,570.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,4.8,0.1,364.0,4.0,2.5
13:18:29.876,7571.0,0.0,0.0,0.3,0.5,760.0,1.0,0.1,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,0.8,4.1,612.0,2.5,3.0
13:18:34.723,21171.0,0.0,0.0,0.2,0.2,60.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,9.7,1.2,142.0,3.0,3.5
13:18:39.571,8521.0,0.0,0.0,0.5,0.3,960.0,1.0,0.1,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,1.4,0.6,963.0,2.5,2.5
13:18:44.729,8436.0,0.0,0.0,0.7,0.5,60.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,3.5,6.3,625.0,3.0,3.0
