,A.RTL3
13:17:21.377,-1.0
13:17:21.578,-1.0
13:17:21.780,-1.0
13:17:21.981,-1.0
13:17:22.182,-1.0
13:17:42.727,-1.0
13:17:42.928,-1.0
13:17:43.130,-1.0
13:17:43.331,-1.0
13:17:43.533,-1.0
13:17:43.734,-1.0
13:17:43.935,-1.0
13:17:44.137,-1.0
13:17:44.338,-1.0
13:17:44.539,-1.0
13:17:44.741,-1.0
13:17:44.942,-1.0
13:17:45.143,-1.0
13:17:45.344,-1.0
13:17:45.546,-1.0
13:17:45.747,-1.0
13:17:46.077,-1.0
13:17:46.278,-1.0
13:17:46.480,-1.0
13:17:46.681,-1.0
13:17:46.883,-1.0
13:17:47.085,-1.0
13:17:47.287,-1.0
13:17:47.489,-1.0
13:17:47.690,-1.0
13:17:47.891,-1.0
13:17:48.093,-1.0
13:17:48.294,-1.0
13:17:48.496,-1.0
13:17:48.697,-1.0
13:17:48.898,-1.0
13:17:49.100,-1.0
13:17:49.302,-1.0
13:17:49.504,-1.0
13:17:49.704,-1.0
13:17:49.905,-1.0
13:17:50.107,-1.0
13:17:50.309,-1.0
13:17:50.510,-1.0
13:17:50.711,-1.0
13:17:50.912,-1.0
13:17:51.114,-1.0
13:17:51.315,-1.0
13:17:51.623,-1.0
13:17:51.824,-1.0
13:17:52.025,-1.0
13:17:52.227,-1.0
13:17:52.428,-1.0
13:17:52.630,-1.0
13:17:52.831,-1.0
13:17:53.033,-1.0
13:17:53.235,-1.0
13:17:53.436,-1.0
13:17:53.637,-1.0
13:17:53.838,-1.0
13:17:54.039,-1.0
13:17:54.242,-1.0
13:17:54.443,-1.0
13:17:54.645,-1.0
13:17:54.846,-1.0
13:17:55.047,-1.0
13:17:55.249,-1.0
13:17:55.451,-1.0
13:17:55.652,-1.0
13:17:55.853,-1.0
13:17:56.054,-1.0
13:17:56.256,-1.0
13:17:56.457,-1.0
13:17:56.659,-1.0
13:17:56.861,-1.0
13:17:57.063,-1.0
13:17:57.264,-1.0
13:17:57.466,-1.0
13:17:57.668,-1.0
13:17:57.869,-1.0
13:17:58.070,-1.0
13:17:58.272,-1.0
13:17:58.473,-1.0
13:17:58.674,-1.0
13:17:58.875,-1.0
13:17:59.075,-1.0
13:17:59.278,-1.0
13:17:59.480,-1.0
13:17:59.681,-1.0
13:17:59.882,-1.0
13:18:00.084,-1.0
13:18:00.285,-1.0
13:18:00.486,-1.0
13:18:00.688,-1.0
13:18:00.889,-1.0
13:18:01.090,-1.0
13:18:01.297,-1.0
13:18:01.498,-1.0
13:18:02.137,-1.0
13:18:02.338,-1.0
13:18:02.539,-1.0
13:18:02.740,-1.0
13:18:02.941,-1.0
13:18:03.143,-1.0
13:18:03.344,-1.0
13:18:03.545,-1.0
13:18:03.746,-1.0
13:18:03.948,-1.0
13:18:04.149,-1.0
13:18:04.350,-1.0
13:18:04.552,-1.0
13:18:04.753,-1.0
13:18:04.954,-1.0
13:18:05.155,-1.0
13:18:05.356,-1.0
13:18:05.557,-1.0
13:18:05.759,-1.0
13:18:05.961,-1.0
13:18:06.194,-1.0
13:18:06.395,-1.0
13:18:06.598,-1.0
13:18:06.800,-1.0
13:18:07.002,-1.0
13:18:07.205,-1.0
13:18:07.407,-1.0
13:18:07.609,-1.0
13:18:07.810,-1.0
13:18:08.014,-1.0
13:18:08.217,-1.0
13:18:08.418,-1.0
13:18:08.619,-1.0
13:18:08.820,-1.0
13:18:09.022,-1.0
13:18:09.223,-1.0
13:18:09.425,-1.0
13:18:09.626,-1.0
13:18:09.827,-1.0
13:18:10.028,-1.0
13:18:10.230,-1.0
13:18:10.431,-1.0
13:18:10.632,-1.0
13:18:10.834,-1.0
13:18:11.035,-1.0
13:18:11.236,-1.0
13:18:11.438,-1.0
13:18:11.640,-1.0
13:18:11.841,-1.0
13:18:12.042,-1.0
13:18:12.253,-1.0
13:18:12.455,-1.0
13:18:12.657,-1.0
13:18:12.858,-1.0
13:18:13.060,-1.0
13:18:13.261,-1.0
13:18:13.463,-1.0
13:18:13.666,-1.0
13:18:13.867,-1.0
13:18:14.070,-1.0
13:18:14.272,-1.0
13:18:14.473,-1.0
13:18:14.674,-1.0
13:18:14.875,-1.0
13:18:15.076,-1.0
13:18:15.277,-1.0
13:18:15.478,-1.0
13:18:15.679,-1.0
13:18:15.880,-1.0
13:18:16.081,-1.0
13:18:16.282,-1.0
13:18:16.484,-1.0
13:18:16.686,-1.0
13:18:16.886,-1.0
13:18:17.087,-1.0
13:18:17.289,-1.0
13:18:17.491,-1.0
13:18:17.692,-1.0
13:18:17.894,-1.0
13:18:18.095,-1.0
13:18:18.389,-1.0
13:18:18.591,-1.0
13:18:18.792,-1.0
13:18:18.995,-1.0
13:18:19.196,-1.0
13:18:19.398,-1.0
13:18:19.600,-1.0
13:18:19.801,-1.0
13:18:20.003,-1.0
13:18:20.206,-1.0
13:18:20.407,-1.0
13:18:20.609,-1.0
13:18:20.810,-1.0
13:18:21.011,-1.0
13:18:21.213,-1.0
13:18:21.414,-1.0
13:18:21.616,-1.0
13:18:21.817,-1.0
13:18:22.019,-1.0
13:18:22.221,-1.0
13:18:22.423,-1.0
13:18:22.624,-1.0
13:18:22.825,-1.0
13:18:23.027,-1.0
13:18:23.228,-1.0
13:18:23.430,-1.0
13:18:23.633,-1.0
13:18:23.834,-1.0
13:18:24.035,-1.0
13:18:24.249,-1.0
13:18:24.450,-1.0
13:18:24.652,-1.0
13:18:24.854,-1.0
13:18:25.056,-1.0
13:18:25.258,-1.0
13:18:25.459,-1.0
13:18:25.661,-1.0
13:18:25.862,-1.0
13:18:26.064,-1.0
13:18:26.266,-1.0
13:18:26.467,-1.0
13:18:26.668,-1.0
13:18:26.869,-1.0
13:18:27.070,-1.0
13:18:27.271,-1.0
13:18:27.472,-1.0
13:18:27.675,-1.0
13:18:27.876,-1.0
13:18:28.077,-1.0
13:18:28.278,-1.0
13:18:28.480,-1.0
13:18:28.681,-1.0
13:18:28.883,-1.0
13:18:29.084,-1.0
13:18:29.285,-1.0
13:18:29.487,-1.0
13:18:29.688,-1.0
13:18:29.890,-1.0
13:18:30.093,-1.0
13:18:30.295,-1.0
13:18:30.496,-1.0
13:18:30.697,-1.0
13:18:30.899,-1.0
13:18:31.100,-1.0
13:18:31.302,-1.0
13:18:31.504,-1.0
13:18:31.705,-1.0
13:18:31.908,-1.0
13:18:32.109,-1.0
13:18:32.310,-1.0
13:18:32.512,-1.0
13:18:32.713,-1.0
13:18:32.952,-1.0
13:18:33.153,-1.0
13:18:33.355,-1.0
13:18:33.557,-1.0
13:18:33.763,-1.0
13:18:33.965,-1.0
13:18:34.167,-1.0
13:18:34.368,-1.0
13:18:34.569,-1.0
13:18:34.771,-1.0
13:18:34.972,-1.0
13:18:35.173,-1.0
13:18:35.375,-1.0
13:18:35.577,-1.0
13:18:35.777,-1.0
13:18:35.979,-1.0
13:18:36.181,-1.0
13:18:36.382,-1.0
13:18:36.583,-1.0
13:18:36.785,-1.0
13:18:36.985,-1.0
13:18:37.187,-1.0
13:18:37.388,-1.0
13:18:37.590,-1.0
13:18:37.791,-1.0
13:18:37.993,-1.0
13:18:38.195,-1.0
13:18:38.397,-1.0
13:18:38.598,-1.0
13:18:38.800,-1.0
13:18:39.002,-1.0
13:18:39.203,-1.0
13:18:39.404,-1.0
13:18:39.605,-1.0
13:18:39.807,-1.0
13:18:40.009,-1.0
13:18:40.210,-1.0
13:18:40.412,-1.0
13:18:40.613,-1.0
13:18:40.814,-1.0
13:18:41.016,-1.0
13:18:41.217,-1.0
13:18:41.418,-1.0
13:18:41.620,-1.0
13:18:41.821,-1.0
13:18:42.023,-1.0
13:18:42.224,-1.0
13:18:42.425,-1.0
13:18:42.745,-1.0
13:18:42.947,-1.0
13:18:43.149,-1.0
13:18:43.351,-1.0
13:18:43.554,-1.0
13:18:43.757,-1.0
13:18:43.961,-1.0
13:18:44.168,-1.0
13:18:44.371,-1.0
13:18:44.573,-1.0
13:18:44.774,-1.0
13:18:44.975,-1.0
13:18:45.177,-1.0
13:18:45.378,-1.0
13:18:45.579,-1.0
13:18:45.780,-1.0
13:18:45.982,-1.0
13:18:46.184,-1.0
13:18:46.385,-1.0
13:18:46.587,-1.0
13:18:46.788,-1.0
13:18:46.989,-1.0
13:18:47.190,-1.0
13:18:47.391,-1.0
13:18:47.592,-1.0
13:18:47.793,-1.0
13:18:47.994,-1.0
13:18:48.195,-1.0
13:18:48.397,-0.921
13:18:48.598,-0.228
13:18:48.799,-0.228
13:18:49.000,-0.001
13:18:49.201,-0.001
13:18:49.402,-0.0
13:18:49.604,-0.0
13:18:49.805,-0.0
13:18:50.007,-0.0
13:18:50.209,-0.0
13:18:50.410,-0.173
13:18:50.612,-0.2
13:18:50.813,-0.2
13:18:51.014,-0.2
13:18:51.215,-0.187
13:18:51.417,-0.187
13:18:51.617,-0.187
13:18:51.819,-0.187
13:18:52.020,-0.187
13:18:52.221,-0.187
13:18:52.423,-0.187
13:18:52.624,-0.187
13:18:52.826,-0.187
13:18:53.028,-0.159
13:18:53.229,-0.146
13:18:53.431,-0.077
13:18:53.633,-0.077
13:18:53.834,-0.077
13:18:54.037,-0.077
13:18:54.239,-0.077
13:18:54.441,0.0
13:18:54.642,-0.0
13:18:54.844,0.0
13:18:55.045,0.0
13:18:55.246,0.0
13:18:55.447,0.0
13:18:55.648,0.0
13:18:55.849,0.0
13:18:56.053,0.0
13:18:56.254,0.0
13:18:56.455,0.0
13:18:56.656,0.0
13:18:56.857,-0.0
13:18:57.058,-0.0
13:18:57.259,-0.001
13:18:57.460,-0.003
13:18:57.662,-0.003
13:18:57.863,-0.003
13:18:58.064,-0.003
13:18:58.265,-0.012
13:18:58.545,-0.015
13:18:58.746,-0.021
13:18:58.947,-0.027
13:18:59.148,-0.033
13:18:59.350,-0.024
13:18:59.551,-0.024
13:18:59.752,-0.024
13:18:59.954,-0.024
13:19:00.156,-0.024
13:19:00.358,-0.022
13:19:00.560,-0.022
13:19:00.761,-0.028
13:19:00.962,-0.034
13:19:01.163,-0.039
13:19:01.364,-0.028
13:19:01.565,-0.028
13:19:01.766,-0.028
13:19:01.970,-0.028
13:19:02.172,-0.028
13:19:02.373,-0.028
13:19:02.599,-0.028
13:19:02.800,-0.028
13:19:03.001,-0.033
13:19:03.203,-0.039
13:19:03.404,-0.023
13:19:03.606,-0.023
13:19:03.808,-0.023
13:19:04.014,-0.023
13:19:04.215,-0.023
13:19:04.419,-0.023
13:19:04.621,-0.029
13:19:04.822,-0.029
13:19:05.023,-0.035
13:19:05.224,-0.041
13:19:05.426,-0.047
13:19:05.626,-0.047
13:19:05.828,-0.047
13:19:06.029,-0.047
13:19:06.230,-0.047
13:19:06.432,-0.024
13:19:06.632,-0.031
13:19:06.834,-0.031
13:19:07.035,-0.037
13:19:07.237,-0.043
13:19:07.438,-0.025
13:19:07.640,-0.025
13:19:07.840,-0.025
13:19:08.042,-0.025
13:19:08.244,-0.025
13:19:08.445,-0.026
13:19:08.647,-0.032
13:19:08.850,-0.038
13:19:09.052,-0.038
13:19:09.253,-0.045
13:19:09.455,-0.033
13:19:09.657,-0.033
13:19:09.862,-0.033
13:19:10.064,-0.033
13:19:10.267,-0.033
13:19:10.469,-0.027
13:19:10.671,-0.034
13:19:10.873,-0.04
13:19:11.074,-0.04
13:19:11.275,-0.047
13:19:11.476,-0.054
13:19:11.678,-0.054
13:19:11.879,-0.054
13:19:12.081,-0.054
13:19:12.283,-0.054
13:19:12.484,-0.029
13:19:12.685,-0.036
13:19:12.886,-0.043
13:19:13.087,-0.043
13:19:13.288,-0.05
13:19:13.490,-0.036
13:19:13.691,-0.036
13:19:13.893,-0.036
13:19:14.094,-0.036
13:19:14.295,-0.03
13:19:14.517,-0.03
13:19:14.718,-0.038
13:19:14.920,-0.046
13:19:15.122,-0.053
13:19:15.323,-0.053
13:19:15.526,-0.031
13:19:15.728,-0.031
13:19:15.930,-0.031
13:19:16.133,-0.031
13:19:16.335,-0.031
13:19:16.538,-0.032
13:19:16.739,-0.04
13:19:16.941,-0.049
13:19:17.142,-0.057
13:19:17.343,-0.057
13:19:17.544,-0.065
13:19:17.745,-0.065
13:19:17.948,-0.065
13:19:18.150,-0.065
13:19:18.351,-0.043
13:19:18.553,-0.043
13:19:18.754,-0.043
13:19:18.955,-0.052
13:19:19.157,-0.061
13:19:19.358,-0.036
13:19:19.558,-0.036
13:19:19.760,-0.036
13:19:19.961,-0.036
13:19:20.163,-0.036
13:19:20.387,-0.037
13:19:20.588,-0.037
13:19:20.790,-0.047
13:19:20.991,-0.056
13:19:21.192,-0.066
13:19:21.394,-0.048
13:19:21.595,-0.048
13:19:21.797,-0.048
13:19:21.998,-0.048
13:19:22.200,-0.048
13:19:22.401,-0.049
13:19:22.602,-0.05
13:19:22.803,-0.05
13:19:23.004,-0.06
13:19:23.205,-0.07
13:19:23.406,-0.042
13:19:23.607,-0.042
13:19:23.809,-0.042
13:19:24.011,-0.042
13:19:24.212,-0.042
13:19:24.414,-0.054
13:19:24.616,-0.054
13:19:24.817,-0.054
13:19:25.018,-0.065
13:19:25.219,-0.076
13:19:25.420,-0.046
13:19:25.621,-0.046
13:19:25.824,-0.046
13:19:26.025,-0.046
13:19:26.227,-0.046
13:19:26.428,-0.041
13:19:26.629,-0.053
13:19:26.831,-0.065
13:19:27.032,-0.077
13:19:27.234,-0.089
13:19:27.435,-0.089
13:19:27.637,-0.051
13:19:27.838,-0.051
13:19:28.040,-0.051
13:19:28.241,-0.051
13:19:28.442,-0.053
13:19:28.744,-0.053
13:19:28.946,-0.067
13:19:29.147,-0.079
