,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
19:51:42.152,1175.0,0.3,0.5,-9.4,0.25,2.4,0.0,2875.0,180.0,1.0,0.1,50.0,50.0,627.0,0.0
19:51:48.146,13921.0,0.5,0.2,1.7,0.25,2.6,0.0,2530.0,320.0,1.0,0.1,50.0,50.0,498.0,0.0
19:51:54.020,140596.0,0.2,0.9,-9.8,0.25,3.5,0.0,4079.0,160.0,1.0,0.1,50.0,50.0,556.0,0.0
19:52:00.095,102994.0,0.4,1.2,-8.8,0.25,2.4,0.0,10395.0,250.0,1.0,0.1,50.0,50.0,329.0,0.0
19:52:06.083,157742.0,0.2,1.2,2.5,0.25,2.5,0.0,433.0,150.0,1.0,0.1,50.0,50.0,649.0,0.0
19:52:12.253,25348.0,0.4,0.5,-4.3,0.25,1.9,0.0,2839.0,670.0,1.0,0.1,50.0,50.0,119.0,0.0
19:52:18.297,11980.0,0.2,1.7,-7.1,0.25,0.1,0.0,12419.0,280.0,1.0,0.1,50.0,50.0,14.0,0.0
19:52:24.291,134281.0,0.5,1.3,8.3,0.25,0.6,0.0,2750.0,20.0,1.0,0.1,50.0,50.0,36.0,0.0
19:52:30.370,227758.0,0.9,0.9,3.5,0.25,3.2,0.0,31903.0,470.0,1.0,0.1,50.0,50.0,273.0,0.0
19:52:36.351,12155.0,0.4,0.5,-6.2,0.25,2.6,0.0,16608.0,210.0,1.0,0.1,50.0,50.0,774.0,0.0
19:52:42.239,85574.0,0.2,0.2,9.1,0.25,4.4,0.0,196.0,220.0,1.0,0.1,50.0,50.0,5.0,0.0
19:52:48.216,93138.0,0.4,0.5,4.6,0.25,0.6,0.0,17437.0,100.0,1.0,0.1,50.0,50.0,713.0,0.0
19:52:54.164,55466.0,0.4,0.9,5.1,0.25,0.2,0.0,8240.0,100.0,1.0,0.1,50.0,50.0,852.0,0.0
19:53:00.290,120962.0,0.3,0.3,-3.2,0.25,1.1,0.0,6486.0,180.0,1.0,0.1,50.0,50.0,69.0,0.0
19:53:06.387,101305.0,0.7,0.5,3.9,0.25,4.1,0.0,1693.0,80.0,1.0,0.1,50.0,50.0,172.0,0.0
19:53:12.404,266360.0,0.2,1.7,-6.2,0.25,0.2,0.0,525.0,370.0,1.0,0.1,50.0,50.0,38.0,0.0
19:53:18.525,40869.0,0.5,0.3,-8.4,0.25,3.2,0.0,1775.0,240.0,1.0,0.1,50.0,50.0,426.0,0.0
19:53:24.016,52909.0,0.9,0.5,4.6,0.25,0.1,0.0,18213.0,570.0,1.0,0.1,50.0,50.0,318.0,0.0
19:53:30.295,212588.0,0.9,1.3,-4.8,0.25,0.2,0.0,14834.0,310.0,1.0,0.1,50.0,50.0,168.0,0.0
19:53:36.279,99495.0,0.5,2.0,2.6,0.25,2.1,0.0,11049.0,810.0,1.0,0.1,50.0,50.0,217.0,0.0
19:53:42.097,7979.0,0.5,1.9,-4.9,0.25,1.1,0.0,13914.0,690.0,1.0,0.1,50.0,50.0,264.0,0.0
19:53:47.935,28628.0,0.4,1.7,-4.9,0.25,2.6,0.0,1448.0,20.0,1.0,0.1,50.0,50.0,168.0,0.0
19:53:52.978,159569.0,0.7,0.5,-8.8,0.25,1.1,0.0,5626.0,620.0,1.0,0.1,50.0,50.0,225.0,0.0
19:53:58.426,16585.0,0.4,0.2,1.4,0.25,1.1,0.0,457.0,500.0,1.0,0.1,50.0,50.0,281.0,0.0
19:54:04.401,65476.0,0.2,0.2,2.6,0.25,0.6,0.0,15658.0,80.0,1.0,0.1,50.0,50.0,322.0,0.0
19:54:10.342,8382.0,0.5,0.3,-3.1,0.25,3.4,0.0,5020.0,20.0,1.0,0.1,50.0,50.0,30.0,0.0
19:54:16.494,221595.0,0.4,0.4,-1.0,0.25,0.8,0.0,4840.0,940.0,1.0,0.1,50.0,50.0,158.0,0.0
19:54:22.410,79088.0,0.9,1.4,-7.1,0.25,2.1,0.0,11348.0,390.0,1.0,0.1,50.0,50.0,247.0,0.0
19:54:28.453,37008.0,0.5,0.5,-6.2,0.25,3.9,0.0,11417.0,80.0,1.0,0.1,50.0,50.0,178.0,0.0
