time_stamp,MODE,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
17:40:58,STABILIZE,583990.0,-35.3632621,149.1652375,6.0,-2.0,2.0,0.0,583.9849853515625,-0.00019583015819080174,0.0013668477768078446,0.026016157120466232,0.0002819295914378017,0.00017952799680642784,0.002112126909196377,0.0,1.0,-1000.0,0.0,0.0,0.0
