,A.ALT_HOLD1
10:38:00.702,1
10:38:00.907,1
10:38:01.109,1
10:38:01.311,1
10:38:01.514,1
10:38:01.716,1
10:38:01.920,1
10:38:02.127,1
10:38:02.330,1
10:38:02.535,1
10:38:02.739,1
10:38:02.942,1
10:38:03.145,1
10:38:03.355,1
10:38:03.559,1
10:38:03.763,-1
10:38:03.967,1
10:38:04.171,1
10:38:04.373,1
10:38:04.575,1
10:38:04.781,1
10:38:04.987,1
10:38:05.190,1
10:38:05.392,1
10:38:05.595,1
10:38:05.798,1
10:38:06.000,1
10:38:06.206,1
10:38:06.409,1
10:38:06.614,1
10:38:06.818,1
10:38:07.027,1
10:38:07.233,1
10:38:07.442,1
10:38:07.645,1
10:38:07.847,1
10:38:08.052,1
10:38:08.258,1
10:38:08.466,1
10:38:08.675,1
10:38:08.878,1
10:38:09.084,1
10:38:09.286,1
10:38:09.492,1
10:38:09.694,1
10:38:09.896,1
10:38:13.684,1
10:38:13.890,1
10:38:14.094,1
10:38:14.296,1
10:38:14.500,1
10:38:14.707,1
10:38:14.908,1
10:38:15.113,1
10:38:15.316,1
10:38:15.519,1
10:38:15.724,1
10:38:15.927,1
10:38:16.132,1
10:38:16.334,1
10:38:16.537,1
10:38:16.741,1
10:38:16.956,1
10:38:17.161,1
10:38:17.364,1
10:38:17.569,1
10:38:17.775,1
10:38:17.980,1
10:38:18.185,-1
10:38:18.389,1
10:38:18.597,1
10:38:18.802,1
10:38:19.016,1
10:38:19.219,1
10:38:19.422,1
10:38:19.625,1
10:38:19.830,1
10:38:20.032,1
10:38:20.235,1
10:38:20.442,1
10:38:20.645,1
10:38:20.855,1
10:38:21.059,1
10:38:21.260,1
10:38:21.466,1
10:38:21.668,1
10:38:21.871,1
10:38:22.078,1
10:38:22.284,1
10:38:22.491,1
10:38:22.693,1
10:38:22.898,1
10:38:23.102,1
10:38:23.311,1
10:38:23.521,1
10:38:23.725,1
10:38:23.928,1
10:38:24.134,1
10:38:24.336,1
10:38:24.541,1
10:38:24.745,1
10:38:24.950,1
10:38:25.161,1
10:38:25.364,1
10:38:25.569,1
10:38:25.772,1
10:38:25.974,1
10:38:26.176,1
10:38:26.390,1
10:38:26.592,1
10:38:26.803,1
10:38:27.016,1
10:38:27.229,1
10:38:27.442,1
10:38:27.645,1
10:38:27.848,1
10:38:28.051,1
10:38:28.257,1
10:38:28.463,1
10:38:28.666,1
10:38:28.868,1
10:38:29.073,1
10:38:29.275,1
10:38:29.477,1
10:38:29.680,1
10:38:29.882,1
10:38:30.084,1
10:38:30.287,1
10:38:30.490,1
10:38:30.692,1
10:38:30.896,1
10:38:31.098,1
10:38:31.304,1
10:38:31.511,1
10:38:31.712,1
10:38:31.915,1
10:38:32.120,1
10:38:32.327,1
10:38:32.529,1
10:38:32.739,1
10:38:32.945,1
10:38:33.150,1
10:38:33.354,1
10:38:33.556,1
10:38:33.760,1
10:38:33.961,1
10:38:34.166,1
10:38:34.369,1
10:38:34.573,1
10:38:34.776,1
10:38:34.978,1
10:38:35.184,1
10:38:35.391,1
10:38:35.594,1
10:38:35.798,1
10:38:36.000,1
10:38:36.202,1
10:38:36.404,1
10:38:36.607,1
10:38:36.810,1
10:38:37.012,1
10:38:37.217,1
10:38:37.421,1
10:38:37.623,1
10:38:37.826,1
10:38:38.028,1
10:38:38.231,1
10:38:38.433,-1
10:38:38.634,1
10:38:38.838,1
10:38:39.041,1
10:38:39.249,1
10:38:39.452,1
10:38:39.655,1
10:38:39.859,1
10:38:40.064,1
10:38:40.267,1
10:38:40.486,1
10:38:40.692,1
10:38:40.897,1
10:38:41.102,1
10:38:41.304,1
10:38:41.507,1
10:38:41.711,1
10:38:41.914,1
10:38:42.122,1
10:38:42.325,1
10:38:42.527,1
10:38:42.729,1
10:38:42.933,1
10:38:43.138,1
10:38:43.341,1
10:38:43.545,1
10:38:43.749,1
10:38:43.952,1
10:38:44.154,1
10:38:44.357,1
10:38:44.560,1
10:38:44.764,1
10:38:44.972,1
10:38:45.180,1
10:38:45.384,1
10:38:45.586,1
10:38:45.789,1
10:38:49.570,1
10:38:49.772,1
10:38:49.974,1
10:38:50.180,-1
10:38:50.385,-1
10:38:50.591,1
10:38:50.793,1
10:38:50.995,1
10:38:51.205,1
10:38:51.410,1
10:38:51.619,1
10:38:51.827,1
10:38:52.030,1
10:38:52.235,1
10:38:52.438,1
10:38:52.642,1
10:38:52.846,1
10:38:53.048,1
10:38:53.252,1
10:38:53.455,1
10:38:53.658,1
10:38:53.862,1
10:38:54.076,1
10:38:54.283,1
10:38:54.490,1
10:38:54.705,1
10:38:54.908,1
10:38:55.113,1
10:38:55.321,1
10:38:55.526,1
10:38:55.742,1
10:38:55.948,1
10:38:56.151,1
10:38:56.356,1
10:38:56.560,1
10:38:56.770,1
10:38:56.977,1
10:38:57.184,1
10:38:57.393,1
10:38:57.614,1
10:38:57.817,1
10:38:58.022,1
10:38:58.230,1
10:38:58.444,1
10:38:58.651,1
10:38:58.852,1
10:38:59.054,1
10:38:59.257,1
10:38:59.461,1
10:38:59.663,1
10:38:59.867,1
10:39:00.069,1
10:39:00.271,1
10:39:00.473,1
10:39:00.679,1
10:39:00.883,1
10:39:01.086,1
10:39:01.289,1
10:39:01.491,1
10:39:01.693,1
10:39:01.896,1
10:39:02.098,1
10:39:02.302,1
10:39:02.508,1
10:39:02.709,1
10:39:02.912,1
10:39:03.117,1
10:39:03.320,1
10:39:03.527,1
10:39:03.729,1
10:39:03.953,1
10:39:04.158,1
10:39:04.361,1
10:39:04.568,1
10:39:04.771,1
10:39:04.976,1
10:39:05.182,1
10:39:05.388,1
10:39:05.591,1
10:39:05.796,1
10:39:06.005,1
10:39:06.208,1
10:39:06.410,1
10:39:06.614,1
10:39:06.816,1
