,A.LOITER1
11:06:28.991,-1.0
11:06:29.193,-1.0
11:06:29.395,-1.0
11:06:29.597,-1.0
11:06:29.800,-1.0
11:06:30.007,-1.0
11:06:30.215,-1.0
11:06:30.417,-1.0
11:06:30.621,-1.0
11:06:30.840,-1.0
11:06:31.043,-1.0
11:06:31.246,-1.0
11:06:31.452,-1.0
11:06:31.656,-1.0
11:06:31.861,-1.0
11:06:32.063,-1.0
11:06:32.271,-1.0
11:06:32.476,-1.0
11:06:32.680,-1.0
11:06:32.883,-1.0
11:06:33.090,-1.0
11:06:33.296,-1.0
11:06:33.508,-1.0
11:06:33.713,-1.0
11:06:33.915,-1.0
11:06:34.118,-1.0
11:06:34.322,-1.0
11:06:34.527,-1.0
11:06:34.729,-1.0
11:06:34.934,-1.0
11:06:35.136,-1.0
11:06:35.338,-1.0
11:06:35.549,-1.0
11:06:35.757,-1.0
11:06:35.959,-1.0
11:06:36.161,-1.0
11:06:36.369,-1.0
11:06:36.571,-1.0
11:06:36.777,-1.0
11:06:36.981,-1.0
11:06:37.184,-1.0
11:06:37.400,-1.0
11:06:37.605,-1.0
11:06:37.810,-1.0
11:06:38.017,-1.0
11:06:38.227,-1.0
11:06:38.430,-1.0
11:06:38.633,-1.0
11:06:38.836,-1.0
11:06:39.040,-1.0
11:06:39.245,-1.0
11:06:39.456,-1.0
11:06:39.662,-1.0
11:06:39.866,-1.0
11:06:40.073,-1.0
11:06:40.277,-1.0
11:06:42.029,-1.0
11:06:42.234,-1.0
11:06:42.437,-1.0
11:06:42.644,-1.0
11:06:42.849,-1.0
11:06:43.054,-1.0
11:06:43.259,-1.0
11:06:43.465,-1.0
11:06:43.669,-1.0
11:06:43.872,-1.0
11:06:44.078,-1.0
11:06:44.282,-1.0
11:06:44.487,-1.0
11:06:44.694,-1.0
11:06:44.903,-1.0
11:06:45.112,-1.0
11:06:45.317,-1.0
11:06:45.519,-1.0
11:06:45.725,-1.0
11:06:45.928,-1.0
11:06:46.131,-1.0
11:06:46.334,-1.0
11:06:46.538,-1.0
11:06:46.740,-1.0
11:06:46.943,-1.0
11:06:47.145,-1.0
11:06:47.349,-1.0
11:06:47.552,-1.0
11:06:47.754,-1.0
11:06:47.961,-1.0
11:06:48.164,-1.0
11:06:48.367,-1.0
11:06:48.574,-1.0
11:06:48.777,-1.0
11:06:48.982,-1.0
