time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
17:01:26,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0,-0.0007646617596037686,0.001041456125676632,0.025414591655135155,0.00026163808070123196,0.0002143504098057747,0.0020967458840459585,-35.3632622,149.1652375,0.0,-1.0,1.5,0.5
17:01:28,STABILIZE,0.0,1.6666666666666667,-1000.0,0.0,0.3333333333333333,0.0,1500.0,-0.0010681385174393654,0.0009441086052296063,0.024865978086988132,0.00017834136572976908,0.0002698520159659286,0.00197770691011101,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0
17:01:30,STABILIZE,0.0,1.5,-1000.0,0.0,0.0,0.5,1500.0,-0.0011868385481648147,0.0009556517470628023,0.02421554084867239,0.0003182955551892519,0.0002612473617773503,0.0018990646349266171,-35.3632621,149.1652375,0.0,-1.0,0.0,0.0
17:01:36,STABILIZE,0.0,1.2,-1000.0,0.6,0.2,0.2,1500.0,-0.0011251159012317657,0.0009983847849071026,0.022791258059442043,0.0003202449588570744,0.0003028879000339657,0.0016025638324208558,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
17:01:42,AUTO,0.0,1.6666666666666667,-1000.0,0.5,0.16666666666666666,0.3333333333333333,1500.0,-0.0010264720767736435,0.0009816897800192237,0.021613360693057377,0.0002160667888044069,0.00026495861432825524,0.001440894363137583,-35.3632622,149.1652375,0.5,-1.0,1.0,0.0
17:01:44,AUTO,0.0,1.5,-1000.0,0.6666666666666666,0.5,0.5,1500.0,-0.0008687991066835821,0.0011558755456159513,0.021288733929395676,0.0002992789280445625,0.00025965936947613955,0.0014177739891844492,-35.36326209999999,149.1652375,4.166666666666667,0.0,0.0,0.0
17:01:46,AUTO,0.0,1.1666666666666667,-1023.3333333333334,1.1666666666666667,-0.3333333333333333,0.8333333333333334,1500.0,-3.273445569599668e-05,0.0012922009385268514,0.020897502390046913,0.0009112585782228658,-0.0006440471818981072,0.0013682860299013555,-35.36326209999999,149.1652375,7.333333333333333,0.0,0.0,-4.166666666666667
17:01:48,AUTO,0.2857142857142857,-1.5714285714285714,-1026.7142857142858,36.57142857142857,-5.285714285714286,2.0,1500.0,0.029181137714268907,-0.0024662296912408366,0.020863900227206095,0.03624337964824268,-0.00649914747503187,0.002615824607866151,-35.36326198571429,149.1652379142857,1684.7142857142858,1.8571428571428572,12.571428571428571,-140.71428571428572
17:01:50,AUTO,3.6666666666666665,-6.666666666666667,-1002.3333333333334,-69.33333333333333,-14.833333333333334,-50.333333333333336,1500.0,-0.03817147416217873,0.0157675447796161,-0.08007368197043736,-0.07073988548169534,-0.015943363929788273,-0.050313788543765746,-35.3632611,149.1652449166667,4670.333333333333,-2.8333333333333335,28.833333333333332,-148.0
17:01:55,AUTO,-4.4,9.8,-1002.0,63.0,6.6,2.2,1500.0,-0.014216671395115555,-0.007079827878624201,-0.09325952678918839,0.06284810379147529,0.006375657790340483,0.002863833890296519,-35.36326208,149.16524164,7406.6,-5.2,-50.4,-150.6
