time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
12:10:37,628570.0,-35.363262,149.16523754,44615.2,-1.0,0.8,-153.0,1500.0,0.003060271451249719,0.0012879143701866268,-0.10137211233377456,0.001055871439166367,0.0001866917358711362,0.0064599643461406234,628.5699829101562,AUTO,0.0,0.0,-999.8,2.0,0.8,6.4,0.0
12:10:41,633584.0,-35.36326438,149.1652329,49626.4,11.8,11.4,-49.4,1500.0,0.0394345723092556,-0.03412249423563481,0.27726722955703736,0.18185653313994407,0.035673798993229866,-0.033410826325416566,633.583984375,AUTO,-1.4,5.8,-975.4,183.0,36.2,-32.6,0.0
12:10:47,633905.0,-35.363242375,149.165227425,49947.75,192.0,-62.0,0.0,1500.0,0.014941172208636999,-0.15327348560094833,-0.19021173939108849,-0.3355867937207222,-0.050112427212297916,0.05417302576825023,633.9049682617188,AUTO,-41.5,-42.25,-998.0,-341.0,-48.75,54.0,0.0
12:11:27,633975.7142857143,-35.36326517142857,149.16523841428574,50019.857142857145,-14.0,-1.5714285714285714,0.14285714285714285,1500.0,-0.00019944158183144673,-0.020217610356797065,-0.30628167731421335,0.40934450711522785,0.022260863866124834,-0.0013488156089027012,633.9756905691964,RTL,2.857142857142857,14.428571428571429,-1003.4285714285714,410.85714285714283,22.571428571428573,0.0,0.0
12:11:47,618806.0,-35.36326104,149.16524206000003,34851.8,-10.8,-36.0,98.0,1500.0,-0.02118893340229988,-0.0023161069257184863,-0.31632149815559385,-0.16623002886772156,0.0005130124161951243,0.004248535516671837,618.8059936523438,RTL,-0.4,-44.8,-968.6,-185.2,1.2,5.4,0.0
12:11:51,614722.0,-35.363262,149.16523788,30765.8,-1.8,-8.2,95.4,1500.0,0.013016306818462909,-0.0008125140215270221,-0.3156383454799652,1.211977779865265,0.005385015439242124,0.003074296028353274,614.72197265625,RTL,1.6,55.0,-1006.2,1220.2,5.8,4.4,0.0
12:13:01,585437.5,-35.363260875,149.16524365,1483.75,-6.25,2.5,4.5,1500.0,0.0031446528737433255,0.003064205462578684,-0.3188670948147774,0.00048375496407970786,0.001535529358079657,0.0006709825829602778,585.4375,RTL,0.0,0.0,-1000.0,3.0,3.0,3.0,0.0
