,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
12:11:28.791,5.0,5.0,0.0,-41.0,0.83,-42.0,1.0,-52.0,0.0,70.0,28.0,2.5,3.5,0.31,0.0,17629.0,0.2,0.5,330.0,1.0,0.1,0.0,594.0,204.0,0.5
12:11:48.037,5.0,5.0,0.0,100.0,1.0,100.0,1.0,-34.0,7.5,-1.0,13.0,2.0,6.0,0.1,0.0,931.0,0.0,0.2,100.0,1.0,0.1,0.0,0.0,829.0,0.5
12:11:52.687,5.0,5.0,0.0,-55.0,0.61,-11.0,1.0,-26.0,5.8,58.0,66.0,6.0,2.0,0.1,0.0,0.0,0.9,1.2,0.0,1.0,0.1,0.0,1000.0,1000.0,0.5
