time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
14:40:37,1500.0,-35.3632535,149.16521695,21376.5,-1.5,24.5,-152.5,1500.0,-2.0,2.0,-996.5,17.5,-36.0,-4.5,AUTO,-0.01749418070539832,-0.11794820427894592,2.230315089225769,0.017503615003079176,-0.03745037131011486,-0.004952442599460483
14:40:39,1500.0,-35.36326255,149.1652397,24336.5,-85.0,131.0,-149.5,1500.0,-34.0,-15.0,-1013.5,23.5,93.5,-17.5,AUTO,0.03575616329908371,-0.013738435576669872,2.202613353729248,0.0228789234533906,0.09292146191000938,-0.017736203037202358
14:40:41,1500.0,-35.36327335,149.16525504999998,27514.0,-1.5,-18.0,-153.0,1500.0,0.5,-3.5,-997.5,-40.5,-6.5,2.5,AUTO,-0.027806713245809078,0.10324792936444283,2.1610007286071777,-0.0418287543579936,-0.008028487500268966,0.0025720744160935283
14:40:43,1500.0,-35.36326375,149.1652441,30451.5,65.5,-44.0,-148.0,1928.0,19.0,0.5,-1010.5,21.0,-93.0,705.5,AUTO,-0.03527366928756237,-0.03968171030282974,2.9914335012435913,0.020464338827878237,-0.09455783665180206,0.7062347829341888
14:40:45,1500.0,-35.363261699999995,149.1652385,33480.5,-15.5,-33.0,-149.0,1500.0,-6.0,-3.0,-1019.5,47.0,19.5,490.5,AUTO,0.023985378444194794,-0.016560742631554604,-2.016496956348419,0.04650828801095486,0.018838906660676003,0.49115702509880066
14:40:47,1500.0,-35.3632602,149.1652339,36563.0,18.5,43.0,-148.0,1500.0,8.0,1.5,-1004.0,-2.0,2.0,-132.5,AUTO,-0.05073865316808224,0.1248357743024826,-1.887155532836914,-0.0028570611029863358,0.0011199861764907837,-0.1330443173646927
14:40:49,1500.0,-35.36325685,149.1652554,39575.5,21.5,62.5,-155.5,1500.0,16.0,9.5,-1012.0,-13.5,-96.0,-10.5,AUTO,0.026072872802615166,-0.10548051819205284,-1.908427894115448,-0.014207447646185756,-0.09743712469935417,-0.011019919067621231
14:40:51,1500.0,-35.36326005,149.1652436,42567.5,-62.5,-151.5,-139.0,1500.0,-31.5,-18.0,-1003.5,22.0,84.0,-9.0,AUTO,0.012043851893395185,-0.09381216019392014,-1.9297958016395569,0.02144558634608984,0.08328669890761375,-0.009983769617974758
14:40:53,1500.0,-35.36327155,149.16521175,45641.0,-25.0,-72.0,-162.0,1500.0,-19.5,-12.0,-1007.0,9.0,79.5,-44.5,AUTO,0.025681743398308754,0.11513446271419525,-1.9887778162956238,0.008238118374720216,0.07902448996901512,-0.04560723342001438
14:40:55,1500.0,-35.363264349999994,149.16522615000002,48453.5,112.0,180.0,-128.5,1246.0,22.5,43.0,-1049.0,251.0,-298.0,-535.5,AUTO,0.03381887450814247,0.03765045024920255,-2.6970008611679077,0.25016892701387405,-0.29976480454206467,-0.5362620949745178
14:40:57,1500.0,-35.363260749999995,149.1652437,50233.5,-44.5,-4.5,-20.0,1500.0,-8.0,-35.5,-946.0,-358.5,51.0,70.5,AUTO,0.07396489940583706,0.031884550116956234,2.8089466094970703,-0.3579199706437066,0.05012223497033119,0.07085135579109192
14:40:59,1500.0,-35.3632645,149.1652373,50077.0,27.0,-33.0,15.0,1500.0,8.5,-34.5,-1004.0,-293.5,-73.0,0.0,AUTO,0.00905115035129711,0.02140016993507743,2.827863097190857,-0.2926848013885319,-0.07508482411503792,-0.0002337653422728181
14:41:01,1500.0,-35.36326575,149.1652225,49945.0,-45.0,-142.5,-1.0,1500.0,-9.0,-31.0,-1009.5,-328.0,-24.5,713.5,AUTO,0.09050387516617775,-0.09457734227180481,-2.654585123062134,-0.33160970360040665,-0.02609746064990759,0.7138006389141083
14:41:03,1500.0,-35.3632827,149.16517025000002,49914.0,-131.0,-360.5,-0.5,1500.0,-70.5,-48.5,-999.0,-138.0,-22.0,-29.5,AUTO,0.05241023376584053,-0.1940939947962761,-1.944398283958435,-0.14089098200201988,-0.023743122816085815,-0.03053015167824924
14:41:05,1500.0,-35.3633132,149.16506975,49885.0,-202.0,-563.5,-5.5,1500.0,-119.0,-73.0,-1009.0,60.0,56.0,8.5,AUTO,0.06565121561288834,-0.1927412748336792,-1.9398117661476135,0.05894883256405592,0.05516739934682846,0.008290242170915008
14:41:07,1500.0,-35.3633532,149.16493525,50007.0,-229.5,-640.0,-4.0,1935.0,-137.5,59.5,-989.5,38.0,20.0,723.5,AUTO,-0.0852767862379551,-0.14371664822101593,-0.9050387442111969,0.035949209704995155,0.019113505259156227,0.7230972945690155
14:41:09,1500.0,-35.363394400000004,149.1647939,50039.0,-231.5,-641.5,4.5,1500.0,7.5,158.5,-985.5,-7.0,21.0,-60.0,AUTO,-0.16471797972917557,0.014570828527212143,0.22970249503850937,-0.00943441316485405,0.020377937238663435,-0.06133401766419411
14:41:11,1500.0,-35.363434850000004,149.1646561,50103.5,-216.5,-575.5,-2.0,1500.0,4.5,160.0,-982.5,465.0,-24.5,7.0,AUTO,-0.07051016017794609,-0.03456134721636772,0.2269314080476761,0.4628463536500931,-0.026370580308139324,0.006493634544312954
14:41:13,1500.0,-35.36346675,149.1645499,50093.0,-136.0,-375.5,7.0,1500.0,0.5,64.0,-999.5,-195.0,11.0,-2.0,AUTO,0.010251127649098635,-0.07274987548589706,0.22721599787473679,-0.19433461129665375,0.010244464967399836,-0.003338420297950506
14:41:15,1500.0,-35.36348205,149.16449534999998,50027.5,-18.0,-107.0,4.0,1500.0,-3.0,-11.5,-1017.0,-549.0,-17.5,2.5,AUTO,0.11662720143795013,-0.11711389198899269,0.21916449069976807,-0.5490418672561646,-0.019559860695153475,0.002237262116977945
14:41:17,1500.0,-35.3634731,149.1645069,49963.0,126.0,204.0,5.5,1471.0,-6.5,-38.0,-1015.0,337.5,-6.0,-63.0,AUTO,0.1964230239391327,-0.1052941344678402,0.15463793277740479,0.335642471909523,-0.007004635815974325,-0.06418684870004654
14:41:19,1500.0,-35.36344,149.16457939999998,49939.5,241.5,431.5,1.5,1471.0,-6.0,-111.5,-993.0,125.0,1.5,-62.0,AUTO,0.20878714323043823,-0.055507734417915344,0.04529101587831974,0.12323219981044531,0.0006844568997621536,-0.06321368552744389
14:41:21,1500.0,-35.36338915,149.16469315,49960.0,316.5,580.0,-4.5,1500.0,1.5,-166.0,-1000.0,-43.5,26.5,3.5,AUTO,0.18772709369659424,-0.020464994944632053,0.029707065783441067,-0.0452712278929539,0.025957143865525723,0.0027691724244505167
14:41:23,1500.0,-35.36332995,149.16482589999998,50057.0,328.0,607.0,-3.5,1500.0,4.5,-156.0,-985.0,-14.0,17.0,7.0,AUTO,0.14454315602779388,0.012130603194236755,0.03440164774656296,-0.01577652245759964,0.015735259279608727,0.005782209802418947
14:41:25,1500.0,-35.36327045,149.1649587,50001.5,327.0,606.5,2.0,1500.0,4.0,-158.5,-990.5,-29.5,12.5,-5.5,AUTO,0.16311603039503098,0.004889895208179951,0.03304581344127655,-0.031879913061857224,0.012067865580320358,-0.0069948905147612095
14:41:27,1500.0,-35.363210949999996,149.16509225,50004.0,328.5,603.5,0.0,1500.0,1.0,-157.0,-984.5,18.5,15.0,1.5,AUTO,0.15214985609054565,0.005925358505919576,0.0332243125885725,0.016828687861561775,0.013762951362878084,0.0006271392339840531
14:41:29,1500.0,-35.36315125,149.1652252,50008.0,327.5,596.0,0.5,1500.0,-2.5,-155.0,-985.0,3.0,10.5,0.5,AUTO,0.15423647314310074,0.005193132907152176,0.03274746052920818,0.0010039769113063812,0.008869203738868237,-0.00016086455434560776
14:41:31,1500.0,-35.363091749999995,149.16535705,50014.5,321.5,591.5,1.0,1604.0,-80.0,-125.0,-981.5,-12.0,-9.5,420.5,AUTO,0.12989753484725952,-0.07763207703828812,0.6316504776477814,-0.013683009892702103,-0.01059459475800395,0.4203888773918152
14:41:34,1500.0,-35.36301535,149.16552665,49990.5,327.5,593.5,0.0,1500.0,-152.5,-43.0,-988.0,11.5,-8.0,3.0,AUTO,0.057450899854302406,-0.1491042897105217,1.2558162212371826,0.011071678949519992,-0.01005274336785078,0.0019824551418423653
14:41:36,1500.0,-35.36295515,149.16565855,50004.0,324.5,597.0,0.0,1500.0,-137.0,-34.5,-978.0,147.5,-5.0,-5.0,AUTO,0.061338888481259346,-0.1453326717019081,1.2554112076759338,0.1461050920188427,-0.006834958156105131,-0.0066707347286865115
14:41:38,1500.0,-35.362896,149.16579005,50009.0,325.0,595.5,1.0,1500.0,-152.0,-60.0,-1001.0,-163.0,26.0,13.0,AUTO,0.05482875928282738,-0.13999280333518982,1.2558547854423523,-0.1650305986404419,0.025403211067896336,0.012432750314474106
14:41:40,1500.0,-35.362837,149.1659209,50009.0,325.5,595.0,1.0,1500.0,-142.5,-58.5,-992.0,189.0,21.5,-4.0,AUTO,0.05632173456251621,-0.1440298780798912,1.2549747228622437,0.18759185075759888,0.02053357381373644,-0.005999969434924424
14:41:42,1500.0,-35.36277775,149.16605220000002,50010.5,325.0,593.0,0.0,1437.0,-147.5,-71.0,-995.0,-47.5,3.0,-401.0,AUTO,0.07596048898994923,-0.12945498526096344,1.1077786087989807,-0.05051155295222998,0.0010937538463622332,-0.40248084533959627
14:41:44,1500.0,-35.3627295,149.166159,49998.0,333.0,588.0,0.0,1374.0,-3.0,-160.0,-989.0,-27.0,-4.0,-699.0,AUTO,0.1494522988796234,-0.0023037891369313,0.05809688940644264,-0.029197631403803825,-0.006511476822197437,-0.700350821018219
14:41:46,1500.0,-35.3626703,149.1662889,49984.0,328.0,587.0,1.0,1500.0,132.0,-91.0,-996.0,20.0,3.0,49.0,AUTO,0.09904229640960693,0.13659735023975372,-0.8846503496170044,0.017891913652420044,0.0016926238313317299,0.04809218645095825
14:41:48,1500.0,-35.3626011,149.16644495,49978.0,325.5,599.0,-1.0,1500.0,111.0,-89.0,-985.0,-7.0,-32.0,-5.0,AUTO,0.1001175008714199,0.12391824647784233,-0.8709962666034698,-0.011227557435631752,-0.016732788179069757,-0.003472920216154307
14:41:50,1500.0,-35.362542,149.16657635,49989.0,331.0,598.5,-1.0,1500.0,119.5,-90.0,-990.5,33.5,15.0,-3.0,AUTO,0.0993608683347702,0.1228397935628891,-0.8708239197731018,0.03231789264827967,0.013137569243554026,-0.004390865215100348
14:41:52,1500.0,-35.36248325,149.16670605000002,50024.5,321.5,577.0,-6.0,1500.0,116.5,-84.5,-987.0,-17.0,6.0,2.5,AUTO,0.049841947853565216,0.1097603403031826,-0.8696886301040649,-0.019941847771406174,0.0036930637434124947,0.0007009943947196007
14:41:54,1500.0,-35.36243245,149.16681964999998,50081.5,242.5,440.0,2.5,1500.0,86.0,-61.5,-985.0,-36.0,-35.0,-2.5,AUTO,-0.03314615460112691,0.0589913260191679,-0.8703355491161346,-0.038529977202415466,-0.036902351304888725,-0.003894008696079254
14:41:56,1500.0,-35.36239995,149.16689395,50020.0,131.0,215.0,2.0,1767.0,15.0,-65.5,-1007.0,-403.0,-43.0,705.5,AUTO,-0.08988327533006668,0.04840282164514065,-0.11618144810199738,-0.4056163430213928,-0.0451260635163635,0.7037055790424347
14:41:58,1500.0,-35.3623861,149.16690885,49985.0,47.5,-105.5,3.5,1633.5,5.0,8.5,-1014.0,-252.0,-8.5,69.5,AUTO,-0.0769609846174717,0.16631870716810226,1.1340506672859192,-0.2533302456140518,-0.010195739101618528,0.06758961081504822
14:42:00,1500.0,-35.362382,149.16685645,49954.5,19.0,-399.5,3.5,1500.0,-44.5,58.5,-1006.0,-124.5,-25.0,-741.0,AUTO,-0.20006120204925537,-0.042268695309758186,0.024188533425331116,-0.1259619016200304,-0.02679411880671978,-0.7431612908840179
14:42:02,1500.0,-35.3623787,149.16674925,49944.5,25.5,-601.0,2.5,1500.0,-119.0,-54.5,-996.0,19.0,12.0,-409.5,AUTO,0.022838236764073372,-0.20754540711641312,-1.3615893125534058,0.017476274631917477,0.010679913219064474,-0.4118235781788826
14:42:04,1500.0,-35.3623741,149.16660715,50018.5,27.5,-690.0,-2.5,1500.0,-132.5,-78.0,-984.5,-20.5,15.5,10.0,AUTO,0.08059392869472504,-0.15190034359693527,-1.545046627521515,-0.022516909055411816,0.01493567181751132,0.008552589919418097
14:42:06,1500.0,-35.3623692,149.16645549999998,50067.5,28.0,-682.5,4.5,1311.5,-111.5,-111.0,-979.5,56.0,-13.0,-405.5,AUTO,0.09933716058731079,-0.11873479560017586,-1.6799927949905396,0.05467607453465462,-0.014793507754802704,-0.40750334435142577
14:42:08,1500.0,-35.362364850000006,149.16630370000001,50017.5,19.5,-683.0,0.0,1123.0,58.0,-133.5,-989.5,-72.0,9.5,-708.0,AUTO,0.1253807209432125,0.06334774568676949,0.1556795835494995,-0.07430694252252579,0.008284816052764654,-0.710751473903656
14:42:10,1500.0,-35.3623615,149.1661813,50013.0,27.0,-675.0,2.0,1500.0,138.0,-68.0,-979.0,52.0,26.0,4.0,AUTO,0.06689037382602692,0.1532052904367447,2.6192150115966797,0.05132157355546951,0.024568716064095497,0.002072148025035858
14:42:12,1500.0,-35.36235405,149.1660029,49992.5,28.5,-680.5,-0.5,1500.0,164.0,-59.0,-998.0,-99.0,13.0,1.0,AUTO,0.07052746787667274,0.13709447532892227,2.618250846862793,-0.14867422729730606,0.02162541076540947,0.0016499846242368221
14:42:14,1500.0,-35.3623495,149.16585325,49983.0,25.0,-681.5,-0.5,1500.0,140.0,-62.0,-991.5,106.5,2.5,-4.5,AUTO,0.07282422855496407,0.14418278634548187,2.618958353996277,0.10558341443538666,0.0010727141052484512,-0.006895354017615318
14:42:16,1500.0,-35.3623462,149.1657341,50050.0,28.0,-636.0,-8.0,1500.0,132.0,-66.0,-990.0,-95.0,-18.0,4.0,AUTO,0.008683915250003338,0.10887051373720169,2.6169204711914062,-0.09761903434991837,-0.020374644547700882,0.0021004751324653625
14:42:18,1500.0,-35.3623424,149.1656128,50041.0,25.0,-450.0,0.0,1500.0,104.0,-73.0,-998.0,-295.0,-46.0,10.0,AUTO,-0.05932020768523216,0.035692986100912094,2.619166135787964,-0.2940422594547272,-0.04822973161935806,0.007532219402492046
14:42:20,1500.0,-35.36234,149.16553205000002,49964.5,20.5,-182.0,-0.5,1032.0,26.0,44.5,-1018.0,7.5,-3.0,-700.0,AUTO,-0.0014725271612405777,-0.07194769009947777,1.1818162500858307,0.0055061280727386475,-0.005347482394427061,-0.7022773623466492
14:42:22,1500.0,-35.36233905,149.1655114,49957.5,13.5,-25.5,-2.5,1500.0,0.0,6.0,-1004.5,-83.0,10.0,36.0,AUTO,0.02727771457284689,-0.02578896004706621,0.4754408746957779,-0.08498895168304443,0.007798702456057072,0.034372943453490734
14:42:24,1500.0,-35.36233885,149.16551185,49970.5,11.5,1.0,-2.5,1500.0,1.0,-3.5,-1005.0,-103.5,5.5,9.0,AUTO,-0.019508381374180317,0.002858242020010948,0.48136407136917114,-0.10479305684566498,0.0028782428707927465,0.00790946721099317
14:42:26,1500.0,-35.3623381,149.1655098,49989.5,16.5,-18.5,-1.0,1500.0,-1.5,8.5,-991.0,117.5,-2.5,7.0,AUTO,0.0038673710078001022,-0.010101472493261099,0.48337478935718536,0.11705652810633183,-0.005100519570987672,0.005464796558953822
14:42:28,1500.0,-35.3623373,149.1655092,49990.0,1.0,20.0,0.0,1500.0,0.0,26.0,-1005.0,628.0,11.0,2.0,AUTO,0.024893712252378464,-0.000387209263863042,0.48691102862358093,0.6272537112236023,0.008985434658825397,8.82160384207964e-05
14:42:30,1500.0,-35.362337350000004,149.16551149999998,49988.0,0.5,1.5,-0.5,1500.0,0.5,-2.0,-998.0,44.5,-4.0,3.5,AUTO,-0.004125823965296149,0.0022354252287186682,0.4871637523174286,0.04355669021606445,-0.006473049055784941,0.0018831208581104875
