time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
18:19:03,-0.0009248796850442886,0.0009621173958294094,0.022947272285819054,0.0003259224467910826,0.0003404209855943918,0.0016914722509682178,583990.0,-35.3632622,149.1652375,7.666666666666667,-1.0,0.0,-1.0,0.0,1.0,-1000.0,0.5,0.5,0.5,STABILIZE
18:19:06,-0.0007893442525528371,0.0009728528675623238,0.022352438420057297,0.00030804984271526337,0.00024194578872993588,0.0015680408105254173,583980.0,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,0.0,1.0,-1000.0,0.0,1.0,0.0,STABILIZE
18:19:07,-0.000980197626631707,0.0009943271870724857,0.021945909596979618,0.00021200953051447868,0.0003298811207059771,0.0014138569822534919,583980.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.5,0.5,0.0,STABILIZE
18:19:09,-0.0011218197760172188,0.0009782171109691262,0.021560695953667164,0.00029119354439899325,0.00017407076666131616,0.0014177331468090415,583980.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,1.0,0.0,0.0,STABILIZE
18:19:10,-0.0011287346327056487,0.0009846036361219983,0.021467413132389385,0.0002529677391673128,0.00029052066383883357,0.0014420467196032405,583973.3333333334,-35.3632622,149.1652375,0.0,-1.0,0.6666666666666666,0.0,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,AUTO
18:19:11,-0.0009644230594858527,0.0011510363159080346,0.021269124001264572,0.0002614507102407515,0.0003287286963313818,0.0013992123616238434,583973.3333333334,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,AUTO
18:19:12,-0.0007044303347356617,0.0013481899707888563,0.02112697809934616,0.0031879338008972504,0.00029927152597034973,0.0013527457679932315,583980.0,-35.3632621,149.1652375,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,-996.6666666666666,3.6666666666666665,0.6666666666666666,0.0,AUTO
18:19:13,-2.5149958673864603e-05,0.0015012992080301046,0.020870189492901165,0.003254291349245856,-0.0033384295529685915,0.0013693800428882241,583980.0,-35.3632621,149.1652375,0.3333333333333333,0.0,0.0,-1.3333333333333333,0.0,0.6666666666666666,-1026.6666666666667,3.6666666666666665,-2.6666666666666665,0.6666666666666666,AUTO
18:19:14,0.0025511978504558406,0.0002691304835025221,0.020745505889256794,-0.0010670176707208157,0.0020171320841958127,0.0014578648066769044,584193.3333333334,-35.3632621,149.1652375,218.66666666666666,0.0,0.3333333333333333,-69.66666666666667,0.0,0.0,-1126.3333333333333,-0.3333333333333333,2.3333333333333335,0.6666666666666666,AUTO
18:19:15,0.033479757606983185,-0.0029909719014540315,0.020238094652692478,0.04479118809103966,-0.008309834636747837,0.002445466622399787,585743.3333333334,-35.36326196666666,149.16523776666668,1769.0,1.6666666666666667,12.0,-146.66666666666666,0.0,-1.3333333333333333,-1008.6666666666666,45.0,-7.0,1.6666666666666667,AUTO
