time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,RTL_ALT,EK2_ALT_SOURCE
11:04:48,AUTO,0.0025297680404037237,0.001569318032125011,-0.11124604381620884,-0.0004494250169955194,-0.00032543200359214097,0.008587245596572757,622285.0,-35.3632621,149.165237625,38297.5,0.0,0.0,-153.0,0.0,0.0,-1000.25,0.5,0.75,7.75,622.2849884033203,1500.0,0.0
11:04:50,AUTO,0.0020335666136816143,0.0013646377250552178,-0.09900378435850143,-0.001102272467687726,0.0008358276914805174,0.007806569896638393,624820.0,-35.3632621,149.1652375,40835.4,-0.2,0.0,-153.0,0.0,0.0,-999.8,0.0,1.4,7.4,624.8199829101562,1500.0,0.0
11:04:53,AUTO,-0.0013413822744041681,0.004388378793373704,-0.07017689123749733,-0.023010980570688844,0.022705160698387773,0.05880712028592825,630598.0,-35.363262,149.16523733999998,46612.6,-1.2,0.6,-151.8,0.0,0.0,-993.4,-21.8,23.4,58.4,630.5979858398438,1500.0,0.0
11:05:28,RTL,-0.023220119266105548,0.1751388417822974,1.1394253287996565,-0.017246048897504807,0.03282431446548019,-0.0066584038681217605,633961.4285714285,-35.36302205714286,149.16582538571427,49977.0,-120.57142857142857,-225.57142857142858,3.0,51.142857142857146,27.857142857142858,-1001.5714285714286,-18.857142857142858,34.714285714285715,-5.857142857142857,633.961408342634,1500.0,0.0
11:05:48,RTL,-0.01784637290984392,-0.0010918685584329069,1.1277364492416382,-0.6540562808513641,0.0024377487134188414,0.002312973840162158,633990.0,-35.363264650000005,149.16523565,50005.5,19.0,-2.0,0.0,-2.5,-27.0,-1001.5,-656.0,4.5,4.0,633.989990234375,1500.0,0.0
11:06:45,RTL,0.019000629149377345,0.0022010216955095528,1.1230019330978394,0.5183734014630318,0.0009427838493138551,-0.0009998831897974013,592356.0,-35.363260960000005,149.16523702,8369.6,-12.2,2.8,20.4,-0.4,32.6,-1031.8,528.2,4.0,0.6,592.3559814453125,1500.0,0.0
11:07:17,RTL,0.023245024494826794,0.004502762729922931,1.1226329406102498,0.38928673416376114,0.004532385656299691,-0.0030781966634094715,586166.6666666666,-35.36326018333333,149.16523653333334,2181.3333333333335,-20.166666666666668,8.5,33.333333333333336,0.16666666666666666,-0.3333333333333333,-1000.1666666666666,384.1666666666667,8.0,-0.6666666666666666,586.1666463216146,1500.0,0.0
11:07:20,RTL,-0.014294026792049408,0.00605679964646697,1.1227441549301147,-0.7016391694545746,-0.0025846074800938367,-0.0009154637344181537,585062.0,-35.36326212,149.16523782,1076.2,-4.6,-0.2,34.2,1.6,-29.8,-998.4,-697.8,1.2,1.4,585.0619873046875,1500.0,0.0
11:07:28,RTL,0.00581113644875586,0.00043605024499508244,1.1214203834533691,0.0012850894903143246,-0.000518282875418663,0.000680802894445757,583846.6666666666,-35.363263749999994,149.165239,0.0,-1.6666666666666667,3.8333333333333335,8.5,0.0,0.0,-1000.0,3.0,3.0,3.0,583.8466593424479,1500.0,0.0
11:07:30,RTL,0.006897399822870891,0.0006276948261074722,1.1231070558230083,0.0012571949822207291,-0.00048137242750575143,0.0007221055372307698,584008.3333333334,-35.36326406666667,149.1652392,26.333333333333332,-4.666666666666667,5.0,3.0,0.0,0.0,-1000.0,3.0,3.0,3.0,584.008310953776,1500.0,0.0
11:07:32,RTL,0.0070609944717337685,0.0008247119937247286,1.1247271299362183,0.001246431958861649,-0.00036496381896237534,0.0007696628260115782,584138.3333333334,-35.3632642,149.16523929999997,153.83333333333334,-5.0,5.0,0.0,0.0,0.0,-1000.0,3.0,3.0,3.0,584.1383158365885,1500.0,0.0
