,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
11:05:29.190,5.0,5.0,0.0,-100.0,0.19,62.0,1.0,66.0,0.4,25.0,9.0,4.5,6.0,0.1,0.0,0.0,0.3,0.7,910.0,1.0,0.1,0.0,0.0,879.0,0.5
11:05:49.324,5.0,5.0,0.0,-100.0,0.32,86.0,1.0,-3.0,7.5,-1.0,-1.0,3.5,2.0,0.1,0.0,13770.0,0.7,1.7,1000.0,1.0,0.1,0.0,378.0,809.0,0.5
11:06:46.227,5.0,5.0,0.0,-34.0,0.01,-11.0,1.0,100.0,10.1,44.0,13.0,3.0,6.0,0.1,0.0,16778.0,0.4,1.8,700.0,1.0,0.1,0.0,1000.0,0.0,0.5
11:07:18.470,5.0,5.0,0.0,-100.0,0.01,30.0,1.0,-4.0,4.8,63.0,32.0,3.5,4.5,0.4,0.0,5611.0,1.1,1.0,520.0,1.0,0.1,0.0,1000.0,441.0,0.5
11:07:21.585,5.0,5.0,0.0,-59.0,0.15,-58.0,1.0,-100.0,8.2,-1.0,58.0,4.5,4.5,0.34,0.0,17968.0,0.0,0.0,220.0,1.0,0.1,0.0,0.0,797.0,0.5
