,A.BRAKE1
18:57:24.135,-1
18:57:24.336,-1
18:57:24.537,-1
18:57:24.738,-1
18:57:24.939,-1
18:57:25.141,-1
18:57:25.344,-1
18:57:25.546,-1
18:57:25.748,-1
18:57:25.949,-1
18:57:26.150,-1
18:57:26.351,-1
18:57:26.552,-1
18:57:26.753,-1
18:57:26.954,-1
18:57:27.155,-1
18:57:27.357,-1
18:57:27.558,-1
18:57:27.761,-1
18:57:27.962,-1
18:57:28.163,-1
18:57:28.364,-1
18:57:28.565,-1
18:57:28.766,-1
18:57:28.967,-1
18:57:29.170,-1
18:57:29.371,-1
18:57:29.572,-1
18:57:29.775,-1
18:57:29.976,-1
18:57:30.177,-1
18:57:30.377,-1
18:57:30.579,-1
18:57:30.780,-1
18:57:30.981,-1
18:57:31.182,-1
18:57:31.383,-1
18:57:31.584,-1
18:57:31.785,-1
18:57:31.986,-1
18:57:32.187,-1
18:57:32.388,-1
18:57:32.590,-1
18:57:32.791,-1
18:57:32.992,-1
18:57:33.195,-1
18:57:33.395,-1
18:57:33.597,-1
18:57:33.801,-1
18:57:34.002,-1
18:57:34.204,-1
18:57:34.404,-1
18:57:34.605,-1
18:57:34.806,-1
18:57:35.007,-1
18:57:35.209,-1
18:57:35.410,-1
18:57:35.611,-1
18:57:35.812,-1
18:57:36.014,-1
18:57:36.215,-1
18:57:36.416,-1
18:57:36.617,-1
18:57:36.818,-1
18:57:37.019,-1
18:57:37.220,-1
18:57:37.421,-1
18:57:37.623,-1
18:57:37.824,-1
18:57:38.025,-1
18:57:38.226,-1
18:57:38.427,-1
18:57:38.628,-1
18:57:38.829,-1
18:57:39.030,-1
18:57:39.232,-1
18:57:39.433,-1
18:57:39.635,-1
18:57:39.836,-1
18:57:40.037,-1
18:57:40.238,-1
18:57:40.439,-1
18:57:40.640,-1
18:57:40.841,-1
18:57:41.042,-1
18:57:41.243,-1
18:57:41.444,-1
18:57:41.645,-1
18:57:41.846,-1
18:57:42.047,-1
18:57:42.248,-1
18:57:42.449,-1
18:57:42.650,-1
18:57:42.851,-1
18:57:43.052,-1
18:57:43.253,-1
18:57:43.454,-1
18:57:43.656,-1
18:57:43.858,-1
18:57:44.059,-1
18:57:44.260,-1
18:57:44.460,-1
18:57:44.662,-1
18:57:44.862,-1
18:57:45.063,-1
18:57:45.267,-1
18:57:45.468,-1
18:57:45.669,-1
18:57:45.870,-1
18:57:46.070,-1
18:57:46.271,-1
18:57:46.472,-1
18:57:46.673,-1
18:57:46.874,-1
18:57:47.075,-1
18:57:47.276,-1
18:57:47.477,-1
18:57:47.678,-1
18:57:47.879,-1
18:57:48.080,-1
18:57:48.281,-1
18:57:48.482,-1
18:57:48.682,-1
18:57:48.883,-1
18:57:49.085,-1
18:57:49.287,-1
18:57:49.488,-1
18:57:49.690,-1
18:57:49.891,-1
18:57:50.091,-1
18:57:50.292,-1
18:57:50.493,-1
18:57:50.694,-1
18:57:50.895,-1
18:57:51.096,-1
18:57:51.297,-1
18:57:51.499,-1
18:57:51.701,-1
18:57:51.902,-1
18:57:52.103,-1
18:57:52.303,-1
18:57:52.504,-1
18:57:52.705,-1
18:57:52.906,-1
18:57:53.108,-1
18:57:53.310,-1
18:57:53.511,-1
18:57:53.715,-1
18:57:53.916,-1
18:57:54.156,-1
18:57:54.358,-1
18:57:54.559,-1
18:57:54.760,-1
18:57:54.962,-1
18:57:55.167,-1
18:57:55.373,-1
18:57:55.576,-1
18:57:55.778,-1
18:57:55.981,-1
18:57:56.183,-1
18:57:56.384,-1
18:57:56.585,-1
18:57:56.786,-1
18:57:56.987,-1
18:57:57.188,-1
18:57:57.389,-1
18:57:57.591,-1
18:57:57.793,-1
18:57:57.994,-1
18:57:58.195,-1
18:57:58.396,-1
18:57:58.597,-1
18:57:58.798,-1
18:57:59.000,-1
18:57:59.201,-1
18:57:59.402,-1
18:57:59.604,-1
18:57:59.805,-1
18:58:00.006,-1
18:58:00.208,-1
18:58:00.410,-1
18:58:00.611,-1
18:58:00.813,-1
18:58:01.015,-1
18:58:01.217,-1
18:58:01.421,-1
18:58:01.625,-1
18:58:01.827,-1
18:58:02.027,-1
18:58:02.228,-1
18:58:02.429,-1
18:58:02.630,-1
18:58:02.831,-1
18:58:03.032,-1
18:58:03.233,-1
18:58:03.434,-1
18:58:03.636,-1
18:58:03.838,-1
18:58:04.039,-1
18:58:04.240,1
18:58:04.441,1
18:58:04.641,1
18:58:04.845,1
18:58:05.046,1
18:58:05.248,1
18:58:05.451,1
18:58:05.653,1
18:58:05.857,1
18:58:06.059,1
