time_stamp,RTL_ALT,VFR_HUD_alt,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
15:38:01,1500.0,583.9500122070312,AUTO,-0.000978175230557099,0.0010651948396116495,0.021249456331133842,0.0003042797325178981,0.0003016108530573547,0.0013984980178065598,583950.0,-35.3632622,149.1652375,6.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.0,0.0,0.5,0.0
15:38:03,1500.0,583.951670328776,AUTO,-0.0006204605888342485,0.0015210908410760264,0.020919327934583027,0.00031282219182079035,0.00028572833980433643,0.0013791307574138045,583951.6666666666,-35.3632622,149.16523743333335,8.666666666666666,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.3333333333333333,0.8333333333333334,0.0
15:38:05,1500.0,584.9679931640625,AUTO,0.012423247075639665,0.0001259200042113662,0.020390543341636657,0.025087881088256835,-0.003044664254412055,0.0007621205877512693,584968.0,-35.36326208,149.16523751999998,1024.2,0.2,3.0,-130.6,0.0,-0.4,-1054.4,26.0,-2.4,0.2,0.0
15:38:07,1500.0,588.2799682617188,AUTO,-0.06043641082942486,0.013535740474859873,-0.06816834583878517,-0.10588009096682072,-0.020652560517191887,-0.048165964583555855,588280.0,-35.36326093333333,149.1652443,4331.666666666667,1.6666666666666667,31.666666666666668,-147.0,3.25,-9.75,-1004.75,-123.75,-5.25,-56.75,0.0
15:38:36,1500.0,617.2099761962891,AUTO,-0.0116942108143121,-0.00608831609133631,0.12684653513133526,-0.03514517657458782,0.012520726886577904,-0.04090394265949726,617210.0,-35.36332,149.16519129999998,33266.5,14.5,-36.5,-42.0,-3.25,-2.75,-1058.0,-35.75,12.75,-40.75,0.0
15:39:20,1500.0,630.7099914550781,ALT_HOLD,0.029348448384553194,0.0014097109669819474,0.40182143449783325,1.0384085197001696,-0.006076529272831976,-0.00948858101037331,630710.0,-35.363340325,149.1650841,46765.75,50.75,36.0,164.5,-5.75,-6.25,-980.25,1034.0,-4.5,-7.5,0.0
15:39:32,1500.0,626.6849873860677,ALT_HOLD,0.021204842894803733,-0.07928000460378826,1.0177486340204875,-0.10988335125148296,0.0935114836320281,0.010123436339199543,626685.0,-35.36322736666667,149.16529506666666,42740.666666666664,261.6666666666667,378.6666666666667,2.0,-89.5,-68.16666666666667,-914.3333333333334,-110.33333333333333,94.66666666666667,12.666666666666666,0.0
15:39:40,1500.0,617.9749755859375,AUTO,-0.006342135493468959,-0.08305779285728931,1.0522837340831757,0.030105481389909983,0.0196949765086174,-0.005613883142359555,617975.0,-35.363099525,149.16544805,34030.75,105.25,90.75,-13.75,-28.25,-13.75,-1003.5,29.75,21.25,-2.25,0.0
15:40:04,1500.0,602.4733072916666,AUTO,0.0448156346877416,-0.056693580001592636,1.0903939406077068,-0.06870472140144557,0.014176723547279835,0.004931639103839795,602473.3333333334,-35.362891999999995,149.16572396666666,18525.0,96.33333333333333,210.0,-53.0,-46.333333333333336,-35.666666666666664,-1007.0,-69.33333333333333,16.666666666666668,7.333333333333333,0.0
15:40:56,1500.0,617.8459838867187,ALT_HOLD,-0.03259376385249198,-0.08936573714017867,1.1822661876678466,0.3395604116842151,0.06242495626211166,0.03170120269060135,617846.0,-35.36241182,149.1668224,33902.6,160.0,138.2,97.6,-49.4,-16.0,-860.2,335.6,65.6,34.8,0.0
15:41:24,1500.0,626.233984375,AUTO,0.09723675549030304,-0.033244728446607044,-2.516155481338501,-0.9123615264892578,-0.06706347540020943,0.04574489393271506,626234.0,-35.36251822,149.16686046,42288.6,-40.4,-27.4,70.0,-21.8,-30.2,-1138.8,-908.8,-62.6,48.4,0.0
15:41:52,1500.0,615.1549835205078,AUTO,0.04568177182227373,-0.10741250030696392,-2.473538875579834,0.02167295478284359,-0.04011242650449276,0.003190445830114186,615155.0,-35.36290655,149.1664869,31211.0,-87.0,-108.5,-14.5,-26.5,-14.5,-1012.25,28.75,-35.5,7.25,0.0
15:41:56,1500.0,617.8579833984375,AUTO,0.05394031554460525,-0.09319926649332047,-2.47467246055603,-0.017960475757718086,0.02072998508810997,-0.0020988034550100563,617858.0,-35.36302328000001,149.16636988,33913.2,-340.8,-272.2,-70.8,-92.2,-53.4,-994.4,-11.4,24.8,2.0,0.0
15:42:04,1500.0,618.0274963378906,ALT_HOLD,-0.016806670930236578,-0.03190924134105444,-2.4755375385284424,0.042680755257606506,0.01780330203473568,-0.09748570062220097,618027.5,-35.36335085,149.16610147499998,34079.5,-481.5,-158.0,158.0,-115.25,24.25,-966.75,58.5,21.25,-93.5,0.0
15:42:38,1500.0,631.4739868164063,AUTO,0.010999432951211929,-0.012524284981191158,1.5076732158660888,0.0007936203852295876,0.03858006522059441,-0.007511140732094646,631474.0,-35.36372958,149.16566116,47528.0,31.4,157.6,-126.2,-33.8,-16.0,-987.4,5.6,41.8,-3.2,0.0
15:42:45,1500.0,631.0399780273438,AUTO,0.01890543312765658,-0.000680291122989729,1.4836027920246124,0.6823873296380043,0.014453016687184572,-0.0008588341879658401,631040.0,-35.3637282,149.16569937499997,47095.25,-7.5,9.5,156.75,1.25,-1.5,-997.0,683.5,18.0,2.75,0.0
