time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,EK2_ALT_SOURCE
14:35:00,1500.0,-0.0009098368464037776,0.0009989538812078536,0.02143901400268078,0.00032081789686344564,0.0002492931380402297,0.0013432992273010314,583950.0,-35.3632622,149.1652375,6.0,-1.0,1.0,0.0,583.9500122070312,0.0,2.0,-1000.0,0.5,1.0,0.5,AUTO,0.0
14:36:35,1500.0,0.016210947185754776,0.0048753926530480385,-2.9592236280441284,1.3614120483398438,0.0032911094604060054,0.007269504712894559,611645.0,-35.36326205,149.16523585,27702.0,-2.0,18.5,99.0,611.6449584960938,-1.0,50.0,-1021.0,1364.5,6.0,8.0,RTL,0.0
14:36:37,1500.0,0.025953399017453194,0.006543567404150963,-2.961207389831543,1.4475612044334412,0.0035522193647921085,0.006123378640040755,609590.0,-35.3632624,149.16523684999999,25644.0,0.5,9.5,99.5,609.5899658203125,0.0,56.5,-993.0,1450.0,6.0,7.5,RTL,0.0
14:36:39,1500.0,0.014982257504016161,0.00634772889316082,-2.9606239795684814,0.9532757699489594,-0.0069810315035283566,-0.004252169514074922,607550.0,-35.3632625,149.1652367,23607.0,2.0,7.0,98.5,607.5499877929688,0.0,11.0,-1003.5,953.5,-3.5,-2.5,RTL,0.0
14:36:41,1500.0,0.015246570110321045,0.004151761997491121,-2.9614133834838867,-0.08419499918818474,-0.005551911657676101,0.005202606786042452,605500.0,-35.3632625,149.1652372,21556.5,2.0,5.0,99.0,605.5,0.5,-41.5,-1026.0,-85.0,-1.5,7.0,RTL,0.0
14:36:43,1500.0,-0.0006709411391057074,0.003928988706320524,-2.961462616920471,-1.2070976495742798,-0.0021436590468510985,0.0064035505056381226,603475.0,-35.3632625,149.1652376,19530.5,2.0,3.0,99.0,603.4749755859375,-1.5,-69.0,-1018.0,-1206.5,1.5,7.5,RTL,0.0
14:36:45,1500.0,-0.016426822170615196,0.008134454488754272,-2.9608157873153687,-1.3468440175056458,0.00026002409867942333,0.006055012112483382,601785.0,-35.3632625,149.16523784999998,17838.0,2.0,-4.0,103.0,601.7849731445312,2.5,-52.0,-988.5,-1343.0,4.0,7.5,RTL,0.0
14:36:47,1500.0,0.0005922003474552184,0.0030968572245910764,-2.961918354034424,-1.3039905428886414,-0.005819498095661402,0.0010505298851057887,599735.0,-35.3632625,149.16523755,15790.5,3.0,2.5,104.5,599.7349853515625,-1.5,-73.5,-1006.0,-1303.5,-2.0,2.5,RTL,0.0
14:36:49,1500.0,0.006726834224537015,0.002024852088652551,-2.961176872253418,-1.512409508228302,-0.005797426914796233,0.0004835400031879544,597710.0,-35.3632625,149.16523949999998,13767.5,3.5,-11.0,105.0,597.7099914550781,-1.0,-54.0,-1011.5,-1509.0,-2.0,2.0,RTL,0.0
14:36:51,1500.0,0.028483386151492596,0.0011458075023256242,-2.9614381790161133,-1.1136149168014526,-0.0010257913963869214,0.0029402701184153557,595740.0,-35.36326285,149.16524195,11792.0,6.0,-30.5,73.5,595.739990234375,-0.5,-42.5,-1057.5,-1110.0,3.0,4.5,RTL,0.0
14:36:53,1500.0,0.026490190997719765,0.008162074955180287,-2.962814211845398,-0.8694121837615967,0.0039612900000065565,0.000599484599661082,595040.0,-35.3632633,149.1652426,11095.0,8.5,-43.5,28.5,595.0400085449219,0.5,-40.0,-970.0,-865.0,7.5,2.0,RTL,0.0
14:36:55,1500.0,-0.00029261145391501486,0.007748650619760156,-2.962454915046692,-0.8369863033294678,-0.0030638949247077107,0.0009998244931921363,594390.0,-35.363262950000006,149.16523985,10444.0,8.0,-28.0,35.0,594.3899841308594,2.5,-31.5,-1002.5,-831.5,1.0,2.5,RTL,0.0
14:36:57,1500.0,-0.0052883869502693415,0.004101194441318512,-2.961938500404358,-0.8710421025753021,-0.001242736354470253,0.002200646558776498,593685.0,-35.3632624,149.1652382,9740.0,3.5,-9.5,32.5,593.6849975585938,1.0,-34.0,-997.5,-865.5,2.0,3.5,RTL,0.0
14:36:59,1500.0,-0.007512406911700964,0.004253652761690319,-2.9621039628982544,-0.4657396078109741,0.0005364991957321763,0.0009742426336742938,593060.0,-35.3632622,149.1652375,9114.0,0.0,-3.0,8.0,593.0599975585938,1.5,-18.0,-1064.0,-460.0,3.5,2.5,RTL,0.0
14:37:01,1500.0,-0.009473884128965437,0.005774166435003281,-2.962890863418579,-0.08227904140949249,-0.0008164808386936784,-0.00015167612582445145,593145.0,-35.363262,149.16523595,9203.0,-1.0,7.5,-3.5,593.1449890136719,2.0,-15.5,-997.5,-79.0,2.5,2.0,RTL,0.0
14:37:03,1500.0,-0.00926071498543024,0.0016484843799844384,-2.962386965751648,-0.45707201212644577,0.0032769263489171863,-0.002124088816344738,592990.0,-35.3632618,149.16523585,9042.5,-2.0,14.5,3.0,592.989990234375,0.0,-8.5,-1016.5,-451.0,6.5,0.0,RTL,0.0
14:37:05,1500.0,0.011781027540564537,0.0024256769102066755,-2.961967945098877,0.22450073808431625,0.0020280792377889156,-0.002551790268626064,593010.0,-35.3632619,149.16523675000002,9066.0,-2.0,9.0,0.0,593.010009765625,-1.0,-3.0,-998.0,228.0,5.0,-0.5,RTL,0.0
14:37:07,1500.0,-0.001665377989411354,0.004723865771666169,-2.9620410203933716,-0.03069484233856201,-0.0019109795102849603,0.002268215990625322,593010.0,-35.3632622,149.16523695,9064.0,0.0,4.5,0.0,593.010009765625,-1.0,12.5,-1004.5,-24.0,1.0,4.0,RTL,0.0
14:37:09,1500.0,0.00833003525622189,0.00425315648317337,-2.9625351428985596,-0.18096807599067688,0.005691309808753431,-0.004785984056070447,593010.0,-35.3632623,149.16523755,9062.0,0.0,2.5,1.0,593.010009765625,0.0,-22.0,-992.5,-178.0,9.0,-2.5,RTL,0.0
14:37:11,1500.0,0.017682889942079782,0.003809453919529915,-2.962775707244873,0.12225596606731415,0.0005053002387285233,-0.002492806757800281,592350.0,-35.3632625,149.1652383,8407.5,2.0,-4.0,38.5,592.3499755859375,0.5,-16.5,-992.5,124.5,4.0,0.0,RTL,0.0
14:37:13,1500.0,0.014419694431126118,0.0060011453460901976,-2.9622855186462402,0.28324808552861214,0.0009865728206932545,0.0009972992120310664,591640.0,-35.3632625,149.165238,7696.0,2.0,-4.5,33.5,591.6399841308594,0.5,-12.0,-1001.5,285.5,4.5,3.0,RTL,0.0
14:37:15,1500.0,-0.0067520947632147,0.005989963188767433,-2.962085008621216,-0.3054330460727215,0.0006973168347030878,-0.004593854071572423,590955.0,-35.363262250000005,149.1652364,7010.5,0.0,5.5,33.0,590.9549865722656,1.0,-33.5,-988.0,-303.0,4.5,-2.0,RTL,0.0
14:37:17,1500.0,0.003207908768672496,0.0042030094191432,-2.961855173110962,0.23730679601430893,-0.00209823006298393,-0.0009581426857039332,590265.0,-35.3632621,149.1652358,6321.0,0.0,14.5,32.5,590.2649841308594,0.0,-13.0,-986.5,239.5,1.5,1.0,RTL,0.0
14:37:19,1500.0,-0.002995423972606659,0.0053500577341765165,-2.9629749059677124,0.4417962580919266,-0.0021449230844154954,3.788992762565613e-05,589595.0,-35.363262,149.16523535,5646.5,-1.5,16.5,33.5,589.5950012207031,0.0,-3.0,-1004.5,443.0,1.5,2.0,RTL,0.0
14:37:23,1500.0,0.0019349680515006185,0.0015641002100892365,-2.962125301361084,-0.16140474379062653,-0.004961194936186075,-0.0025245335418730974,588285.0,-35.3632619,149.16523525,4340.5,-2.0,23.5,34.0,588.2850036621094,-2.5,-24.0,-996.0,-161.0,-0.5,0.0,RTL,0.0
14:37:25,1500.0,0.03006590250879526,0.00031008076621219516,-2.9620018005371094,0.11941207945346832,-0.0014449749141931534,-0.0008105171145871282,587595.0,-35.363262250000005,149.16523865,3649.0,0.0,2.5,34.0,587.5950012207031,-4.5,-11.5,-1007.5,120.5,2.0,1.5,RTL,0.0
14:37:27,1500.0,0.01798340491950512,0.0055946612264961,-2.9622656106948853,-0.5552656948566437,0.000683467835187912,-4.944531247019768e-05,586915.0,-35.3632628,149.16524034999998,2970.0,3.5,-18.5,32.5,586.9149780273438,0.0,-35.0,-998.0,-553.0,4.5,2.0,RTL,0.0
14:37:29,1500.0,0.008806769968941808,0.006698657525703311,-2.962021589279175,-0.6330068856477737,-0.0009882488520815969,-0.000442644814029336,586235.0,-35.36326285,149.16523940000002,2291.0,5.0,-17.5,33.5,586.2349853515625,0.5,-45.5,-996.0,-630.5,2.5,2.0,RTL,0.0
14:37:31,1500.0,-0.0017290570540353656,0.0049311877228319645,-2.9624648094177246,-0.8120631575584412,0.003980293753556907,-0.0013703990262001753,585555.0,-35.3632626,149.16523855,1610.5,3.5,-10.5,33.5,585.5549926757812,0.5,-43.5,-992.0,-809.0,7.5,1.0,RTL,0.0
14:37:33,1500.0,-0.00013429940736386925,0.0029578726971521974,-2.9617483615875244,-0.0007924338569864631,-0.0009188161930069327,0.0005949056940153241,585170.0,-35.363263,149.16523934999998,1226.0,-7.5,16.0,8.0,585.1699829101562,0.0,0.0,-1000.0,3.0,3.0,3.0,RTL,0.0
14:37:35,1500.0,0.0025962553918361664,0.00218545098323375,-2.9609930515289307,-0.0005151983350515366,-0.0008313156431540847,0.000558367813937366,585075.0,-35.3632629,149.16523915,1132.5,-2.5,5.5,5.5,585.0750122070312,0.0,0.0,-1000.0,3.0,3.0,3.0,RTL,0.0
14:37:37,1500.0,0.003520496073178947,0.0012403205619193614,-2.960119605064392,-0.0004441706696525216,-0.0007166495779529214,0.0006934739649295807,585070.0,-35.3632628,149.1652388,1122.5,-2.0,0.0,3.0,585.0700073242188,0.0,0.0,-1000.0,3.0,3.0,3.0,RTL,0.0
14:37:39,1500.0,0.0034344528103247285,0.0006761134136468172,-2.9592509269714355,-0.0004251147620379925,-0.0006930535892024636,0.0006461805896833539,585105.0,-35.36326285,149.1652386,1161.5,-3.0,0.0,1.0,585.10498046875,0.0,0.0,-1000.0,3.0,3.0,3.0,RTL,0.0
