time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro
17:04:00,STABILIZE,0.00027007353492081165,0.001412782701663673,0.027876444160938263,0.0002844578120857477,0.00019359341240487993,0.002340630628168583,583.989990234375,0.0,1.0,-1000.0,0.0,0.0,0.0
