time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
10:12:08,-0.0002242801565444097,0.0009551926050335169,0.02193397283554077,0.0002557363477535546,0.00024285900872200727,0.0015615052543580532,191566.0,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,2.0,0.0,0.0,1.0,-1000.0,0.0,0.0,1.0
10:12:16,-0.00094473289209418,0.001128319010604173,0.02023187465965748,0.00022711287601850927,0.0002135477843694389,0.001389123615808785,191566.0,AUTO,-35.3632621,149.16523755,0.0,0.0,0.0,3.5,0.0,2.0,-1000.0,0.5,0.0,1.0
10:12:17,-0.0008271339611383155,0.0013339089055079967,0.020124911796301603,0.00023269611119758338,0.00030141143361106515,0.001344847260043025,59039.0,AUTO,-35.3632621,149.16523745,0.0,0.0,-0.75,2.5,0.0,2.0,-1000.0,0.75,0.5,0.75
10:12:18,-0.000558867264771834,0.0016956683830358088,0.019932398572564125,0.0002712142013479024,0.00034296323428861797,0.0012474486138671637,59039.0,AUTO,-35.3632621,149.1652374,0.0,0.0,-0.5,1.0,0.0,1.0,-1000.0,1.0,0.5,1.0
10:12:20,0.025325801223516464,-0.001363544593914412,0.019363529048860073,0.046058787032961845,-0.007723018992692232,0.002245122566819191,59039.0,AUTO,-35.363262,149.1652376,1538.5,0.5,6.5,-145.0,0.0,-0.5,-1014.0,46.0,-6.5,1.5
10:12:21,0.050889672711491585,-0.0033968439092859626,0.002175547764636576,-0.002361106686294079,0.020940096699632704,-0.03121410746825859,276360.0,AUTO,-35.3632617,149.165239225,2695.25,5.5,34.0,-147.5,0.75,-6.0,-997.25,-1.75,22.0,-31.0
10:12:22,-0.03778222016990185,0.012854930479079485,-0.07647548988461494,-0.02168811485171318,-0.015244139358401299,-0.04071356728672981,276360.0,AUTO,-35.3632609,149.16524525,4607.0,-0.5,31.0,-149.5,4.0,-7.0,-1005.0,-20.5,-14.0,-40.5
10:12:24,-0.0064029861823655665,-0.0005956986569799483,-0.09728701785206795,0.0657106377184391,0.012769234366714954,0.0010417492740089074,276360.0,AUTO,-35.363261249999994,149.16524040000002,7693.0,-4.5,-58.5,-151.0,-7.0,11.0,-1002.5,66.0,13.0,0.5
10:12:25,0.042009918950498104,0.0073350745951756835,-0.0950247272849083,0.06009138282388449,0.005422991467639804,0.007705617288593203,107938.0,AUTO,-35.36326175000001,149.1652362,8867.25,-8.25,-36.25,-153.25,-4.0,9.75,-1002.75,60.5,6.0,7.25
10:12:26,0.01245343463961035,-0.009004651801660657,-0.07811034098267555,-0.06819825433194637,0.008979314705356956,-0.014490613713860512,107938.0,AUTO,-35.3632626,149.16523505,10816.5,0.0,18.5,-150.0,2.0,-3.0,-1001.0,-67.0,9.5,-14.0
