,A.RTL3
17:30:14.975,-1.0
17:30:15.177,-1.0
17:30:15.378,-1.0
17:30:15.579,-1.0
17:30:15.782,-1.0
17:30:15.984,-1.0
17:30:16.185,-1.0
17:30:16.388,-1.0
17:30:16.589,-1.0
17:30:16.791,-1.0
17:30:16.996,-1.0
17:30:17.198,-1.0
17:30:17.399,-1.0
17:30:17.601,-1.0
17:30:17.804,-1.0
17:30:18.007,-1.0
17:30:18.210,-1.0
17:30:18.412,-1.0
17:30:18.617,-1.0
17:30:18.819,-1.0
17:30:19.022,-1.0
17:30:19.223,-1.0
17:30:19.425,-1.0
17:30:19.628,-1.0
17:30:19.831,-1.0
17:30:20.033,-1.0
17:30:20.236,-1.0
17:30:20.441,-1.0
17:30:20.644,-1.0
17:30:20.846,-1.0
17:30:21.050,-1.0
17:30:21.253,-1.0
17:30:21.455,-1.0
17:30:21.657,-1.0
17:30:21.859,-1.0
17:30:22.061,-1.0
17:30:22.263,-1.0
17:30:22.465,-1.0
17:30:22.667,-1.0
17:30:22.869,-1.0
17:30:26.503,-1.0
17:30:26.705,-1.0
17:30:26.907,-1.0
17:30:27.109,-1.0
17:30:27.311,-1.0
17:30:27.516,-1.0
17:30:27.719,-1.0
17:30:27.930,-1.0
17:30:28.133,-1.0
17:30:28.339,-1.0
17:30:28.540,-1.0
17:30:28.745,-1.0
17:30:28.946,-1.0
17:30:29.149,-1.0
17:30:29.351,-1.0
17:30:29.554,-1.0
17:30:29.756,-1.0
17:30:29.959,-1.0
17:30:30.162,-1.0
17:30:30.365,-1.0
17:30:30.568,-1.0
17:30:30.769,-1.0
17:30:30.972,-1.0
17:30:31.173,-1.0
17:30:31.378,-1.0
17:30:31.580,-1.0
17:30:31.783,-1.0
17:30:31.985,-1.0
17:30:32.190,-1.0
17:30:32.391,-1.0
17:30:32.593,-1.0
17:30:32.797,-1.0
17:30:32.999,-1.0
17:30:33.202,-1.0
17:30:33.403,-1.0
17:30:33.606,-1.0
17:30:33.807,-1.0
17:30:34.010,-1.0
17:30:34.211,-1.0
17:30:34.413,-1.0
17:30:34.615,-1.0
17:30:34.817,-1.0
17:30:35.019,-1.0
17:30:35.225,-1.0
17:30:35.428,-1.0
17:30:35.630,-1.0
17:30:35.833,-1.0
17:30:36.034,-1.0
17:30:36.236,-1.0
17:30:36.438,-1.0
17:30:36.640,-1.0
17:30:36.841,-1.0
17:30:37.043,-1.0
17:30:37.246,-1.0
17:30:37.447,-1.0
17:30:37.653,-1.0
17:30:37.856,-1.0
17:30:38.060,-1.0
17:30:38.263,-1.0
17:30:38.464,-1.0
17:30:38.665,-1.0
17:30:38.866,-1.0
17:30:39.069,-1.0
17:30:39.272,-1.0
17:30:39.473,-1.0
17:30:39.676,-1.0
17:30:39.882,-1.0
17:30:40.084,-1.0
17:30:40.286,-1.0
17:30:40.490,-1.0
17:30:40.691,-1.0
17:30:40.892,-1.0
17:30:41.094,-1.0
17:30:41.297,-1.0
17:30:41.501,-1.0
17:30:41.703,-1.0
17:30:41.905,-1.0
17:30:42.106,-1.0
17:30:42.308,-1.0
17:30:42.516,-1.0
17:30:42.718,-1.0
17:30:42.920,-1.0
17:30:43.123,-1.0
17:30:43.325,-1.0
17:30:43.527,-1.0
17:30:43.732,-1.0
17:30:43.936,-1.0
17:30:44.137,-1.0
17:30:44.339,-1.0
17:30:44.542,-1.0
17:30:44.743,-1.0
17:30:44.945,-1.0
17:30:45.150,-1.0
17:30:45.352,-1.0
17:30:45.555,-1.0
17:30:45.756,-1.0
17:30:45.958,-1.0
17:30:46.159,-1.0
17:30:46.361,-1.0
17:30:46.563,-1.0
17:30:46.765,-1.0
17:30:46.967,-1.0
17:30:47.168,-1.0
17:30:47.369,-1.0
17:30:47.572,-1.0
17:30:47.774,-1.0
17:30:47.976,-1.0
17:30:48.180,-1.0
17:30:48.383,-1.0
17:30:48.585,-1.0
17:30:48.787,-1.0
17:30:48.988,-1.0
17:30:49.192,-1.0
17:30:49.394,-1.0
17:30:49.597,-1.0
17:30:49.799,-1.0
17:30:50.001,-1.0
17:30:50.204,-1.0
17:30:50.406,-1.0
17:30:50.610,-1.0
17:30:50.814,-1.0
17:30:51.017,-1.0
17:30:51.219,-1.0
17:30:51.422,-1.0
17:30:51.624,-1.0
17:30:51.826,-1.0
17:30:52.028,-1.0
17:30:52.230,-1.0
17:30:52.433,-1.0
17:30:52.636,-1.0
17:30:52.841,-1.0
17:30:53.043,-1.0
17:30:53.246,-1.0
17:30:53.448,-1.0
17:30:53.651,-1.0
17:30:53.853,-1.0
17:30:54.055,-1.0
17:30:54.259,-1.0
17:30:54.461,-1.0
17:30:54.663,-1.0
17:30:54.864,-1.0
17:30:55.066,-1.0
17:30:55.270,-1.0
17:30:55.472,-1.0
17:30:55.673,-1.0
17:30:55.876,-1.0
17:30:56.078,-1.0
17:30:56.280,-1.0
17:30:56.484,-1.0
17:30:56.686,-1.0
17:30:56.887,-1.0
17:30:57.088,-1.0
17:30:57.290,-1.0
17:30:57.491,-1.0
17:30:57.694,-1.0
17:30:57.899,-1.0
17:30:58.101,-1.0
17:30:58.303,-1.0
17:30:58.505,-1.0
17:30:58.707,-1.0
17:31:02.379,-1.0
17:31:02.580,-1.0
17:31:02.784,-1.0
17:31:02.986,-1.0
17:31:03.188,-1.0
17:31:03.390,-1.0
17:31:03.592,-1.0
17:31:03.793,-1.0
17:31:03.996,-1.0
17:31:04.198,-1.0
17:31:04.400,-1.0
17:31:04.602,-1.0
17:31:04.805,-1.0
17:31:05.009,-1.0
17:31:05.213,-1.0
17:31:05.416,-1.0
17:31:05.620,-1.0
17:31:05.822,-1.0
17:31:06.024,-1.0
17:31:06.227,-1.0
17:31:06.429,-1.0
17:31:06.631,-1.0
17:31:06.833,-1.0
17:31:07.041,-1.0
17:31:07.243,-1.0
17:31:07.445,-1.0
17:31:07.647,-1.0
17:31:07.852,-1.0
17:31:08.055,-1.0
17:31:08.259,-1.0
17:31:08.460,-1.0
17:31:08.665,-1.0
17:31:08.866,-1.0
17:31:09.068,-1.0
17:31:09.270,-1.0
17:31:09.476,-1.0
17:31:09.682,-1.0
17:31:09.886,-1.0
17:31:10.089,-1.0
17:31:10.292,-1.0
17:31:10.495,-1.0
17:31:10.696,-1.0
17:31:10.898,-1.0
17:31:11.100,-1.0
17:31:11.302,-1.0
17:31:11.504,-1.0
17:31:11.705,-1.0
17:31:11.908,-1.0
17:31:12.110,-1.0
17:31:12.311,-1.0
17:31:12.512,-1.0
17:31:12.714,-1.0
17:31:12.917,-1.0
17:31:13.119,-1.0
17:31:13.321,-1.0
17:31:13.523,-1.0
17:31:13.725,-1.0
17:31:13.927,-1.0
17:31:14.129,-1.0
17:31:14.330,-1.0
17:31:14.532,-1.0
17:31:14.734,-1.0
17:31:14.936,-1.0
17:31:15.138,-1.0
17:31:15.340,-1.0
17:31:15.542,-1.0
17:31:15.744,-1.0
17:31:15.949,-1.0
17:31:16.151,-1.0
17:31:16.353,-1.0
17:31:16.555,-1.0
17:31:16.756,-1.0
17:31:16.960,-1.0
17:31:17.166,-1.0
17:31:17.369,-1.0
17:31:17.571,-1.0
17:31:17.773,-1.0
17:31:17.979,-1.0
17:31:18.182,-1.0
17:31:18.386,-1.0
17:31:18.589,-1.0
17:31:18.790,-1.0
17:31:18.992,-1.0
17:31:19.193,-1.0
17:31:19.395,-1.0
17:31:19.599,-1.0
17:31:19.800,-1.0
17:31:20.002,-1.0
17:31:20.205,-1.0
17:31:20.407,-1.0
17:31:20.610,-1.0
17:31:20.812,-1.0
17:31:21.017,-1.0
17:31:21.220,-1.0
17:31:21.422,-1.0
17:31:21.625,-1.0
17:31:21.827,-1.0
17:31:22.030,-1.0
17:31:22.233,-1.0
17:31:22.435,-1.0
17:31:22.638,-1.0
17:31:22.840,-1.0
17:31:23.042,-1.0
17:31:23.244,-1.0
17:31:23.447,-1.0
17:31:23.649,-1.0
17:31:23.852,-1.0
17:31:24.054,-1.0
17:31:24.255,-1.0
17:31:24.458,-1.0
17:31:24.660,-1.0
17:31:24.862,-1.0
17:31:25.067,-1.0
17:31:25.269,-1.0
17:31:25.471,-1.0
17:31:25.673,-1.0
17:31:25.876,-1.0
17:31:26.078,-1.0
17:31:26.282,-1.0
17:31:26.484,-1.0
17:31:26.686,-1.0
17:31:26.890,-1.0
17:31:27.098,-1.0
17:31:27.300,-1.0
17:31:27.505,-1.0
17:31:27.706,-1.0
17:31:27.908,-1.0
17:31:28.109,-1.0
17:31:28.312,-1.0
17:31:28.519,-1.0
17:31:28.721,-1.0
17:31:28.923,-1.0
17:31:29.125,-1.0
17:31:29.327,-1.0
17:31:29.529,-1.0
17:31:29.732,-1.0
17:31:29.933,-1.0
