time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,EK2_ALT_SOURCE
12:27:53,1500.0,AUTO,-0.04069387540221214,0.058387523517012596,-0.21750622987747192,0.053998046554625034,0.00974108197260648,-0.028411091770976782,599555.0,-35.36325505000001,149.165238575,15579.75,-10.5,-34.0,-152.5,-4.75,4.75,-1000.5,54.5,10.0,-28.25,599.5549926757812,0.0
12:27:57,1500.0,AUTO,-0.06835550926625729,-0.09791446179151535,-0.14027141630649567,-0.1312388489022851,0.09031306207180023,-0.10121159553527832,604846.0,-35.363265999999996,149.16524296000003,20869.2,61.8,30.2,-146.6,-3.4,-14.8,-1007.0,-130.0,91.0,-101.2,604.8459716796875,0.0
