,A.RTL3
12:48:09.524,-1.0
12:48:09.726,-1.0
12:48:09.927,-1.0
12:48:10.129,-1.0
12:48:10.330,-1.0
12:48:10.531,-1.0
12:48:10.733,-1.0
12:48:10.933,-1.0
12:48:11.135,-1.0
12:48:11.336,-1.0
12:48:11.537,-1.0
12:48:11.738,-1.0
12:48:11.939,-1.0
12:48:12.140,-1.0
12:48:12.341,-1.0
12:48:12.542,-1.0
12:48:12.744,-1.0
12:48:12.946,-1.0
12:48:13.146,-1.0
12:48:13.399,-1.0
12:48:13.603,-1.0
12:48:13.804,-1.0
12:48:14.005,-1.0
12:48:14.206,-1.0
12:48:14.408,-1.0
12:48:14.609,-1.0
12:48:14.810,-1.0
12:48:15.011,-1.0
12:48:15.212,-1.0
12:48:15.413,-1.0
12:48:15.614,-1.0
12:48:15.815,-1.0
12:48:16.016,-1.0
12:48:16.218,-1.0
12:48:16.418,-1.0
12:48:16.619,-1.0
12:48:16.820,-1.0
12:48:17.021,-1.0
12:48:17.222,-1.0
12:48:17.503,-1.0
12:48:17.704,-1.0
12:48:17.906,-1.0
12:48:18.107,-1.0
12:48:18.309,-1.0
12:48:18.510,-1.0
12:48:18.711,-1.0
12:48:18.912,-1.0
12:48:19.113,-1.0
12:48:19.314,-1.0
12:48:19.515,-1.0
12:48:19.716,-1.0
12:48:19.917,-1.0
12:48:20.118,-1.0
12:48:20.319,-1.0
12:48:20.520,-1.0
12:48:20.721,-1.0
12:48:20.921,-1.0
12:48:21.122,-1.0
12:48:21.324,-1.0
12:48:21.555,-1.0
12:48:21.756,-1.0
12:48:21.958,-1.0
12:48:22.160,-1.0
12:48:22.362,-1.0
12:48:22.563,-1.0
12:48:22.765,-1.0
12:48:22.967,-1.0
12:48:23.168,-1.0
12:48:23.369,-1.0
12:48:23.571,-1.0
12:48:23.772,-1.0
12:48:23.972,-1.0
12:48:24.173,-1.0
12:48:24.374,-1.0
12:48:24.575,-1.0
12:48:24.776,-1.0
12:48:24.977,-1.0
12:48:25.180,-1.0
12:48:25.381,-1.0
12:48:25.652,-1.0
12:48:25.854,-1.0
12:48:26.055,-1.0
12:48:26.256,-1.0
12:48:26.458,-1.0
12:48:26.659,-1.0
12:48:26.860,-1.0
12:48:27.061,-1.0
12:48:27.264,-1.0
12:48:27.465,-1.0
12:48:27.666,-1.0
12:48:27.867,-1.0
12:48:28.068,-1.0
12:48:28.269,-1.0
12:48:28.469,-1.0
12:48:28.670,-1.0
12:48:28.872,-1.0
12:48:29.073,-1.0
12:48:29.274,-1.0
12:48:29.475,-1.0
12:48:29.676,-1.0
12:48:29.878,-1.0
12:48:30.079,-1.0
12:48:30.281,-1.0
12:48:30.482,-1.0
12:48:30.683,-1.0
12:48:30.884,-1.0
12:48:31.085,-1.0
12:48:31.287,-1.0
12:48:31.488,-1.0
12:48:31.689,-1.0
12:48:31.890,-1.0
12:48:32.091,-1.0
12:48:32.292,-1.0
12:48:32.494,-1.0
12:48:32.695,-1.0
12:48:32.897,-1.0
12:48:33.098,-1.0
12:48:33.300,-1.0
12:48:33.501,-1.0
12:48:33.716,-1.0
12:48:33.917,-1.0
12:48:34.118,-1.0
12:48:34.319,-1.0
12:48:34.521,-1.0
12:48:34.723,-1.0
