,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
01:06:00.856,186418.0,0.3,0.4,-2.6,0.25
01:06:05.963,18827.0,0.2,0.2,-3.3,0.25
01:06:11.044,2378.0,0.3,0.4,-9.7,0.25
01:06:16.591,31637.0,0.2,0.9,-5.3,0.25
01:06:21.121,61145.0,0.2,0.5,-3.5,0.25
01:06:26.730,2047.0,0.2,0.2,-5.2,0.25
01:06:31.304,1956.0,0.7,0.4,-7.9,0.25
01:06:37.052,15209.0,0.2,0.4,-3.9,0.25
01:06:42.718,60468.0,0.3,1.1,-7.8,0.25
01:06:47.313,121716.0,0.3,0.3,-3.9,0.25
01:06:52.961,60770.0,0.4,0.4,-1.0,0.25
01:06:57.538,3925.0,0.5,0.5,-9.6,0.25
01:07:02.656,40751.0,0.2,0.4,-9.8,0.25
01:07:07.253,68206.0,0.3,0.5,-9.4,0.25
01:07:12.813,81248.0,0.3,0.5,-6.9,0.25
01:07:17.486,79399.0,0.5,0.5,-8.8,0.25
01:07:23.061,23003.0,0.2,0.5,-5.2,0.25
01:07:28.593,36267.0,0.9,0.5,-9.0,0.25
01:07:33.186,85020.0,0.7,0.5,-9.8,0.25
01:07:38.804,101349.0,0.2,0.2,-3.1,0.25
01:07:43.306,47495.0,0.4,1.3,-9.2,0.25
01:07:48.839,20221.0,0.2,0.5,-5.9,0.25
01:07:53.396,7818.0,0.3,0.3,-9.6,0.25
01:07:58.936,9043.0,0.5,0.9,-9.2,0.25
01:08:03.419,3691.0,0.5,0.2,-3.0,0.25
01:08:08.987,34003.0,0.2,0.5,-1.8,0.25
01:08:13.665,72845.0,0.2,0.5,-5.6,0.25
01:08:18.741,34571.0,0.5,0.4,-3.8,0.25
01:08:23.302,88357.0,0.2,0.4,-4.5,0.25
01:08:28.852,20694.0,0.5,1.2,-7.6,0.25
01:08:33.384,43561.0,0.2,1.5,-9.8,0.25
01:08:38.915,18280.0,0.2,0.4,-9.4,0.25
01:08:43.523,107741.0,0.3,0.3,-8.5,0.25
01:08:48.524,63518.0,0.2,0.2,-7.6,0.25
01:08:53.082,96778.0,0.3,1.1,-8.9,0.25
01:08:58.533,5465.0,0.2,0.4,-7.4,0.25
01:09:03.157,32229.0,0.4,0.5,-3.7,0.25
01:09:08.605,77663.0,0.3,0.2,5.5,0.25
01:09:13.171,7951.0,0.7,0.2,-8.8,0.25
01:09:18.764,83818.0,0.5,0.2,-2.7,0.25
01:09:23.357,101361.0,0.4,0.5,-9.2,0.25
01:09:28.971,6854.0,0.5,0.2,-5.2,0.25
01:09:33.541,112744.0,0.3,0.4,-6.9,0.25
01:09:38.662,43334.0,0.2,0.7,-9.8,0.25
01:09:43.283,46060.0,0.3,1.4,-9.6,0.25
01:09:48.770,14502.0,0.4,0.4,-5.5,0.25
01:09:53.299,26294.0,0.3,0.5,1.1,0.25
01:09:58.843,138886.0,0.2,0.3,-8.9,0.25
01:10:03.452,22149.0,0.5,0.9,-1.2,0.25
01:10:09.057,55310.0,0.2,0.9,0.4,0.25
01:10:14.561,59561.0,0.4,0.7,-8.9,0.25
01:10:19.189,79427.0,0.3,0.3,-9.2,0.25
01:10:24.771,147223.0,0.3,0.4,-6.5,0.25
01:10:29.326,20865.0,0.2,1.9,1.2,0.25
01:10:34.902,80230.0,0.3,0.5,-1.2,0.25
01:10:39.450,80799.0,0.3,0.2,-5.3,0.25
01:10:44.961,102132.0,0.4,0.7,-7.4,0.25
01:10:49.510,614.0,0.2,0.5,4.3,0.25
01:10:54.508,27816.0,0.2,0.5,-7.6,0.25
01:10:59.076,123267.0,0.3,0.5,-7.4,0.25
01:11:04.596,45962.0,0.4,0.3,-4.5,0.25
01:11:09.289,31407.0,0.4,0.7,-6.5,0.25
01:11:14.760,25070.0,0.2,0.3,1.5,0.25
01:11:19.354,5735.0,0.3,0.5,-7.4,0.25
01:11:24.883,94661.0,0.5,0.4,-7.8,0.25
01:11:29.426,9005.0,0.5,0.2,-2.6,0.25
01:11:35.001,36960.0,0.2,0.5,0.1,0.25
01:11:40.568,122104.0,0.4,0.5,-7.4,0.25
01:11:45.125,99109.0,0.2,0.2,-7.6,0.25
01:11:50.737,795.0,0.4,0.4,-4.9,0.25
01:11:55.391,31783.0,0.2,0.7,-0.8,0.25
01:12:00.932,52341.0,0.7,0.3,-3.2,0.25
01:12:05.550,20256.0,0.2,0.3,-8.2,0.25
01:12:10.580,54114.0,0.2,0.5,-5.9,0.25
01:12:15.189,39478.0,0.4,0.3,-2.9,0.25
01:12:20.751,15406.0,0.3,0.2,5.8,0.25
01:12:25.293,45430.0,0.3,0.7,-5.3,0.25
01:12:30.844,11513.0,0.4,0.9,-8.4,0.25
01:12:35.356,61709.0,0.2,0.4,-7.6,0.25
01:12:40.799,165339.0,0.2,0.5,-9.9,0.25
