time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
17:30:41,583975.0,-35.36326209999999,149.1652374,0.0,-0.625,0.625,1.0,0.0,1.0,-1000.0,0.0,0.0,0.3333333333333333,STABILIZE,-5.5900536608533e-05,0.0015283766357849042,0.026418022190531094,0.00023112958297133446,0.00024929789166587096,0.002300750697031617
17:30:43,583980.0,-35.36326218000001,149.1652375,0.0,-1.8,1.4,0.0,0.0,1.25,-1000.0,0.0,0.0,0.0,STABILIZE,-0.00034440162708051505,0.001386309158988297,0.025052990391850473,0.00029339587199501694,0.00023795627639628948,0.002142205461859703
17:30:45,583980.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,0.0,0.0,0.75,STABILIZE,-0.0008585628384025767,0.0010207128507317975,0.02414699364453554,0.0002495448788977228,0.00025840866146609187,0.0019951884169131517
17:30:46,583990.0,-35.3632621,149.1652374,6.0,-1.0,0.0,-2.0,0.0,2.5,-998.0,0.0,0.0,0.5,STABILIZE,-0.0007945460674818605,0.0009378807444591075,0.02382527571171522,0.0002514645457267761,0.00019795040134340525,0.0018936307169497013
17:30:50,583995.0,-35.3632621,149.16523755,10.0,-1.0,2.0,1.0,0.0,1.0,-1000.0,1.0,0.0,0.0,STABILIZE,-0.0004238529072608799,0.0009530827519483864,0.022554938681423664,0.00028887615189887583,0.0002710927801672369,0.0017259939922951162
17:30:55,583956.6666666666,-35.3632622,149.16523759999998,0.0,-1.0,3.3333333333333335,4.666666666666667,0.0,2.0,-999.0,0.16666666666666666,0.3333333333333333,0.5,STABILIZE,-0.0007920729112811387,0.000991233391687274,0.021380243512491386,0.00024623133746596676,0.00022917893754007915,0.001620212822065999
17:30:57,583952.2222222222,-35.363262177777784,149.16523757777773,4.111111111111111,-0.7777777777777778,0.2222222222222222,1.2222222222222223,0.0,2.0,-999.6666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,AUTO,-0.0013832709260491861,0.0009847592122645841,0.02100910060107708,0.0002716911064150433,0.00027566936720783514,0.0015335369518854553
17:31:00,583962.5,-35.3632621,149.1652375,18.5,0.0,0.0,-1.0,0.0,1.5,-1000.0,0.0,0.0,0.75,AUTO,-0.00105712388176471,0.0012862191069871187,0.020767230074852705,0.00018362636910751462,0.0002160030708182603,0.0014811463770456612
17:31:02,583975.0,-35.3632621,149.1652375,29.0,0.0,0.0,-6.25,0.0,1.0,-1035.25,2.75,-0.75,0.75,AUTO,-0.00023007861454971135,0.0012082102675776696,0.02051997371017933,0.00243114611657802,-0.001409895674441941,0.0016457560996059328
17:31:04,585590.0,-35.36326198571429,149.16523794285715,1644.857142857143,1.8571428571428572,13.285714285714286,-140.71428571428572,0.14285714285714285,-1.5714285714285714,-1028.857142857143,37.142857142857146,-5.428571428571429,1.7142857142857142,AUTO,0.028703408615131463,-0.002739991046837531,0.019888027970279967,0.03686818972762142,-0.006528663848127637,0.0022731710341759026
