,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
23:07:39.017,45559.0,0.5,0.3,4.1,0.25,1.2,0.0,3230.0,160.0,1.0,0.1,50.0,50.0,257.0,0.0
23:07:44.606,39421.0,0.4,1.3,-6.5,0.25,1.5,0.0,1987.0,750.0,1.0,0.1,50.0,50.0,80.0,0.0
23:07:49.234,179761.0,0.4,0.3,-8.4,0.25,1.9,0.0,20663.0,130.0,1.0,0.1,50.0,50.0,502.0,0.0
23:07:55.019,1448.0,0.4,0.3,-1.6,0.25,1.6,0.0,14037.0,80.0,1.0,0.1,50.0,50.0,102.0,0.0
23:08:00.716,158722.0,0.4,1.1,-8.7,0.25,2.1,0.0,4724.0,240.0,1.0,0.1,50.0,50.0,220.0,0.0
23:08:05.438,46570.0,0.7,0.4,-8.4,0.25,0.2,0.0,15461.0,750.0,1.0,0.1,50.0,50.0,251.0,0.0
23:08:11.159,59501.0,0.2,1.8,-9.8,0.25,1.6,0.0,925.0,750.0,1.0,0.1,50.0,50.0,534.0,0.0
23:08:16.785,2991.0,0.3,0.3,-7.8,0.25,0.3,0.0,6443.0,770.0,1.0,0.1,50.0,50.0,278.0,0.0
23:08:21.497,224705.0,0.2,0.5,-7.4,0.25,1.3,0.0,2076.0,80.0,1.0,0.1,50.0,50.0,232.0,0.0
23:08:26.704,70406.0,0.2,1.2,-2.6,0.25,2.9,0.0,4739.0,440.0,1.0,0.1,50.0,50.0,359.0,0.0
23:08:31.583,104259.0,0.3,0.7,3.6,0.25,1.3,0.0,17821.0,40.0,1.0,0.1,50.0,50.0,97.0,0.0
23:08:36.936,62562.0,0.2,1.1,-9.4,0.25,3.8,0.0,14591.0,160.0,1.0,0.1,50.0,50.0,471.0,0.0
23:08:41.706,187319.0,0.7,0.9,8.1,0.25,0.8,0.0,8730.0,680.0,1.0,0.1,50.0,50.0,110.0,0.0
23:08:46.937,47770.0,0.5,0.4,-4.3,0.25,2.1,0.0,1191.0,120.0,1.0,0.1,50.0,50.0,588.0,0.0
23:08:51.742,16061.0,0.7,0.4,7.9,0.25,0.8,0.0,14912.0,110.0,1.0,0.1,50.0,50.0,25.0,0.0
23:08:57.019,72159.0,0.3,0.2,8.8,0.25,0.4,0.0,6018.0,420.0,1.0,0.1,50.0,50.0,1000.0,0.0
23:09:02.753,10584.0,0.7,0.5,-6.3,0.25,1.8,0.0,24769.0,880.0,1.0,0.1,50.0,50.0,15.0,0.0
23:09:07.451,10366.0,0.9,0.7,-5.0,0.25,1.5,0.0,8125.0,690.0,1.0,0.1,50.0,50.0,419.0,0.0
23:09:13.106,15453.0,0.4,0.5,-8.9,0.25,4.1,0.0,9332.0,160.0,1.0,0.1,50.0,50.0,992.0,0.0
23:09:18.667,67457.0,0.9,0.3,-8.8,0.25,2.1,0.0,22122.0,240.0,1.0,0.1,50.0,50.0,324.0,0.0
23:09:23.365,15537.0,0.7,1.4,-9.6,0.25,1.6,0.0,26694.0,920.0,1.0,0.1,50.0,50.0,55.0,0.0
23:09:29.087,98915.0,0.5,1.5,2.1,0.25,1.6,0.0,5612.0,420.0,1.0,0.1,50.0,50.0,109.0,0.0
23:09:34.827,229039.0,0.3,0.2,-5.6,0.25,2.8,0.0,1390.0,110.0,1.0,0.1,50.0,50.0,190.0,0.0
23:09:39.541,164990.0,0.3,0.3,-8.7,0.25,0.8,0.0,5200.0,80.0,1.0,0.1,50.0,50.0,524.0,0.0
23:09:44.565,59328.0,0.5,0.5,4.0,0.25,0.1,0.0,5683.0,560.0,1.0,0.1,50.0,50.0,884.0,0.0
23:09:49.255,20275.0,0.3,0.5,-2.6,0.25,0.8,0.0,22698.0,980.0,1.0,0.1,50.0,50.0,401.0,0.0
