time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,alt,lat,lon,relative_alt,vx,vy,vz
19:21:07,4.0,-11.25,-1002.0,-95.0,13.5,-61.5,-0.0008030605386011302,0.01507048006169498,-0.050103211775422096,-0.09620285220444202,0.01285549858585,-0.0618608808144927,AUTO,587802.5,-35.363261125,149.16524295,3846.75,5.25,49.25,-146.75
19:21:08,1.0,-2.5,-1001.0,-12.5,-5.5,-26.5,-0.058956343680620193,0.0022188452567206696,-0.08444057777523994,-0.013348853215575218,-0.006972982315346599,-0.026813650503754616,AUTO,589325.0,-35.3632608,149.1652459,5373.5,-0.5,0.5,-149.0
19:21:09,-4.75,9.5,-1001.5,63.0,7.75,-6.25,-0.03549465164542198,0.0017280867396038957,-0.10339329391717911,0.06269934866577387,0.007486088259611279,-0.006802643678383902,AUTO,590865.0,-35.363261025,149.16524289999998,6909.5,-6.25,-53.25,-149.25
19:21:10,-4.0,10.5,-1003.0,66.0,5.5,1.5,0.030109182000160217,0.010336716193705797,-0.10476797446608543,0.0655161552131176,0.005339953670045361,0.0018119194864993915,AUTO,592415.0,-35.36326205,149.1652368,8461.0,-15.5,-44.0,-152.0
19:21:11,3.0,1.25,-996.75,-42.25,-62.0,65.25,0.05831717047840357,-0.01958350206768955,-0.07651535607874393,-0.04319889796897769,-0.06353906786534935,0.0657648789929226,AUTO,593985.0,-35.363263625,149.16523435,10031.5,-12.5,12.0,-150.25
19:21:12,-1.5,-6.5,-1003.0,-51.0,58.0,-59.0,-0.01566764862218406,-0.022310480620944872,-0.07606270350515842,-0.0519739068695344,0.057775791734457016,-0.05893553979694843,AUTO,595515.0,-35.3632631,149.16523655,11559.5,21.0,19.0,-149.0
19:21:13,-4.5,-1.25,-1001.5,32.25,19.0,-48.0,-0.017554515972733498,0.015202150447294116,-0.14376208186149597,0.03180707013234496,0.018490496091544628,-0.048248565290123224,AUTO,597057.5,-35.363260975,149.165237075,13103.25,17.25,-9.25,-152.25
19:21:14,-2.0,1.0,-999.5,17.5,-5.0,-8.5,0.010119524085894227,0.01910881232470274,-0.16812949627637863,0.01701670011971146,-0.0056691937788855284,-0.008478029165416956,AUTO,598625.0,-35.3632603,149.16523575000002,14671.0,-2.5,-8.5,-152.5
19:21:15,1.25,0.5,-999.5,-7.0,-9.25,0.5,0.011763973045162857,0.008705721120350063,-0.16741743683815002,-0.008223271346651018,-0.01077008806169033,0.00045370768566499464,AUTO,600182.5,-35.363260749999995,149.165235225,16226.0,-11.25,4.25,-151.75
19:21:16,1.5,0.0,-1000.0,-4.0,-3.5,-15.0,0.0028087204264011234,0.0006174419540911913,-0.174528568983078,-0.005114939413033426,-0.004131720139412209,-0.015061262995004654,AUTO,601735.0,-35.36326155,149.16523575,17782.0,-9.0,8.0,-152.0
19:21:17,0.5,0.0,-1000.0,1.5,1.75,-24.0,-0.000278540517683723,-0.0008373723903787322,-0.19471166655421257,0.0006978410674491897,0.0015336155775003135,-0.024154521990567446,AUTO,603305.0,-35.36326199999999,149.16523627499998,19347.0,-3.75,4.5,-152.0
19:21:18,0.0,0.0,-1000.0,3.0,5.0,-25.0,0.001524848077679053,0.0012591771373990923,-0.21997275203466415,0.0027616029838100076,0.004423734033480287,-0.025414207950234413,AUTO,604865.0,-35.3632621,149.16523645,20907.5,-1.5,2.5,-152.0
19:21:19,0.0,0.0,-1000.0,2.5,1.5,-21.5,0.0031777749536558986,0.0032741293543949723,-0.24341744929552078,0.0017670296219876036,0.0011476077052066103,-0.02196686901152134,AUTO,606425.0,-35.3632621,149.1652365,22467.75,-1.0,2.25,-153.0
19:21:20,0.0,0.0,-999.5,0.5,0.5,-18.5,0.002963830018416047,0.00321720028296113,-0.2631247490644455,-4.978716606274247e-05,0.00035261918674223125,-0.018835491500794888,AUTO,607985.0,-35.3632621,149.16523665,24029.0,-1.0,3.0,-153.0
19:21:21,0.0,0.0,-1001.75,14.5,1.75,11.5,-0.002937994198873639,0.005265310930553824,-0.2692977488040924,0.013692927546799183,0.0009218920022249222,0.011457851156592369,AUTO,609540.0,-35.3632621,149.1652367,25583.75,-3.0,1.0,-152.25
19:21:22,0.5,0.0,-999.0,5.5,-0.5,26.0,0.00829665339551866,0.0029406973044387996,-0.24447358399629593,0.004317847546190023,-0.001773067458998412,0.02611723728477955,AUTO,611095.0,-35.3632623,149.1652367,27140.5,-4.0,3.0,-152.5
19:21:23,0.75,-0.5,-1000.0,-4.25,1.0,20.75,0.004873099736869335,0.0014049606979824603,-0.22062436118721962,-0.006065408058930188,9.674715693108737e-05,0.02112502697855234,AUTO,612655.0,-35.3632624,149.1652371,28698.0,-1.0,7.75,-152.0
19:21:24,0.0,-0.5,-1000.0,-0.5,1.0,18.5,-0.00015911561786197126,0.0015491163940168917,-0.20114672929048538,-0.0015154731227084994,0.00046471034875139594,0.018724304623901844,AUTO,614200.0,-35.3632624,149.16523769999998,30248.5,0.0,6.5,-152.0
19:21:25,0.0,0.0,-1000.0,3.25,1.0,15.25,-0.0007489842901122756,0.0012429405469447374,-0.18418114259839058,0.002281562425196171,-1.5489873476326466e-05,0.015896767610684037,AUTO,615755.0,-35.3632624,149.165238075,31801.5,0.0,2.75,-152.0
19:21:26,0.0,0.0,-1000.0,3.0,2.0,13.0,0.0005022466957598226,0.0010033628204837441,-0.16962340474128723,0.0026484366389922798,0.001221574959345162,0.013681526761502028,AUTO,617315.0,-35.3632623,149.1652381,33359.0,0.0,0.5,-152.0
19:21:27,0.0,0.0,-999.75,1.25,1.75,11.5,0.001168294926173985,0.0013244659057818353,-0.15692977979779243,0.00040195159090217203,0.0012679820647463202,0.012106919893994927,AUTO,618867.5,-35.363262275000004,149.16523805,34912.5,0.0,0.0,-152.0
19:21:28,0.0,0.0,-1000.0,3.5,1.5,9.5,0.0015742842224426568,0.0012512495159171522,-0.14611735194921494,0.00246182712726295,0.0010229230392724276,0.010083654429763556,AUTO,620425.0,-35.3632622,149.16523795,36468.0,0.0,0.0,-152.5
19:21:29,0.0,0.0,-1000.0,1.0,1.0,8.75,0.0020103871647734195,0.0015972884430084378,-0.13641848415136337,0.0005286146188154817,0.00010303553426638246,0.009199758060276508,AUTO,621977.5,-35.36326215,149.16523775000002,38023.5,0.0,0.0,-152.0
19:21:30,0.0,0.0,-999.5,1.5,1.5,9.5,0.0021379913087002933,0.0016599742230027914,-0.12814707309007645,0.0005217086873017251,0.0008226805366575718,0.00984810059890151,AUTO,623535.0,-35.3632621,149.1652376,39578.5,0.0,0.5,-152.0
19:21:31,0.0,0.0,-999.75,0.75,1.0,7.0,0.0016948299598880112,0.0015999004535842687,-0.12105298414826393,-0.00026130396872758865,0.0001879717892734334,0.0071421656757593155,AUTO,625092.5,-35.3632621,149.16523755,41134.75,-1.0,1.0,-152.0
19:21:32,0.0,0.0,-1000.0,1.0,0.5,7.0,0.0014053084887564182,0.0015216757892630994,-0.11441734060645103,0.00048311532009392977,-0.00012658248306252062,0.007419261150062084,AUTO,626650.0,-35.363262,149.1652375,42693.0,-1.0,1.0,-152.0
19:21:33,0.0,0.0,-1000.25,3.5,0.75,6.5,0.0016408680530730635,0.0013478980690706521,-0.10830253548920155,0.0025585398834664375,0.0001720685831969604,0.00687970279250294,AUTO,628212.5,-35.363262,149.1652375,44254.25,-1.0,1.0,-152.0
19:21:34,0.0,0.0,-999.5,-0.5,1.0,7.0,0.0015973570989444852,0.0012551348190754652,-0.10242556408047676,-0.001547695603221655,-6.0727354139089584e-05,0.0070512325037270784,AUTO,629760.0,-35.363262,149.1652374,45807.5,-1.0,1.0,-152.0
19:21:35,0.5,0.5,-976.0,-77.5,64.5,271.0,-0.023127481050323695,0.027669488947140053,-0.02472719782963395,-0.0789805336680729,0.06355879819602706,0.2712096262257546,AUTO,631295.0,-35.36326205,149.165237325,47339.0,-6.25,-4.0,-144.5
19:21:36,2.5,7.5,-949.5,61.0,-115.5,157.0,-0.016289555467665195,-0.000440230593085289,0.2549096941947937,0.0605329405516386,-0.11703155376017094,0.15732700051739812,AUTO,632550.0,-35.363263599999996,149.16523504999998,48594.0,-23.0,-28.5,-100.0
19:21:37,-0.75,2.25,-972.0,42.25,30.25,-28.0,0.037509338930249214,-0.04483014764264226,0.2838020771741867,0.04123499011620879,0.029308394092367962,-0.028883074410259724,AUTO,633367.5,-35.363264625,149.165232675,49412.0,5.0,0.25,-60.25
19:21:38,-2.5,-1.5,-980.0,169.0,38.0,-30.5,0.023421920835971832,-0.005958937807008624,0.2479792982339859,0.16765578836202621,0.03704790584743023,-0.03173510171473026,AUTO,633845.0,-35.36326325,149.16523425,49887.0,19.0,27.5,-36.0
19:21:39,0.25,-14.0,-966.5,-212.0,7.25,-23.0,-0.005836406373418868,0.01528897206299007,0.21741486713290215,-0.21362199634313583,0.006247128359973431,-0.02370569296181202,AUTO,634097.5,-35.3632616,149.165237275,50141.0,12.0,25.0,-13.0
19:21:40,0.5,20.5,-908.5,521.0,22.0,-33.5,-0.01191797130741179,0.016989242285490036,0.19649381935596466,0.5208386033773422,0.02110016718506813,-0.034824020229279995,LOITER,634055.0,-35.363261050000006,149.1652385,50100.0,-1.0,2.5,20.0
19:21:41,-0.75,2.75,-865.25,767.25,1.5,-16.75,0.03392395470291376,-0.00853524764534086,0.174761850386858,0.7688996456563473,-0.000204250100068748,-0.017722923075780272,LOITER,633475.0,-35.363261175,149.165237425,49521.0,-1.75,-4.75,111.5
19:21:42,0.5,26.0,-982.0,-126.5,5.5,-15.5,0.005306154489517212,-0.0048206973588094115,0.15550759434700012,-0.13077741861343384,0.004551353980787098,-0.01678548939526081,LOITER,631885.0,-35.3632613,149.16523654999997,47929.5,0.5,8.5,173.5
19:21:43,2.75,-71.25,-993.25,-644.75,-9.0,-29.75,0.013419429771602154,-0.0013057351134193595,0.1384700946509838,-0.6427665799856186,-0.01066228630952537,-0.03084825398400426,LOITER,630042.5,-35.3632613,149.16523684999999,46088.25,1.5,11.25,176.0
19:21:44,2.5,34.5,-1018.0,389.5,-6.5,-9.5,-0.005465883761644363,-0.0003740875399671495,0.12810348346829414,0.38582098484039307,-0.008675770368427038,-0.010444980347529054,LOITER,628235.0,-35.363261449999996,149.1652381,44281.5,2.0,10.5,172.5
19:21:45,0.0,-72.25,-1036.75,-1124.5,-23.25,-4.75,-0.016635381616652012,-0.008021035289857537,0.11296961270272732,-1.1238153874874115,-0.024999604793265462,-0.005681228300090879,AUTO,626470.0,-35.3632617,149.16523892499998,42514.75,3.5,-1.0,162.25
19:21:46,-7.0,-16.0,-1117.5,96.0,-37.0,6.5,-0.001623543445020914,-0.04172464367002249,0.10352937877178192,0.09642958641052246,-0.03821874409914017,0.006260010180994868,AUTO,625215.0,-35.363261249999994,149.16523815,41258.5,23.0,-9.0,74.5
19:21:47,-16.25,-0.25,-1034.75,-29.75,-42.75,-375.5,-0.015070131979882717,-0.08150819130241871,-0.021063661202788353,-0.032315947115421295,-0.044260610826313496,-0.37663554721075343,AUTO,624780.0,-35.363257925,149.165236025,40824.5,71.0,-24.25,10.25
19:21:48,-24.0,-20.0,-1015.0,158.0,-45.0,-189.0,0.013138511683791876,-0.12504637613892555,-0.3058166652917862,0.19483906775712967,-0.04585864581167698,-0.07985327020287514,AUTO,624770.0,-35.36324865,149.16523135,40812.0,144.5,-56.0,-9.0
19:21:49,-51.0,-23.0,-1015.8,47.4,-32.6,10.4,0.018480660626664758,-0.17350595444440842,-0.2930872514843941,-0.00028643757104873657,-0.03086867486126721,0.004785701283253729,AUTO,624907.5,-35.36323230000001,149.16522300000003,40951.0,240.75,-97.5,-19.5
19:21:50,-66.0,-29.5,-1008.5,113.0,-18.0,-6.0,0.03404307458549738,-0.18748127669095993,-0.303138792514801,0.11211195681244135,-0.019336188212037086,-0.0074875918217003345,AUTO,625170.0,-35.363205949999994,149.1652096,41212.5,346.5,-141.0,-30.0
19:21:51,-95.0,-47.0,-1009.0,23.0,-38.5,1.5,0.03900879621505737,-0.20392220467329025,-0.30787527561187744,0.02113629039376974,-0.03943906910717487,0.00026904954575002193,AUTO,625425.0,-35.36318085,149.16519705000002,41470.0,421.5,-170.5,-37.0
19:21:52,-113.66666666666667,-60.333333333333336,-1018.0,3.6666666666666665,62.333333333333336,-45.333333333333336,0.04001935323079427,-0.19981207450230917,-0.3185359537601471,0.002279265085235238,0.061612999687592186,-0.046686360612511635,AUTO,625680.0,-35.3631553,149.16518449999998,41724.666666666664,482.6666666666667,-196.33333333333334,-42.0
19:21:53,-113.66666666666667,-64.66666666666667,-995.6666666666666,2.0,13.666666666666666,-131.66666666666666,0.05992178370555242,-0.15539408723513284,-0.429434339205424,0.0004008236574009061,0.012975135042021671,-0.13313362250725427,AUTO,626326.6666666666,-35.36309666666667,149.16515493333333,42370.666666666664,549.6666666666666,-234.0,-54.333333333333336
19:21:54,-107.33333333333333,-86.33333333333333,-959.6666666666666,22.666666666666668,-53.0,-216.0,0.09175317237774532,-0.16755388180414835,-0.5657723744710287,0.021578648127615452,-0.05454000364989042,-0.2176867425441742,AUTO,626733.3333333334,-35.363058599999995,149.16513503333334,42780.333333333336,576.0,-251.33333333333334,-45.333333333333336
19:21:55,-106.0,-112.33333333333333,-1032.0,-6.0,99.33333333333333,-30.0,0.15302585562070212,-0.11133598039547603,-0.7412499785423279,-0.008044830212990442,0.09871079896887143,-0.031590870465151966,AUTO,627073.3333333334,-35.362989266666666,149.1650988,43119.333333333336,649.3333333333334,-265.0,-28.0
19:21:56,-107.33333333333333,-117.33333333333333,-1006.0,4.333333333333333,1.0,43.333333333333336,0.13252364844083786,-0.08391645799080531,-0.7273850242296854,0.0025341731185714402,-0.0001980441932876905,0.04262537074585756,AUTO,627426.6666666666,-35.362944666666664,149.16507750000002,43469.0,655.0,-248.0,-57.666666666666664
19:21:57,-107.33333333333333,-112.33333333333333,-990.3333333333334,-17.666666666666668,-3.0,44.666666666666664,0.09838305662075679,-0.09726237505674362,-0.6719268361727396,-0.019711035303771496,-0.00373528393295904,0.04405739903450012,AUTO,628230.0,-35.36287093333333,149.1650442,44274.0,646.0,-242.33333333333334,-65.66666666666667
19:21:58,-108.66666666666667,-103.0,-986.0,21.0,9.666666666666666,30.666666666666668,0.09135373681783676,-0.10703358302513759,-0.6467126806577047,0.020240551559254527,0.008557921275496483,0.030246029297510784,AUTO,628740.0,-35.3628274,149.16502413333333,44786.0,635.3333333333334,-248.0,-66.0
19:21:59,-109.0,-100.0,-986.6666666666666,10.0,8.666666666666666,25.666666666666668,0.09875902533531189,-0.1098085269331932,-0.6154901385307312,0.008647112951924404,0.007100578319902222,0.0250941701233387,AUTO,629580.0,-35.3627564,149.1649892,45624.0,626.3333333333334,-256.6666666666667,-64.66666666666667
19:22:00,-104.66666666666667,-95.33333333333333,-982.3333333333334,-4.666666666666667,-16.0,24.0,0.10031008720397949,-0.11225600292285283,-0.5968356132507324,-0.006565775411824386,-0.01709345798008144,0.02337542176246643,LOITER,630080.0,-35.36271416666667,149.1649679,46124.0,624.0,-256.6666666666667,-64.66666666666667
19:22:01,-107.66666666666667,-80.0,-974.6666666666666,10.666666666666666,638.0,390.3333333333333,0.16332657635211945,0.19713945810993513,-0.3242447227239609,0.010315597678224245,0.6376458009084066,0.38950470586617786,LOITER,631030.0,-35.36264546666666,149.1649338,47073.666666666664,549.3333333333334,-198.33333333333334,-86.33333333333333
19:22:02,-53.666666666666664,-59.666666666666664,-838.0,261.3333333333333,-67.66666666666667,78.66666666666667,0.16815714041392008,0.3761945366859436,-0.14313620328903198,0.26408226291338605,-0.06919481977820396,0.07805538984636466,LOITER,631150.0,-35.36261603333333,149.16492146666667,47196.333333333336,310.6666666666667,-85.66666666666667,78.0
19:22:03,7.333333333333333,99.33333333333333,-993.3333333333334,963.0,-259.0,-12.0,-0.022920913062989712,0.12979963421821594,-0.1466323286294937,0.9564172104001045,-0.2606022258599599,-0.01340542733669281,LOITER,628933.3333333334,-35.362601500000004,149.16491779999998,44976.0,-8.333333333333334,7.0,231.33333333333334
19:22:04,7.0,-58.0,-1036.3333333333333,-1935.0,-91.33333333333333,-25.333333333333332,-0.0582109751800696,-0.002256272050241629,-0.1512388288974762,-1.9367584784825642,-0.09270454322298367,-0.026870576664805412,LOITER,627160.0,-35.3626039,149.1649182,43203.666666666664,-43.666666666666664,-4.666666666666667,221.33333333333334
19:22:05,-2.0,98.0,-1029.3333333333333,1759.3333333333333,6.666666666666667,-13.0,0.009656963792319099,-0.03370796764890353,-0.16873598595460257,1.7555601596832275,0.006020794467379649,-0.014656288549304008,AUTO,624596.6666666666,-35.36260776666667,149.1649165,40640.666666666664,-10.0,-16.333333333333332,176.66666666666666
19:22:06,-4.0,30.333333333333332,-1085.3333333333333,-359.6666666666667,1.0,2.0,-0.008498319114247957,-0.020816901698708534,-0.17905152340730032,-0.36556043693174917,-0.0004428972800572713,0.0007008733227849007,AUTO,623340.0,-35.36260816666667,149.16491516666667,39383.0,4.666666666666667,-14.0,137.0
19:22:07,-11.333333333333334,4.333333333333333,-1076.3333333333333,312.3333333333333,-33.666666666666664,-19.333333333333332,0.00044061033986508846,-0.05452209711074829,-0.1918098827203115,0.3115205516417821,-0.035314718882242836,-0.020939808804541826,AUTO,622373.3333333334,-35.36260613333334,149.16491326666667,38416.0,41.333333333333336,-20.666666666666668,16.666666666666668
19:22:08,-19.0,-3.3333333333333335,-1049.3333333333333,-85.66666666666667,-35.333333333333336,-99.33333333333333,-0.001684418258567651,-0.08338398486375809,-0.2622349758942922,-0.08796321352322896,-0.037418837348620095,-0.10111493244767189,AUTO,622380.0,-35.3626023,149.16491093333332,38425.0,78.66666666666667,-36.666666666666664,-22.0
19:22:09,-42.0,-12.0,-1045.6666666666667,61.666666666666664,-31.666666666666668,1.6666666666666667,0.019646560152371723,-0.13306418309609094,-0.28520601987838745,0.0601264958580335,-0.033223252122600876,0.0003610364510677755,AUTO,622986.6666666666,-35.36258873333333,149.16490266666665,39032.666666666664,174.0,-71.66666666666667,-73.66666666666667
19:22:10,-54.0,-21.666666666666668,-1038.6666666666667,2.0,83.33333333333333,-7.333333333333333,0.02669934059182803,-0.12422227362791698,-0.29074711600939435,0.00048313414057095844,0.0828342695410053,-0.009435696216921011,AUTO,623676.6666666666,-35.362574966666664,149.16489503333332,39722.333333333336,239.0,-93.0,-104.33333333333333
19:22:11,-52.333333333333336,-24.666666666666668,-989.3333333333334,0.6666666666666666,-79.0,-8.666666666666666,0.034015086789925895,-0.04968357582887014,-0.3070158163706462,-0.0012652579850206773,-0.08023086811105411,-0.010654746554791927,AUTO,625256.6666666666,-35.36254673333333,149.16488013333333,41300.0,250.0,-96.0,-132.0
19:22:12,-58.333333333333336,-27.0,-963.6666666666666,6.333333333333333,-93.0,-16.666666666666668,0.033494854966799416,-0.15099120636781058,-0.3209371467431386,0.004340258504574497,-0.09434029025336106,-0.018597636992732685,AUTO,626213.3333333334,-35.36252916666667,149.16487120000002,42258.666666666664,279.6666666666667,-105.0,-109.33333333333333
19:22:13,-77.0,-40.333333333333336,-1021.3333333333334,-1.3333333333333333,89.33333333333333,-51.666666666666664,0.0407632514834404,-0.09147374083598454,-0.36316845814387005,-0.00326014954286317,0.08885925511519115,-0.05361593390504519,AUTO,627533.3333333334,-35.3624922,149.16485336666665,43576.333333333336,360.0,-136.33333333333334,-106.0
19:22:14,-80.66666666666667,-44.666666666666664,-1015.3333333333334,7.0,39.666666666666664,-67.66666666666667,0.04204083730777105,-0.05046703418095907,-0.407126526037852,0.0051860179131229716,0.03897324095790585,-0.0695343551536401,AUTO,628430.0,-35.36246773333333,149.16484153333334,44473.666666666664,354.3333333333333,-138.0,-122.66666666666667
19:22:15,-62.666666666666664,-47.333333333333336,-1015.0,-9.0,34.666666666666664,-61.333333333333336,0.035383628060420357,0.016969542174289625,-0.49109551310539246,-0.011307810433208942,0.03409121992687384,-0.06307138999303182,AUTO,630193.3333333334,-35.36243003333333,149.16482286666667,46241.0,293.0,-118.0,-147.66666666666666
19:22:16,-48.0,-38.666666666666664,-1008.3333333333334,-6.333333333333333,35.0,-46.333333333333336,0.02817819019158681,0.0396500863134861,-0.5326835115750631,-0.008919493295252323,0.03395561842868725,-0.048259696612755455,AUTO,631383.3333333334,-35.36241153333333,149.16481376666667,47425.0,238.33333333333334,-95.0,-155.33333333333334
19:22:17,-34.666666666666664,-21.666666666666668,-926.0,61.0,127.66666666666667,346.6666666666667,0.08040511856476466,0.012250354668746391,-0.36918748418490094,0.05900730068484942,0.12634861965974173,0.34570041795571643,AUTO,633303.3333333334,-35.36238873333333,149.16480363333335,49346.0,171.0,-45.0,-120.33333333333333
19:22:18,-20.333333333333332,-21.666666666666668,-923.0,-127.0,69.0,-28.666666666666668,0.02761522075161338,0.12391216307878494,-0.27262719472249347,-0.12943868339061737,0.06787434903283913,-0.030483948804127674,AUTO,634013.3333333334,-35.36237826666667,149.1648016,50060.333333333336,114.0,-1.3333333333333333,-58.333333333333336
19:22:19,2.3333333333333335,-1.6666666666666667,-974.6666666666666,-509.6666666666667,-75.0,-5.666666666666667,-0.04470159982641538,0.06654213493069012,-0.2953636447588603,-0.5136288305123647,-0.07686424007018407,-0.007579290075227618,LOITER,634256.6666666666,-35.362372900000004,149.16480216666668,50302.333333333336,-17.333333333333332,3.3333333333333335,13.0
19:22:20,4.0,69.66666666666667,-881.6666666666666,1205.0,-77.0,-5.0,-0.01351119508035481,0.005816263030283153,-0.29573989907900494,1.2016714413960774,-0.07894591552515824,-0.0065119795811673,LOITER,634083.3333333334,-35.36237483333333,149.16480203333333,50126.333333333336,-42.666666666666664,-4.0,46.666666666666664
19:22:21,2.3333333333333335,-41.0,-956.0,-1741.0,3.6666666666666665,-8.0,-0.012938901626815399,-0.014479131748278936,-0.3037881553173065,-1.7446191906929016,0.0027847383559371033,-0.009745003112281362,LOITER,632440.0,-35.362378666666665,149.16480076666667,48485.0,-24.0,-4.666666666666667,187.66666666666666
19:22:22,3.0,-87.66666666666667,-998.3333333333334,-1091.6666666666667,9.666666666666666,1.3333333333333333,0.007261307289203008,-0.011280435447891554,-0.3070540726184845,-1.0896334523955982,0.008913268141138056,-4.367313037316004e-05,LOITER,630933.3333333334,-35.362379733333334,149.16480063333333,46978.333333333336,-10.0,0.0,193.66666666666666
19:22:23,2.6666666666666665,57.0,-1018.3333333333334,367.0,-3.3333333333333335,17.666666666666668,-0.021650227718055248,-0.005191474221646786,-0.3126588960488637,0.3605367640654246,-0.005339632586886485,0.01699987209091584,LOITER,628536.6666666666,-35.362379866666664,149.1648018,44582.0,2.6666666666666665,-0.3333333333333333,172.33333333333334
19:22:24,2.6666666666666665,-85.33333333333333,-993.3333333333334,-1684.0,-9.666666666666666,-2.3333333333333335,-0.037950944155454636,-0.00453648700689276,-0.3180844187736511,-1.6846929391225178,-0.011281711049377918,-0.0038746409118175507,AUTO,627210.0,-35.36237946666667,149.1648029,43256.0,3.6666666666666665,-8.0,164.66666666666666
19:22:25,0.3333333333333333,38.333333333333336,-1142.6666666666667,1219.6666666666667,7.0,-3.3333333333333335,-0.01167973130941391,-1.7965303413802758e-06,-0.3223769764105479,1.2192612489064534,0.005654667581742008,-0.004936325441425045,AUTO,625220.0,-35.36237863333333,149.1648046,41264.333333333336,1.3333333333333333,-19.333333333333332,109.66666666666667
19:22:26,0.0,-25.0,-1088.3333333333333,-315.0,-1.6666666666666667,-6.666666666666667,-0.02638795164724191,-0.0011246200495709975,-0.32546096046765643,-0.3153016020854314,-0.003341462773581346,-0.008460363373160362,AUTO,624706.6666666666,-35.362378433333326,149.1648051,40753.0,-3.0,-27.0,22.0
19:22:27,-1.3333333333333333,-0.3333333333333333,-1043.6666666666667,-92.0,-5.666666666666667,-2.3333333333333335,-0.01624095564087232,-0.005472626692305009,-0.33169976870218915,-0.09303339074055354,-0.007077399796495835,-0.003984600615998109,AUTO,624956.6666666666,-35.362378666666665,149.16480470000002,41002.0,-6.0,-29.666666666666668,-55.333333333333336
